Date,ACWI ex JAPAN SMALL VALUE
2007-05-31,1000.0
2007-06-01,1008.5721973153569
2007-06-04,1006.8949338562273
2007-06-05,998.5969218327443
2007-06-06,989.3438285542843
2007-06-07,976.0363614751179
2007-06-08,984.4185384674764
2007-06-11,987.6813097032912
2007-06-12,981.4978642092666
2007-06-13,987.7539753387501
2007-06-14,994.4373708140643
2007-06-15,1000.5043715653435
2007-06-18,998.1431083965131
2007-06-19,998.4955798311328
2007-06-20,991.5726653064263
2007-06-21,991.4453656719363
2007-06-22,985.541306182008
2007-06-25,978.5248435699629
2007-06-26,974.551560154583
2007-06-27,979.1031958930744
2007-06-28,983.3221259300011
2007-06-29,980.3642746311344
2007-07-02,982.1441474472364
2007-07-03,988.3177191801313
2007-07-04,990.5041130477251
2007-07-05,992.1502301821965
2007-07-06,993.5496970629019
2007-07-09,996.3148544350845
2007-07-10,980.2318352586209
2007-07-11,977.5910019475165
2007-07-12,990.6500410715036
2007-07-13,994.5279598544237
2007-07-16,991.2551057022831
2007-07-17,990.2451322326888
2007-07-18,984.8248936904597
2007-07-19,990.0904804198111
2007-07-20,981.1164972206312
2007-07-23,982.0763934453888
2007-07-24,964.1421632953637
2007-07-25,967.0756442174455
2007-07-26,943.1940775294701
2007-07-27,930.5973516867384
2007-07-30,933.4044133561671
2007-07-31,934.8511628182723
2007-08-01,927.3816004702588
2007-08-02,931.5000681634103
2007-08-03,908.2266496597167
2007-08-06,906.7055551404644
2007-08-07,912.2604031440162
2007-08-08,924.8217684130262
2007-08-09,914.6548646383497
2007-08-10,909.5879293719767
2007-08-13,915.203412090363
2007-08-14,900.9006810432804
2007-08-15,891.0700408011505
2007-08-16,884.7130912181693
2007-08-17,892.1014750268436
2007-08-20,903.5235815757308
2007-08-21,903.799105331685
2007-08-22,916.6585089609576
2007-08-23,914.5188836026759
2007-08-24,918.1441569985548
2007-08-27,915.5008298409776
2007-08-28,897.3280451939145
2007-08-29,909.5347917856549
2007-08-30,911.9116670535043
2007-08-31,924.505769330199
2007-09-03,928.0716280140391
2007-09-04,935.6973970289613
2007-09-05,921.6899890878885
2007-09-06,921.6089271741394
2007-09-07,904.5951305224295
2007-09-10,895.0604741339052
2007-09-11,903.4997505977757
2007-09-12,899.3316830000219
2007-09-13,901.5302269184331
2007-09-14,902.0064367695894
2007-09-17,892.5818997912168
2007-09-18,910.7173243955342
2007-09-19,920.9652609505009
2007-09-20,908.9114005433288
2007-09-21,911.8675791280637
2007-09-24,908.4151768730802
2007-09-25,900.2854696161601
2007-09-26,906.6799636590763
2007-09-27,912.2208914010853
2007-09-28,905.8010346465524
2007-10-01,916.5351483586404
2007-10-02,928.0909198601978
2007-10-03,926.6307373426871
2007-10-04,928.3685512313422
2007-10-05,939.9917927811305
2007-10-08,940.6355421375093
2007-10-09,943.1830216414105
2007-10-10,939.7521802355856
2007-10-11,935.5187499206867
2007-10-12,938.2118352357645
2007-10-15,928.5024299926785
2007-10-16,922.8553561463451
2007-10-17,923.253202344314
2007-10-18,916.4818687497819
2007-10-19,902.2662898808193
2007-10-22,904.1869447738344
2007-10-23,910.2918685295195
2007-10-24,905.9628415580529
2007-10-25,906.0786232704392
2007-10-26,912.8157944169725
2007-10-29,914.7945939772146
2007-10-30,910.2946339279252
2007-10-31,919.7732303062621
2007-11-01,900.8630128371724
2007-11-02,893.4843968561838
2007-11-05,886.1102016783117
2007-11-06,890.7914495788967
2007-11-07,869.1488386612612
2007-11-08,867.654558469158
2007-11-09,859.5776256512291
2007-11-12,854.6579419391894
2007-11-13,863.2120815390441
2007-11-14,859.8023618855731
2007-11-15,850.8736708361037
2007-11-16,843.745096690936
2007-11-19,825.3988745569401
2007-11-20,819.0097764986118
2007-11-21,800.6917711968922
2007-11-22,799.8058376207962
2007-11-23,812.5607637742706
2007-11-26,800.52276445444
2007-11-27,801.9417787932175
2007-11-28,825.9394185921245
2007-11-29,826.4625394036774
2007-11-30,838.4082860195998
2007-12-03,835.0530236164408
2007-12-04,821.4937571129441
2007-12-05,835.4070892505588
2007-12-06,849.6866341952267
2007-12-07,851.4809599870258
2007-12-10,853.6422264910915
2007-12-11,840.2205163490223
2007-12-12,841.0775951419771
2007-12-13,836.4906732531599
2007-12-14,833.3637187797642
2007-12-17,818.4081118133286
2007-12-18,822.4224772066245
2007-12-19,823.0214514939854
2007-12-20,828.3927239874988
2007-12-21,839.6734726392693
2007-12-24,846.1784471010532
2007-12-25,846.3759943774921
2007-12-26,841.4418656552857
2007-12-27,830.5266278040376
2007-12-28,825.4665437475878
2007-12-31,828.7244766304859
2008-01-01,829.034176279727
2008-01-02,817.0594227586827
2008-01-03,808.2662861601341
2008-01-04,789.0094414751546
2008-01-07,787.7502609474875
2008-01-08,778.3605367011705
2008-01-09,776.8504427080087
2008-01-10,773.9817292283698
2008-01-11,763.2778503947392
2008-01-14,764.8442848658234
2008-01-15,750.9321028725874
2008-01-16,753.2539633666491
2008-01-17,743.6520661035382
2008-01-18,738.2027646837527
2008-01-21,727.6615521954686
2008-01-22,722.7779706428676
2008-01-23,739.0345222456526
2008-01-24,741.479146627595
2008-01-25,745.2761430249817
2008-01-28,747.1762713167769
2008-01-29,757.7799456008802
2008-01-30,751.4045546718854
2008-01-31,761.6172529288026
2008-02-01,777.3030463545888
2008-02-04,777.7921509024502
2008-02-05,766.0972617414409
2008-02-06,759.8805643777532
2008-02-07,767.327394526686
2008-02-08,766.1133779102273
2008-02-11,762.7384308102967
2008-02-12,768.7642768325056
2008-02-13,776.5601154033212
2008-02-14,770.7934372251921
2008-02-15,764.2784027498689
2008-02-18,768.4972568190027
2008-02-19,766.821888047229
2008-02-20,772.3963457418529
2008-02-21,762.5978499144693
2008-02-22,761.887911414528
2008-02-25,773.9109616994973
2008-02-26,778.9848426047533
2008-02-27,770.811939655073
2008-02-28,758.6028314388849
2008-02-29,743.6815222631558
2008-03-03,736.723262020475
2008-03-04,731.7798250707184
2008-03-05,733.7843228122746
2008-03-06,717.8500163443066
2008-03-07,711.7053362438814
2008-03-10,697.9461236401189
2008-03-11,717.7912795297369
2008-03-12,711.9858249778958
2008-03-13,709.7666237811774
2008-03-14,699.1663268011755
2008-03-17,676.3908777355531
2008-03-18,694.7588272597368
2008-03-19,689.3572682655131
2008-03-20,703.3608076875536
2008-03-21,703.8522882028401
2008-03-24,715.0861668616452
2008-03-25,718.9953197010087
2008-03-26,710.2987600887358
2008-03-27,708.1265950395142
2008-03-28,704.3928576669134
2008-03-31,705.7598785246704
2008-04-01,732.0688642584578
2008-04-02,736.3304285493799
2008-04-03,734.3391352202304
2008-04-04,729.5959555227669
2008-04-07,733.8879292964283
2008-04-08,729.389735327293
2008-04-09,718.762597415885
2008-04-10,720.2991031073512
2008-04-11,709.5193854726161
2008-04-14,704.9593741183172
2008-04-15,711.4006653641492
2008-04-16,722.1432545486243
2008-04-17,723.0240027769462
2008-04-18,737.166929735494
2008-04-21,727.2887280490985
2008-04-22,718.3841076312892
2008-04-23,722.8327216219953
2008-04-24,733.2033305506791
2008-04-25,739.6796928981988
2008-04-28,744.7883603544118
2008-04-29,741.061141136508
2008-04-30,743.895718915313
2008-05-01,756.1134955962876
2008-05-02,761.886583514436
2008-05-05,757.355802752979
2008-05-06,757.195754227147
2008-05-07,757.8799134745818
2008-05-08,757.6850407275608
2008-05-09,755.0440110466346
2008-05-12,760.2185826039351
2008-05-13,761.1263193066202
2008-05-14,763.0332141813348
2008-05-15,767.8039096387694
2008-05-16,766.3762723691719
2008-05-19,769.6420387789071
2008-05-20,758.2014517178269
2008-05-21,747.0747578574117
2008-05-22,751.4905769097365
2008-05-23,741.9329710053349
2008-05-26,739.3345120941623
2008-05-27,744.1869183743128
2008-05-28,750.0808066936329
2008-05-29,758.6528441893091
2008-05-30,758.3953350671322
2008-06-02,752.9628930892444
2008-06-03,755.2723779509008
2008-06-04,756.0213409933298
2008-06-05,760.8149585262777
2008-06-06,738.2413397398426
2008-06-09,730.821330553245
2008-06-10,733.5952213780816
2008-06-11,719.5421076800048
2008-06-12,723.1872214071661
2008-06-13,732.9973961531414
2008-06-16,733.2393032234419
2008-06-17,728.9850182202057
2008-06-18,720.3610495668031
2008-06-19,721.2341352746888
2008-06-20,705.6605848185947
2008-06-23,702.3359419264302
2008-06-24,691.4791751473874
2008-06-25,699.989746403391
2008-06-26,679.4557545778715
2008-06-27,672.6374823077496
2008-06-30,666.9635038369235
2008-07-01,661.278902363357
2008-07-02,645.7796172789862
2008-07-03,645.4878083281963
2008-07-04,644.9554254752513
2008-07-07,642.2947425030553
2008-07-08,649.3969285521099
2008-07-09,642.9101554128089
2008-07-10,640.5457313266439
2008-07-11,633.6199077534404
2008-07-14,627.6158513183191
2008-07-15,617.9578084882526
2008-07-16,636.2839311125576
2008-07-17,649.4824052976651
2008-07-18,652.8232637527391
2008-07-21,658.5080340491894
2008-07-22,667.9459444058901
2008-07-23,681.5572356493756
2008-07-24,667.8820931137722
2008-07-25,667.5426449777183
2008-07-28,656.2921994817937
2008-07-29,670.2317831956175
2008-07-30,678.2980730344854
2008-07-31,674.3688886676615
2008-08-01,675.484447680399
2008-08-04,668.0665399539362
2008-08-05,685.8976154241149
2008-08-06,692.3888795685016
2008-08-07,684.9806512590504
2008-08-08,709.3567732520103
2008-08-11,722.2577971988859
2008-08-12,719.0780241664075
2008-08-13,713.9518752539619
2008-08-14,718.3514508526816
2008-08-15,728.2127438590732
2008-08-18,720.2281781261356
2008-08-19,706.8839886349825
2008-08-20,706.1441994185708
2008-08-21,697.0036022380601
2008-08-22,709.2830341070835
2008-08-25,701.5977437948101
2008-08-26,706.7857370489097
2008-08-27,709.8542434590664
2008-08-28,720.4936442603398
2008-08-29,718.999294856065
2008-09-01,721.5621662846855
2008-09-02,726.272639140958
2008-09-03,728.7251489201079
2008-09-04,714.7720322382615
2008-09-05,715.2810822663845
2008-09-08,735.5613440705257
2008-09-09,719.3658614480602
2008-09-10,724.8052133197574
2008-09-11,726.0774547928204
2008-09-12,721.9179691321208
2008-09-15,695.123273624435
2008-09-16,699.1067695639427
2008-09-17,673.5591272485182
2008-09-18,690.6665724856355
2008-09-19,720.4071579377384
2008-09-22,688.1874894948091
2008-09-23,674.9550356070627
2008-09-24,671.971216076405
2008-09-25,676.6062635225328
2008-09-26,673.5120664862416
2008-09-29,638.434286702749
2008-09-30,665.3477399395643
2008-10-01,666.9803717719674
2008-10-02,652.148548017571
2008-10-03,641.7450565306134
2008-10-06,618.4176944486077
2008-10-07,588.557005467657
2008-10-08,566.2795176901215
2008-10-09,535.4578165833714
2008-10-10,537.3105059897013
2008-10-13,573.9347590172252
2008-10-14,575.6138861106881
2008-10-15,535.6941255644051
2008-10-16,544.9347576673359
2008-10-17,539.9118300233316
2008-10-20,558.5625384503011
2008-10-21,552.7872279250766
2008-10-22,533.3608694138157
2008-10-23,520.8139647840143
2008-10-24,503.4462241570757
2008-10-27,491.34312175253996
2008-10-28,517.3178973170499
2008-10-29,517.1370398957904
2008-10-30,537.9621870098501
2008-10-31,561.1690983743096
2008-11-03,565.0332834431638
2008-11-04,571.6816709264779
2008-11-05,548.8731847634839
2008-11-06,535.5356592230711
2008-11-07,543.3857744745994
2008-11-10,534.988622957433
2008-11-11,529.8347398598723
2008-11-12,507.14276666462644
2008-11-13,526.869286160697
2008-11-14,503.53862487984384
2008-11-17,496.5843329577279
2008-11-18,492.1515120694314
2008-11-19,463.5199418409002
2008-11-20,438.8646115099249
2008-11-21,453.39484122314644
2008-11-24,471.3489938151743
2008-11-25,472.4743322230893
2008-11-26,491.6742798415996
2008-11-27,497.692079971193
2008-11-28,509.2277677324959
2008-12-01,467.86160465022243
2008-12-02,479.67235558100094
2008-12-03,489.1087182022364
2008-12-04,477.5001203241603
2008-12-05,489.3328843049668
2008-12-08,502.74114267899887
2008-12-09,495.73886770548506
2008-12-10,505.450576365907
2008-12-11,482.5110026085589
2008-12-12,484.2011462378112
2008-12-15,469.522274945109
2008-12-16,487.2368130236899
2008-12-17,474.35960699347567
2008-12-18,466.28382630188963
2008-12-19,483.81472969392667
2008-12-22,474.3113869317857
2008-12-23,469.1931983474703
2008-12-24,469.9719690181061
2008-12-25,470.0660959390907
2008-12-26,471.6891992947183
2008-12-29,463.83217649447727
2008-12-30,479.77068377943203
2008-12-31,497.508837952457
2009-01-01,497.8273944287613
2009-01-02,507.47980204300325
2009-01-05,520.7485753541433
2009-01-06,540.0796195760846
2009-01-07,519.5444106179468
