Date,KUKJE (ACWI ex KOREA) SMALL VALUE
2002-05-31,1000.0
2002-06-03,985.6861088299346
2002-06-04,975.9446081631418
2002-06-05,981.514963269102
2002-06-06,965.73147855371
2002-06-07,966.49443482084
2002-06-10,966.7700874829421
2002-06-11,961.7034792709854
2002-06-12,955.797483838545
2002-06-13,947.5987422625024
2002-06-14,940.4888442330874
2002-06-17,955.4180293891287
2002-06-18,952.1794093254719
2002-06-19,934.7987683877665
2002-06-20,923.7834993427891
2002-06-21,921.23653871735
2002-06-24,910.8033524142788
2002-06-25,911.478354041014
2002-06-26,889.5209209284216
2002-06-27,901.7112231701171
2002-06-28,909.3184132012032
2002-07-01,902.3155507517926
2002-07-02,887.2537417116338
2002-07-03,884.1358351585026
2002-07-04,885.4382002309809
2002-07-05,905.8316880054687
2002-07-08,891.2600942233579
2002-07-09,881.6950894218129
2002-07-10,871.698017599424
2002-07-11,860.2433627050876
2002-07-12,856.013699151921
2002-07-15,834.5650663445946
2002-07-16,824.2156161126043
2002-07-17,827.3729300039618
2002-07-18,819.2956895762397
2002-07-19,800.3393867246648
2002-07-22,788.169946905906
2002-07-23,776.2091625775338
2002-07-24,784.8965072338485
2002-07-25,785.7185940916321
2002-07-26,794.7165511089129
2002-07-29,828.66046850466
2002-07-30,827.0930178859204
2002-07-31,829.1022902066221
2002-08-01,819.9012053927577
2002-08-02,803.9856275608312
2002-08-05,788.1287965488807
2002-08-06,810.4765801504833
2002-08-07,814.5361737037412
2002-08-08,824.6519705285109
2002-08-09,826.093791709452
2002-08-12,820.8822550580217
2002-08-13,811.0557702725378
2002-08-14,818.5103475810669
2002-08-15,827.5976095855362
2002-08-16,828.4805513040428
2002-08-19,839.0543754464476
2002-08-20,836.4617781560271
2002-08-21,842.7574412476434
2002-08-22,855.3393955030156
2002-08-23,845.8517027443459
2002-08-26,854.8888311341207
2002-08-27,845.1105997875004
2002-08-28,833.8515901494343
2002-08-29,830.9411717713507
2002-08-30,832.6882961380206
2002-09-02,828.5536842535345
2002-09-03,804.8320705781192
2002-09-04,811.7332301340347
2002-09-05,804.127121914756
2002-09-06,818.0278512087277
2002-09-09,821.3255089188366
2002-09-10,828.9302369469485
2002-09-11,831.7846488792169
2002-09-12,819.0018439130668
2002-09-13,817.0535303644843
2002-09-16,815.973581622913
2002-09-17,811.8322517749772
2002-09-18,798.944809410095
2002-09-19,783.848615475418
2002-09-20,782.8739509035272
2002-09-23,769.4784564073092
2002-09-24,761.4763735093537
2002-09-25,771.0606678900457
2002-09-26,784.3696998193926
2002-09-27,775.9782530917215
2002-09-30,762.176974941182
2002-10-01,770.5214334230807
2002-10-02,758.8234120917307
2002-10-03,750.8788223385549
2002-10-04,741.9115783396634
2002-10-07,724.2526571682415
2002-10-08,727.3826411515942
2002-10-09,703.0403316061366
2002-10-10,716.0524364183298
2002-10-11,732.7324922623584
2002-10-14,731.8176034477858
2002-10-15,758.1070528331929
2002-10-16,747.5933325033801
2002-10-17,768.9330827160807
2002-10-18,770.4615381232636
2002-10-21,776.7563048063073
2002-10-22,765.7675073452465
2002-10-23,772.3831756944525
2002-10-24,770.1598359562965
2002-10-25,776.5853623326967
2002-10-28,770.7331346774192
2002-10-29,764.146786461414
2002-10-30,771.3449675895407
2002-10-31,770.3710743347524
2002-11-01,775.1127002859324
2002-11-04,781.1183565559525
2002-11-05,779.3098935125184
2002-11-06,787.2308150185128
2002-11-07,772.1915958948272
2002-11-08,764.1200128073532
2002-11-11,753.3385774221049
2002-11-12,758.2318425174916
2002-11-13,757.3998409108508
2002-11-14,769.2414590465314
2002-11-15,770.999205864096
2002-11-18,765.7679847744919
2002-11-19,758.3148694722586
2002-11-20,770.5106042554997
2002-11-21,786.415416800127
2002-11-22,791.4903763169226
2002-11-25,801.5579452400989
2002-11-26,793.2894246277257
2002-11-27,807.9801716811687
2002-11-28,808.1473849303709
2002-11-29,808.0058110905367
2002-12-02,810.8018150628317
2002-12-03,800.131950659026
2002-12-04,793.5686067649368
2002-12-05,789.3078143644327
2002-12-06,785.7374718020404
2002-12-09,776.5239760233919
2002-12-10,781.3387706812792
2002-12-11,783.0622653573106
2002-12-12,778.408258951224
2002-12-13,768.7213412451179
2002-12-16,777.2796111218619
2002-12-17,767.9672007342971
2002-12-18,760.7510229353353
2002-12-19,761.4403097688488
2002-12-20,764.9015298594205
2002-12-23,766.7547221354102
2002-12-24,763.2288644204889
2002-12-25,763.2798806536898
2002-12-26,764.8947802972915
2002-12-27,755.9883850262243
2002-12-30,754.8924420802736
2002-12-31,755.6649395979853
2003-01-01,755.6441590018314
2003-01-02,774.7015797924005
2003-01-03,772.9507459564778
2003-01-06,779.4669890776951
2003-01-07,776.1407346157274
2003-01-08,771.5948209070593
2003-01-09,773.40914238836
2003-01-10,771.8211669062975
2003-01-13,770.6151954781207
2003-01-14,772.1172761047677
2003-01-15,769.790120588007
2003-01-16,769.7453962425853
2003-01-17,757.8345729459419
2003-01-20,756.2802761160863
2003-01-21,750.0600413477667
2003-01-22,742.6997302205523
2003-01-23,744.1508508915451
2003-01-24,731.9408216781242
2003-01-27,718.4695811328485
2003-01-28,719.8268582355405
2003-01-29,717.1438669910748
2003-01-30,717.9767490542977
2003-01-31,723.6500919606532
2003-02-03,725.6093604373467
2003-02-04,715.976107190252
2003-02-05,716.8176022303334
2003-02-06,712.2497462697171
2003-02-07,706.3656287584287
2003-02-10,710.6725978178683
2003-02-11,711.9754437167194
2003-02-12,705.7100496172175
2003-02-13,699.3677240194476
2003-02-14,703.8127686814892
2003-02-17,709.8583735671903
2003-02-18,720.0094436292219
2003-02-19,713.6301359773247
2003-02-20,707.5477006468304
2003-02-21,712.47750766491
2003-02-24,708.5085088144453
2003-02-25,707.0121179778283
2003-02-26,701.1251811841834
2003-02-27,707.3015409610007
2003-02-28,707.4508073253304
2003-03-03,704.8077594242967
2003-03-04,696.3812915384005
2003-03-05,692.041810275395
2003-03-06,687.8961240135528
2003-03-07,682.0619687716919
2003-03-10,670.7439550497688
2003-03-11,665.2894021862622
2003-03-12,663.7897792248306
2003-03-13,682.1338264613469
2003-03-14,690.4082703886324
2003-03-17,705.1886784668742
2003-03-18,714.1686179900618
2003-03-19,718.7610813327815
2003-03-20,721.8944760158602
2003-03-21,736.1578485691102
2003-03-24,718.3455096967891
2003-03-25,719.9749161209182
2003-03-26,718.2787567411982
2003-03-27,715.6956873567772
2003-03-28,713.2639190200035
2003-03-31,698.3032290567796
2003-04-01,704.2741221851529
2003-04-02,720.47110378994
2003-04-03,721.9763390039867
2003-04-04,725.6291870798124
2003-04-07,737.6843615996783
2003-04-08,732.2331804409578
2003-04-09,729.3556816863745
2003-04-10,724.5003562957406
2003-04-11,727.4106821715
2003-04-14,732.2429469631637
2003-04-15,737.7253810830682
2003-04-16,733.6238558175172
2003-04-17,736.8118181509067
2003-04-18,737.2935785665006
2003-04-21,741.6824826472849
2003-04-22,743.854527446837
2003-04-23,750.3504770675536
2003-04-24,743.2150197054841
2003-04-25,737.5824229247786
2003-04-28,746.649381191167
2003-04-29,748.6099245503984
2003-04-30,745.5448949643411
2003-05-01,741.3775700297537
2003-05-02,751.8523943407537
2003-05-05,753.3823185242296
2003-05-06,756.5333297696526
2003-05-07,756.8349928020557
2003-05-08,746.7755989962916
2003-05-09,751.5011457262967
2003-05-12,755.248515292482
2003-05-13,758.5500930315461
2003-05-14,762.5384913332098
2003-05-15,767.4750282512242
2003-05-16,764.1890129760684
2003-05-19,745.2035573095233
2003-05-20,748.0369094312342
2003-05-21,744.9762385446495
2003-05-22,750.9622330183633
2003-05-23,750.8252494191969
2003-05-26,747.2904031873072
2003-05-27,752.841018462992
2003-05-28,762.8876133244463
2003-05-29,760.3803817838897
2003-05-30,772.8615458992742
2003-06-02,781.8894328878198
2003-06-03,781.2137854197696
