Date,ACWI ex AUSTRALIA SMALL VALUE
2007-05-31,1000.0
2007-06-01,1008.0223103778588
2007-06-04,1006.1648431959795
2007-06-05,998.3728138007125
2007-06-06,990.2732366615883
2007-06-07,977.6951239239036
2007-06-08,985.2208861912378
2007-06-11,988.4195897559684
2007-06-12,982.2886918160267
2007-06-13,987.6691138711886
2007-06-14,994.3046817357598
2007-06-15,999.9972498947501
2007-06-18,998.2573195597487
2007-06-19,997.8348099389412
2007-06-20,991.1472237434913
2007-06-21,991.152134271626
2007-06-22,984.465240883422
2007-06-25,977.3255959736864
2007-06-26,974.2400337428294
2007-06-27,978.8167129115591
2007-06-28,982.8586283134655
2007-06-29,980.3832250291755
2007-07-02,982.3522871235651
2007-07-03,988.0883821933472
2007-07-04,989.5071467456538
2007-07-05,991.1950779792361
2007-07-06,991.6107044264736
2007-07-09,994.6785514818106
2007-07-10,980.275809448974
2007-07-11,976.8470371055522
2007-07-12,987.846282748996
2007-07-13,991.8578803790217
2007-07-16,988.7139709454843
2007-07-17,987.4434231966543
2007-07-18,981.6237900157275
2007-07-19,986.5893711746605
2007-07-20,978.6849897445237
2007-07-23,978.2851814524744
2007-07-24,962.2350965492948
2007-07-25,965.6894017745636
2007-07-26,943.5017862492663
2007-07-27,932.1471132651176
2007-07-30,935.9977430421343
2007-07-31,937.0674419087281
2007-08-01,930.1245407721129
2007-08-02,933.409600788764
2007-08-03,911.5330892667895
2007-08-06,911.171615623988
2007-08-07,915.1841533323369
2007-08-08,924.9018446217347
2007-08-09,916.8895341507069
2007-08-10,911.1214645584434
2007-08-13,916.6252471182105
2007-08-14,904.6275191316771
2007-08-15,895.7910115963781
2007-08-16,892.4393907962248
2007-08-17,894.5726782375464
2007-08-20,904.5168857517876
2007-08-21,906.7996753098093
2007-08-22,917.8013352393709
2007-08-23,915.8701043365221
2007-08-24,919.0053057393267
2007-08-27,916.15417439193
2007-08-28,900.3008500988378
2007-08-29,910.4177758550222
2007-08-30,912.644495798173
2007-08-31,926.2507687458187
2007-09-03,929.4368563498937
2007-09-04,935.8492536817588
2007-09-05,921.1220418985922
2007-09-06,920.2236708548949
2007-09-07,905.6438113653414
2007-09-10,895.6333291799958
2007-09-11,902.51863361645
2007-09-12,898.2930282669049
2007-09-13,899.0752616926667
2007-09-14,899.8183016946227
2007-09-17,891.3324098118462
2007-09-18,906.3809809509189
2007-09-19,916.4645388268235
2007-09-20,905.1788364682171
2007-09-21,906.3433218462399
2007-09-24,903.1460301428008
2007-09-25,896.3289033667667
2007-09-26,902.4843942659224
2007-09-27,909.4688015539834
2007-09-28,903.746545791555
2007-10-01,912.7866643469463
2007-10-02,924.9611980298321
2007-10-03,924.0007267296603
2007-10-04,924.9898120118864
2007-10-05,935.268721703013
2007-10-08,935.5607303088359
2007-10-09,938.7136517795889
2007-10-10,934.5927248957183
2007-10-11,930.7444981975468
2007-10-12,932.6597152954719
2007-10-15,923.3670319539215
2007-10-16,918.0924152641576
2007-10-17,916.8458444690299
2007-10-18,911.8431461807688
2007-10-19,898.2104651884845
2007-10-22,900.5856541763432
2007-10-23,905.0297370028502
2007-10-24,900.9743625314302
2007-10-25,899.8481375817338
2007-10-26,905.8465841307311
2007-10-29,908.0297721401669
2007-10-30,904.4047288707212
2007-10-31,913.8564563146957
2007-11-01,897.1245246855581
2007-11-02,889.3053768192337
2007-11-05,881.2898533445584
2007-11-06,885.6076070256408
2007-11-07,863.9236824720754
2007-11-08,861.4623167152298
2007-11-09,855.412305246851
2007-11-12,851.9452845909246
2007-11-13,858.2186586864683
2007-11-14,855.3626251152083
2007-11-15,848.5576266027338
2007-11-16,841.1253071546657
2007-11-19,823.0754869490287
2007-11-20,816.8807269233287
2007-11-21,800.8429409263864
2007-11-22,799.7547162552048
2007-11-23,812.176835946229
2007-11-26,801.5115128051591
2007-11-27,803.7435931473582
2007-11-28,825.312338628868
2007-11-29,827.2949937139358
2007-11-30,838.2229124563705
2007-12-03,836.0231467836518
2007-12-04,823.0886894236835
2007-12-05,836.6725704568433
2007-12-06,849.9897557561644
2007-12-07,851.4695633735205
2007-12-10,852.8661202134554
2007-12-11,840.5392835470586
2007-12-12,841.2090524167728
2007-12-13,835.8399475791534
2007-12-14,832.9577925094528
2007-12-17,818.7514788460502
2007-12-18,822.824118543935
2007-12-19,822.4197331540615
2007-12-20,827.1663770977685
2007-12-21,836.7202011548957
2007-12-24,841.8616287138108
2007-12-25,842.6947772945626
2007-12-26,839.0524891399261
2007-12-27,828.1841908297682
2007-12-28,822.4689268494209
2007-12-31,826.7009531158977
2008-01-01,826.9896109046458
2008-01-02,816.7170745143416
2008-01-03,808.9794563029415
