Date,AC AMERICAS SMALL VALUE
2007-05-31,1000.0
2007-06-01,1009.4624533670122
2007-06-04,1008.5003530213406
2007-06-05,996.8129943437127
2007-06-06,989.2501610016553
2007-06-07,973.1459319960037
2007-06-08,989.550960955614
2007-06-11,989.9500096200126
2007-06-12,980.440478425936
2007-06-13,991.9564627697515
2007-06-14,995.9513456508384
2007-06-15,1001.2328306949793
2007-06-18,996.8580529009603
2007-06-19,997.8207937061331
2007-06-20,985.3136402931893
2007-06-21,988.7949919417154
2007-06-22,979.5625160277054
2007-06-25,971.1319467560777
2007-06-26,967.0325451164894
2007-06-27,979.544284021788
2007-06-28,979.0956004942053
2007-06-29,972.5079266756468
2007-07-02,975.8978730902153
2007-07-03,979.3163748508002
2007-07-04,979.297030586432
2007-07-05,982.2783270286566
2007-07-06,983.3845916251131
2007-07-09,984.0048352719733
2007-07-10,961.4031780887552
2007-07-11,959.55323001935
2007-07-12,975.2389451765434
2007-07-13,977.4858861704196
2007-07-16,970.9583487547162
2007-07-17,970.1339626722721
2007-07-18,965.2450213481667
2007-07-19,969.8443624001696
2007-07-20,954.2628220029517
2007-07-23,953.7685627121546
2007-07-24,929.2026354553421
2007-07-25,937.0504736436706
2007-07-26,912.0495780841906
2007-07-27,901.44715444538
2007-07-30,906.137922867804
2007-07-31,897.0117604343
2007-08-01,899.608324475425
2007-08-02,905.4294347203962
2007-08-03,870.2212377142093
2007-08-06,879.8967312524168
2007-08-07,883.9840204330771
2007-08-08,895.4615187978418
2007-08-09,884.9567527424418
2007-08-10,894.2242011454881
2007-08-13,894.4342926809487
2007-08-14,875.9790962808294
2007-08-15,867.567731727908
2007-08-16,884.2160798471878
2007-08-17,897.9454785201393
2007-08-20,902.7349066423277
2007-08-21,905.6990738101349
2007-08-22,914.99592969856
2007-08-23,904.3235146227235
2007-08-24,910.0691708348446
2007-08-27,900.3466103895488
2007-08-28,877.2140939784994
2007-08-29,896.7051498795147
2007-08-30,893.0062604915797
2007-08-31,904.3353746877563
2007-09-03,906.2178213417113
2007-09-04,915.9228296927457
2007-09-05,900.5851546199435
2007-09-06,900.1560339953537
2007-09-07,880.1676004134904
2007-09-10,871.5765050992505
2007-09-11,879.538073883827
2007-09-12,873.3021706705575
2007-09-13,877.1976389318509
2007-09-14,881.7857428864382
2007-09-17,875.3499604683856
2007-09-18,904.219011406357
2007-09-19,908.1565737783061
2007-09-20,892.5105841029535
2007-09-21,893.4225414886777
2007-09-24,886.5725455280605
2007-09-25,880.1855291313385
2007-09-26,887.3520107778289
2007-09-27,891.0421812379336
2007-09-28,880.5550572026814
2007-10-01,894.6673878787643
2007-10-02,905.5162670943838
2007-10-03,901.2117624528895
2007-10-04,903.5183095484994
2007-10-05,919.0381147296539
2007-10-08,918.3371960085165
2007-10-09,921.5131937787862
2007-10-10,913.8078517467521
