Date,GOLDEN DRAGON SMALL VALUE
2007-05-31,1000.0
2007-06-01,1007.9841955990803
2007-06-04,1001.3565784225956
2007-06-05,999.840946669386
2007-06-06,1004.7165401472031
2007-06-07,1011.5415982864134
2007-06-08,1015.2786753821841
2007-06-11,1022.9043905281877
2007-06-12,1028.529495038949
2007-06-13,1031.6755662467667
2007-06-14,1034.6477824438155
2007-06-15,1034.2678892722251
2007-06-18,1033.6987423174246
2007-06-19,1034.1716139267387
2007-06-20,1042.3177854061087
2007-06-21,1051.1366780329297
2007-06-22,1056.9299440269447
2007-06-25,1059.235426998747
2007-06-26,1053.7508091627294
2007-06-27,1052.0126475559598
2007-06-28,1052.168872553274
2007-06-29,1048.7610062646515
2007-07-02,1046.170686287353
2007-07-03,1063.353813826608
2007-07-04,1065.5988654693376
2007-07-05,1076.1288452389178
2007-07-06,1084.611540140009
2007-07-09,1108.514013358406
2007-07-10,1106.8176313602687
2007-07-11,1099.3354666735074
2007-07-12,1111.1627594595511
2007-07-13,1115.5422346807488
2007-07-16,1118.8391417563564
2007-07-17,1135.2807178932935
2007-07-18,1134.3492710548146
2007-07-19,1132.781327562307
2007-07-20,1144.8120623147395
2007-07-23,1158.357630059336
2007-07-24,1166.8939336070537
2007-07-25,1187.6777963919203
2007-07-26,1170.630109142888
2007-07-27,1143.0837238532113
2007-07-30,1142.313290486269
2007-07-31,1164.1482540942075
2007-08-01,1123.8219395577437
2007-08-02,1108.9211049453884
2007-08-03,1110.6598495522817
2007-08-06,1085.5335819542574
2007-08-07,1076.5986533736345
2007-08-08,1095.0385736241344
2007-08-09,1115.6643747996266
2007-08-10,1086.648034271535
2007-08-13,1088.208517973883
2007-08-14,1093.364608830972
2007-08-15,1061.5528556993547
2007-08-16,1009.9333390926681
2007-08-17,970.74584697341
2007-08-20,1029.843938377605
2007-08-21,1030.5033804241432
2007-08-22,1042.5914363554007
2007-08-23,1070.0213061699335
2007-08-24,1066.7326969552068
2007-08-27,1087.7620998383313
2007-08-28,1074.3535569876228
2007-08-29,1058.3124597901926
2007-08-30,1078.8354446380606
2007-08-31,1100.5001651533155
2007-09-03,1112.538674364186
2007-09-04,1109.340525185756
2007-09-05,1098.9020008584332
2007-09-06,1102.1779607176434
2007-09-07,1102.9314339149576
2007-09-10,1103.3839885401858
2007-09-11,1098.5180709359915
2007-09-12,1099.5260743722383
2007-09-13,1098.0327044144199
2007-09-14,1108.3056691968156
2007-09-17,1102.207919326092
2007-09-18,1101.142534284042
2007-09-19,1101.303816279484
2007-09-20,1093.4415348223608
2007-09-21,1109.1941202522069
2007-09-24,1114.5279055836552
2007-09-25,1108.6664804409393
2007-09-26,1122.3578451657602
2007-09-27,1135.3676668518228
2007-09-28,1139.4642648686176
2007-10-01,1147.6498903647382
2007-10-02,1173.8958547702173
2007-10-03,1163.0289962294657
2007-10-04,1152.3373677250117
2007-10-05,1167.4835316915817
2007-10-08,1170.7856198311672
2007-10-09,1168.0936851507329
2007-10-10,1168.5041993311222
2007-10-11,1171.7058242885885
2007-10-12,1165.366914533256
2007-10-15,1159.0192716045992
2007-10-16,1161.5698822563654
2007-10-17,1161.648255285511
2007-10-18,1158.2852525526116
2007-10-19,1160.002665850403
2007-10-22,1136.0337528922057
2007-10-23,1145.187129093853
2007-10-24,1145.0799091419965
2007-10-25,1147.4591806529647
2007-10-26,1151.135056973897
2007-10-29,1170.7467228536455
2007-10-30,1163.2146086952444
2007-10-31,1157.4722132603238
2007-11-01,1158.0452513793873
2007-11-02,1130.8216749293408
2007-11-05,1116.216246301972
2007-11-06,1114.3635833121873
2007-11-07,1116.6108285416256
2007-11-08,1077.226997039748
2007-11-09,1073.6747220307875
2007-11-12,1035.0263444327188
2007-11-13,1029.1928450941305
2007-11-14,1057.473277252648
2007-11-15,1053.1386123182047
2007-11-16,1035.2776143968422
2007-11-19,1026.772282009498
2007-11-20,1011.4407238037857
2007-11-21,988.9241830231566
2007-11-22,968.1951250622172
2007-11-23,958.850690201285
2007-11-26,969.0483273406181
2007-11-27,950.3555336463111
2007-11-28,958.3671527747945
2007-11-29,978.9534376004667
2007-11-30,1001.5761658969109
2007-12-03,1006.7452005016091
2007-12-04,1004.9658251323173
2007-12-05,1016.3584493754834
2007-12-06,1019.9077500791973
2007-12-07,1017.6413511863099
2007-12-10,1005.3427226226298
2007-12-11,1008.2594579339712
2007-12-12,998.7127410297561
2007-12-13,984.0511191760135
2007-12-14,980.6713855600275
2007-12-17,944.5035010438705
2007-12-18,929.2640385427561
2007-12-19,947.256216726692
2007-12-20,942.070000880434
2007-12-21,946.8403853295504
2007-12-24,963.1909993251735
2007-12-25,966.193077138413
2007-12-26,959.4556712107033
2007-12-27,962.8058633571302
2007-12-28,961.6065524220901
2007-12-31,986.2960120432841
2008-01-01,986.2960120432841
2008-01-02,973.8091887822495
2008-01-03,962.7807513516568
2008-01-04,968.8938955372456
2008-01-07,952.0329469647677
2008-01-08,955.0606039574558
2008-01-09,962.42181061699
2008-01-10,958.6308181525837
2008-01-11,953.4107726925448
2008-01-14,949.0174266989505
2008-01-15,955.9392991558899
2008-01-16,936.7032425232784
2008-01-17,932.5170621422149
2008-01-18,941.3592550245007
2008-01-21,936.6882348696049
2008-01-22,860.3448821667648
2008-01-23,864.2104570836023
2008-01-24,857.5005242434687
2008-01-25,881.715755592523
2008-01-28,850.853215753494
2008-01-29,857.5729163510314
2008-01-30,853.1453916874345
2008-01-31,855.2323225009993
2008-02-01,864.4563930395645
2008-02-04,877.649986708446
2008-02-05,889.0042535741931
2008-02-06,878.3270073169274
2008-02-07,887.7199169708095
2008-02-08,888.1659923267183
2008-02-11,885.5422397841057
2008-02-12,879.5538639685338
2008-02-13,883.8725678966895
2008-02-14,900.3457905031308
2008-02-15,897.7760618210132
2008-02-18,906.6027761963092
2008-02-19,914.3484749006846
2008-02-20,908.6272586183554
2008-02-21,910.9028324103957
2008-02-22,910.2925843700017
2008-02-25,916.5228120808848
2008-02-26,914.4933223209799
2008-02-27,918.2027220959972
2008-02-28,913.5184834183589
2008-02-29,921.6100967153462
2008-03-03,911.0514434953718
2008-03-04,915.2707689877974
2008-03-05,911.1592719810717
2008-03-06,911.6963833799209
2008-03-07,897.6845978172227
2008-03-10,878.4069475177085
2008-03-11,885.75484243442
2008-03-12,877.3019995632775
2008-03-13,853.1548730434849
2008-03-14,844.6753762361284
2008-03-17,813.3256482953782
2008-03-18,807.9029392247651
2008-03-19,823.4617284492666
2008-03-20,838.2426910577495
2008-03-21,843.7933474428797
2008-03-24,870.4613989469822
2008-03-25,869.8918284264857
2008-03-26,871.1034056778301
2008-03-27,867.7162734035568
2008-03-28,875.7060437335582
2008-03-31,874.4406092215788
2008-04-01,879.9076793156958
2008-04-02,887.6215185138952
2008-04-03,889.1050873492758
2008-04-04,883.05834848551
2008-04-07,898.0167999207252
2008-04-08,892.8606970353485
2008-04-09,887.0395075987509
2008-04-10,899.647725713978
2008-04-11,899.8784640294011
2008-04-14,895.9769541109963
2008-04-15,905.2692362270055
2008-04-16,904.4230967624053
2008-04-17,903.572271688152
2008-04-18,913.972280843869
2008-04-21,903.0747475399648
2008-04-22,903.3904658208253
2008-04-23,913.652712296066
2008-04-24,929.6613794296213
2008-04-25,924.0764879649731
2008-04-28,927.1240457553273
2008-04-29,923.7451864071394
2008-04-30,930.943695596574
2008-05-01,938.1542511082769
2008-05-02,945.9616055369656
2008-05-05,938.9211443083915
2008-05-06,934.9017237148046
2008-05-07,940.4879290340641
2008-05-08,938.0628516174191
2008-05-09,939.1672028330235
2008-05-12,930.4515986527812
2008-05-13,937.6927107273575
2008-05-14,940.8938227661316
2008-05-15,950.6289015940915
2008-05-16,954.2713702889673
2008-05-19,966.8315660230669
2008-05-20,940.9525222273
2008-05-21,934.860836072638
2008-05-22,937.7873485858204
2008-05-23,925.3978220431652
2008-05-26,907.7652743268899
2008-05-27,916.2004231474896
2008-05-28,916.4000881982084
2008-05-29,922.6220163668498
2008-05-30,909.6094246911349
2008-06-02,923.4871443230331
2008-06-03,919.3734135695228
2008-06-04,924.1201637044489
2008-06-05,923.203415163515
2008-06-06,913.1524305758959
2008-06-09,906.62011883409
2008-06-10,893.4194885056569
2008-06-11,877.1183878947197
2008-06-12,851.3498930675852
2008-06-13,855.040150334353
2008-06-16,854.3649649589472
2008-06-17,851.3966919324816
2008-06-18,862.265352618564
2008-06-19,847.7461958436015
2008-06-20,831.0287016139903
2008-06-23,826.4928430816854
2008-06-24,806.437342197915
2008-06-25,818.7292809303326
2008-06-26,810.6930843981369
2008-06-27,782.0814504031632
2008-06-30,774.534050537682
2008-07-01,764.5477839065439
2008-07-02,762.1976865089505
2008-07-03,773.8456459020663
2008-07-04,766.263206556522
2008-07-07,777.4403445288622
2008-07-08,757.4052848530545
2008-07-09,762.986595615848
2008-07-10,762.1251618262562
2008-07-11,771.2420747548672
2008-07-14,767.5345548270855
2008-07-15,738.0993593023082
2008-07-16,732.7064099932606
2008-07-17,741.7514185946216
2008-07-18,729.390840269833
2008-07-21,745.1399091383854
2008-07-22,747.552721225782
2008-07-23,773.0882786728286
2008-07-24,779.6497885028933
2008-07-25,771.716482630418
2008-07-28,768.7119809607763
2008-07-29,760.4934797538461
2008-07-30,765.9968731462575
2008-07-31,757.9122394490164
2008-08-01,754.8551406076618
2008-08-04,746.2837797649635
2008-08-05,733.4841039635176
2008-08-06,745.779177710326
2008-08-07,745.3245485973547
2008-08-08,761.4402399540817
2008-08-11,762.3341269112772
2008-08-12,762.4971949255789
2008-08-13,765.5818057421641
2008-08-14,769.997430067744
2008-08-15,771.7950212056901
