Date,AC EUROPE SMALL VALUE
1998-12-31,266.34406696389664
1999-01-01,266.3044175012504
1999-01-04,269.07690340033105
1999-01-05,269.58645480988105
1999-01-06,271.4165957868617
1999-01-07,270.7581922986128
1999-01-08,271.79445598395455
1999-01-11,272.39948819614943
1999-01-12,271.28328265558287
1999-01-13,265.5562566331593
1999-01-14,266.51224202406206
1999-01-15,266.3604980248236
1999-01-18,268.08204780850724
1999-01-19,268.37050787042693
1999-01-20,267.4716167935989
1999-01-21,266.4408154226641
1999-01-22,264.61400268307347
1999-01-25,264.5475249512885
1999-01-26,265.3906468236419
1999-01-27,266.6430061597686
1999-01-28,267.5986969060244
1999-01-29,269.1233636010503
1999-02-01,271.1359278203858
1999-02-02,272.00783324524616
1999-02-03,272.2046602512069
1999-02-04,274.1969274980825
1999-02-05,274.5466392053452
1999-02-08,275.18771737699916
1999-02-09,274.27281033618567
1999-02-10,272.5915901214593
1999-02-11,273.95143159954193
1999-02-12,275.5109614769317
1999-02-15,276.2055351975809
1999-02-16,276.9005566166932
1999-02-17,275.52219029258487
1999-02-18,274.6047756704321
1999-02-19,275.4801044060035
1999-02-22,276.60715936574843
1999-02-23,276.9767367914095
1999-02-24,277.41957907116796
1999-02-25,276.6983187845431
1999-02-26,277.39318118901116
1999-03-01,278.7931137665508
1999-03-02,279.2372991480576
1999-03-03,280.0209249206669
1999-03-04,279.87751635424974
1999-03-05,281.2304901352451
1999-03-08,282.0041451416183
1999-03-09,282.6840406967806
1999-03-10,283.27566307965515
1999-03-11,286.3134287515563
1999-03-12,287.00471388335166
1999-03-15,286.26622238781505
1999-03-16,286.6550934028726
1999-03-17,285.88739251275666
1999-03-18,286.0068925490967
1999-03-19,287.80403275921765
1999-03-22,287.75786692207566
1999-03-23,287.52525477601023
1999-03-24,285.4292344378776
1999-03-25,286.3610977385473
1999-03-26,287.27719825962396
1999-03-29,288.1694545102536
1999-03-30,287.7016261005667
1999-03-31,287.8069308935391
1999-04-01,286.98514077394515
1999-04-02,287.39901785976025
1999-04-05,287.62461493533897
1999-04-06,287.7158719265322
1999-04-07,288.72817981709744
1999-04-08,289.86279073604214
1999-04-09,290.64746835942793
1999-04-12,290.3452521547465
1999-04-13,291.7047028837602
1999-04-14,293.28388571062004
1999-04-15,294.7448729076014
1999-04-16,297.0345289688449
1999-04-19,300.0227295364935
1999-04-20,298.4998453658031
1999-04-21,299.18365559253266
1999-04-22,300.59327224016016
1999-04-23,301.55932017155214
1999-04-26,302.3455612605503
1999-04-27,303.24382758839096
1999-04-28,303.8100769118176
1999-04-29,304.16504634324104
1999-04-30,305.86619651197736
1999-05-03,306.9572051293885
1999-05-04,309.2554291246158
1999-05-05,308.5286088205103
1999-05-06,309.09779683645513
1999-05-07,308.65128058936733
1999-05-10,308.8803620354007
1999-05-11,309.9863754973422
1999-05-12,309.68240474087975
1999-05-13,310.5340130368838
1999-05-14,309.53013349829786
1999-05-17,307.21376591736026
1999-05-18,307.75562472521955
1999-05-19,308.03774211616275
1999-05-20,308.7826342992484
1999-05-21,309.3716458953235
1999-05-24,308.93628341584093
1999-05-25,307.16840219426854
1999-05-26,307.86869034507515
1999-05-27,308.29965243811756
1999-05-28,307.98076577903424
1999-05-31,308.8818589963345
1999-06-01,309.15597500769144
1999-06-02,309.83510128282063
1999-06-03,310.3373922585287
1999-06-04,312.0353215247044
1999-06-07,313.0866023643785
1999-06-08,312.38752294772564
1999-06-09,312.5151234743679
1999-06-10,312.47769351845005
1999-06-11,313.72883300669724
1999-06-14,314.6073896534663
1999-06-15,314.11407761188724
1999-06-16,315.79738780814336
1999-06-17,316.70194310808006
1999-06-18,316.79569985580065
1999-06-21,318.5783852142138
1999-06-22,318.1803590365891
1999-06-23,316.69340777995643
1999-06-24,315.85124709666593
1999-06-25,314.42769026325874
1999-06-28,315.2036438927528
1999-06-29,315.48007366475537
1999-06-30,315.82884095163774
1999-07-01,317.84617046040734
1999-07-02,318.6057311452127
1999-07-05,320.6706014701505
1999-07-06,320.32261955745014
1999-07-07,319.9735424281202
1999-07-08,320.66245695181817
1999-07-09,320.88213844493544
1999-07-12,322.48388234463647
1999-07-13,321.04388102874844
1999-07-14,321.8257815190053
1999-07-15,322.34915712875977
1999-07-16,322.68794578898905
1999-07-19,323.4765755055494
1999-07-20,320.48433286231887
1999-07-21,317.7028444181189
1999-07-22,317.6283622918514
1999-07-23,317.2261399227105
1999-07-26,315.2756916724434
1999-07-27,314.90144534723055
1999-07-28,315.74824499894873
1999-07-29,314.9653534877828
1999-07-30,316.04927861718545
1999-08-02,315.35023192049914
1999-08-03,315.66205118305004
1999-08-04,315.46292515808904
1999-08-05,313.56889613849756
1999-08-06,314.2933541709454
1999-08-09,315.3470563921181
1999-08-10,314.48615415840936
1999-08-11,315.52751792914324
1999-08-12,317.71788613375173
1999-08-13,319.5696400858831
1999-08-16,320.61595339408
1999-08-17,321.50841829939617
1999-08-18,321.8437214808433
1999-08-19,321.6322032424673
1999-08-20,322.54752306338617
1999-08-23,324.6060755313081
1999-08-24,324.1583434319944
1999-08-25,325.3730615807576
1999-08-26,325.87455156127345
1999-08-27,326.10922151897995
1999-08-30,327.11783589115447
1999-08-31,326.68465808237147
1999-09-01,327.862814620398
1999-09-02,326.09570568346993
1999-09-03,328.15341450106126
1999-09-06,330.69871464565443
1999-09-07,331.41519164721944
1999-09-08,331.47612733025744
1999-09-09,332.6989604742812
1999-09-10,333.8495036028115
1999-09-13,333.8923106638034
1999-09-14,332.5594437630488
1999-09-15,332.0249106065606
1999-09-16,331.06027263707375
1999-09-17,331.5793778097121
1999-09-20,331.50296970845216
1999-09-21,328.9876165135316
1999-09-22,327.19266378179833
1999-09-23,327.69063750947095
1999-09-24,323.9197203131826
1999-09-27,323.59957736054895
1999-09-28,323.4744883762427
1999-09-29,321.3105661117562
1999-09-30,321.74867909958414
1999-10-01,321.7999878433502
1999-10-04,322.27334689001475
1999-10-05,323.5043999655626
1999-10-06,324.1707176829573
1999-10-07,324.967869741995
1999-10-08,325.6453415950188
1999-10-11,326.37901973745977
1999-10-12,325.3555062317948
1999-10-13,322.89450218887583
1999-10-14,321.5198248984464
1999-10-15,318.3791067311443
1999-10-18,314.6127014077259
1999-10-19,316.3769378719257
1999-10-20,317.76060672758064
1999-10-21,317.06281681443505
1999-10-22,317.3818905217021
1999-10-25,317.8911583060701
1999-10-26,317.8341447140052
1999-10-27,317.3537755575192
1999-10-28,317.81353782126104
1999-10-29,319.20911281625615
1999-11-01,320.1840944892847
1999-11-02,320.5049768843749
1999-11-03,320.7984441105285
1999-11-04,321.53093241846733
1999-11-05,321.81891512345163
1999-11-08,323.16275962409884
1999-11-09,323.5889318871045
1999-11-10,323.6481004826218
1999-11-11,323.975719350877
1999-11-12,325.60442378759603
1999-11-15,327.3173627391281
1999-11-16,327.6224861813808
1999-11-17,328.2424557485429
1999-11-18,328.8036841873498
1999-11-19,329.5530987266259
1999-11-22,329.9538072551137
1999-11-23,330.18597882547215
1999-11-24,329.90127559508704
1999-11-25,330.9476001043845
1999-11-26,331.80440972899095
1999-11-29,332.6166781210445
1999-11-30,331.89231205751923
1999-12-01,332.200804190341
1999-12-02,334.0415369838225
1999-12-03,336.1168417095891
1999-12-06,335.76040867160793
1999-12-07,335.1261142829104
1999-12-08,334.4654631335559
1999-12-09,335.0677354460471
1999-12-10,335.3129006650088
