Date,AC PACIFIC SMALL VALUE
1998-12-31,322.77124947523777
1999-01-01,322.77281967526613
1999-01-04,321.2020573691773
1999-01-05,323.0091271638947
1999-01-06,327.9215083593643
1999-01-07,334.79196039720796
1999-01-08,336.80745994198236
1999-01-11,343.6970538750939
1999-01-12,337.77693349994166
1999-01-13,326.6149393325959
1999-01-14,325.8184231212686
1999-01-15,329.3959703049685
1999-01-18,330.84678523210425
1999-01-19,332.45442120480817
1999-01-20,334.1647557825249
1999-01-21,332.5532503473977
1999-01-22,327.03208694319176
1999-01-25,325.40373451317583
1999-01-26,326.3688735901423
1999-01-27,328.6864011710039
1999-01-28,328.59660900598027
1999-01-29,331.79533280007394
1999-02-01,336.45116602203996
1999-02-02,338.9808741536276
1999-02-03,336.5822355739555
1999-02-04,337.54079152157107
1999-02-05,334.4407518935074
1999-02-08,333.9634401263438
1999-02-09,327.9155728928094
1999-02-10,327.2097858366323
1999-02-11,329.7145728453907
1999-02-12,331.647192793731
1999-02-15,331.694407409888
1999-02-16,329.17330928036495
1999-02-17,325.7795480066428
1999-02-18,323.85069220050286
1999-02-19,325.01322241927966
1999-02-22,329.19740007128024
1999-02-23,329.7202049642056
1999-02-24,328.2468412843353
1999-02-25,328.8368149525169
1999-02-26,335.4603080880054
1999-03-01,335.2279846146811
1999-03-02,333.48528016179324
1999-03-03,332.57156040397626
1999-03-04,332.0411217604804
1999-03-05,339.91652615847863
1999-03-08,340.7370763576092
1999-03-09,342.45235843316556
1999-03-10,345.80981279219543
1999-03-11,350.89812213191175
1999-03-12,350.956099337773
1999-03-15,356.2306735374842
1999-03-16,362.8357787194682
1999-03-17,359.2685219226363
1999-03-18,358.1669013367149
1999-03-19,367.70077344927455
1999-03-22,367.471870443208
1999-03-23,368.9392464051689
1999-03-24,367.0673641689121
1999-03-25,372.71052991919277
1999-03-26,374.67812291760873
1999-03-29,376.46603245346205
1999-03-30,373.4944948683647
1999-03-31,379.2469143997113
1999-04-01,380.2480470153983
1999-04-02,382.73087639468815
1999-04-05,388.2672115911795
1999-04-06,391.4963438751623
1999-04-07,393.18630266265427
1999-04-08,397.1959832764009
1999-04-09,402.4874210728639
1999-04-12,400.3200859719536
1999-04-13,406.61640202105434
1999-04-14,410.24761789407614
1999-04-15,416.05906217363895
1999-04-16,422.6037980391377
1999-04-19,428.8244382759288
1999-04-20,426.19679394166263
1999-04-21,421.67934970494275
1999-04-22,423.8890650683244
1999-04-23,425.94080745590975
1999-04-26,432.6670396170115
1999-04-27,430.87437187648845
1999-04-28,434.39395729398075
1999-04-29,436.3364527788382
1999-04-30,440.5463915836189
1999-05-03,441.7160087033595
1999-05-04,443.71990329405526
1999-05-05,442.3843342974231
1999-05-06,447.71608029341627
1999-05-07,444.50663179394087
1999-05-10,447.13664382574825
1999-05-11,447.23609840804585
1999-05-12,450.2165731672545
1999-05-13,445.82400744814214
1999-05-14,441.75149448792206
1999-05-17,432.9856007143791
1999-05-18,433.7059643253517
1999-05-19,426.62993572143677
1999-05-20,426.8581857461332
1999-05-21,430.20519134576153
1999-05-24,430.3712558697394
1999-05-25,429.2468573295358
1999-05-26,436.37686509991823
1999-05-27,438.3583904240285
1999-05-28,437.1883827360504
1999-05-31,435.81807613158395
1999-06-01,440.7869119442241
1999-06-02,447.08294806452597
1999-06-03,445.5691658006975
1999-06-04,448.45358340301493
1999-06-07,456.74523422467354
1999-06-08,457.45700053331484
1999-06-09,462.3272574501455
1999-06-10,466.56148975573166
1999-06-11,471.2225305917061
1999-06-14,470.02847957176056
1999-06-15,467.04680617057664
1999-06-16,475.077300713865
1999-06-17,481.1192211500136
1999-06-18,477.29467642132624
1999-06-21,484.7454330110447
1999-06-22,490.18468114119725
1999-06-23,492.68075089088427
1999-06-24,489.29206869180376
1999-06-25,483.37888279736893
1999-06-28,489.8317388271574
1999-06-29,493.61449116508606
1999-06-30,495.6522807681171
1999-07-01,507.62383966988233
1999-07-02,513.8481925203998
1999-07-05,516.9861944522262
1999-07-06,516.4719918320736
1999-07-07,517.445616587278
1999-07-08,518.5331076472811
1999-07-09,518.1064114364777
1999-07-12,523.782706672191
1999-07-13,521.6644203201752
1999-07-14,521.0879393598364
1999-07-15,520.0805304857591
1999-07-16,515.4579872068047
1999-07-19,523.1767907202404
1999-07-20,512.8579216535162
1999-07-21,509.3340180149894
1999-07-22,504.4774930879428
1999-07-23,500.7084673568257
1999-07-26,488.8137759303554
1999-07-27,489.8308911515971
1999-07-28,494.8159811532963
1999-07-29,495.83248098075944
1999-07-30,496.47104661526447
1999-08-02,496.5400382875655
1999-08-03,496.273201530511
1999-08-04,492.9058502581965
1999-08-05,481.9642765366971
1999-08-06,477.78431773829453
1999-08-09,479.5402733653998
1999-08-10,478.0659406716712
1999-08-11,476.4513520184363
1999-08-12,480.04440637080717
1999-08-13,481.4699986496465
1999-08-16,491.7862691771858
1999-08-17,492.9657889544826
1999-08-18,498.8118946617819
1999-08-19,497.2293819509307
1999-08-20,499.4164105169526
1999-08-23,505.93208806544806
1999-08-24,508.71834793834205
1999-08-25,515.0127092926293
1999-08-26,511.91215654112904
1999-08-27,508.6647900798757
1999-08-30,510.4441641394497
1999-08-31,507.89818044090094
1999-09-01,509.21888007503395
1999-09-02,503.48864521901277
1999-09-03,505.38755399648244
1999-09-06,509.7688989438688
1999-09-07,504.62361025657896
1999-09-08,500.3122254787707
1999-09-09,513.0744423470196
1999-09-10,520.3653859258961
1999-09-13,538.674136376184
1999-09-14,537.0305174337306
1999-09-15,540.3591120277996
1999-09-16,531.8728868426531
1999-09-17,525.9574525425361
1999-09-20,525.9129913495908
1999-09-21,528.8426558170047
1999-09-22,519.9170782856357
1999-09-23,522.4766669132715
1999-09-24,510.31730161226034
1999-09-27,502.56617952236763
1999-09-28,503.496280668663
1999-09-29,494.5000156459099
1999-09-30,502.6969105711577
1999-10-01,507.84385401684705
1999-10-04,504.49934475722125
1999-10-05,500.1624620515768
1999-10-06,497.8606562875111
1999-10-07,497.9689414125755
1999-10-08,500.6275689863856
1999-10-11,502.5408505538784
1999-10-12,499.89560687239776
1999-10-13,489.846299294621
1999-10-14,488.55546240084743
1999-10-15,482.99872009269814
1999-10-18,473.4595893665273
1999-10-19,473.6463693366249
1999-10-20,482.80886280943855
1999-10-21,480.79775894457566
1999-10-22,486.90379726357247
1999-10-25,489.76951635853663
1999-10-26,492.63635429822745
1999-10-27,493.9580133621839
1999-10-28,491.3917469337807
1999-10-29,498.3871607107414
1999-11-01,500.06283525534457
1999-11-02,502.1954663419121
1999-11-03,500.1667802323538
1999-11-04,504.9903992350722
1999-11-05,500.13473173839446
1999-11-08,501.80814819505486
1999-11-09,503.1706476989552
1999-11-10,501.7463002397229
1999-11-11,495.4477302673258
1999-11-12,494.9958309877107
1999-11-15,489.72272392114314
1999-11-16,487.52777507646067
1999-11-17,490.0401707942289
1999-11-18,500.0502520527617
1999-11-19,502.02632352941384
1999-11-22,504.75312144382804
1999-11-23,508.0224393493021
1999-11-24,506.29593268661483
1999-11-25,499.99798181478775
1999-11-26,508.461876817882
1999-11-29,511.4636036067001
1999-11-30,510.52070040545243
1999-12-01,509.0802851041477
1999-12-02,508.53359174066344
1999-12-03,509.93698308064774
1999-12-06,496.3480799403476
1999-12-07,496.63750241106175
1999-12-08,492.6066763794265
1999-12-09,494.0453275561385
1999-12-10,499.3553982660747
1999-12-13,498.5274245225461
1999-12-14,497.17815968263886
1999-12-15,493.4680745486535
1999-12-16,484.7418362993061
1999-12-17,484.1903428314345
1999-12-20,482.8942542636151
1999-12-21,482.3587009615929
1999-12-22,485.7509703008163
1999-12-23,481.71343004030314
1999-12-24,483.84630759253275
1999-12-27,485.97920064695813
1999-12-28,486.48911862977457
1999-12-29,487.0391889409996
1999-12-30,490.6103140729394
1999-12-31,490.61012732947864
2000-01-03,489.68485685972456
2000-01-04,477.8152352641263
