Date,WORLD ex ISRAEL MINIMUM VOLATILITY (USD)
2010-09-24,1133.3881304256681
2010-09-27,1131.1767882927622
2010-09-28,1136.1673310624074
2010-09-29,1134.3584110595561
2010-09-30,1129.7059474117907
2010-10-01,1133.8475159337731
2010-10-04,1127.6228087277784
2010-10-05,1143.938997141797
2010-10-06,1145.7216604294028
2010-10-07,1146.0300543664391
2010-10-08,1146.311357670985
2010-10-11,1145.8068667993816
2010-10-12,1144.4426666633933
2010-10-13,1153.3708479061936
2010-10-14,1156.8550981239605
2010-10-15,1155.820903485459
2010-10-18,1160.9486736583904
2010-10-19,1148.7215910856391
2010-10-20,1157.545792584348
2010-10-21,1159.7375382261575
2010-10-22,1156.8156776928845
2010-10-25,1160.8219321832162
2010-10-26,1156.596281381749
2010-10-27,1148.7701275949355
2010-10-28,1155.5152102944583
2010-10-29,1161.4404472787899
2010-11-01,1161.5849626340914
2010-11-02,1168.578084785154
2010-11-03,1167.0099242569331
2010-11-04,1183.3975515693535
2010-11-05,1180.8234466007025
2010-11-08,1178.2440028812375
2010-11-09,1178.0351924483737
2010-11-10,1171.6905452141527
2010-11-11,1169.1749408352523
2010-11-12,1161.3826276890918
2010-11-15,1160.534633906748
2010-11-16,1143.5839187290628
2010-11-17,1146.229697773524
2010-11-18,1157.1271562338786
2010-11-19,1156.6303992931341
2010-11-22,1155.9009228618613
2010-11-23,1143.5615950984106
2010-11-24,1151.348381871987
2010-11-25,1151.3270659314398
2010-11-26,1144.2100388247839
2010-11-29,1137.0542939370882
2010-11-30,1133.61380149456
2010-12-01,1147.5072690503225
2010-12-02,1156.2575231130845
2010-12-03,1162.1392220889857
2010-12-06,1159.136973390595
2010-12-07,1162.2569668241088
2010-12-08,1160.2885173316147
2010-12-09,1161.123702670487
2010-12-10,1164.9119995599021
2010-12-13,1171.1448676213483
2010-12-14,1177.0804116853194
2010-12-15,1172.1464623857999
2010-12-16,1174.03481342449
2010-12-17,1174.7653003674511
2010-12-20,1175.6349985620013
2010-12-21,1179.2066914374004
2010-12-22,1180.0941376511448
2010-12-23,1181.0537298171898
2010-12-24,1182.212515575297
2010-12-27,1180.6278015435182
2010-12-28,1184.087863609523
2010-12-29,1186.547951635021
2010-12-30,1184.4994852041361
2010-12-31,1186.1105224119249
2011-01-03,1188.5806533275697
2011-01-04,1184.5534523830077
2011-01-05,1177.9175477412925
2011-01-06,1176.2135982409322
2011-01-07,1174.4770043659921
2011-01-10,1170.4537705786015
2011-01-11,1172.0267657340935
2011-01-12,1178.6160890952451
2011-01-13,1180.9116367924246
2011-01-14,1182.372247919455
2011-01-17,1183.895104152844
2011-01-18,1188.4134416987977
2011-01-19,1188.0352043023831
2011-01-20,1181.3966341440482
2011-01-21,1184.577845288579
2011-01-24,1192.3878085592523
2011-01-25,1194.1910247885467
2011-01-26,1195.4614084068808
2011-01-27,1193.2477637784211
2011-01-28,1181.382351339864
2011-01-31,1183.4868252072893
2011-02-01,1197.377988520884
2011-02-02,1198.3555541949793
2011-02-03,1199.3067852266447
2011-02-04,1201.4429854789444
2011-02-07,1204.6148686086972
2011-02-08,1208.8234194028332
2011-02-09,1206.3110420054813
2011-02-10,1203.450079699273
2011-02-11,1205.2669994218131
2011-02-14,1206.1886704016235
2011-02-15,1206.1748490947105
2011-02-16,1208.2790965457266
2011-02-17,1214.682986289562
2011-02-18,1219.8480669778114
2011-02-21,1219.893897257406
2011-02-22,1210.4249487118752
2011-02-23,1204.9181635032342
2011-02-24,1203.8868558560673
2011-02-25,1212.5653461958054
2011-02-28,1219.8545767100702
2011-03-01,1216.5480118796786
2011-03-02,1215.0735544344182
2011-03-03,1222.9448169764842
2011-03-04,1221.1966800043774
2011-03-07,1215.887846522237
2011-03-08,1218.5478453877554
2011-03-09,1222.7419406249244
2011-03-10,1208.4111323845186
2011-03-11,1210.451900544405
2011-03-14,1197.560531868377
2011-03-15,1167.8968995605408
2011-03-16,1168.3386803459023
2011-03-17,1179.8603938753831
2011-03-18,1182.0470423478378
2011-03-21,1195.2678951811633
2011-03-22,1199.953804439569
2011-03-23,1202.0948599142182
2011-03-24,1207.4876576350212
2011-03-25,1209.9301418810053
2011-03-28,1206.6671569942557
2011-03-29,1209.0056657577716
2011-03-30,1217.4020280501104
2011-03-31,1218.7225993864854
2011-04-01,1220.6549973950277
2011-04-04,1226.541739285249
2011-04-05,1223.8564183720446
2011-04-06,1226.0348423440616
2011-04-07,1225.7395727034382
2011-04-08,1227.9251798719397
2011-04-11,1231.3076394748446
2011-04-12,1225.8011155645481
2011-04-13,1229.9190224880042
2011-04-14,1232.4789482042574
2011-04-15,1237.1889861631023
2011-04-18,1228.205497952395
2011-04-19,1231.4648075347682
2011-04-20,1247.1539572294937
2011-04-21,1252.9896038450595
2011-04-22,1251.2383111983213
2011-04-25,1248.1982895633419
2011-04-26,1254.4021346477052
2011-04-27,1258.8780302385285
2011-04-28,1270.5262292389048
2011-04-29,1273.0031747393846
2011-05-02,1278.1349759141162
2011-05-03,1275.9441703127284
2011-05-04,1271.6126779323722
2011-05-05,1263.8275584213409
2011-05-06,1265.6656795459025
2011-05-09,1265.4916845096234
2011-05-10,1273.5530227341517
2011-05-11,1270.4251355783972
2011-05-12,1274.0915661495508
2011-05-13,1269.7828962599565
2011-05-16,1264.8164736240533
2011-05-17,1260.8761509598653
2011-05-18,1269.1292875296785
2011-05-19,1271.5832169843568
2011-05-20,1268.0806733896418
2011-05-23,1255.127538046665
2011-05-24,1255.7205288018592
2011-05-25,1257.9972960320908
2011-05-26,1262.8506612853766
2011-05-27,1269.5216047448812
2011-05-30,1270.014518501318
2011-05-31,1283.6195795241274
2011-06-01,1273.1955782349296
2011-06-02,1266.3497669672283
2011-06-03,1260.1045463309433
2011-06-06,1255.5326394424342
2011-06-07,1258.31231097377
2011-06-08,1255.1274784083619
2011-06-09,1257.8983759119997
2011-06-10,1244.3938569073155
2011-06-13,1247.3460333286976
2011-06-14,1256.2516726093536
2011-06-15,1242.488469221666
2011-06-16,1237.315606114471
2011-06-17,1241.258961047882
2011-06-20,1246.4498638046707
2011-06-21,1255.723385445814
2011-06-22,1254.856354051298
2011-06-23,1244.6959778019864
2011-06-24,1240.904644394224
2011-06-27,1244.4586597912942
2011-06-28,1253.4516997559085
2011-06-29,1262.7343789568342
2011-06-30,1271.6229290044446
2011-07-01,1278.998743060982
2011-07-04,1281.2984823754807
2011-07-05,1280.4420078768444
2011-07-06,1281.5525033099157
2011-07-07,1286.4345286745215
2011-07-08,1284.1919079789254
2011-07-11,1271.3282412101985
2011-07-12,1271.3705907904684
2011-07-13,1278.5064154658207
2011-07-14,1272.9599804124082
2011-07-15,1274.807372421444
2011-07-18,1264.1749798784044
2011-07-19,1278.3143354986023
2011-07-20,1279.138233831798
2011-07-21,1287.8734042563972
2011-07-22,1288.7767472608002
2011-07-25,1283.1755529756213
2011-07-26,1284.8525981505225
2011-07-27,1270.6870140827168
2011-07-28,1264.9436070138793
2011-07-29,1262.8572051757371
2011-08-01,1259.4205547806991
2011-08-02,1242.785646869384
2011-08-03,1244.015338997643
2011-08-04,1208.1254157261117
2011-08-05,1205.8458220240136
2011-08-08,1162.3599874012539
2011-08-09,1190.4058662992163
2011-08-10,1168.7231706522891
2011-08-11,1197.6229726453046
2011-08-12,1207.4397873540677
2011-08-15,1223.216367809645
2011-08-16,1219.1152428599387
2011-08-17,1223.4876870973137
2011-08-18,1195.4540288036874
2011-08-19,1189.8120576566653
2011-08-22,1194.276361716012
2011-08-23,1217.4805120353426
2011-08-24,1222.3028420065539
2011-08-25,1205.8012811949063
2011-08-26,1213.7138375793695
2011-08-29,1232.2938268330388
2011-08-30,1237.0829641830621
2011-08-31,1249.4043289268773
2011-09-01,1242.4478721940716
2011-09-02,1229.7432929084084
2011-09-05,1219.6657514345056
2011-09-06,1212.9702229157226
2011-09-07,1232.9041806685968
2011-09-08,1230.5292723348016
2011-09-09,1206.886536791207
2011-09-12,1203.142834957446
2011-09-13,1208.2284757650837
2011-09-14,1216.955358332788
2011-09-15,1232.8733445291527
2011-09-16,1236.9255449097175
2011-09-19,1227.9117705656647
2011-09-20,1233.8771534804378
2011-09-21,1216.119825024185
2011-09-22,1189.0196065642951
2011-09-23,1193.2223614985517
2011-09-26,1207.3302123477845
2011-09-27,1224.5242299810566
2011-09-28,1212.8869370046646
2011-09-29,1220.5221999400494
2011-09-30,1206.6179304472025
2011-10-03,1189.819450898698
2011-10-04,1191.926795190566
2011-10-05,1197.7889516230186
2011-10-06,1214.4423256886942
2011-10-07,1214.5309587298348
2011-10-10,1234.2996606171846
2011-10-11,1231.9380164148677
2011-10-12,1238.4604188138212
2011-10-13,1234.2580597312817
2011-10-14,1244.6768183715453
2011-10-17,1237.4559092778557
2011-10-18,1241.931291645347
2011-10-19,1242.971988222331
2011-10-20,1242.4944088547554
2011-10-21,1264.1892519468274
2011-10-24,1268.7857914896115
2011-10-25,1257.0968221681703
2011-10-26,1258.7402644203519
2011-10-27,1283.88675545501
2011-10-28,1283.7927482862829
2011-10-31,1261.2932934729615
2011-11-01,1236.8823190578496
2011-11-02,1244.6760450978331
2011-11-03,1256.7610242395954
2011-11-04,1252.8485472421862
2011-11-07,1257.6074214522382
2011-11-08,1265.2845907017975
2011-11-09,1241.5847099653024
2011-11-10,1242.751261042526
2011-11-11,1260.6555882302125
2011-11-14,1251.510475744164
2011-11-15,1250.3553687143349
2011-11-16,1239.9224409503568
2011-11-17,1231.8706153014512
2011-11-18,1229.3478925038055
2011-11-21,1215.1689754402214
2011-11-22,1213.8982144780928
2011-11-23,1197.231664049784
2011-11-24,1193.509019484468
2011-11-25,1193.408746443322
2011-11-28,1211.0431532640512
2011-11-29,1218.6477883579764
2011-11-30,1250.07875852939
2011-12-01,1248.3304711779354
2011-12-02,1245.6313757827127
2011-12-05,1252.2318299397714
2011-12-06,1249.9138286885645
2011-12-07,1255.0239132776799
2011-12-08,1245.7171344344267
2011-12-09,1252.245096834187
2011-12-12,1244.533125255855
2011-12-13,1239.7631989658016
2011-12-14,1231.0769802377704
2011-12-15,1237.2774645444454
2011-12-16,1241.0213912881586
2011-12-19,1235.7262499095148
2011-12-20,1256.3172029320358
2011-12-21,1260.1633450003337
2011-12-22,1264.1289832782363
2011-12-23,1272.5700369122665
2011-12-26,1272.421925881934
2011-12-27,1275.5466001107218
2011-12-28,1267.245291167179
2011-12-29,1274.50249247165
2011-12-30,1278.3189297050048
2012-01-02,1278.7519164512437
2012-01-03,1284.6113167025812
2012-01-04,1280.7003466758604
2012-01-05,1275.802330593568
2012-01-06,1271.7302355666684
2012-01-09,1272.1975977389557
2012-01-10,1280.204391558675
2012-01-11,1276.353816111578
2012-01-12,1276.395613929683
2012-01-13,1272.8430944144418
2012-01-16,1273.130446844662
2012-01-17,1279.3653127301598
2012-01-18,1283.6026984929392
2012-01-19,1285.7545096806523
2012-01-20,1286.132829857541
2012-01-23,1287.197379165769
2012-01-24,1281.7157224122168
2012-01-25,1285.7016380546563
2012-01-26,1289.916461948345
2012-01-27,1285.4268718557134
2012-01-30,1283.6528629554323
2012-01-31,1286.419533948811
2012-02-01,1296.770234189456
2012-02-02,1294.9426448609247
2012-02-03,1299.696445394074
2012-02-06,1298.1870420647624
2012-02-07,1302.8877221198777
2012-02-08,1301.3396913575423
2012-02-09,1301.6295668688101
2012-02-10,1294.4217218753943
2012-02-13,1300.1521361734806
2012-02-14,1297.6975476788123
2012-02-15,1297.2482320027948
2012-02-16,1299.9529488493192
2012-02-17,1301.8938053859936
2012-02-20,1303.944762707173
2012-02-21,1302.9699723156457
2012-02-22,1302.2937648063648
2012-02-23,1308.614080437123
2012-02-24,1310.0545137067245
2012-02-27,1309.0979992278874
2012-02-28,1314.113407726687
2012-02-29,1314.5645580980458
2012-03-01,1316.9972896517795
2012-03-02,1313.4301432143172
2012-03-05,1315.9354912438268
2012-03-06,1305.0572640170979
2012-03-07,1308.2886935615231
2012-03-08,1317.3459888924558
2012-03-09,1318.9081981985362
2012-03-12,1320.2283679851496
2012-03-13,1327.4603673695465
2012-03-14,1319.1804769043092
2012-03-15,1323.544901049339
2012-03-16,1324.0867965461164
2012-03-19,1325.655238910394
2012-03-20,1322.3584939443276
2012-03-21,1321.7278581177782
2012-03-22,1322.79407254459
2012-03-23,1325.0276556970118
2012-03-26,1335.781723479444
2012-03-27,1337.223550303785
2012-03-28,1332.7921617833515
2012-03-29,1331.1891392145008
2012-03-30,1336.6820766269257
2012-04-02,1345.5710300423304
2012-04-03,1342.2542755430854
2012-04-04,1327.7994574117733
2012-04-05,1326.2992512276398
2012-04-06,1326.7708910121642
2012-04-09,1320.9865227875014
2012-04-10,1309.6650758388053
2012-04-11,1315.1442458851934
2012-04-12,1323.2973696880458
2012-04-13,1317.2428881567944
2012-04-16,1323.2547968305719
2012-04-17,1336.1107104035189
2012-04-18,1334.2707866701992
2012-04-19,1331.2448299892537
2012-04-20,1337.8599644368842
2012-04-23,1327.909314013217
2012-04-24,1331.7681392726388
2012-04-25,1339.494631811547
2012-04-26,1348.099643927807
2012-04-27,1352.8619174410019
2012-04-30,1354.185452483592
2012-05-01,1356.0617648931075
2012-05-02,1355.396765354588
2012-05-03,1352.276680212905
2012-05-04,1342.6286558644294
2012-05-07,1341.771408639326
2012-05-08,1338.60879900618
2012-05-09,1331.6979449646317
2012-05-10,1335.9181262985371
2012-05-11,1336.0099702978905
2012-05-14,1323.4763306350644
2012-05-15,1321.1378731224256
2012-05-16,1317.0139274397736
2012-05-17,1304.3430797391197
2012-05-18,1296.5992269889541
2012-05-21,1302.2837849247726
2012-05-22,1307.1037120059675
2012-05-23,1301.6061123012582
2012-05-24,1306.9685293287184
2012-05-25,1307.1897613553754
2012-05-28,1307.4249660864773
2012-05-29,1311.843363498778
2012-05-30,1300.328815072119
2012-05-31,1301.630612997816
2012-06-01,1287.2940510135254
2012-06-04,1289.507203324359
2012-06-05,1291.4139677320143
2012-06-06,1306.3732105996173
2012-06-07,1310.1887788882711
2012-06-08,1311.983512311513
2012-06-11,1308.5829931943429
2012-06-12,1313.7218156036809
2012-06-13,1316.3207622836976
2012-06-14,1323.40981940497
2012-06-15,1330.2219243563823
2012-06-18,1334.4618898248802
2012-06-19,1343.5310966680731
2012-06-20,1343.1848576259702
2012-06-21,1327.9057612315696
2012-06-22,1328.6034472033573
2012-06-25,1321.1978043896788
2012-06-26,1325.5684901057155
2012-06-27,1331.4889103022
2012-06-28,1333.3850184043727
2012-06-29,1356.84767454594
2012-07-02,1361.2930470446906
2012-07-03,1368.316865832171
2012-07-04,1368.680526560843
2012-07-05,1365.7066442952967
2012-07-06,1360.1038497999698
2012-07-09,1360.5049316607008
2012-07-10,1360.5816707974843
2012-07-11,1360.8256247133988
2012-07-12,1358.406532829311
2012-07-13,1370.9343808115082
2012-07-16,1370.570830204911
2012-07-17,1376.8643182190883
2012-07-18,1382.1487162186875
2012-07-19,1385.3008412650795
2012-07-20,1372.9534657294748
2012-07-23,1360.2655536950258
2012-07-24,1352.443683725106
2012-07-25,1354.888555764972
2012-07-26,1371.5374352652923
2012-07-27,1385.4854154380057
2012-07-30,1389.654955773084
2012-07-31,1385.6930536333653
2012-08-01,1382.8803052323826
2012-08-02,1374.9105362892524
2012-08-03,1385.5740069820474
2012-08-06,1387.3099988345668
2012-08-07,1388.1659771361603
2012-08-08,1389.0759661989362
2012-08-09,1388.4205293289976
2012-08-10,1389.5450215236604
2012-08-13,1388.2538018960743
2012-08-14,1392.6482463272334
2012-08-15,1392.2921822291028
2012-08-16,1393.5219244291236
2012-08-17,1394.5464525974946
2012-08-20,1394.1069265167116
2012-08-21,1394.17280044982
2012-08-22,1391.55721139804
2012-08-23,1392.8871075698205
2012-08-24,1398.3629794695344
2012-08-27,1398.2982141910688
2012-08-28,1396.1198804834773
2012-08-29,1397.179123765783
2012-08-30,1391.4507436370563
2012-08-31,1395.5216915742292
2012-09-03,1395.6796798022385
2012-09-04,1393.0264710505694
2012-09-05,1392.2009189072958
2012-09-06,1405.4592777329597
2012-09-07,1407.9409970922452
2012-09-10,1404.0087232622907
2012-09-11,1406.537942797574
2012-09-12,1409.0439685412132
2012-09-13,1418.825612996769
2012-09-14,1415.3093588815996
2012-09-17,1413.2651789544132
2012-09-18,1413.214994667702
2012-09-19,1416.9493188348752
2012-09-20,1419.4764380237348
2012-09-21,1422.7056678537967
2012-09-24,1423.9814963487975
2012-09-25,1422.8797497056694
2012-09-26,1417.4891019490653
2012-09-27,1421.9437085768484
2012-09-28,1419.5628875986943
2012-10-01,1421.743313076216
2012-10-02,1421.7999647839313
2012-10-03,1422.5980646735977
2012-10-04,1431.2881980424947
2012-10-05,1435.0883157013898
2012-10-08,1432.5967028347686
2012-10-09,1420.0673920606973
2012-10-10,1412.9269744363085
2012-10-11,1408.7253797052836
2012-10-12,1406.9194534854814
2012-10-15,1411.5580276785427
2012-10-16,1420.8018470129214
2012-10-17,1427.6367813615661
2012-10-18,1426.749903747136
2012-10-19,1412.8153765961492
2012-10-22,1409.2388596696421
2012-10-23,1399.2245059075096
2012-10-24,1397.1431526159047
2012-10-25,1402.2854713838367
2012-10-26,1400.315671790233
2012-10-29,1398.7291641194242
2012-10-30,1399.323828371939
2012-10-31,1403.4372504562764
2012-11-01,1408.8876457528102
2012-11-02,1398.996316974446
2012-11-05,1396.705107526065
2012-11-06,1400.8107708935088
2012-11-07,1388.1456092575324
2012-11-08,1378.3764532891046
2012-11-09,1377.7261829826414
2012-11-12,1376.2224083598378
2012-11-13,1375.1507965495775
2012-11-14,1364.0272913412148
2012-11-15,1357.7239328094086
2012-11-16,1360.319853850975
2012-11-19,1377.9508822255857
2012-11-20,1377.3112939411724
2012-11-21,1379.9223474642386
2012-11-22,1381.919605481007
2012-11-23,1394.0301645000613
2012-11-26,1390.9000586898178
2012-11-27,1389.3509703540378
2012-11-28,1395.886301071383
2012-11-29,1402.2122271054445
2012-11-30,1404.8321008422784
2012-12-03,1401.3023440355314
2012-12-04,1400.6281402437749
2012-12-05,1402.905127005294
2012-12-06,1403.670189693508
2012-12-07,1406.5492261563695
2012-12-10,1409.3696880942173
2012-12-11,1411.9908451908282
2012-12-12,1409.697749840998
2012-12-13,1402.3582225424254
2012-12-14,1399.476800153247
2012-12-17,1406.7815821719603
2012-12-18,1411.6479701520473
2012-12-19,1408.2395610045005
2012-12-20,1410.4012147260357
2012-12-21,1403.1833263509716
2012-12-24,1400.1961811327128
2012-12-25,1400.0375441381016
2012-12-26,1393.6715981534749
2012-12-27,1392.0713738014365
2012-12-28,1383.7127982449815
2012-12-31,1392.4876309036345
2013-01-01,1392.4876309036345
2013-01-02,1412.794039034731
2013-01-03,1413.792674690385
2013-01-04,1419.940340311379
2013-01-07,1416.654104281746
2013-01-08,1416.2803552545058
2013-01-09,1418.337410188302
2013-01-10,1425.8162379525093
2013-01-11,1427.8768851518705
2013-01-14,1426.4527933038623
2013-01-15,1433.008735335959
2013-01-16,1429.3474103188632
2013-01-17,1433.9237575289874
2013-01-18,1436.4719482533835
2013-01-21,1436.4668320594624
2013-01-22,1442.180913544349
2013-01-23,1443.111096651516
2013-01-24,1444.0253264038502
2013-01-25,1448.4879998026624
2013-01-28,1448.8369250773937
2013-01-29,1457.2966593415915
2013-01-30,1457.335309393191
2013-01-31,1457.8311441221856
2013-02-01,1464.677182798375
2013-02-04,1455.0166870370415
2013-02-05,1457.99740250749
2013-02-06,1463.989204032406
2013-02-07,1462.9547287672692
2013-02-08,1468.2648680555506
2013-02-11,1463.2656596702093
2013-02-12,1469.0826084795249
2013-02-13,1466.991548793543
2013-02-14,1465.7933259958065
2013-02-15,1466.353627836081
2013-02-18,1467.6268182417969
2013-02-19,1478.847510373729
2013-02-20,1478.7555451729697
2013-02-21,1472.6011733256823
2013-02-22,1482.5200778976493
2013-02-25,1472.8387148885936
2013-02-26,1478.533240352672
2013-02-27,1488.0799947938958
2013-02-28,1492.9538061041715
2013-03-01,1494.265690223458
2013-03-04,1503.8488473808486
2013-03-05,1512.589237231286
2013-03-06,1513.1582391430777
2013-03-07,1513.4893701434523
2013-03-08,1512.4406919747562
2013-03-11,1517.0868193434148
2013-03-12,1519.7391544906477
2013-03-13,1516.1627088309754
2013-03-14,1524.7861214433806
2013-03-15,1531.5047210077878
2013-03-18,1523.2818084491983
2013-03-19,1530.3010608116829
2013-03-20,1536.812905974159
2013-03-21,1537.0146697429589
2013-03-22,1545.763292832249
2013-03-25,1545.8564402449038
2013-03-26,1557.507684567937
2013-03-27,1557.9450504524932
2013-03-28,1569.1807535655973
2013-03-29,1570.178364021695
2013-04-01,1560.0712947023956
2013-04-02,1567.5287865017758
2013-04-03,1564.146515571841
2013-04-04,1563.918628086125
2013-04-05,1560.1188827441397
2013-04-08,1566.9951505917095
2013-04-09,1568.48294623572
2013-04-10,1582.3882694053132
2013-04-11,1589.289444035865
2013-04-12,1589.9722570977578
2013-04-15,1570.5031008678798
2013-04-16,1580.3462928537804
2013-04-17,1573.106948174299
2013-04-18,1571.1307841764626
2013-04-19,1579.2585440579592
2013-04-22,1582.9613691389295
2013-04-23,1594.089990576651
2013-04-24,1589.8939650559823
2013-04-25,1597.8992207541612
2013-04-26,1598.960173377569
2013-04-29,1605.5131397411596
2013-04-30,1615.8519721364016
2013-05-01,1606.5490126851162
2013-05-02,1607.731138301878
2013-05-03,1610.8503769186666
2013-05-06,1603.85021924191
2013-05-07,1614.594042923014
2013-05-08,1620.8004001580516
2013-05-09,1610.3545043271642
2013-05-10,1607.9504353513832
2013-05-13,1606.385068860402
2013-05-14,1614.077472648564
2013-05-15,1624.281278997874
2013-05-16,1616.0106165454397
2013-05-17,1616.816616084622
2013-05-20,1614.1008433982572
2013-05-21,1616.0553349333688
2013-05-22,1605.1983514214762
2013-05-23,1589.080295460385
2013-05-24,1590.6632356098057
2013-05-27,1588.063176985921
2013-05-28,1584.9224122568892
2013-05-29,1570.1984270997991
2013-05-30,1563.103645471435
2013-05-31,1540.6199742837553
2013-06-03,1542.148657780835
2013-06-04,1543.035476585911
2013-06-05,1525.4737685797443
2013-06-06,1532.2323792120624
2013-06-07,1542.0077343235373
2013-06-10,1545.3663695029295
2013-06-11,1541.0106361354237
2013-06-12,1537.1271207066407
2013-06-13,1543.1301665654462
2013-06-14,1546.0121285447694
2013-06-17,1560.5610754487845
2013-06-18,1562.7471952596704
2013-06-19,1550.4227784956927
2013-06-20,1502.4043919998587
2013-06-21,1509.369914432082
2013-06-24,1496.2767792541435
2013-06-25,1506.0641120627122
2013-06-26,1517.0933411028582
2013-06-27,1526.0690742569009
2013-06-28,1531.8303299874462
2013-07-01,1539.9464620541435
2013-07-02,1540.4652251398593
2013-07-03,1538.95150878438
2013-07-04,1540.4726089995213
2013-07-05,1540.9219043801263
2013-07-08,1547.6498557839698
2013-07-09,1556.5725722568184
2013-07-10,1564.1581056818322
2013-07-11,1588.4143558300275
2013-07-12,1588.8239524985793
2013-07-15,1588.7915553514454
2013-07-16,1587.9674216798956
2013-07-17,1587.0894981815684
2013-07-18,1590.3335345262205
2013-07-19,1591.7740398807177
2013-07-22,1596.3677537619128
2013-07-23,1597.171403236869
2013-07-24,1590.4327999963593
2013-07-25,1590.2132547282984
2013-07-26,1591.8304053743059
2013-07-29,1587.2776693147703
2013-07-30,1589.4840227818638
2013-07-31,1583.223722347654
2013-08-01,1595.253836571963
2013-08-02,1604.826686117179
2013-08-05,1601.0716636777042
2013-08-06,1602.2369024516922
2013-08-07,1594.0208714086282
2013-08-08,1597.3448045774114
2013-08-09,1595.3914333340467
2013-08-12,1592.7935458277723
2013-08-13,1593.419148189559
2013-08-14,1590.7088307541185
2013-08-15,1571.1362816595504
2013-08-16,1565.3073839758304
2013-08-19,1561.0396184359925
2013-08-20,1565.2442496335987
2013-08-21,1552.68544470076
2013-08-22,1553.5839881624852
2013-08-23,1564.766573621374
2013-08-26,1559.6680271780965
2013-08-27,1550.431923483418
2013-08-28,1543.623193329065
2013-08-29,1543.8266491296165
2013-08-30,1540.1091763091936
2013-09-02,1543.4288675795083
2013-09-03,1543.419743670987
2013-09-04,1549.4883821124456
2013-09-05,1546.5004071930996
2013-09-06,1551.2238473798582
2013-09-09,1562.3788607502697
2013-09-10,1568.6460737351572
2013-09-11,1574.6207526327355
2013-09-12,1572.9760388496104
2013-09-13,1576.1190943759773
2013-09-16,1587.5485964984143
2013-09-17,1586.7970880409466
2013-09-18,1604.4921726188
2013-09-19,1611.182453628315
2013-09-20,1602.502512117993
2013-09-23,1601.976125973838
2013-09-24,1599.8177347309563
2013-09-25,1596.8296361910725
2013-09-26,1599.3374787186772
2013-09-27,1596.7635632795111
2013-09-30,1590.7878232210878
2013-10-01,1595.2412344902043
2013-10-02,1590.6480396623904
2013-10-03,1581.4872639626933
2013-10-04,1582.5902228204366
2013-10-07,1574.1655269613934
2013-10-08,1566.3877926092705
2013-10-09,1565.470739309217
2013-10-10,1585.438175054306
2013-10-11,1594.6641481681158
2013-10-14,1598.0533389606162
