Date,EMU MINIMUM VOLATILITY (EUR)
2002-03-29,1020.0582879508191
2002-04-01,1028.4184630526624
2002-04-02,1027.4749964909179
2002-04-03,1027.2066292436305
2002-04-04,1022.6059219747227
2002-04-05,1019.5132396565186
2002-04-08,1005.0356068670867
2002-04-09,1009.0505802517962
2002-04-10,1020.2279734478741
2002-04-11,1016.5102878418305
2002-04-12,1015.6449384579525
2002-04-15,1020.2561921453231
2002-04-16,1032.8843399835744
2002-04-17,1038.766711493189
2002-04-18,1039.5659989354235
2002-04-19,1041.2379939435898
2002-04-22,1037.7102820131015
2002-04-23,1037.1902527075138
2002-04-24,1038.8835101123539
2002-04-25,1037.6559764032056
2002-04-26,1038.6439459233693
2002-04-29,1038.3116599670775
2002-04-30,1044.2934503820516
2002-05-01,1049.8827984064385
2002-05-02,1039.7618508353848
2002-05-03,1048.5342972477097
2002-05-06,1051.0399131460679
2002-05-07,1040.7415541712396
2002-05-08,1051.02242196479
2002-05-09,1047.3863604776386
2002-05-10,1046.9859194137337
2002-05-13,1053.8232801794836
2002-05-14,1052.012963754062
2002-05-15,1059.2822109191936
2002-05-16,1057.8762113668965
2002-05-17,1067.4681265386132
2002-05-20,1065.4605059928
2002-05-21,1060.627122576698
2002-05-22,1063.7915338187613
2002-05-23,1059.2754888335546
2002-05-24,1058.3861339947978
2002-05-27,1057.7718740732014
2002-05-28,1065.1827326944674
2002-05-29,1068.4245176447691
2002-05-30,1063.853440361742
2002-05-31,1060.7544104484393
2002-06-03,1058.6070663954267
2002-06-04,1044.3876596183811
2002-06-05,1042.371115554316
2002-06-06,1053.9695195607826
2002-06-07,1044.228483464449
2002-06-10,1045.6395156315768
2002-06-11,1048.54392976481
2002-06-12,1035.955756246586
2002-06-13,1027.4313256621235
2002-06-14,1009.1261439765121
2002-06-17,1028.1989332174023
2002-06-18,1033.4977993886357
2002-06-19,1031.5096167073195
2002-06-20,1024.1200445233424
2002-06-21,1025.3260756362968
2002-06-24,1014.938044274863
2002-06-25,1021.7900140881461
2002-06-26,1028.0693953506423
2002-06-27,1029.366498619321
2002-06-28,1062.1290690149303
2002-07-01,1059.6660173835876
2002-07-02,1037.193412216848
2002-07-03,1016.5183958620971
2002-07-04,1027.781942271066
2002-07-05,1047.9159467403194
2002-07-08,1062.5260030100276
2002-07-09,1059.9813962913092
2002-07-10,1029.1244132404909
2002-07-11,1002.8074601145452
2002-07-12,1000.2798242654695
2002-07-15,982.4653405808705
2002-07-16,977.7882623488456
2002-07-17,991.8365341119127
2002-07-18,1000.479339889006
2002-07-19,973.0891666707761
2002-07-22,933.3315535670419
2002-07-23,900.5369922202237
2002-07-24,884.0047077900911
2002-07-25,912.9849982352882
2002-07-26,904.557467787193
2002-07-29,937.3805221390842
2002-07-30,941.5078940656275
2002-07-31,938.4069757230308
2002-08-01,918.0070702442458
2002-08-02,917.8940284278849
2002-08-05,894.7230165652226
2002-08-06,900.833057175435
2002-08-07,905.1358705703645
2002-08-08,928.8182130077482
2002-08-09,943.2397279143522
2002-08-12,935.5695859537718
2002-08-13,941.34431444462
2002-08-14,936.208747567116
2002-08-15,947.5759511056905
2002-08-16,958.8088076998944
2002-08-19,970.344199491557
2002-08-20,956.0848017013373
2002-08-21,970.3268232195352
2002-08-22,974.6429690670715
2002-08-23,967.0873870305237
2002-08-26,959.3960190360232
2002-08-27,982.5080545029844
2002-08-28,959.0849977001307
2002-08-29,946.097754045873
2002-08-30,953.4572025706512
2002-09-02,943.9009481106839
2002-09-03,927.6372803657129
2002-09-04,929.8802236529275
2002-09-05,921.300902913382
2002-09-06,934.3104656501729
2002-09-09,922.5627332073635
2002-09-10,928.139638999675
2002-09-11,942.3401829251535
2002-09-12,921.504295397991
2002-09-13,911.1032347909987
2002-09-16,899.60039790728
2002-09-17,892.6172576344768
2002-09-18,874.7843346801762
2002-09-19,866.4511908305309
2002-09-20,865.337258002134
2002-09-23,841.6137698054519
2002-09-24,823.5658580604734
2002-09-25,833.7804079202613
2002-09-26,859.5533267018943
2002-09-27,854.6599593665244
2002-09-30,835.9213416533955
2002-10-01,840.4787815073211
2002-10-02,858.2069184345975
2002-10-03,850.9764875885998
2002-10-04,834.6298218802784
2002-10-07,824.0542703772043
2002-10-08,814.2521137400018
2002-10-09,813.8612930131038
2002-10-10,820.6652854630378
2002-10-11,850.2205355547142
2002-10-14,849.1454731237465
2002-10-15,880.2106109836413
2002-10-16,874.8178773659414
2002-10-17,883.6511473057828
2002-10-18,881.9969721795092
2002-10-21,886.1491923967588
2002-10-22,881.538701550808
2002-10-23,858.8391097516387
2002-10-24,869.1284157044219
2002-10-25,866.9089763951711
2002-10-28,879.7543050030496
2002-10-29,856.3111408666739
2002-10-30,868.1725209828517
2002-10-31,889.9402217200843
2002-11-01,890.3895000260302
2002-11-04,911.5317155060221
2002-11-05,917.5010928179921
2002-11-06,911.1657051410823
2002-11-07,906.3864849344291
2002-11-08,902.87109414105
2002-11-11,898.4821722372561
2002-11-12,903.6803170795613
2002-11-13,897.9416272958979
2002-11-14,908.1390981056419
2002-11-15,911.7539551554464
2002-11-18,919.4192133289754
2002-11-19,918.4449377046043
2002-11-20,907.610198265435
2002-11-21,925.0228162719627
2002-11-22,922.0649148461034
2002-11-25,914.8548608224098
2002-11-26,904.0364471451446
2002-11-27,919.6574784898534
2002-11-28,924.7894744684496
2002-11-29,925.9357052286374
2002-12-02,925.6846039685195
2002-12-03,914.6863462004302
2002-12-04,916.6488934958928
2002-12-05,908.4218829080769
2002-12-06,912.482051192017
2002-12-09,898.1733513689046
2002-12-10,907.4561950978027
2002-12-11,915.1848499001787
2002-12-12,911.4226880660169
2002-12-13,905.9852921664747
2002-12-16,919.1635312680753
2002-12-17,923.2645195276567
2002-12-18,910.9088513645454
2002-12-19,903.5674876697311
2002-12-20,913.4130430631014
2002-12-23,915.520916832167
2002-12-24,919.8712415382149
2002-12-25,919.8712415382149
2002-12-26,922.1908819319875
2002-12-27,912.5652114305987
2002-12-30,920.5554058749519
2002-12-31,929.7520473296038
2003-01-01,929.7520473296038
2003-01-02,944.0520585711965
2003-01-03,946.9736720647975
2003-01-06,955.3354946522645
2003-01-07,944.6108285921613
2003-01-08,931.1548191713788
2003-01-09,944.8887115129221
2003-01-10,946.7600835514955
2003-01-13,951.4648681055767
2003-01-14,959.2215107030347
2003-01-15,952.8783482068678
2003-01-16,953.1131003469366
2003-01-17,943.4033851316648
2003-01-20,941.2959227094443
2003-01-21,933.4523692453223
2003-01-22,922.96983057633
2003-01-23,923.687379542548
2003-01-24,921.9792102533802
2003-01-27,900.0764965087408
2003-01-28,897.4052297113695
2003-01-29,898.1776017854182
2003-01-30,898.4327337668088
2003-01-31,906.032795876329
2003-02-03,912.1054264772931
2003-02-04,902.9005476849469
2003-02-05,904.7769589808896
2003-02-06,894.1077233408706
2003-02-07,881.919963502449
2003-02-10,875.7913615534663
2003-02-11,883.2405090708306
2003-02-12,873.2246156115956
2003-02-13,875.7921718448096
2003-02-14,886.3856515408932
2003-02-17,889.399874613835
2003-02-18,894.1009874540305
2003-02-19,885.5833072304715
2003-02-20,886.9661571236848
2003-02-21,891.1847630928143
2003-02-24,876.979617096013
2003-02-25,855.7838405613902
2003-02-26,854.6491379925136
2003-02-27,861.1483436566288
2003-02-28,872.4513751535103
2003-03-03,876.1226357110243
2003-03-04,868.7273491650884
2003-03-05,868.4989848735712
2003-03-06,861.6622038001856
2003-03-07,854.0091009809764
2003-03-10,842.7950236137782
2003-03-11,838.3746817741071
2003-03-12,815.1711614547385
2003-03-13,833.2462205781607
2003-03-14,853.094217178626
2003-03-17,861.9529076222047
2003-03-18,861.9267058008536
2003-03-19,868.3737135080718
2003-03-20,864.8860244423023
2003-03-21,880.61499908121
2003-03-24,859.7315558835999
2003-03-25,873.8364714312751
2003-03-26,872.8352514430935
2003-03-27,868.3521557682133
2003-03-28,870.0786809380577
2003-03-31,861.4956204640547
2003-04-01,870.6430677614228
2003-04-02,885.3660984651626
2003-04-03,887.8215125396214
2003-04-04,894.9728624297771
2003-04-07,910.2543331767365
2003-04-08,906.0898286635118
2003-04-09,909.0657514881648
2003-04-10,908.9541179611757
2003-04-11,911.1472496514477
2003-04-14,916.9818658928699
2003-04-15,926.994183219689
2003-04-16,928.0376299424452
2003-04-17,937.7379944873211
2003-04-18,937.7379944873211
2003-04-21,933.6958350210118
2003-04-22,945.838646375406
2003-04-23,953.7415291129374
2003-04-24,950.1934865600205
2003-04-25,940.1486460457837
2003-04-28,953.0818719389639
2003-04-29,952.9143974957673
2003-04-30,968.0472560915669
2003-05-01,976.670135823703
2003-05-02,973.53492237387
2003-05-05,986.9613088946912
2003-05-06,1006.0983639765388
2003-05-07,1000.354388510699
2003-05-08,990.6519445854124
2003-05-09,1002.1328023244594
2003-05-12,1007.0452596556482
2003-05-13,1001.3847490850717
2003-05-14,1001.0383065507019
2003-05-15,1003.5736017263206
2003-05-16,1015.2299754505942
2003-05-19,1004.9801915329138
2003-05-20,1006.615310250537
2003-05-21,1005.135062854683
2003-05-22,1012.1204371077332
2003-05-23,1018.5105294263345
2003-05-26,1025.2558329182968
2003-05-27,1028.056410779721
2003-05-28,1023.7787718504007
2003-05-29,1032.9296197996503
2003-05-30,1034.0672712727767
2003-06-02,1040.4828251948961
2003-06-03,1035.5984730655512
2003-06-04,1042.9061719231372
2003-06-05,1053.8393996408063
2003-06-06,1053.0173076787826
2003-06-09,1053.2802315168328
2003-06-10,1044.6828692070928
2003-06-11,1059.890584353862
2003-06-12,1061.5526839746742
2003-06-13,1063.3196472796262
2003-06-16,1079.2614586789546
2003-06-17,1080.854964461686
2003-06-18,1072.890988520725
2003-06-19,1062.995573898801
2003-06-20,1067.5170375704931
2003-06-23,1039.7235750784575
2003-06-24,1033.6393651868837
2003-06-25,1040.9784582302761
2003-06-26,1030.457983681972
2003-06-27,1029.4641706633422
2003-06-30,1030.5962950957612
2003-07-01,1028.9444494587171
2003-07-02,1033.1188497326443
2003-07-03,1032.0858309606278
2003-07-04,1025.5342193720953
2003-07-07,1032.7582123728318
2003-07-08,1027.9866907618432
2003-07-09,1023.0494433401655
2003-07-10,1021.7015460240938
2003-07-11,1026.6530690953093
2003-07-14,1034.383751772291
2003-07-15,1025.5804176457511
2003-07-16,1019.2178536924358
2003-07-17,1016.0949406085103
2003-07-18,1020.2750282794639
2003-07-21,1022.4709889214915
2003-07-22,1027.8108281939137
2003-07-23,1036.4688290089346
2003-07-24,1049.8749680970113
2003-07-25,1050.5897116564988
2003-07-28,1051.3003303478413
2003-07-29,1047.3133832065812
2003-07-30,1039.222624373367
2003-07-31,1032.7559024077966
2003-08-01,1025.7488963330172
2003-08-04,1028.8262043234217
2003-08-05,1034.2182815258657
2003-08-06,1027.4125459988022
2003-08-07,1032.7748037207991
2003-08-08,1031.996957696519
2003-08-11,1036.3267203939
2003-08-12,1037.5768895300112
2003-08-13,1037.6295425642359
2003-08-14,1045.8832823152695
2003-08-15,1046.6117543096725
2003-08-18,1043.6047371841166
2003-08-19,1036.9065121025847
2003-08-20,1037.0614880521537
2003-08-21,1030.1465726059826
2003-08-22,1023.5811998061665
2003-08-25,1021.3502415714247
2003-08-26,1011.7764107501873
2003-08-27,1019.1398623949917
2003-08-28,1025.5046481896427
2003-08-29,1028.0406284818105
2003-09-01,1037.9713941554776
2003-09-02,1027.2199417791396
2003-09-03,1032.1350842239508
2003-09-04,1036.8530491909457
2003-09-05,1045.3850959820593
2003-09-08,1055.4259146108693
2003-09-09,1057.2716476819928
2003-09-10,1051.8303769121796
2003-09-11,1053.3884187852705
2003-09-12,1059.1931831404347
2003-09-15,1061.2515591157119
2003-09-16,1057.9161280545304
2003-09-17,1066.3793629316433
2003-09-18,1070.2808927943297
2003-09-19,1073.0523234665077
2003-09-22,1069.9370193740194
2003-09-23,1067.794295191515
2003-09-24,1064.0651425035853
2003-09-25,1065.300434591878
2003-09-26,1056.287110088536
2003-09-29,1059.3386336958683
2003-09-30,1059.1604095919363
2003-10-01,1073.463477556209
2003-10-02,1069.3972090731907
2003-10-03,1080.7182929189269
2003-10-06,1080.1797683019
2003-10-07,1085.7082317978345
2003-10-08,1092.5025808818089
2003-10-09,1095.9101264885994
2003-10-10,1100.570747351376
2003-10-13,1099.3185674636356
2003-10-14,1100.5953004013575
2003-10-15,1101.900521793115
2003-10-16,1103.6002088232508
2003-10-17,1096.3252241747377
2003-10-20,1099.5931361291607
2003-10-21,1103.6079359013897
2003-10-22,1100.7846649064197
2003-10-23,1095.3091763365467
2003-10-24,1097.655888720445
2003-10-27,1099.7096521302913
2003-10-28,1097.796763372241
2003-10-29,1099.7511839719305
2003-10-30,1105.849493416529
2003-10-31,1100.1076276833187
2003-11-03,1100.6967778481344
2003-11-04,1103.5364206787021
2003-11-05,1100.6364879125456
2003-11-06,1097.1659573375448
2003-11-07,1108.1991263412563
2003-11-10,1107.9389317262796
2003-11-11,1106.061564722272
2003-11-12,1117.5540840337246
2003-11-13,1126.046362912997
2003-11-14,1140.2503956947573
2003-11-17,1126.5492011013303
2003-11-18,1137.0296555424607
2003-11-19,1135.7076380646608
2003-11-20,1133.0867572964357
2003-11-21,1137.9645461250361
2003-11-24,1135.270893833336
2003-11-25,1139.758927352976
2003-11-26,1150.5955705954827
2003-11-27,1152.4112203328361
2003-11-28,1158.902059645363
2003-12-01,1170.9204385769526
2003-12-02,1183.9306832633536
2003-12-03,1189.7913189531353
2003-12-04,1183.1219690893374
2003-12-05,1186.8414074061766
2003-12-08,1190.2017698269467
2003-12-09,1194.7658634231234
2003-12-10,1192.4799963059963
2003-12-11,1187.4181612807376
2003-12-12,1198.2843811924636
2003-12-15,1203.0085904026478
2003-12-16,1203.4231770352817
2003-12-17,1210.2544138404887
2003-12-18,1215.262938486084
2003-12-19,1216.3684150426814
2003-12-22,1221.6204899043883
2003-12-23,1228.1708420365237
2003-12-24,1231.6458935389048
2003-12-25,1231.6458935389048
2003-12-26,1231.1514353536952
2003-12-29,1241.527476729633
2003-12-30,1247.420642839911
2003-12-31,1258.2027957191285
2004-01-01,1258.2027957191285
2004-01-02,1272.4534490743758
2004-01-05,1288.6795276598102
2004-01-06,1295.4194111976283
2004-01-07,1286.3517683615623
2004-01-08,1294.9804150586176
2004-01-09,1301.1427161080896
2004-01-12,1298.1412569835334
2004-01-13,1298.13003478868
2004-01-14,1298.6906135239917
2004-01-15,1291.500308526974
2004-01-16,1275.1558155470668
2004-01-19,1278.1067348401725
2004-01-20,1293.1332373468533
2004-01-21,1308.688845470243
2004-01-22,1320.65506825754
2004-01-23,1317.6329939975724
2004-01-26,1298.4381152767132
2004-01-27,1308.606798288882
2004-01-28,1307.9579690768703
2004-01-29,1279.0211676187494
2004-01-30,1278.3777722574525
2004-02-02,1287.990853048735
2004-02-03,1299.0230818448592
2004-02-04,1292.66104612583
2004-02-05,1305.4352419788775
2004-02-06,1319.2836617501712
2004-02-09,1326.4579618316818
2004-02-10,1332.0972982136695
2004-02-11,1331.6527540435904
2004-02-12,1347.9080732910581
2004-02-13,1341.1899748417059
2004-02-16,1345.7587633152064
2004-02-17,1355.74832682962
2004-02-18,1359.6798195296265
2004-02-19,1351.5081922317054
2004-02-20,1333.6296366717963
2004-02-23,1335.0381664977633
2004-02-24,1335.7967878566233
2004-02-25,1322.8406696524887
2004-02-26,1313.4368775213147
2004-02-27,1322.539315785372
2004-03-01,1333.1378737666214
2004-03-02,1324.3626375468245
2004-03-03,1303.8290569199528
2004-03-04,1315.1607279863993
2004-03-05,1341.2402138712507
2004-03-08,1342.918650756461
2004-03-09,1339.9551467611059
2004-03-10,1320.8128365649961
2004-03-11,1298.9658374466294
2004-03-12,1291.9406573530207
2004-03-15,1272.7286563360806
2004-03-16,1286.6139363568152
2004-03-17,1286.4195730870201
2004-03-18,1294.3250572483894
2004-03-19,1294.4719886564644
2004-03-22,1280.1860570481874
2004-03-23,1273.5337498568952
2004-03-24,1266.609165777449
2004-03-25,1277.1883388364477
2004-03-26,1271.1886564671145
2004-03-29,1287.697455869958
2004-03-30,1290.725874032577
2004-03-31,1305.5241452980933
2004-04-01,1326.0328644813455
2004-04-02,1318.959423706949
2004-04-05,1310.8600983284512
2004-04-06,1309.8532368449642
2004-04-07,1324.9439959426056
2004-04-08,1321.0240329382802
2004-04-09,1321.0240329382802
2004-04-12,1317.3134445521514
2004-04-13,1312.012798051097
2004-04-14,1303.8023156415675
2004-04-15,1302.8887702244685
2004-04-16,1323.8727241491163
2004-04-19,1322.1262816700341
2004-04-20,1315.7273941263863
2004-04-21,1304.9216611158383
2004-04-22,1311.6123564641807
2004-04-23,1310.8246721164455
2004-04-26,1313.7280608114834
2004-04-27,1318.2518943265761
2004-04-28,1300.9651703604159
2004-04-29,1304.9841512302369
2004-04-30,1306.141734947511
2004-05-03,1311.433689564847
2004-05-04,1327.1995479838258
2004-05-05,1338.6544948680664
2004-05-06,1318.770196657819
2004-05-07,1295.6311995259314
2004-05-10,1260.7450776381268
2004-05-11,1268.2935468306969
2004-05-12,1270.4026752627003
2004-05-13,1275.1610447337478
2004-05-14,1271.431990632085
2004-05-17,1275.6540794395999
2004-05-18,1274.9728224753344
2004-05-19,1297.8968615612362
2004-05-20,1279.735909955646
2004-05-21,1288.708203515625
2004-05-24,1292.131017294495
2004-05-25,1300.9552502919114
2004-05-26,1307.884356825463
2004-05-27,1335.4633415752999
2004-05-28,1326.1342807071305
2004-05-31,1330.4193575426934
2004-06-01,1322.261128182319
2004-06-02,1335.7744993245817
2004-06-03,1338.1916277638566
2004-06-04,1347.5281778290278
2004-06-07,1363.0594379275078
2004-06-08,1356.2713212743417
2004-06-09,1333.601753397867
2004-06-10,1338.6836460335596
2004-06-11,1327.9885551857928
2004-06-14,1325.8715873982885
2004-06-15,1334.167754724287
2004-06-16,1333.5785977001535
2004-06-17,1338.4430472277304
2004-06-18,1352.1476895082062
2004-06-21,1350.3554910843327
2004-06-22,1345.1792386083803
2004-06-23,1348.1729939351515
2004-06-24,1359.8851661998488
2004-06-25,1354.6334224866355
2004-06-28,1367.6662747516307
2004-06-29,1359.6463874697129
2004-06-30,1362.738551442382
2004-07-01,1360.1816977152137
2004-07-02,1374.0495923480555
2004-07-05,1370.349624144655
2004-07-06,1366.9661320472148
2004-07-07,1379.073077373989
2004-07-08,1387.7570971642035
2004-07-09,1385.135952713215
2004-07-12,1383.512298703403
2004-07-13,1374.2201252224868
2004-07-14,1377.9666755247993
2004-07-15,1368.2560514408135
2004-07-16,1380.3778572225156
2004-07-19,1372.5607755666067
2004-07-20,1371.3888779655767
2004-07-21,1358.6668735223125
2004-07-22,1348.9160257771603
2004-07-23,1332.8118274902201
2004-07-26,1329.8610129063698
2004-07-27,1330.8053482329774
2004-07-28,1327.724668240643
2004-07-29,1342.2004748801935
2004-07-30,1341.6036743372313
2004-08-02,1339.292561016646
2004-08-03,1351.2370395785297
2004-08-04,1344.129894381082
2004-08-05,1347.1671242190625
2004-08-06,1351.659729395227
2004-08-09,1341.7658219976067
2004-08-10,1352.6533451745895
2004-08-11,1335.0606777072762
2004-08-12,1337.7797242922306
2004-08-13,1347.974987635256
2004-08-16,1354.7309954424147
2004-08-17,1357.6678794114453
2004-08-18,1355.9358896063154
2004-08-19,1362.8251281002717
2004-08-20,1355.6928576406572
2004-08-23,1353.5790200739946
2004-08-24,1344.1697129455104
2004-08-25,1344.4668814749377
2004-08-26,1353.2123677829393
2004-08-27,1354.0337414510534
2004-08-30,1353.629578886606
2004-08-31,1362.1454859945507
2004-09-01,1372.379164678467
2004-09-02,1376.035800878842
2004-09-03,1373.0161029818719
2004-09-06,1378.0296586013994
2004-09-07,1378.768954384728
2004-09-08,1384.8087876191862
2004-09-09,1386.1544439378915
2004-09-10,1404.9412905899583
2004-09-13,1406.0998250545094
2004-09-14,1410.3786401170864
2004-09-15,1392.7090455328043
2004-09-16,1390.4518743167866
2004-09-17,1397.8547868697774
2004-09-20,1394.0321167918637
2004-09-21,1412.0355356846437
2004-09-22,1404.6452977562205
2004-09-23,1404.2527832118287
2004-09-24,1401.7977042612686
2004-09-27,1400.6168702316697
2004-09-28,1406.5491088498707
2004-09-29,1415.566774533998
2004-09-30,1420.1283731659314
2004-10-01,1434.9967377737942
2004-10-04,1428.860332973247
2004-10-05,1436.2547918631037
2004-10-06,1433.9138445925107
2004-10-07,1431.7418813433867
2004-10-08,1444.7830134081858
2004-10-11,1439.7933397944846
2004-10-12,1425.4108206907003
2004-10-13,1421.5000883215769
2004-10-14,1435.2009044004653
2004-10-15,1448.3234638920048
2004-10-18,1450.0162065892955
2004-10-19,1457.3855053862276
2004-10-20,1461.2571672155336
2004-10-21,1466.6459379757853
2004-10-22,1471.6950618456428
2004-10-25,1470.8816569536561
2004-10-26,1472.95792785624
2004-10-27,1485.6318159770456
2004-10-28,1490.6024284930759
2004-10-29,1484.2218415644265
2004-11-01,1498.5352100739772
2004-11-02,1501.9832011359963
2004-11-03,1514.3170026108633
2004-11-04,1526.04972640983
2004-11-05,1535.3491209854
2004-11-08,1538.9232206091901
2004-11-09,1531.1814755844719
2004-11-10,1538.2481518219668
2004-11-11,1546.1623302553583
2004-11-12,1549.5052056632958
2004-11-15,1550.6545192749836
2004-11-16,1548.3739104881304
2004-11-17,1569.4239097000182
2004-11-18,1563.699304034782
2004-11-19,1565.6694632077392
2004-11-22,1559.6942865693347
2004-11-23,1567.6684621540148
2004-11-24,1580.2978569882507
2004-11-25,1600.4385988434635
2004-11-26,1603.084771758477
2004-11-29,1608.5157116613022
2004-11-30,1603.0721118179215
2004-12-01,1620.5191908741708
2004-12-02,1622.0874311054968
2004-12-03,1631.1721409919369
2004-12-06,1635.7012303593963
2004-12-07,1641.175720427307
2004-12-08,1623.8601316864838
2004-12-09,1615.63887795075
2004-12-10,1616.9786224077077
2004-12-13,1638.620779307814
2004-12-14,1640.737138580058
2004-12-15,1658.4792358690404
2004-12-16,1647.9389568889549
2004-12-17,1633.521563840838
2004-12-20,1661.8091841853611
2004-12-21,1659.3115592538602
2004-12-22,1671.1619384409396
2004-12-23,1687.3242374837391
2004-12-24,1691.1586747974727
2004-12-27,1703.1778715484872
2004-12-28,1705.4945900256266
2004-12-29,1704.3106143972884
2004-12-30,1709.2631502796048
2004-12-31,1705.1200253979175
2005-01-03,1700.1575483607771
2005-01-04,1678.9654534061353
2005-01-05,1667.8038169618424
2005-01-06,1656.945123081772
2005-01-07,1647.6469620334758
2005-01-10,1650.7159602916524
2005-01-11,1651.6969666651937
2005-01-12,1664.2395288491887
2005-01-13,1662.525003149867
2005-01-14,1652.446521992441
2005-01-17,1657.1298256388045
2005-01-18,1648.3593565347858
2005-01-19,1652.0785542228332
2005-01-20,1636.1503521738541
2005-01-21,1645.6382017924618
2005-01-24,1647.0278792110041
2005-01-25,1647.73229401332
2005-01-26,1666.538000736335
2005-01-27,1663.9858059154435
2005-01-28,1659.022787879406
2005-01-31,1671.3085493166536
2005-02-01,1679.149091158597
2005-02-02,1686.9894848746721
2005-02-03,1679.9260313092113
2005-02-04,1693.050653294033
2005-02-07,1684.9548100122697
2005-02-08,1676.5149395654637
2005-02-09,1677.8548655747763
2005-02-10,1688.2276191437875
2005-02-11,1700.6683052066967
2005-02-14,1711.5586103761188
2005-02-15,1720.2587200529315
2005-02-16,1719.8035976056017
2005-02-17,1731.2074484034777
2005-02-18,1731.801497255538
2005-02-21,1715.0031057631318
2005-02-22,1723.796967019311
2005-02-23,1716.1377997852555
2005-02-24,1714.153594374779
2005-02-25,1723.3277834535695
2005-02-28,1738.8441267926182
2005-03-01,1731.1789360492626
2005-03-02,1716.6490594183488
2005-03-03,1715.1335439173854
2005-03-04,1744.6699713804803
2005-03-07,1740.538327430634
2005-03-08,1750.3357562597578
2005-03-09,1743.2294068946821
2005-03-10,1736.2988276442277
2005-03-11,1743.5912051902428
2005-03-14,1729.5117761759468
2005-03-15,1735.5267799702317
2005-03-16,1732.946944557208
2005-03-17,1730.3017022589688
2005-03-18,1723.0144377614388
2005-03-21,1703.991301555634
2005-03-22,1709.7439402193334
2005-03-23,1682.4944095787632
2005-03-24,1695.0318945008896
2005-03-25,1695.0318945008896
2005-03-28,1683.1360164767827
2005-03-29,1690.1265336628219
2005-03-30,1693.456521516098
2005-03-31,1698.401447865609
2005-04-01,1702.6822111075255
2005-04-04,1678.2039125574715
2005-04-05,1693.616884688124
2005-04-06,1702.473016436573
2005-04-07,1713.8050173631484
2005-04-08,1708.8051229777163
2005-04-11,1722.548943274659
2005-04-12,1710.6881464819705
2005-04-13,1721.5064497291137
2005-04-14,1706.2247548447265
2005-04-15,1700.0667833973046
2005-04-18,1682.7131701802982
2005-04-19,1690.884886500421
2005-04-20,1692.109783341404
2005-04-21,1698.6253114329224
2005-04-22,1700.2819932439893
2005-04-25,1690.4290760882643
2005-04-26,1682.502861498021
2005-04-27,1662.6534817288536
2005-04-28,1651.1369939103247
2005-04-29,1657.3325998055757
2005-05-02,1658.9623293997365
2005-05-03,1670.9660109890613
2005-05-04,1686.1547481375355
2005-05-05,1694.6300230927638
2005-05-06,1684.4789723731878
2005-05-09,1675.9755644848433
2005-05-10,1678.6408190275215
