Date,WORLD MINIMUM VOLATILITY (USD)
1988-05-31,337.455701353132
1988-06-30,334.519619270328
1988-07-29,338.339788170101
1988-08-31,322.450583883265
1988-09-30,330.835561399682
1988-10-31,344.476942783253
1988-11-30,354.632741162746
1988-12-30,356.592158058046
1989-01-31,370.768266898117
1989-02-28,367.396524668334
1989-03-31,371.696258051918
1989-04-28,384.4712906719
1989-05-31,381.468025407295
1989-06-30,384.960369848849
1989-07-31,417.173906843215
1989-08-31,413.016360880205
1989-09-29,427.24713851244
1989-10-31,423.242793718398
1989-11-30,433.395974249341
1989-12-29,452.436339998292
1990-01-31,434.013897927249
1990-02-28,424.149140137451
1990-03-30,405.544499177097
1990-04-30,389.528470818688
1990-05-31,423.359480719755
1990-06-29,423.753369517966
1990-07-31,435.287879627213
1990-08-31,392.570819387769
1990-09-28,358.658038471167
1990-10-31,394.188342202586
1990-11-30,380.924819305059
1990-12-31,382.311726982429
1991-01-31,390.291870348662
1991-02-28,424.730075302123
1991-03-29,415.371918011684
1991-04-30,418.624109616048
1991-05-31,420.939518525826
1991-06-28,408.247645216125
1991-07-31,423.789189536979
1991-08-30,416.872589749282
1991-09-30,428.576224487807
1991-10-31,434.949541502195
1991-11-29,423.329622938049
1991-12-31,449.139093723038
1992-01-31,435.620083624014
1992-02-28,429.090968621491
1992-03-31,408.951379534962
1992-04-30,416.975406436245
1992-05-29,430.339480380251
1992-06-30,428.075144172165
1992-07-31,431.846432732097
1992-08-31,433.633661544172
1992-09-30,425.821234189529
1992-10-30,418.768227623696
1992-11-30,419.129868458467
1992-12-31,425.782598840597
1993-01-29,427.552898290341
1993-02-26,441.105500991307
1993-03-31,461.105323537555
1993-04-30,478.731003518483
1993-05-31,481.810250529338
1993-06-30,479.801649126662
1993-07-30,495.169192904753
1993-08-31,511.708958297935
1993-09-30,504.678148455164
1993-10-29,519.207184165954
1993-11-30,490.232832060185
1993-12-31,511.564824180472
1994-01-31,533.722051799501
1994-02-28,523.254844365443
1994-03-31,502.52198683597
1994-04-29,510.137395406096
1994-05-31,509.239275325325
1994-06-30,507.536906300194
1994-07-29,517.270596009213
1994-08-31,527.001849006139
1994-09-30,520.203169561046
1994-10-31,528.178659954006
1994-11-30,511.693113150226
1994-12-30,519.930820645749
1995-01-31,512.652547013091
