Date,MSCI World Min Vol EU PAB Index 
2013-11-26,1000.0
2013-11-27,998.8232334300578
2013-11-28,999.9012501166384
2013-11-29,999.7067033274071
2013-12-02,995.0198948475174
2013-12-03,993.5085084829756
2013-12-04,987.7226850549919
2013-12-05,984.3924800558193
2013-12-06,992.7122431701192
2013-12-09,994.6772152798269
2013-12-10,991.6608388307982
2013-12-11,985.39768822831
2013-12-12,979.1867353140669
2013-12-13,977.9781659588066
2013-12-16,979.9514108635565
2013-12-17,978.3611621178288
2013-12-18,988.8366652529259
2013-12-19,987.6494218163447
2013-12-20,990.6696210865377
2013-12-23,994.3669536277835
2013-12-24,995.6206269507392
2013-12-25,995.3128192782877
2013-12-26,999.2616428013403
2013-12-27,1001.6359482127224
2013-12-30,1005.2047484119846
2013-12-31,1006.9867629557797
2014-01-01,1007.0011770367513
2014-01-02,999.3119517139255
2014-01-03,1000.6127729772561
2014-01-06,997.0131220842244
2014-01-07,998.3558232345288
2014-01-08,998.0135363311377
2014-01-09,996.8533875065183
2014-01-10,1000.7027383846478
2014-01-13,996.4874169822593
2014-01-14,997.7867110789099
2014-01-15,999.3698205433799
2014-01-16,1000.7724111400006
2014-01-17,999.9774565042803
2014-01-20,1000.5971154969194
2014-01-21,1002.0117602748621
2014-01-22,1002.6427215292983
2014-01-23,997.5701078238629
2014-01-24,985.6939692802841
2014-01-27,979.1852433574815
2014-01-28,981.3974744495258
2014-01-29,978.9953442002645
2014-01-30,981.4275563168961
2014-01-31,979.1983618592197
2014-02-03,965.7045474500211
2014-02-04,961.0111889090515
2014-02-05,964.3443548146156
2014-02-06,970.880883654217
2014-02-07,979.9778890893064
2014-02-10,983.840440120878
2014-02-11,991.5549545855253
2014-02-12,994.137692758404
2014-02-13,996.7041305373758
2014-02-14,999.7995446676537
2014-02-17,1001.1593591257349
2014-02-18,1006.4099806322306
2014-02-19,1005.1179800655641
2014-02-20,1006.7185775239502
2014-02-21,1008.5779165228577
2014-02-24,1012.066327237448
2014-02-25,1014.2795162340831
2014-02-26,1013.6214261392729
2014-02-27,1016.0262096522223
2014-02-28,1021.0739555424088
2014-03-03,1014.3986941109957
2014-03-04,1023.7260912240293
2014-03-05,1023.3833799022918
2014-03-06,1025.0565593134904
2014-03-07,1025.7208246797668
2014-03-10,1024.122922390991
2014-03-11,1025.121489081073
2014-03-12,1022.5002089149928
2014-03-13,1018.1017937462235
2014-03-14,1012.5080535818338
2014-03-17,1017.2601444868438
2014-03-18,1021.8149452658732
2014-03-19,1016.603828401419
2014-03-20,1013.4376283473529
2014-03-21,1013.7451267447511
2014-03-24,1012.3933454041121
2014-03-25,1016.382275091461
2014-03-26,1016.591969926181
2014-03-27,1018.8906095578409
2014-03-28,1022.3973627155556
2014-03-31,1030.5781598217384
2014-04-01,1030.2199005599437
2014-04-02,1030.600027741324
2014-04-03,1031.246227079802
2014-04-04,1026.8862300573574
2014-04-07,1021.9102247906504
2014-04-08,1024.823648197963
2014-04-09,1029.799664486439
2014-04-10,1021.7696875908756
2014-04-11,1013.2272654173322
2014-04-14,1016.3802621757883
2014-04-15,1018.406065471866
2014-04-16,1026.5938670008863
2014-04-17,1028.6008795583919
2014-04-18,1029.038469744767
2014-04-21,1029.3584247692927
2014-04-22,1031.5165119160756
2014-04-23,1032.6649249141249
2014-04-24,1031.1428956974942
2014-04-25,1030.0340580936024
2014-04-28,1034.8352334454482
2014-04-29,1038.0495329994924
2014-04-30,1043.4724681244536
2014-05-01,1045.451879668386
2014-05-02,1044.6108483838539
2014-05-05,1045.3548839957216
2014-05-06,1042.4381724093441
2014-05-07,1044.4450869464645
2014-05-08,1045.9099766349505
2014-05-09,1048.1268229664724
2014-05-12,1051.3042223217562
2014-05-13,1053.3488305511476
2014-05-14,1052.6510118374297
2014-05-15,1048.831512188035
2014-05-16,1049.331025851719
2014-05-19,1049.3279151471108
2014-05-20,1044.598348710758
2014-05-21,1048.9149512566123
2014-05-22,1052.6175840663204
2014-05-23,1054.3317351914848
2014-05-26,1056.3605230682174
2014-05-27,1057.3898116978469
2014-05-28,1057.328762190617
2014-05-29,1061.0550520807897
2014-05-30,1063.3896868955733
2014-06-02,1064.3743919184576
2014-06-03,1064.4559434740763
2014-06-04,1068.286427549893
2014-06-05,1069.7938718759667
2014-06-06,1070.8901466771322
2014-06-09,1071.1355553281594
2014-06-10,1070.4045110454656
2014-06-11,1069.2019335412197
2014-06-12,1065.9892223089887
2014-06-13,1067.308844839694
2014-06-16,1067.1427824250345
2014-06-17,1067.9545386384602
2014-06-18,1073.8162195482357
2014-06-19,1079.8867620735225
2014-06-20,1079.56878938266
2014-06-23,1077.3076846987128
2014-06-24,1075.3192296987156
2014-06-25,1075.7598183353596
2014-06-26,1076.1523520719868
2014-06-27,1078.4544466987895
2014-06-30,1080.7279993363215
2014-07-01,1085.4585662775762
2014-07-02,1086.194967643867
2014-07-03,1087.7900419921443
2014-07-04,1088.0194548449417
2014-07-07,1085.7751435867933
2014-07-08,1083.5530929682996
2014-07-09,1086.4016909195068
2014-07-10,1084.2169635614325
2014-07-11,1084.5542553063135
2014-07-14,1088.3925568401578
2014-07-15,1087.483290300294
