Date,MSCI WORLD MINIMUM VOLATILITY EU PAB (EUR) Index
2014-06-24,1085.560799984456
2014-06-25,1084.2743159794438
2014-06-26,1084.25047420358
2014-06-27,1086.6077866875503
2014-06-30,1089.621339679493
2014-07-01,1094.1078568811104
2014-07-02,1094.6122578373138
2014-07-03,1096.2739051955261
2014-07-04,1095.7398408119743
2014-07-07,1092.4346622573166
2014-07-08,1089.7110241728033
2014-07-09,1092.156855399743
2014-07-10,1087.6258498723284
2014-07-11,1088.9803821533123
2014-07-14,1093.0635922338408
2014-07-15,1090.0078463624052
2014-07-16,1093.406577191647
2014-07-17,1088.1720081684716
2014-07-18,1091.647363987464
2014-07-21,1089.1979122458433
2014-07-22,1092.0009044751157
2014-07-23,1091.8158694481936
2014-07-24,1092.8237949629995
2014-07-25,1089.2587412975424
2014-07-28,1091.2897667766742
2014-07-29,1089.6538298080663
2014-07-30,1084.772123847208
2014-07-31,1071.8021492451437
2014-08-01,1070.7495147468162
2014-08-04,1070.7516950023778
2014-08-05,1066.0142024568609
2014-08-06,1064.8206687732893
2014-08-07,1062.0787628690405
2014-08-08,1065.0352573618895
2014-08-11,1071.2569738600746
2014-08-12,1072.2125707612522
2014-08-13,1076.3707978297696
2014-08-14,1081.2316560643144
2014-08-15,1078.915739709804
2014-08-18,1085.651334793758
2014-08-19,1088.804654165795
2014-08-20,1089.3092362896473
2014-08-21,1090.7100395276962
2014-08-22,1086.5345410731222
2014-08-25,1090.3917959497487
2014-08-26,1091.7077120942024
2014-08-27,1093.5445067026178
2014-08-28,1091.87476799667
2014-08-29,1094.8469712594833
2014-09-01,1094.7352864415059
2014-09-02,1092.1120153609584
2014-09-03,1094.83807087328
2014-09-04,1090.21919850175
2014-09-05,1091.418964288944
2014-09-08,1088.1542449580265
2014-09-09,1082.1662190168308
2014-09-10,1081.689141653027
2014-09-11,1082.5628444484043
2014-09-12,1076.571794525014
2014-09-15,1076.8631400401405
2014-09-16,1079.3249772295826
2014-09-17,1079.8052581247234
2014-09-18,1080.415545395062
2014-09-19,1079.460511075079
2014-09-22,1075.7628170041614
2014-09-23,1070.3127458384809
2014-09-24,1073.2914408044323
2014-09-25,1065.6448865715442
2014-09-26,1067.4882817806267
2014-09-29,1066.5614179548186
2014-09-30,1064.6100666892737
2014-10-01,1058.1853956694658
2014-10-02,1053.7891302693847
2014-10-03,1056.0061548143308
2014-10-06,1059.0828829592908
2014-10-07,1051.2997834892535
2014-10-08,1061.2628923258214
2014-10-09,1053.6853968607247
2014-10-10,1044.8643650244423
2014-10-13,1039.4576022395122
2014-10-14,1040.062621600036
2014-10-15,1032.1919897179373
2014-10-16,1027.2022140518175
2014-10-17,1035.9143594146149
2014-10-20,1045.9342181343904
2014-10-21,1054.095409800354
2014-10-22,1055.8244746483542
2014-10-23,1059.245446258609
2014-10-24,1065.0809185534388
2014-10-27,1068.7554980391517
2014-10-28,1076.7192077939135
2014-10-29,1077.8081235345603
2014-10-30,1079.0605681157867
2014-10-31,1085.469127849802
2014-11-03,1081.365412875828
2014-11-04,1084.8322710101447
2014-11-05,1087.6716594675675
2014-11-06,1085.4930377693556
2014-11-07,1084.505858532591
2014-11-10,1089.0762779607205
2014-11-11,1091.691092398387
2014-11-12,1092.3859979209772
2014-11-13,1095.49566729067
2014-11-14,1094.6397728863274
2014-11-17,1094.6971165929033
2014-11-18,1104.3485782962553
2014-11-19,1101.582845546409
2014-11-20,1102.108131206497
2014-11-21,1105.2594110175214
2014-11-24,1104.3728094573198
2014-11-25,1108.015183761397
2014-11-26,1112.223052090676
2014-11-27,1110.909432411858
2014-11-28,1113.864959084221
2014-12-01,1114.9200035907586
2014-12-02,1114.286264024968
2014-12-03,1113.347313516053
2014-12-04,1112.9585906773386
2014-12-05,1109.9518439536948
2014-12-08,1110.0386285818163
2014-12-09,1109.3365160340852
2014-12-10,1101.0422150342242
2014-12-11,1102.4477328691505
2014-12-12,1091.528714496895
2014-12-15,1079.2840199005623
2014-12-16,1078.9543821850905
2014-12-17,1086.71704824214
2014-12-18,1102.5371862116579
2014-12-19,1105.2726500781978
2014-12-22,1110.002460818924
2014-12-23,1108.5027178092819
2014-12-24,1110.2714489390878
2014-12-25,1110.0522652604698
2014-12-26,1111.703056942262
2014-12-29,1113.4121646359517
2014-12-30,1109.879870218635
2014-12-31,1101.4982717863365
2015-01-01,1101.4514320346236
2015-01-02,1101.1246975046497
2015-01-05,1091.4228151742866
2015-01-06,1089.3664585694721
2015-01-07,1093.831373576958
2015-01-08,1109.549610019582
2015-01-09,1109.0598052162395
2015-01-12,1111.5916335892052
2015-01-13,1113.2775834781821
2015-01-14,1111.8480541557983
2015-01-15,1120.0449091398687
2015-01-16,1126.5213425548498
2015-01-19,1131.6403308691533
2015-01-20,1133.7017302316624
2015-01-21,1135.1982923292148
2015-01-22,1140.0841199727502
2015-01-23,1136.8614598638546
2015-01-26,1139.396517014915
2015-01-27,1142.4789359063216
2015-01-28,1134.2675355874342
2015-01-29,1135.3525634142568
2015-01-30,1125.0323848782818
2015-02-02,1131.6118815122654
2015-02-03,1136.4435136180275
2015-02-04,1140.2225241280344
2015-02-05,1146.2411712343464
2015-02-06,1134.972316502164
2015-02-09,1131.0075433178386
2015-02-10,1137.5771672779547
2015-02-11,1134.6346128917346
2015-02-12,1143.2239373856023
2015-02-13,1143.6352738020146
2015-02-16,1143.5476028119754
2015-02-17,1142.0434331697982
2015-02-18,1147.9397066733482
2015-02-19,1146.5651696054338
2015-02-20,1149.9843787066652
2015-02-23,1154.6718165961372
2015-02-24,1154.7628202517099
2015-02-25,1157.9666319083926
2015-02-26,1157.0872512942733
2015-02-27,1159.1267382316773
2015-03-02,1160.3387599160978
2015-03-03,1156.462997790252
2015-03-04,1149.5006114504006
2015-03-05,1153.404363949509
2015-03-06,1136.5576816840496
2015-03-09,1135.1735231210248
2015-03-10,1120.9674062720514
2015-03-11,1120.3528196072252
2015-03-12,1132.1890795059135
2015-03-13,1129.0813275437495
2015-03-16,1139.8872995643617
2015-03-17,1137.5597200835139
2015-03-18,1149.6705656267636
2015-03-19,1149.4891672290216
2015-03-20,1164.191809450093
2015-03-23,1172.36148369077
2015-03-24,1170.8337919988076
2015-03-25,1162.6766144623473
2015-03-26,1154.8147653745618
2015-03-27,1158.0801751925985
2015-03-30,1164.0441295019464
2015-03-31,1152.4570218742108
2015-04-01,1152.949600933571
2015-04-02,1160.255422248576
2015-04-03,1161.3379222045253
2015-04-06,1171.1873944938272
2015-04-07,1166.5825062096485
2015-04-08,1168.0188750069237
2015-04-09,1169.111854270527
2015-04-10,1171.7988542741023
2015-04-13,1167.8066507357532
2015-04-14,1174.2421181386894
2015-04-15,1171.5229118733491
2015-04-16,1173.073454344774
2015-04-17,1163.8646864203106
2015-04-20,1168.2170490620128
2015-04-21,1172.1505227622454
2015-04-22,1170.7031048801664
2015-04-23,1175.6363620018035
2015-04-24,1179.8933810243457
2015-04-27,1180.6417845348153
2015-04-28,1182.6121322087345
2015-04-29,1176.1606923822478
2015-04-30,1165.745065834961
2015-05-01,1170.4104128196
2015-05-04,1173.9825821372895
2015-05-05,1162.5717252795453
2015-05-06,1163.5937460027537
2015-05-07,1162.98472667628
2015-05-08,1175.8215408634326
2015-05-11,1172.0795340504992
2015-05-12,1170.4103005890495
2015-05-13,1174.1312361174444
2015-05-14,1182.1367616342586
2015-05-15,1189.2967130253853
2015-05-18,1190.566687570131
2015-05-19,1188.2452562392632
2015-05-20,1188.0549410162437
2015-05-21,1188.8322610416865
2015-05-22,1184.5398676642817
2015-05-25,1184.3803116850872
2015-05-26,1170.7641405758898
2015-05-27,1175.1940240519627
2015-05-28,1174.3853254847218
2015-05-29,1167.4650095321554
2015-06-01,1168.5685076975822
2015-06-02,1170.7260048861713
2015-06-03,1172.1929425556204
2015-06-04,1165.560582318006
2015-06-05,1149.5489669378114
2015-06-08,1147.4819782577977
2015-06-09,1146.0679648659757
2015-06-10,1158.34891490635
2015-06-11,1161.1056362367615
2015-06-12,1157.3226084243784
2015-06-15,1147.7574751530578
2015-06-16,1151.988431760202
2015-06-17,1152.2443850580628
2015-06-18,1166.318910962948
2015-06-19,1160.981447745391
2015-06-22,1172.2411574273174
2015-06-23,1169.0335851699901
2015-06-24,1162.7586954204671
2015-06-25,1159.4822942226406
2015-06-26,1158.4733947235486
2015-06-29,1139.437055777031
2015-06-30,1135.879109324056
2015-07-01,1145.860022289238
2015-07-02,1147.0094030513044
2015-07-03,1145.7322006882355
2015-07-06,1140.522769759094
2015-07-07,1139.8288857086045
2015-07-08,1135.4357786697499
2015-07-09,1140.2260667389853
2015-07-10,1155.7653750560382
2015-07-13,1162.3046137994113
2015-07-14,1166.385699746102
2015-07-15,1166.96817982452
2015-07-16,1175.6824962868682
2015-07-17,1172.7910680441278
2015-07-20,1171.8807238441161
2015-07-21,1169.5810296007908
2015-07-22,1166.6341406456268
2015-07-23,1164.2728469457509
2015-07-24,1160.6576395328696
2015-07-27,1155.2692173429557
2015-07-28,1159.977364946695
2015-07-29,1169.3912245294266
2015-07-30,1165.5778506055876
2015-07-31,1173.6919102134066
2015-08-03,1177.253052055088
2015-08-04,1176.9833459670758
2015-08-05,1177.3488102816991
2015-08-06,1174.2869444601113
2015-08-07,1172.3696264809446
2015-08-10,1180.7948771188744
2015-08-11,1176.2844472981917
2015-08-12,1173.2725307544392
2015-08-13,1174.034622860464
2015-08-14,1176.8307052126236
2015-08-17,1181.2350280421658
2015-08-18,1180.5025553656858
2015-08-19,1173.5993468302438
2015-08-20,1163.681235727109
2015-08-21,1139.092164549492
2015-08-24,1101.9201761371348
2015-08-25,1092.552505728899
2015-08-26,1105.208891438604
2015-08-27,1122.005735351526
2015-08-28,1122.8963516724739
2015-08-31,1114.11505477827
2015-09-01,1091.3055239422536
2015-09-02,1096.8065010234736
2015-09-03,1101.8658739274797
2015-09-04,1086.4534451980865
2015-09-07,1088.2413996446298
2015-09-08,1101.616972365444
2015-09-09,1102.4504885121692
2015-09-10,1099.0984139424506
2015-09-11,1103.2244749808242
2015-09-14,1099.5634262524245
2015-09-15,1106.35395509912
2015-09-16,1118.2228430203268
2015-09-17,1121.9158085001823
2015-09-18,1114.9443444822296
2015-09-21,1115.6151560425496
2015-09-22,1099.5833946836499
2015-09-23,1099.0112425946425
2015-09-24,1098.0437804339026
2015-09-25,1107.209369505322
2015-09-28,1092.313592794608
2015-09-29,1086.486678078538
2015-09-30,1102.5026729415797
2015-10-01,1102.7981155569723
2015-10-02,1114.510634350249
2015-10-05,1132.7790633194081
2015-10-06,1134.2555193506892
2015-10-07,1137.4462208641348
2015-10-08,1142.597635880697
2015-10-09,1148.9004105755264
2015-10-12,1152.270169184413
2015-10-13,1145.530057605098
2015-10-14,1142.8579757333714
2015-10-15,1156.7642484007692
2015-10-16,1162.3145552198123
2015-10-19,1161.91301216727
2015-10-20,1161.8526781035225
2015-10-21,1160.9112315404113
2015-10-22,1172.2133574146162
2015-10-23,1175.9954360521517
2015-10-26,1175.374300549761
2015-10-27,1170.8025897196683
2015-10-28,1175.1573644302528
2015-10-29,1170.4783978110302
2015-10-30,1167.2321213358864
2015-11-02,1170.5862053379667
2015-11-03,1167.6101025513944
2015-11-04,1165.0866937356554
2015-11-05,1165.080269069404
2015-11-06,1151.7166039418007
2015-11-09,1143.3524746287346
2015-11-10,1144.5504037235394
2015-11-11,1150.1939736280463
2015-11-12,1141.9433411018194
2015-11-13,1131.672216343694
2015-11-16,1139.1153178824668
2015-11-17,1142.4912850416051
2015-11-18,1148.5636334256333
2015-11-19,1157.7957193663256
2015-11-20,1159.523717087411
2015-11-23,1157.2158590635188
2015-11-24,1154.2518555222805
2015-11-25,1156.7306601971136
2015-11-26,1160.3602512162843
2015-11-27,1159.018839832805
2015-11-30,1154.8207793438771
2015-12-01,1164.5811185295179
2015-12-02,1158.1232661921233
2015-12-03,1153.4770658426341
2015-12-04,1167.0301773887002
2015-12-07,1167.5648887026266
2015-12-08,1161.529318843575
2015-12-09,1155.778818513027
2015-12-10,1152.6727976719164
2015-12-11,1144.9097478706199
2015-12-14,1143.5202603312596
2015-12-15,1150.5549877665567
2015-12-16,1164.8720310650701
2015-12-17,1158.7098147837664
2015-12-18,1147.634831152521
2015-12-21,1150.2797340822003
2015-12-22,1156.648921620846
2015-12-23,1166.617847193762
2015-12-24,1168.570766492693
2015-12-25,1168.4522615188625
2015-12-28,1169.2270059938269
2015-12-29,1178.5364265666751
2015-12-30,1173.98082246009
2015-12-31,1164.214645793461
2016-01-01,1164.214645793461
2016-01-04,1146.1705195170787
2016-01-05,1150.4295502688453
2016-01-06,1143.8104910186955
2016-01-07,1131.8420284122997
2016-01-08,1124.1102599165083
2016-01-11,1122.3905410228492
2016-01-12,1123.8348250167535
2016-01-13,1118.803615373626
2016-01-14,1114.5878867319195
2016-01-15,1105.9348700344876
2016-01-18,1100.0815743402406
2016-01-19,1108.7720483004562
2016-01-20,1086.6114103273842
2016-01-21,1087.5387441670548
2016-01-22,1110.7161030959219
2016-01-25,1108.9905737500735
2016-01-26,1118.1804051500287
2016-01-27,1119.9637288596618
2016-01-28,1119.2343140719333
2016-01-29,1138.5372286897205
2016-02-01,1148.007970589191
2016-02-02,1137.782420625109
2016-02-03,1143.7878666124707
2016-02-04,1144.6685791486677
2016-02-05,1134.6689565482677
2016-02-08,1125.5245368178125
2016-02-09,1121.6171164525638
2016-02-10,1119.599475629694
2016-02-11,1111.4024226943293
2016-02-12,1117.3314790997333
2016-02-15,1130.112802851137
2016-02-16,1134.8779890486155
2016-02-17,1143.6378325750688
2016-02-18,1149.4958488315815
2016-02-19,1148.5428856518593
2016-02-22,1157.6674951248974
2016-02-23,1152.4160179172359
2016-02-24,1151.9835364148505
2016-02-25,1166.230312790222
2016-02-26,1159.068387305258
2016-02-29,1155.3260728651435
2016-03-01,1168.135337933735
2016-03-02,1171.8913406262348
2016-03-03,1175.859047857554
2016-03-04,1180.354602985522
2016-03-07,1178.5624599823868
2016-03-08,1177.6785011855336
2016-03-09,1180.4285538935528
2016-03-10,1183.305277851023
2016-03-11,1198.2517745934945
2016-03-14,1198.5894246538694
2016-03-15,1198.4509790070863
2016-03-16,1201.293066277694
2016-03-17,1217.8812165812947
2016-03-18,1216.6077099072509
2016-03-21,1214.1861141997606
2016-03-22,1212.8332032419837
2016-03-23,1209.0130882440626
2016-03-24,1204.1735106001383
2016-03-25,1203.9755082911456
2016-03-28,1208.2734355093096
2016-03-29,1218.590493391191
2016-03-30,1229.1631236685982
2016-03-31,1225.4264955249448
2016-04-01,1221.3491344502395
2016-04-04,1224.5987755684725
2016-04-05,1214.9842255110473
2016-04-06,1221.4112027541394
2016-04-07,1220.3299921376076
2016-04-08,1226.6831172672298
2016-04-11,1227.8852071697138
2016-04-12,1231.4404694033137
2016-04-13,1233.1051787987703
2016-04-14,1233.2040826612847
2016-04-15,1237.2274946898633
2016-04-18,1240.9675613817224
2016-04-19,1253.3007398168618
2016-04-20,1245.338788641144
2016-04-21,1232.6460658385192
2016-04-22,1229.820753441007
2016-04-25,1231.717281862292
2016-04-26,1232.6280657260545
2016-04-27,1233.341998177206
2016-04-28,1233.5449004922536
2016-04-29,1235.205262179013
2016-05-02,1243.313658544676
2016-05-03,1237.0343778351003
2016-05-04,1231.5654492156516
2016-05-05,1230.5684930986063
2016-05-06,1235.675495810289
2016-05-09,1237.730453277886
2016-05-10,1246.3085525821905
2016-05-11,1240.1514290667442
2016-05-12,1241.2792317996361
2016-05-13,1230.992492583153
2016-05-16,1237.4439592923572
2016-05-17,1230.590974407258
2016-05-18,1220.5312839155677
2016-05-19,1211.448478089427
2016-05-20,1217.097252415511
2016-05-23,1214.9043367463435
2016-05-24,1222.1588032141537
2016-05-25,1226.0004119283851
2016-05-26,1231.682947231075
2016-05-27,1230.979306216124
2016-05-30,1231.0768954431583
2016-05-31,1230.6198696106305
2016-06-01,1231.719651442312
2016-06-02,1232.1724315792303
2016-06-03,1244.0456698030055
2016-06-06,1246.954502984925
2016-06-07,1250.2979703446433
2016-06-08,1255.1387471524322
2016-06-09,1252.7775602459508
2016-06-10,1241.536247590459
2016-06-13,1229.6271961542877
2016-06-14,1220.5572713981524
2016-06-15,1224.0723695079673
2016-06-16,1222.4343310750874
2016-06-17,1225.30104384254
2016-06-20,1242.0098133022207
2016-06-21,1244.4097648353807
2016-06-22,1244.751585754427
2016-06-23,1255.499493658738
2016-06-24,1221.5330882473895
2016-06-27,1211.2422258499073
2016-06-28,1228.6297886440454
2016-06-29,1250.9473298055616
2016-06-30,1269.1038032443444
2016-07-01,1274.505800539582
2016-07-04,1277.3282004871428
2016-07-05,1274.2039141077896
2016-07-06,1271.007163649984
2016-07-07,1269.442444657803
2016-07-08,1278.8532989041416
2016-07-11,1285.9101573103273
2016-07-12,1284.6865449599777
2016-07-13,1289.9843120005562
2016-07-14,1291.5007838048482
2016-07-15,1286.063924980228
2016-07-18,1286.6439215131772
2016-07-19,1286.2453201002327
2016-07-20,1286.2907205863505
2016-07-21,1284.5424315401835
2016-07-22,1290.0923751737712
2016-07-25,1287.5497352003977
2016-07-26,1288.0628219830473
2016-07-27,1285.0602030965258
2016-07-28,1289.7880261180412
2016-07-29,1301.6803238267935
2016-08-01,1301.662151853187
2016-08-02,1297.4535505588287
2016-08-03,1289.697713673776
2016-08-04,1290.5325866820115
2016-08-05,1291.0330026812126
2016-08-08,1289.4679875978197
2016-08-09,1297.2125856738915
2016-08-10,1300.1709774249107
2016-08-11,1304.4373293574013
2016-08-12,1305.1541687569297
2016-08-15,1304.1107610669337
2016-08-16,1295.8064928223423
2016-08-17,1294.582716796501
2016-08-18,1298.217047340603
2016-08-19,1291.9175584725308
2016-08-22,1291.6878162752234
2016-08-23,1294.0407618937622
2016-08-24,1285.2031195970444
2016-08-25,1283.8981628035763
2016-08-26,1280.2087965025244
2016-08-29,1278.785729331182
2016-08-30,1271.6251952151313
2016-08-31,1267.7631880226984
2016-09-01,1271.7421508869868
2016-09-02,1282.5157486108992
2016-09-05,1285.4822689267296
2016-09-06,1295.2767393277663
2016-09-07,1297.3754902292897
2016-09-08,1292.021517745371
2016-09-09,1262.846064297392
2016-09-12,1270.1219236088104
2016-09-13,1256.8524077138068
2016-09-14,1254.0249624137568
2016-09-15,1261.1433364248544
2016-09-16,1255.0286788770024
2016-09-19,1262.3739451801757
2016-09-20,1263.8033633662196
2016-09-21,1275.9672448665112
2016-09-22,1290.5508916063634
2016-09-23,1282.5200793313247
2016-09-26,1276.8364207230156
2016-09-27,1278.6131266714917
2016-09-28,1278.508443468328
2016-09-29,1272.2745308204935
2016-09-30,1273.6559301354828
2016-10-03,1266.8783268668938
2016-10-04,1254.1615605810316
2016-10-05,1248.1447258358546
2016-10-06,1242.5390694483776
2016-10-07,1239.2460009604022
2016-10-10,1243.4380072915203
2016-10-11,1232.254672295012
2016-10-12,1232.3138621502965
2016-10-13,1233.5890364835607
2016-10-14,1234.5424616225957
2016-10-17,1231.5163652900487
2016-10-18,1238.5358159454177
2016-10-19,1241.0821859695807
2016-10-20,1235.8520535617931
2016-10-21,1230.345654114014
2016-10-24,1232.2309116578854
2016-10-25,1230.0571338177601
2016-10-26,1229.8593661841205
2016-10-27,1223.2951873012912
2016-10-28,1223.8284698801392
2016-10-31,1230.2172425486076
2016-11-01,1226.2980126637806
2016-11-02,1223.7100638533618
2016-11-03,1220.8982150106283
2016-11-04,1216.018997651081
2016-11-07,1223.1797601970682
2016-11-08,1228.356821240909
2016-11-09,1224.5656766834181
2016-11-10,1209.9382498512048
2016-11-11,1203.28598652015
2016-11-14,1195.1131444065145
2016-11-15,1200.2969542588119
2016-11-16,1199.493926514905
2016-11-17,1204.517597424963
2016-11-18,1196.532945209028
2016-11-21,1202.5271218181585
2016-11-22,1204.2218405808806
2016-11-23,1197.277374134449
2016-11-24,1198.9622335920756
2016-11-25,1207.3815883351851
2016-11-28,1209.3237198998893
2016-11-29,1213.0517869825433
2016-11-30,1203.6402797716628
2016-12-01,1195.592780487651
2016-12-02,1199.2555525501625
2016-12-05,1202.1374288924123
2016-12-06,1206.8245035842278
2016-12-07,1218.3164614230825
2016-12-08,1215.587136021331
2016-12-09,1220.9077215170948
2016-12-12,1225.2030678279384
2016-12-13,1235.4465028825225
2016-12-14,1225.9841352488845
2016-12-15,1215.0832836351196
2016-12-16,1219.0729817218835
2016-12-19,1225.4241735223115
2016-12-20,1225.1628934802736
2016-12-21,1223.485412007672
2016-12-22,1225.0222805474432
2016-12-23,1227.4990437793906
2016-12-26,1227.6499344085403
2016-12-27,1228.2060685289018
2016-12-28,1223.4670075480483
2016-12-29,1233.439836886139
2016-12-30,1232.6081173021241
2017-01-02,1234.3945899090425
2017-01-03,1231.7308837123367
2017-01-04,1239.8498430319692
2017-01-05,1250.879108046846
2017-01-06,1248.3247043467613
2017-01-09,1242.6842588017603
2017-01-10,1243.248206713123
2017-01-11,1239.1917068623438
2017-01-12,1245.8182003202112
2017-01-13,1247.1410090632176
2017-01-16,1246.5287392719256
2017-01-17,1250.7482128853308
2017-01-18,1251.1950223622787
2017-01-19,1241.6821470148568
2017-01-20,1247.1584155913397
2017-01-23,1249.697973603571
2017-01-24,1252.0711085161959
2017-01-25,1254.9103383388465
2017-01-26,1249.919361642085
2017-01-27,1252.789614192559
2017-01-30,1249.6065821544257
2017-01-31,1254.5798443202439
2017-02-01,1247.757616568412
2017-02-02,1255.3803513185298
2017-02-03,1260.187308229286
2017-02-06,1257.1166946107357
2017-02-07,1259.7458660266568
2017-02-08,1266.6518083903773
2017-02-09,1267.6041149828834
2017-02-10,1269.9542769164066
2017-02-13,1271.7856443707149
2017-02-14,1268.624040330975
2017-02-15,1272.9721605477498
2017-02-16,1279.9412106089717
2017-02-17,1281.4798948745845
2017-02-20,1281.4452112118108
2017-02-21,1284.352921539116
2017-02-22,1285.1268450617151
2017-02-23,1292.186346642899
2017-02-24,1293.6115731068817
2017-02-27,1290.5137564969277
2017-02-28,1291.2592938215855
2017-03-01,1295.2948778523778
2017-03-02,1291.5701903207007
2017-03-03,1289.7415584812554
2017-03-06,1288.5118745662364
2017-03-07,1284.7213686633036
2017-03-08,1281.0706290523613
2017-03-09,1282.600083980434
2017-03-10,1290.2279706063384
2017-03-13,1294.8015992487528
2017-03-14,1290.8028423398064
2017-03-15,1299.7131480135706
2017-03-16,1306.5889484398642
2017-03-17,1309.9015982839337
2017-03-20,1309.1378498609274
2017-03-21,1307.7301178736373
2017-03-22,1306.8523990728008
2017-03-23,1307.9911662708319
2017-03-24,1309.0366032224426
2017-03-27,1310.135473662688
2017-03-28,1313.23543806608
2017-03-29,1307.1730680564847
2017-03-30,1307.7104373315133
2017-03-31,1305.5492991161736
2017-04-03,1305.5379962264844
2017-04-04,1308.8119853001658
2017-04-05,1308.3177157111504
2017-04-06,1307.9236864823472
2017-04-07,1306.3671750018138
2017-04-10,1306.8155621298183
2017-04-11,1311.5868912977514
2017-04-12,1314.2034790298987
2017-04-13,1310.4086715028495
2017-04-14,1309.406221894117
