Date,EAFE MINIMUM VOLATILITY (USD)
1997-11-05,407.6836583
1997-11-06,406.2231376
1997-11-07,399.1050741
1997-11-10,398.4492309
1997-11-11,398.818573
1997-11-12,393.0314284
1997-11-13,393.1977975
1997-11-14,392.032207
1997-11-17,403.1520585
1997-11-18,404.2081752
1997-11-19,396.5716708
1997-11-20,400.1988494
1997-11-21,405.1911289
1997-11-24,402.7935122
1997-11-25,395.1279298
1997-11-26,396.0519395
1997-11-27,398.6403123
1997-11-28,397.9028478
1997-12-01,400.9643157
1997-12-02,403.7011266
1997-12-03,403.5163029
1997-12-04,404.6685525
1997-12-05,405.3624592
1997-12-08,406.7305955
1997-12-09,407.2433398
1997-12-10,406.4175012
1997-12-11,399.3354825
1997-12-12,400.4416806
1997-12-15,399.7215807
1997-12-16,401.6592628
1997-12-17,410.0736397
1997-12-18,409.4865788
1997-12-19,402.3742045
1997-12-22,398.369719
1997-12-23,401.4221763
1997-12-24,401.3814978
1997-12-25,401.4089755
1997-12-26,402.2332591
1997-12-29,408.6249889
1997-12-30,411.2118769
1997-12-31,410.7710785
1998-01-01,410.7710785
1998-01-02,410.7258306
1998-01-05,411.0393228
1998-01-06,408.9714596
1998-01-07,409.8657167
1998-01-08,408.361502
1998-01-09,403.1392987
1998-01-12,393.1623926
1998-01-13,401.1356855
1998-01-14,406.0368673
1998-01-15,406.8599691
1998-01-16,415.5086878
1998-01-19,419.8227703
1998-01-20,419.5707377
1998-01-21,420.4463369
1998-01-22,421.6502988
1998-01-23,424.4307357
1998-01-26,425.8482761
1998-01-27,426.2589757
1998-01-28,426.2876438
1998-01-29,425.4961202
1998-01-30,426.6410354
1998-02-02,432.4821979
1998-02-03,436.6705494
1998-02-04,437.3543874
1998-02-05,442.4781393
1998-02-06,441.7091047
1998-02-09,439.0372611
1998-02-10,440.5991218
1998-02-11,440.8649713
1998-02-12,438.2171786
1998-02-13,434.6629138
1998-02-16,434.5778354
1998-02-17,437.9452917
1998-02-18,440.4204953
1998-02-19,439.1853097
1998-02-20,439.1031663
1998-02-23,441.9748414
1998-02-24,440.2025734
1998-02-25,442.8276546
1998-02-26,446.6951976
1998-02-27,449.0411411
1998-03-02,454.037683
1998-03-03,453.7254332
1998-03-04,449.2172703
1998-03-05,443.7105111
1998-03-06,447.8058897
1998-03-09,449.5660442
1998-03-10,451.2212403
1998-03-11,450.9105152
1998-03-12,451.60562
1998-03-13,459.9615835
1998-03-16,457.3094254
1998-03-17,461.3221057
1998-03-18,456.1146178
1998-03-19,457.7283078
1998-03-20,459.4863442
1998-03-23,461.5387493
1998-03-24,464.1350412
1998-03-25,469.5731787
1998-03-26,468.8479809
1998-03-27,469.1663986
1998-03-30,462.9985545
1998-03-31,464.7758293
1998-04-01,467.918828
1998-04-02,468.2808238
1998-04-03,467.1358373
1998-04-06,471.7661064
1998-04-07,471.4061736
1998-04-08,472.1453307
1998-04-09,477.8570778
1998-04-10,478.3467371
1998-04-13,477.2401476
1998-04-14,482.0791992
1998-04-15,482.6082942
1998-04-16,473.2496327
1998-04-17,472.9818926
1998-04-20,476.2613974
1998-04-21,479.2114314
1998-04-22,478.5537185
1998-04-23,476.1960651
1998-04-24,473.7633317
1998-04-27,461.5922467
1998-04-28,463.0353502
1998-04-29,462.9303734
1998-04-30,469.0947354
1998-05-01,474.7295495
1998-05-04,479.0556784
1998-05-05,477.3123043
1998-05-06,475.6486616
1998-05-07,471.639633
1998-05-08,474.3262967
1998-05-11,479.2028627
1998-05-12,475.4931461
1998-05-13,473.8768274
1998-05-14,471.4726244
1998-05-15,470.0976224
1998-05-18,462.567149
1998-05-19,467.8115341
1998-05-20,473.9190468
1998-05-21,477.9693807
1998-05-22,479.8330052
1998-05-25,479.3644441
1998-05-26,481.1809316
1998-05-27,472.5217104
1998-05-28,472.1718599
1998-05-29,470.8677432
1998-06-01,467.8592843
1998-06-02,470.6241727
1998-06-03,472.5680466
1998-06-04,471.9117697
1998-06-05,472.3785973
1998-06-08,472.6112784
1998-06-09,472.4222341
1998-06-10,467.5656779
1998-06-11,462.1437796
1998-06-12,455.9854389
1998-06-15,447.2106273
1998-06-16,452.3823179
1998-06-17,464.0546028
1998-06-18,465.1484524
1998-06-19,467.474004
1998-06-22,460.684859
1998-06-23,460.0728081
1998-06-24,460.3623077
1998-06-25,464.6987928
1998-06-26,461.8534212
1998-06-29,463.6955032
1998-06-30,467.9279375
1998-07-01,473.1592793
1998-07-02,474.366126
1998-07-03,478.0817165
1998-07-06,479.299817
1998-07-07,481.808197
1998-07-08,480.0152778
1998-07-09,475.9182451
1998-07-10,474.0134011
1998-07-13,478.9916736
1998-07-14,486.158916
1998-07-15,487.7503205
1998-07-16,489.1686343
1998-07-17,492.6838042
1998-07-20,496.5351278
1998-07-21,492.7746264
1998-07-22,486.9159505
1998-07-23,483.3996036
1998-07-24,484.6991989
1998-07-27,477.5955486
1998-07-28,480.1112722
1998-07-29,476.30551
1998-07-30,479.6830018
1998-07-31,476.8294759
1998-08-03,469.2262509
1998-08-04,469.2628809
1998-08-05,464.6774707
1998-08-06,460.6901109
1998-08-07,462.562146
1998-08-10,456.9412103
1998-08-11,444.7118681
1998-08-12,449.1548647
1998-08-13,443.8335604
1998-08-14,443.7240587
1998-08-17,441.1846657
1998-08-18,449.2552943
1998-08-19,453.6814883
1998-08-20,453.2119947
1998-08-21,439.3992567
1998-08-24,439.9184261
1998-08-25,445.7920784
1998-08-26,438.9835942
1998-08-27,429.7029364
1998-08-28,427.5460724
1998-08-31,430.8507758
1998-09-01,432.54314
1998-09-02,439.1757098
1998-09-03,438.8967785
1998-09-04,439.6958953
1998-09-07,452.2227664
1998-09-08,453.7878301
1998-09-09,446.6464511
1998-09-10,443.1861934
1998-09-11,442.4564029
1998-09-14,446.7093907
1998-09-15,447.3995876
1998-09-16,447.2445148
1998-09-17,439.8616845
1998-09-18,433.9248956
1998-09-21,424.1495977
1998-09-22,429.5667013
1998-09-23,432.254289
1998-09-24,436.9178222
1998-09-25,433.9474715
1998-09-28,435.6400166
1998-09-29,438.0043578
1998-09-30,430.1839034
1998-10-01,423.1943156
1998-10-02,419.6044607
1998-10-05,415.1630072
1998-10-06,425.2822206
1998-10-07,438.7605351
1998-10-08,434.2747893
1998-10-09,435.7057161
1998-10-12,445.1912288
1998-10-13,444.031358
1998-10-14,445.4830778
1998-10-15,452.4429699
1998-10-16,461.7974718
1998-10-19,462.1179538
1998-10-20,465.5599454
1998-10-21,462.8663161
1998-10-22,464.1319471
1998-10-23,463.7773522
1998-10-26,463.2429507
1998-10-27,466.9597239
1998-10-28,463.0699643
1998-10-29,468.103316
1998-10-30,469.4013415
1998-11-02,480.5680083
1998-11-03,477.3118223
1998-11-04,482.6997823
1998-11-05,477.0892538
1998-11-06,475.5001231
1998-11-09,466.9951206
1998-11-10,462.0901856
1998-11-11,468.2171061
1998-11-12,460.9163577
1998-11-13,464.3203439
1998-11-16,474.0974489
1998-11-17,471.4071474
1998-11-18,471.7554378
1998-11-19,476.1576764
1998-11-20,480.2586306
1998-11-23,482.6876747
1998-11-24,482.3082812
1998-11-25,479.8976237
1998-11-26,485.9001868
1998-11-27,484.6496607
1998-11-30,477.9688629
1998-12-01,470.7671914
1998-12-02,471.0607893
1998-12-03,474.8832195
1998-12-04,476.2310714
1998-12-07,475.3393359
1998-12-08,477.1595221
1998-12-09,481.895731
1998-12-10,484.3348514
1998-12-11,481.0076428
1998-12-14,479.6940397
1998-12-15,480.3719035
1998-12-16,483.3232271
1998-12-17,487.1921177
1998-12-18,489.9088341
1998-12-21,493.6217265
1998-12-22,491.3809409
1998-12-23,495.826888
1998-12-24,494.2094087
1998-12-25,494.7147804
1998-12-28,497.8725638
1998-12-29,503.046144
1998-12-30,500.6069548
1998-12-31,502.6529295
1999-01-01,502.6531205
1999-01-04,509.5496664
1999-01-05,513.0255776
1999-01-06,516.9416344
1999-01-07,513.585731
1999-01-08,510.0096637
1999-01-11,508.6828267
1999-01-12,501.0265734
1999-01-13,491.1333311
1999-01-14,492.2202246
1999-01-15,494.4749542
1999-01-18,499.4480739
1999-01-19,498.2354034
1999-01-20,499.7801136
1999-01-21,495.6886399
1999-01-22,486.0785191
1999-01-25,485.944018
1999-01-26,488.3194562
1999-01-27,487.1080598
1999-01-28,486.5277385
1999-01-29,485.7340769
1999-02-01,488.4725948
1999-02-02,491.4036856
1999-02-03,486.5447742
1999-02-04,485.5897931
1999-02-05,484.2731149
1999-02-08,481.7017923
1999-02-09,476.4584553
1999-02-10,473.519865
1999-02-11,477.6054783
1999-02-12,479.8448843
1999-02-15,477.9057198
1999-02-16,476.3315603
1999-02-17,474.7382079
1999-02-18,472.6327691
1999-02-19,470.9235053
1999-02-22,474.5510993
1999-02-23,475.5252667
1999-02-24,475.5510988
1999-02-25,475.7158087
1999-02-26,473.1969011
1999-03-01,468.781832
1999-03-02,467.9935464
1999-03-03,466.1217732
1999-03-04,462.5060051
1999-03-05,472.8503138
1999-03-08,472.0982634
1999-03-09,474.2945995
1999-03-10,477.652233
1999-03-11,477.4530022
1999-03-12,483.1444683
1999-03-15,483.2972
1999-03-16,485.0973097
1999-03-17,485.4742547
1999-03-18,480.5429418
1999-03-19,485.3834333
1999-03-22,484.1372124
1999-03-23,478.896823
1999-03-24,476.9390927
1999-03-25,480.7223652
1999-03-26,475.6887213
1999-03-29,479.5094451
1999-03-30,479.4838216
1999-03-31,484.0861658
1999-04-01,485.3521131
1999-04-02,482.540143
1999-04-05,479.1576958
1999-04-06,484.7204395
1999-04-07,486.5548659
1999-04-08,489.7821525
1999-04-09,488.7913974
1999-04-12,488.6834404
1999-04-13,491.8429802
1999-04-14,496.235683
1999-04-15,492.3785089
1999-04-16,492.2285645
1999-04-19,496.8687114
1999-04-20,489.6515235
1999-04-21,488.1902099
1999-04-22,491.2490057
1999-04-23,493.9648292
1999-04-26,495.2305827
1999-04-27,500.9485049
1999-04-28,499.2903439
1999-04-29,495.8994912
1999-04-30,496.3584062
1999-05-03,497.4008607
1999-05-04,499.5434348
1999-05-05,497.4766731
1999-05-06,503.2909607
1999-05-07,499.699316
1999-05-10,500.4324351
1999-05-11,498.8948224
1999-05-12,496.1526131
1999-05-13,496.8361651
1999-05-14,492.0192138
1999-05-17,481.8268879
1999-05-18,485.6243756
1999-05-19,486.681236
1999-05-20,489.4294521
1999-05-21,488.4815907
1999-05-24,488.5768609
1999-05-25,487.3778284
1999-05-26,484.3631851
1999-05-27,481.3342196
1999-05-28,482.7694099
1999-05-31,481.3706608
1999-06-01,485.3155105
1999-06-02,484.884045
1999-06-03,485.4751229
1999-06-04,486.0623968
1999-06-07,490.6912067
1999-06-08,495.9084582
1999-06-09,497.1069736
1999-06-10,496.1567802
1999-06-11,498.5973405
1999-06-14,492.6206422
1999-06-15,492.8883661
1999-06-16,491.8764257
1999-06-17,493.7616714
1999-06-18,494.7459869
1999-06-21,496.0585335
1999-06-22,496.040146
1999-06-23,491.7101238
1999-06-24,491.3692647
1999-06-25,493.4201666
1999-06-28,491.6258617
1999-06-29,491.2864031
1999-06-30,488.7742657
1999-07-01,494.8446073
1999-07-02,495.6051857
1999-07-05,499.64053
1999-07-06,500.032117
1999-07-07,497.2614333
1999-07-08,493.8048907
1999-07-09,495.9333247
1999-07-12,495.811717
1999-07-13,493.4440625
1999-07-14,496.0573271
1999-07-15,501.5249447
1999-07-16,496.9322674
1999-07-19,496.2017269
1999-07-20,498.5214857
1999-07-21,499.065906
1999-07-22,495.468856
1999-07-23,491.596222
1999-07-26,494.6804139
1999-07-27,495.1819604
1999-07-28,498.1560619
1999-07-29,497.8310248
1999-07-30,504.3500712
1999-08-02,502.1472373
1999-08-03,502.391564
1999-08-04,504.136507
1999-08-05,499.5178643
1999-08-06,497.1533904
1999-08-09,496.7390076
1999-08-10,493.2062678
1999-08-11,490.9022649
1999-08-12,495.659028
1999-08-13,497.6531741
1999-08-16,502.2519916
1999-08-17,500.3849017
1999-08-18,504.5479329
1999-08-19,505.3336301
1999-08-20,510.037523
1999-08-23,511.2394163
1999-08-24,508.2588551
1999-08-25,510.2524779
1999-08-26,508.0302559
1999-08-27,509.5692722
1999-08-30,510.9226528
1999-08-31,505.6749455
1999-09-01,514.3627466
1999-09-02,514.8993774
1999-09-03,515.5396186
1999-09-06,517.9544924
1999-09-07,515.70725
1999-09-08,517.1711427
1999-09-09,523.4796686
1999-09-10,519.0798501
1999-09-13,517.8426341
1999-09-14,518.3696525
1999-09-15,518.0064652
1999-09-16,515.4923427
1999-09-17,514.4500308
1999-09-20,515.4840404
1999-09-21,518.2101682
1999-09-22,512.2428174
1999-09-23,512.0072718
1999-09-24,505.4717163
1999-09-27,505.4302465
1999-09-28,507.1279149
1999-09-29,506.8853783
1999-09-30,509.1357185
1999-10-01,511.0933243
1999-10-04,513.3266022
1999-10-05,513.5258284
1999-10-06,513.8883857
1999-10-07,517.374029
1999-10-08,513.6602393
1999-10-11,515.3971618
1999-10-12,514.0875183
1999-10-13,509.8914938
1999-10-14,508.3705258
1999-10-15,505.5800234
1999-10-18,499.7129006
1999-10-19,505.6570831
1999-10-20,508.3427209
1999-10-21,506.0557037
1999-10-22,508.2743862
1999-10-25,507.4609844
1999-10-26,507.7397032
1999-10-27,504.5824455
1999-10-28,506.3625242
1999-10-29,514.4871102
1999-11-01,513.26256
1999-11-02,515.0768435
1999-11-03,515.9072215
1999-11-04,517.3228144
1999-11-05,512.3907719
1999-11-08,509.2754331
1999-11-09,510.4279908
1999-11-10,513.1501903
1999-11-11,513.9395674
1999-11-12,514.1938754
1999-11-15,516.5538812
1999-11-16,516.8631313
1999-11-17,519.5711524
1999-11-18,520.2542705
1999-11-19,518.1739729
1999-11-22,515.1865127
1999-11-23,517.6213583
1999-11-24,511.9038292
1999-11-25,515.6887695
1999-11-26,517.9663971
1999-11-29,520.2092019
1999-11-30,511.6880023
1999-12-01,512.4661041
1999-12-02,512.8765545
1999-12-03,517.4341867
1999-12-06,521.9515475
1999-12-07,524.1434971
1999-12-08,520.9689469
1999-12-09,521.58833
1999-12-10,523.3012074
1999-12-13,521.8278681
1999-12-14,519.4017181
1999-12-15,516.7601029
1999-12-16,523.2892176
1999-12-17,523.8924166
1999-12-20,524.5174289
1999-12-21,526.4117276
1999-12-22,531.8161497
1999-12-23,539.2900028
1999-12-24,541.4811983
1999-12-27,540.4165381
1999-12-28,540.8840297
1999-12-29,540.7290677
1999-12-30,543.2138357
1999-12-31,543.2138357
2000-01-03,548.2688522
2000-01-04,536.9480173
2000-01-05,526.2635228
2000-01-06,524.301899
2000-01-07,530.5362731
2000-01-10,534.7236052
2000-01-11,537.771611
2000-01-12,533.6297135
2000-01-13,535.5542588
2000-01-14,537.1780783
2000-01-17,536.7599897
2000-01-18,529.6488093
2000-01-19,526.3050435
2000-01-20,526.5290994
2000-01-21,524.7557655
2000-01-24,523.9242012
2000-01-25,518.2556793
2000-01-26,520.1817116
2000-01-27,519.3330056
2000-01-28,514.0995245
2000-01-31,505.0572066
2000-02-01,504.2026736
2000-02-02,506.9265533
2000-02-03,514.1605728
2000-02-04,512.8549768
2000-02-07,506.721573
2000-02-08,512.6228704
2000-02-09,513.1833989
2000-02-10,509.1369244
2000-02-11,508.8436879
2000-02-14,508.1723721
2000-02-15,503.8593639
2000-02-16,505.9456301
2000-02-17,513.1544545
2000-02-18,506.5568258
2000-02-21,500.9692688
2000-02-22,506.4477796
2000-02-23,511.6471841
2000-02-24,509.2156974
2000-02-25,510.8281699
2000-02-28,504.4828506
2000-02-29,506.5161334
2000-03-01,515.1281432
2000-03-02,516.7276524
2000-03-03,516.0209202
2000-03-06,517.8110838
2000-03-07,518.6848544
2000-03-08,515.6458856
2000-03-09,521.1305442
2000-03-10,520.8127873
2000-03-13,511.7092563
2000-03-14,510.7052939
2000-03-15,506.5121454
2000-03-16,517.4238002
2000-03-17,516.5048785
2000-03-20,517.9319838
2000-03-21,519.7192692
2000-03-22,519.6466793
2000-03-23,522.9907599
2000-03-24,533.27931
2000-03-27,534.0254895
2000-03-28,535.9208674
2000-03-29,531.6457744
2000-03-30,521.9194354
2000-03-31,527.2339706
2000-04-03,523.8057448
2000-04-04,526.1664238
2000-04-05,521.6070019
2000-04-06,522.7028912
2000-04-07,523.8612598
2000-04-10,522.1607995
2000-04-11,519.3542268
2000-04-12,520.9524204
2000-04-13,519.1662674
2000-04-14,513.0182505
2000-04-17,504.0855617
2000-04-18,508.6254406
2000-04-19,510.6966087
2000-04-20,513.8338999
2000-04-21,515.5651129
2000-04-24,515.5543773
2000-04-25,517.4561937
2000-04-26,516.5971241
2000-04-27,507.8741441
2000-04-28,509.2014513
2000-05-01,510.6445553
2000-05-02,514.9749746
2000-05-03,506.0722957
2000-05-04,506.0094444
2000-05-05,505.6988827
2000-05-08,505.3706867
2000-05-09,503.8921505
2000-05-10,503.2158069
2000-05-11,502.5075109
2000-05-12,510.2035831
2000-05-15,510.4988178
2000-05-16,511.5581267
2000-05-17,501.186064
2000-05-18,501.3375596
2000-05-19,496.2014559
2000-05-22,493.0345571
2000-05-23,498.279024
2000-05-24,494.7836515
2000-05-25,500.8140562
2000-05-26,503.0175437
2000-05-29,505.5237084
2000-05-30,509.3162423
2000-05-31,504.2456597
2000-06-01,508.911412
2000-06-02,518.4848434
2000-06-05,519.6774607
2000-06-06,525.9498378
2000-06-07,525.988869
2000-06-08,524.3222774
2000-06-09,522.9592432
2000-06-12,523.6830058
2000-06-13,526.5613486
2000-06-14,526.6398007
2000-06-15,521.5667258
2000-06-16,528.0034858
2000-06-19,527.7848554
2000-06-20,529.650308
2000-06-21,527.2345264
2000-06-22,525.5976637
2000-06-23,522.6190856
2000-06-26,519.6726437
2000-06-27,522.6588208
2000-06-28,524.9865608
2000-06-29,524.6920011
2000-06-30,529.8297335
2000-07-03,532.0861557
2000-07-04,530.7211339
2000-07-05,530.1926082
2000-07-06,530.4845966
2000-07-07,530.8966919
2000-07-10,533.5732083
2000-07-11,533.8787839
2000-07-12,531.8574435
2000-07-13,525.4815439
2000-07-14,525.6597323
2000-07-17,524.1027502
2000-07-18,520.9086576
2000-07-19,520.5300619
2000-07-20,523.1948555
2000-07-21,520.4197277
2000-07-24,522.3573936
2000-07-25,522.9887215
2000-07-26,522.1399331
2000-07-27,519.9833222
2000-07-28,514.4331806
2000-07-31,516.6568547
2000-08-01,519.2934272
2000-08-02,516.3967616
2000-08-03,511.9842197
2000-08-04,516.1085166
2000-08-07,520.7966644
2000-08-08,515.0688837
2000-08-09,517.305167
2000-08-10,518.4603826
2000-08-11,518.6822936
2000-08-14,519.1860613
2000-08-15,522.1292933
2000-08-16,523.155583
2000-08-17,520.771625
2000-08-18,520.1565559
2000-08-21,518.2139652
2000-08-22,518.1334419
2000-08-23,517.8231584
2000-08-24,521.5322536
2000-08-25,524.3282215
2000-08-28,523.3300359
2000-08-29,520.8260083
2000-08-30,518.6410842
2000-08-31,515.6815105
2000-09-01,522.9252344
2000-09-04,524.5304372
2000-09-05,518.2351347
2000-09-06,512.4197384
2000-09-07,510.1664589
2000-09-08,506.4080464
2000-09-11,502.3995579
2000-09-12,499.7869544
2000-09-13,499.8186162
2000-09-14,499.0411506
2000-09-15,496.2048854
2000-09-18,491.8085175
2000-09-19,494.6514282
2000-09-20,492.7556608
2000-09-21,491.8169085
2000-09-22,500.7424596
2000-09-25,503.5981812
2000-09-26,504.1232549
2000-09-27,504.5435697
