Date,WORLD ex AU MINIMUM VOLATILITY (AUD)
2002-11-29,1000.0
2002-12-02,995.7261945552589
2002-12-03,994.6646892325903
2002-12-04,995.5645915054903
2002-12-05,989.8606175578782
2002-12-06,995.9431757778178
2002-12-09,987.3722609763406
2002-12-10,992.6971444964925
2002-12-11,994.4683689610202
2002-12-12,994.5941918115595
2002-12-13,993.8329601160266
2002-12-16,1003.4966242410619
2002-12-17,1000.365633749695
2002-12-18,993.6433924282511
2002-12-19,991.4717900032126
2002-12-20,997.9392858651265
2002-12-23,1001.9081489170151
2002-12-24,1001.8255420651411
2002-12-25,1001.7601303300036
2002-12-26,1004.7085957814155
2002-12-27,997.3218213788977
2002-12-30,1005.2125734665639
2002-12-31,1007.3586934684349
2003-01-01,1007.3586934684349
2003-01-02,1019.6239763723858
2003-01-03,1022.100829444068
2003-01-06,1036.5778396461806
2003-01-07,1022.6509104164535
2003-01-08,1013.0347707902068
2003-01-09,1022.1718028014203
2003-01-10,1021.9266043845986
2003-01-13,1020.5432673732553
2003-01-14,1024.7969288194854
2003-01-15,1018.4537042440404
2003-01-16,1019.194443117292
2003-01-17,1014.0057056091109
2003-01-20,1011.9250547681391
2003-01-21,1005.5154330672531
2003-01-22,999.9705532961133
2003-01-23,1005.3902790944277
2003-01-24,994.5651198860273
2003-01-27,977.6809394487298
2003-01-28,982.5999820257105
2003-01-29,982.3294648291939
2003-01-30,975.1127447633212
2003-01-31,980.0162834446652
2003-02-03,983.4112949043438
2003-02-04,981.8125365913205
2003-02-05,979.6866973581095
2003-02-06,975.5410110096254
2003-02-07,969.4997136507207
2003-02-10,970.5813325646137
2003-02-11,967.350086028815
2003-02-12,960.517849039459
2003-02-13,961.5667411968735
2003-02-14,968.1790001469643
2003-02-17,970.1476522136976
2003-02-18,978.9528882317144
2003-02-19,975.1532211289579
2003-02-20,972.701210970432
2003-02-21,976.8465464522694
2003-02-24,968.4666031342381
2003-02-25,965.1731728441954
2003-02-26,962.3777011492224
2003-02-27,964.584605414995
2003-02-28,968.7636602052785
2003-03-03,969.3558473387282
2003-03-04,960.1892825894091
2003-03-05,963.9931350461407
2003-03-06,957.6694105674969
2003-03-07,955.6544511451033
2003-03-10,940.4747720738636
2003-03-11,938.2031578393135
2003-03-12,932.7436527914238
2003-03-13,945.0872888953951
2003-03-14,948.7673060757415
2003-03-17,965.7941387078001
2003-03-18,967.5335317962066
2003-03-19,972.8758696057952
2003-03-20,975.2302752222312
2003-03-21,985.775701094311
2003-03-24,972.5015828759086
2003-03-25,978.5959828085146
2003-03-26,978.5555532039739
2003-03-27,977.3261308204872
2003-03-28,977.280676888241
2003-03-31,967.8739417856268
2003-04-01,975.6449245134133
2003-04-02,984.5074903397633
2003-04-03,978.7220168163187
2003-04-04,980.3838680303645
2003-04-07,984.0258951674259
2003-04-08,981.4397545087722
2003-04-09,976.2246420692338
2003-04-10,979.9875868550965
2003-04-11,976.1208390443779
2003-04-14,985.6469869396436
2003-04-15,990.1280584645458
2003-04-16,981.8838856048042
2003-04-17,991.2302758123883
2003-04-18,991.2621254787455
2003-04-21,989.1021966288145
2003-04-22,1000.6445416860087
2003-04-23,1004.4329357997472
2003-04-24,1001.4484002082952
2003-04-25,993.6789135229385
2003-04-28,1002.1207726148613
2003-04-29,1003.7224548145018
2003-04-30,1010.3121610161132
2003-05-01,1013.1441751300107
2003-05-02,1018.6236785572027
2003-05-05,1021.2954651766327
2003-05-06,1030.7961963381767
2003-05-07,1029.6852800877903
2003-05-08,1026.9403615074377
2003-05-09,1036.239245682619
2003-05-12,1044.5870436048067
2003-05-13,1043.0445693356753
2003-05-14,1045.0516142674303
2003-05-15,1048.7339707616486
2003-05-16,1050.5560823540068
2003-05-19,1040.923777258617
2003-05-20,1043.41476197849
2003-05-21,1044.9938783982209
2003-05-22,1050.3978829941045
2003-05-23,1055.6085507983105
2003-05-26,1057.0947211478854
2003-05-27,1062.4509178141418
2003-05-28,1059.5370495729562
2003-05-29,1062.4643529556286
2003-05-30,1066.5930277280543
2003-06-02,1072.1491329766811
2003-06-03,1072.748358992154
2003-06-04,1081.6083597642432
2003-06-05,1088.2631396530999
2003-06-06,1087.128480021931
2003-06-09,1082.7988532911281
2003-06-10,1084.6387449864055
2003-06-11,1095.5551027183014
2003-06-12,1095.4062660910083
2003-06-13,1092.8218569243681
2003-06-16,1105.0991543216712
2003-06-17,1107.7238808595423
2003-06-18,1103.8041108715258
2003-06-19,1096.193824523623
2003-06-20,1097.0867337098725
2003-06-23,1086.8585643590552
2003-06-24,1081.8539281719916
2003-06-25,1080.7864267749003
2003-06-26,1080.2142281297781
2003-06-27,1077.721620408972
2003-06-30,1075.581401458489
2003-07-01,1084.131191583699
2003-07-02,1095.7816490038497
2003-07-03,1095.4585171245956
2003-07-04,1092.3496080059351
2003-07-07,1100.6830690864563
2003-07-08,1095.8789890532398
2003-07-09,1091.151772976002
2003-07-10,1084.1462718718547
2003-07-11,1088.0147607777103
2003-07-14,1092.9219629034972
2003-07-15,1085.6281337734895
2003-07-16,1080.1639521859208
2003-07-17,1072.5391352549468
2003-07-18,1079.8099934910651
2003-07-21,1077.9407096908367
2003-07-22,1084.020150564256
2003-07-23,1090.1125327407883
2003-07-24,1092.1344221013567
2003-07-25,1100.4830690532206
2003-07-28,1098.8182570087906
2003-07-29,1095.4019445476567
2003-07-30,1089.8742912997668
2003-07-31,1086.3886522207947
2003-08-01,1082.4303044320125
2003-08-04,1083.4883022158865
2003-08-05,1076.608567834222
2003-08-06,1078.6628699013593
2003-08-07,1086.1734344269298
2003-08-08,1089.5677617337888
2003-08-11,1094.4473092014596
2003-08-12,1098.125617647344
2003-08-13,1097.0195500017635
2003-08-14,1103.5593948302944
2003-08-15,1102.5893153971838
2003-08-18,1104.3160951606162
2003-08-19,1106.3007673918971
2003-08-20,1112.0405806642393
2003-08-21,1110.7886337601874
2003-08-22,1101.2580302382248
2003-08-25,1101.2037498114962
2003-08-26,1102.9119288452987
2003-08-27,1105.7582663204937
2003-08-28,1107.4213930150172
2003-08-29,1114.0958752839658
2003-09-01,1119.489129580189
2003-09-02,1123.3826238452173
2003-09-03,1129.2189851404626
2003-09-04,1131.3275496972938
2003-09-05,1130.6967377453293
2003-09-08,1135.761859445318
2003-09-09,1136.1734498744956
2003-09-10,1127.9729958639139
2003-09-11,1129.488289369803
2003-09-12,1132.7867432434568
2003-09-15,1130.5655954687484
2003-09-16,1137.6447310752221
2003-09-17,1137.7638835388207
2003-09-18,1146.1874944055612
2003-09-19,1149.5189617294347
2003-09-22,1146.8442648417633
2003-09-23,1150.9143246484953
2003-09-24,1146.4204123726756
2003-09-25,1140.0635772580483
2003-09-26,1132.9493676191244
2003-09-29,1136.6480902363494
2003-09-30,1134.1179335789732
2003-10-01,1150.555967227435
2003-10-02,1157.8874758295526
2003-10-03,1162.6661112480112
2003-10-06,1167.2521654812635
2003-10-07,1173.412937060246
2003-10-08,1170.263760917186
2003-10-09,1174.6347152484677
2003-10-10,1178.1682108592304
2003-10-13,1180.5340460813882
2003-10-14,1183.2818864181684
2003-10-15,1181.8229814479882
2003-10-16,1189.2998069620337
2003-10-17,1181.5580887157214
2003-10-20,1185.0892266660696
2003-10-21,1189.1451517425846
2003-10-22,1182.083822719586
2003-10-23,1173.5744984722155
2003-10-24,1175.6491044553347
2003-10-27,1180.1939441633485
2003-10-28,1186.2689610877
2003-10-29,1191.3898214457668
2003-10-30,1191.6583987500405
2003-10-31,1188.1734691099048
2003-11-03,1188.1693442928142
2003-11-04,1192.330553801133
2003-11-05,1190.323032126683
2003-11-06,1186.6778108872038
2003-11-07,1191.5273334814217
2003-11-10,1189.4568844098392
2003-11-11,1184.8435925125607
2003-11-12,1196.5386936338546
2003-11-13,1202.7654984976257
2003-11-14,1202.5365325909022
2003-11-17,1193.1641328004735
2003-11-18,1194.706832139162
2003-11-19,1195.4376913082028
2003-11-20,1192.6927207414878
2003-11-21,1193.2500328381318
2003-11-24,1197.143988931205
2003-11-25,1202.955693069079
2003-11-26,1212.8040499475458
2003-11-27,1211.9139199013282
2003-11-28,1213.2044427228316
2003-12-01,1227.5735165939382
2003-12-02,1231.4810435962836
2003-12-03,1232.3328000151002
2003-12-04,1232.7115722348274
2003-12-05,1232.776181459157
2003-12-08,1235.6178996451813
2003-12-09,1233.1562075401455
2003-12-10,1226.417237660923
2003-12-11,1232.9474745370176
2003-12-12,1240.768379153255
2003-12-15,1241.4756607287554
2003-12-16,1242.123646090517
2003-12-17,1243.7874858842254
2003-12-18,1250.053481628531
2003-12-19,1249.9146551873848
2003-12-22,1255.782740483942
2003-12-23,1258.4018556806486
2003-12-24,1259.7521880189306
2003-12-25,1259.3922814799803
2003-12-26,1262.3848089567866
2003-12-29,1274.327039691782
2003-12-30,1277.3613110716192
2003-12-31,1279.9654826056844
2004-01-01,1279.9654826056844
2004-01-02,1280.9260320533297
2004-01-05,1296.574386079101
2004-01-06,1297.6300009736833
2004-01-07,1290.8333186586847
2004-01-08,1295.380636869293
2004-01-09,1294.0408569611493
2004-01-12,1294.7632917626477
2004-01-13,1290.6270159454468
2004-01-14,1290.823828280568
2004-01-15,1283.0077948454996
2004-01-16,1282.7547116168341
2004-01-19,1282.7369799432217
2004-01-20,1290.0064362889796
2004-01-21,1296.7681319510764
2004-01-22,1299.575071409299
2004-01-23,1298.4673802472767
2004-01-26,1301.5499786968774
2004-01-27,1301.6829568474122
2004-01-28,1295.219082863447
2004-01-29,1290.3645095996628
2004-01-30,1288.0102944299924
2004-02-02,1294.6417599814836
2004-02-03,1298.295923576512
2004-02-04,1290.6805279397329
2004-02-05,1293.4936261582925
2004-02-06,1305.8670446062508
2004-02-09,1308.4717453245482
2004-02-10,1314.1488288493597
2004-02-11,1321.1403600258518
2004-02-12,1322.15248394687
2004-02-13,1319.6822876817116
2004-02-16,1320.8375208256916
2004-02-17,1329.8885961065057
2004-02-18,1324.6801200779769
2004-02-19,1319.5465863021905
2004-02-20,1309.930431205871
2004-02-23,1312.1288867517992
2004-02-24,1314.467999694334
2004-02-25,1312.5890342708797
2004-02-26,1312.1479566759701
2004-02-27,1317.2916137450993
2004-03-01,1334.5394213072914
2004-03-02,1325.3389100926613
2004-03-03,1319.9004111276722
2004-03-04,1321.140794787419
2004-03-05,1334.5048005233937
2004-03-08,1331.9738144498633
2004-03-09,1331.439025767699
2004-03-10,1317.058744360405
2004-03-11,1301.9208355464973
2004-03-12,1303.7670098747049
2004-03-15,1293.5666411727832
2004-03-16,1305.6845464221228
2004-03-17,1315.6830568610399
2004-03-18,1324.6102090740283
2004-03-19,1319.8801524525115
2004-03-22,1309.8777300108286
2004-03-23,1308.802878145449
2004-03-24,1304.045722264303
2004-03-25,1318.549805827797
2004-03-26,1316.706878538258
2004-03-29,1328.2577271717278
2004-03-30,1333.279453750661
2004-03-31,1340.3339590405785
2004-04-01,1349.3531574560798
2004-04-02,1349.9551930076686
2004-04-05,1346.084880894669
2004-04-06,1343.3427947975158
2004-04-07,1347.4299500467766
2004-04-08,1345.050893693595
2004-04-09,1343.5146832716666
2004-04-12,1341.574602929357
2004-04-13,1327.9428023283563
2004-04-14,1319.354978834824
2004-04-15,1319.0103558379853
2004-04-16,1332.8575130558584
2004-04-19,1330.3881081587638
2004-04-20,1319.106524780393
2004-04-21,1316.1449581463346
2004-04-22,1327.5350635720959
2004-04-23,1328.4630205894243
2004-04-26,1330.5657440062694
2004-04-27,1330.2320879439726
2004-04-28,1313.7909110030077
2004-04-29,1311.121457907377
2004-04-30,1303.9961433953888
2004-05-03,1311.3872437924813
2004-05-04,1321.9883044943506
2004-05-05,1326.6888875178397
2004-05-06,1315.5421556803826
2004-05-07,1291.5100344391526
2004-05-10,1264.3259531881881
2004-05-11,1271.3406478853171
2004-05-12,1278.2768561776293
2004-05-13,1272.1181516564943
2004-05-14,1274.4344518656744
2004-05-17,1268.4910758489348
2004-05-18,1273.3643941626929
2004-05-19,1282.1345529432722
2004-05-20,1277.800311758575
2004-05-21,1287.9390255656888
2004-05-24,1290.915642605877
2004-05-25,1304.1684018635535
2004-05-26,1310.8653190170035
2004-05-27,1324.3001450308745
2004-05-28,1322.620925722597
2004-05-31,1324.1446312509695
2004-06-01,1321.5370991696811
2004-06-02,1329.0553740842154
2004-06-03,1320.7081746487136
2004-06-04,1326.5319731828397
2004-06-07,1344.5126304076502
2004-06-08,1343.679899085483
2004-06-09,1332.5565127548093
2004-06-10,1335.7974471840196
2004-06-11,1331.0254372016402
2004-06-14,1320.1466281297523
2004-06-15,1328.4221727381446
2004-06-16,1331.5243254253696
2004-06-17,1333.645170528446
2004-06-18,1338.2364946103598
2004-06-21,1340.375023038578
2004-06-22,1339.825212656081
2004-06-23,1346.6312184240808
2004-06-24,1352.8810822438545
2004-06-25,1348.252524723097
2004-06-28,1352.0061699863577
2004-06-29,1345.8003293178374
2004-06-30,1349.7632479312228
2004-07-01,1346.822281876564
2004-07-02,1350.137550212984
2004-07-05,1346.106814980322
2004-07-06,1344.1623704620533
2004-07-07,1351.235232889955
2004-07-08,1348.6377869389785
2004-07-09,1352.6848344593907
2004-07-12,1356.114263054449
2004-07-13,1350.8845211048374
2004-07-14,1349.9985643442444
2004-07-15,1346.6501222586319
2004-07-16,1350.7830768759572
2004-07-19,1350.1124498657414
2004-07-20,1350.181228085411
2004-07-21,1334.789290550323
2004-07-22,1328.5699485338152
2004-07-23,1314.5334512054399
2004-07-26,1311.151768680449
2004-07-27,1310.904459910701
2004-07-28,1313.310476419017
2004-07-29,1317.98627766718
2004-07-30,1323.6053320555304
2004-08-02,1332.1122387177634
2004-08-03,1335.3890724772464
2004-08-04,1331.6715006334393
