Date,NORTH AMERICA MINIMUM VOLATILITY (CAD)
2006-10-16,1086.8528452740356
2006-10-17,1085.5005983790325
2006-10-18,1088.8798401109002
2006-10-19,1091.1653400344412
2006-10-20,1094.7174099350786
2006-10-23,1101.4553145206276
2006-10-24,1101.0874387184422
2006-10-25,1105.2633559990875
2006-10-26,1110.1554239557793
2006-10-27,1104.757545105879
2006-10-30,1106.432799655407
2006-10-31,1109.276052966652
2006-11-01,1099.2202429651793
2006-11-02,1097.0270371122353
2006-11-03,1093.8690983073611
2006-11-06,1102.775936397894
2006-11-07,1102.6171608704083
2006-11-08,1105.3438025772668
2006-11-09,1102.107823736548
2006-11-10,1102.3977484966283
2006-11-13,1102.2395513468352
2006-11-14,1107.0418641620854
2006-11-15,1108.2844727292984
2006-11-16,1112.3297450217274
2006-11-17,1113.0340511069248
2006-11-20,1115.9663391696492
2006-11-21,1121.0906279894384
2006-11-22,1122.8736698897578
2006-11-23,1123.6335061547088
2006-11-24,1123.2637174926942
2006-11-27,1110.7244698869729
2006-11-28,1114.3852525722018
2006-11-29,1123.6526408048774
2006-11-30,1125.7297266385635
2006-12-01,1124.4481039195946
2006-12-04,1135.0872371330938
2006-12-05,1138.0170400712298
2006-12-06,1135.2850096846423
2006-12-07,1133.4826706207969
2006-12-08,1135.1678277923259
2006-12-11,1138.2189104482884
2006-12-12,1138.9619455026093
2006-12-13,1139.5258241563567
2006-12-14,1144.835221070826
2006-12-15,1143.4223753002686
2006-12-18,1140.9306096157793
2006-12-19,1142.4736440699994
2006-12-20,1143.179941074396
2006-12-21,1139.9707734808353
2006-12-22,1135.402561084848
2006-12-25,1135.402561084848
2006-12-26,1139.487494950209
2006-12-27,1146.1390082481155
2006-12-28,1146.2661706418376
2006-12-29,1143.1360905578524
2007-01-01,1143.1360905578524
2007-01-02,1143.1756276271478
2007-01-03,1142.4931876677879
2007-01-04,1141.9172629722498
2007-01-05,1132.785664721469
2007-01-08,1135.6153391050136
2007-01-09,1136.1718766280032
2007-01-10,1139.6902768495559
2007-01-11,1146.1583444990745
2007-01-12,1149.6783287301814
2007-01-15,1150.2058301077548
2007-01-16,1152.7903798320676
2007-01-17,1153.2293681658318
2007-01-18,1152.1504509234303
2007-01-19,1154.3277822699647
2007-01-22,1149.9706690834685
2007-01-23,1154.227196756997
2007-01-24,1161.944815571899
2007-01-25,1154.6483693480043
2007-01-26,1153.1316252447498
2007-01-29,1153.2068086274255
2007-01-30,1158.3276573090795
2007-01-31,1164.0413353731901
2007-02-01,1169.3780944676062
2007-02-02,1170.929138578311
2007-02-05,1171.8714754794514
2007-02-06,1174.798518662817
2007-02-07,1178.332209657163
2007-02-08,1177.2235814871808
2007-02-09,1171.722124371836
2007-02-12,1167.0309752909116
2007-02-13,1177.3906713964327
2007-02-14,1181.9027135310773
2007-02-15,1185.3807855287707
2007-02-16,1185.9347215728474
2007-02-19,1185.9092938045949
2007-02-20,1189.1734750516543
2007-02-21,1187.500801924852
2007-02-22,1185.0857700195215
2007-02-23,1181.5647681827018
2007-02-26,1181.3504513336063
2007-02-27,1146.5897136721005
2007-02-28,1150.8785405731867
2007-03-01,1147.5413287506176
2007-03-02,1134.352174743806
2007-03-05,1121.5821257951122
2007-03-06,1138.2107691562796
2007-03-07,1133.6261282523133
2007-03-08,1140.9692556892733
2007-03-09,1144.6740205428935
2007-03-12,1149.9860345553311
2007-03-13,1129.7747062067506
2007-03-14,1133.7560360465477
2007-03-15,1139.3891522760475
2007-03-16,1135.657476898412
2007-03-19,1147.067281335953
2007-03-20,1154.7866597637633
2007-03-21,1171.8845146030362
2007-03-22,1170.9992185165045
2007-03-23,1171.3653836147428
2007-03-26,1171.053812602985
2007-03-27,1164.0123499675733
2007-03-28,1157.9997728621622
2007-03-29,1162.5327374720641
2007-03-30,1163.1023615634194
2007-04-02,1168.8575098494646
2007-04-03,1178.1423754722566
2007-04-04,1178.0654575706494
2007-04-05,1181.3562426817666
2007-04-06,1181.3562426817666
2007-04-09,1181.4541605238678
2007-04-10,1184.4462097432129
2007-04-11,1177.312782617476
2007-04-12,1182.0320803465029
2007-04-13,1187.4633049807612
2007-04-16,1196.1263644524615
2007-04-17,1201.2981209358509
2007-04-18,1201.9775595487315
2007-04-19,1198.0898000273612
2007-04-20,1207.3733100188003
2007-04-23,1206.5812639325645
2007-04-24,1204.7431907096384
2007-04-25,1212.481872282294
2007-04-26,1208.2172657428036
2007-04-27,1207.661968373554
2007-04-30,1199.3521200300731
2007-05-01,1201.5836596193844
2007-05-02,1208.9250824220994
2007-05-03,1213.2911722020601
2007-05-04,1213.8797028849954
2007-05-07,1219.0240902643122
2007-05-08,1215.9031820005998
2007-05-09,1217.9269828850645
2007-05-10,1204.1947204948867
2007-05-11,1213.124790960853
2007-05-14,1212.405774500701
2007-05-15,1212.2553872192766
2007-05-16,1219.6471551793104
2007-05-17,1216.4374278271835
2007-05-18,1222.1081305193854
2007-05-21,1224.9337565926792
2007-05-22,1223.9765266372094
2007-05-23,1221.9109368039249
2007-05-24,1209.948803080639
2007-05-25,1215.7993287743411
2007-05-28,1216.1816354580508
2007-05-29,1222.3800700429897
2007-05-30,1231.739618743052
2007-05-31,1233.0592086367053
2007-06-01,1238.279094052164
2007-06-04,1240.0857658308096
2007-06-05,1230.9835095293327
2007-06-06,1221.3044301046987
2007-06-07,1200.808297547277
2007-06-08,1210.8635049759591
2007-06-11,1211.4347806538801
2007-06-12,1199.160626836731
2007-06-13,1214.1228600876207
2007-06-14,1217.8523469605077
2007-06-15,1225.383480785407
2007-06-18,1221.5899193532211
2007-06-19,1224.6590341254991
2007-06-20,1210.2318755017766
2007-06-21,1213.7221045720244
2007-06-22,1200.3188539679632
2007-06-25,1196.5053169771522
2007-06-26,1193.1860820389043
2007-06-27,1202.5055287817772
2007-06-28,1202.354185685079
2007-06-29,1202.9357638287768
2007-07-02,1215.9995774578558
2007-07-03,1217.6616283329183
2007-07-04,1218.6798088493852
2007-07-05,1220.1370180407057
2007-07-06,1223.839708326641
2007-07-09,1224.3561665915454
2007-07-10,1209.1025447279455
2007-07-11,1213.9023572386436
2007-07-12,1233.1006430402435
2007-07-13,1238.3961205224784
2007-07-16,1235.6171504589722
2007-07-17,1235.244971972549
2007-07-18,1238.01553935446
2007-07-19,1242.4698997064816
2007-07-20,1230.012533592954
2007-07-23,1233.5742972309454
2007-07-24,1212.8935632077958
2007-07-25,1214.6733583323262
2007-07-26,1187.4565683026606
2007-07-27,1170.7547303358358
2007-07-30,1178.5849343791276
2007-07-31,1169.9452518009848
2007-08-01,1178.5911583857066
2007-08-02,1185.452353912848
2007-08-03,1161.395462476363
2007-08-06,1185.5255992504817
2007-08-07,1189.5162897674766
2007-08-08,1203.7255550351006
2007-08-09,1173.2399557908593
2007-08-10,1173.5949225806928
2007-08-13,1173.642115604805
2007-08-14,1154.4928647465604
2007-08-15,1141.29864837987
2007-08-16,1143.7530829042294
2007-08-17,1166.9721310255832
2007-08-20,1165.6311499967233
2007-08-21,1169.7055980030825
2007-08-22,1180.2389828431947
2007-08-23,1180.5534699983175
2007-08-24,1190.4116744045407
2007-08-27,1181.6402044291494
2007-08-28,1157.3072622812097
2007-08-29,1179.2110977962643
2007-08-30,1175.580036636818
2007-08-31,1186.9996562406561
2007-09-03,1187.8203941493996
2007-09-04,1197.709761886671
2007-09-05,1187.420183846511
2007-09-06,1195.0334639299092
2007-09-07,1180.260634845547
2007-09-10,1178.890838336102
2007-09-11,1192.5064748500602
2007-09-12,1194.8268843273963
2007-09-13,1201.1825525990284
2007-09-14,1202.0683044976643
2007-09-17,1197.3780159154667
2007-09-18,1224.5843253140588
2007-09-19,1232.933862319352
2007-09-20,1228.4876455799824
2007-09-21,1232.272845455199
2007-09-24,1228.760128267114
2007-09-25,1228.3485972024368
2007-09-26,1231.8744198488025
2007-09-27,1237.1938960325504
2007-09-28,1234.782657857819
2007-10-01,1248.8192844073085
2007-10-02,1245.5947306609753
2007-10-03,1242.6909272366174
2007-10-04,1248.6164042042365
2007-10-05,1260.4153229558606
2007-10-08,1255.8613204586682
2007-10-09,1263.8032725233425
2007-10-10,1262.3550778855251
2007-10-11,1259.6359100625186
2007-10-12,1262.743027504438
2007-10-15,1253.3301558716926
2007-10-16,1244.9412506148694
2007-10-17,1245.3579305288756
2007-10-18,1244.6713035455255
2007-10-19,1220.4526757621502
2007-10-22,1223.0327972000637
2007-10-23,1230.6692997423634
2007-10-24,1228.2658223398869
2007-10-25,1230.369865207232
2007-10-26,1244.779069429696
2007-10-29,1250.3013939441043
2007-10-30,1245.13038575344
2007-10-31,1263.6649190895207
2007-11-01,1236.9461291984412
2007-11-02,1240.6070705395332
2007-11-05,1238.0925845406537
2007-11-06,1249.6820307845476
2007-11-07,1223.8101322793852
2007-11-08,1226.6133263046777
2007-11-09,1209.4291847721602
2007-11-12,1194.9926786694296
2007-11-13,1218.3156911732044
2007-11-14,1211.4434716045764
2007-11-15,1196.3904325925193
2007-11-16,1201.0573295518764
2007-11-19,1186.2329230302087
2007-11-20,1190.7452822212256
2007-11-21,1174.9083810008033
2007-11-22,1176.5165471301568
2007-11-23,1190.2440439392858
2007-11-26,1168.8404617435783
2007-11-27,1181.742005327051
2007-11-28,1207.602711035481
2007-11-29,1206.9964540925857
2007-11-30,1213.208851408818
2007-12-03,1210.5493371619277
2007-12-04,1205.0667719866115
2007-12-05,1218.5667326198356
2007-12-06,1230.8760595039344
2007-12-07,1231.589464061282
2007-12-10,1240.0468672604995
2007-12-11,1214.6215532434178
2007-12-12,1221.674656809419
2007-12-13,1221.7809832895118
2007-12-14,1207.2752463052468
2007-12-17,1192.6399530113952
2007-12-18,1199.1828423764316
2007-12-19,1199.452709561403
2007-12-20,1204.7578468597553
2007-12-21,1221.5632003421765
2007-12-24,1229.2033472239489
2007-12-25,1229.2033472239489
2007-12-26,1228.2596250525398
2007-12-27,1215.4900123451705
2007-12-28,1221.4567757407026
2007-12-31,1212.0092642123366
2008-01-01,1212.0092642123366
2008-01-02,1201.7232923102108
2008-01-03,1204.3497495892939
2008-01-04,1184.146858225874
2008-01-07,1191.2989835210196
2008-01-08,1180.716252596718
2008-01-09,1192.0756994302349
2008-01-10,1197.5153422230032
2008-01-11,1185.734069513223
2008-01-14,1191.4193041763306
2008-01-15,1168.9772839616712
2008-01-16,1162.4587555439398
2008-01-17,1135.2960119296533
2008-01-18,1127.4166913476604
2008-01-21,1120.306662987258
2008-01-22,1111.133649320083
2008-01-23,1125.4435485818174
2008-01-24,1135.409474068934
2008-01-25,1123.7492041385656
2008-01-28,1140.4037873649397
2008-01-29,1145.4740646318392
2008-01-30,1141.3641349697762
2008-01-31,1153.4581978761075
2008-02-01,1168.831623288283
2008-02-04,1162.3546550652084
2008-02-05,1132.4395435712986
2008-02-06,1129.8086387484295
2008-02-07,1135.2411823527286
2008-02-08,1134.7314615664022
2008-02-11,1140.7899249911204
2008-02-12,1149.5756885211472
2008-02-13,1160.1781421186463
2008-02-14,1149.5327801786896
2008-02-15,1152.085000011631
2008-02-18,1151.2716246458397
2008-02-19,1153.4279542205275
2008-02-20,1159.3316384394557
2008-02-21,1146.3166952918543
2008-02-22,1155.1240343469572
2008-02-25,1170.617052492962
2008-02-26,1179.56664380379
2008-02-27,1176.9140516206753
2008-02-28,1173.9930731548645
2008-02-29,1146.6871774673634
2008-03-03,1148.5364085241788
2008-03-04,1144.001145908913
2008-03-05,1152.7096824916289
2008-03-06,1133.0477998790882
2008-03-07,1124.799457939943
2008-03-10,1111.3502831061248
2008-03-11,1138.047890697155
2008-03-12,1132.6412134396237
2008-03-13,1138.930022981881
2008-03-14,1121.759298823823
2008-03-17,1110.8592991640585
2008-03-18,1139.0369758638747
2008-03-19,1115.1135407987151
2008-03-20,1126.8581515803291
2008-03-21,1126.8581515803291
2008-03-24,1139.2557842545946
2008-03-25,1147.0559810925288
2008-03-26,1141.442002585941
2008-03-27,1136.6775275464809
2008-03-28,1128.7523834987962
2008-03-31,1133.712198187146
2008-04-01,1157.5320445299292
2008-04-02,1159.754212859019
2008-04-03,1160.0837103713425
2008-04-04,1163.3946307534684
2008-04-07,1164.1882738602237
2008-04-08,1161.1230708676187
2008-04-09,1155.4631528072389
2008-04-10,1158.704906228739
2008-04-11,1141.94042064753
2008-04-14,1139.7397222008417
2008-04-15,1145.1398041889129
2008-04-16,1169.2258899988574
2008-04-17,1167.3442123799068
2008-04-18,1178.462918373548
2008-04-21,1176.413162676634
2008-04-22,1169.8922245718916
2008-04-23,1170.7729466062597
2008-04-24,1170.4270649365478
2008-04-25,1177.2448426847068
2008-04-28,1176.2836921127503
2008-04-29,1170.4199116688503
2008-04-30,1170.8844244123986
2008-05-01,1184.3607429981266
2008-05-02,1188.593116174218
2008-05-05,1186.5217179333042
2008-05-06,1195.8112948110354
2008-05-07,1183.0028875806013
2008-05-08,1188.9122314049075
2008-05-09,1183.0922722897396
2008-05-12,1194.1083225518676
2008-05-13,1195.9287629071973
2008-05-14,1199.6799856000082
2008-05-15,1208.7751681888335
2008-05-16,1214.1195520161139
2008-05-19,1217.399269457981
2008-05-20,1213.9729817684822
2008-05-21,1203.2273529999238
2008-05-22,1206.5837830149221
2008-05-23,1192.850810538089
2008-05-26,1192.322580196939
2008-05-27,1194.8097273950923
2008-05-28,1197.6628426032357
2008-05-29,1203.5205827998363
2008-05-30,1204.6292318354358
2008-06-02,1197.0944862010192
2008-06-03,1191.4030207840267
2008-06-04,1190.4852280677899
2008-06-05,1208.27995469785
2008-06-06,1186.0745887009975
2008-06-09,1188.8214537196195
2008-06-10,1182.8690029194613
2008-06-11,1173.1560817056782
2008-06-12,1172.5915879222441
2008-06-13,1184.3111772864295
2008-06-16,1185.7310550260845
2008-06-17,1183.3205058273818
2008-06-18,1176.1152199622666
2008-06-19,1176.2690032396442
2008-06-20,1160.8481025083026
2008-06-23,1166.6486700036278
2008-06-24,1158.3447487504545
2008-06-25,1164.1063492110384
2008-06-26,1147.0481418384954
2008-06-27,1146.7964972542466
2008-06-30,1152.6919105453521
2008-07-01,1155.5678241791468
2008-07-02,1141.312905715434
2008-07-03,1139.042521838769
2008-07-04,1137.7746568883256
2008-07-07,1124.6093042100144
2008-07-08,1137.015970549008
2008-07-09,1122.5102934898518
2008-07-10,1136.1443103867766
2008-07-11,1132.6027072537636
2008-07-14,1128.371216563992
2008-07-15,1118.1771719990734
2008-07-16,1127.2583991007182
2008-07-17,1128.5529749902762
2008-07-18,1130.5142062530751
2008-07-21,1134.4417886860797
2008-07-22,1140.3176744313562
2008-07-23,1133.8456183669582
2008-07-24,1118.353863290298
2008-07-25,1121.016744844151
2008-07-28,1110.2895565937627
2008-07-29,1119.3045931057375
2008-07-30,1135.2998019038566
2008-07-31,1126.043278269952
2008-08-01,1118.5173202022972
2008-08-04,1113.4741021630439
2008-08-05,1127.4396652872515
2008-08-06,1133.9299255784642
2008-08-07,1120.572009492066
2008-08-08,1134.8568950741185
2008-08-11,1137.6797344813851
2008-08-12,1133.5392968148062
2008-08-13,1138.1261044943549
2008-08-14,1138.5932927253791
2008-08-15,1139.4062366750366
2008-08-18,1132.5100849578773
2008-08-19,1127.838448922469
2008-08-20,1134.0417477757285
2008-08-21,1143.613665985258
2008-08-22,1149.0208327371204
2008-08-25,1132.3868126814434
2008-08-26,1137.9586892102373
2008-08-27,1147.5900348720934
2008-08-28,1158.4937203825677
2008-08-29,1144.6945139789239
2008-09-01,1143.405948094301
2008-09-02,1134.0358593005712
2008-09-03,1128.834038498649
2008-09-04,1104.8270259563224
2008-09-05,1106.2438609090661
2008-09-08,1121.595681807764
2008-09-09,1092.450693367017
2008-09-10,1101.5197680286792
2008-09-11,1110.191688831071
2008-09-12,1122.7063201682874
2008-09-15,1087.0827201214784
2008-09-16,1098.910435451244
2008-09-17,1069.6336507416245
2008-09-18,1103.458442583676
2008-09-19,1134.9500025298473
2008-09-22,1109.0281403146553
2008-09-23,1098.9214397396331
2008-09-24,1098.6125269984382
2008-09-25,1112.0661101498285
2008-09-26,1111.5260321909598
2008-09-29,1046.8598806651971
2008-09-30,1076.8810804712227
2008-10-01,1075.3346231680548
2008-10-02,1033.8677447818404
2008-10-03,1023.8828052165481
2008-10-06,978.5939235358238
2008-10-07,940.6774777916725
2008-10-08,936.0025716869504
2008-10-09,869.1727122233433
2008-10-10,836.7498756905063
2008-10-13,916.117322142166
2008-10-14,916.4173915766461
2008-10-15,843.9374516948576
2008-10-16,866.5396601143699
2008-10-17,870.1517839624752
2008-10-20,914.4397907009452
2008-10-21,884.5557419236267
2008-10-22,829.7318313326078
2008-10-23,836.7164692946168
2008-10-24,814.1244872355549
2008-10-27,781.0170147007204
2008-10-28,852.9516595089833
2008-10-29,853.4748666102963
2008-10-30,881.5296529732058
2008-10-31,891.1595007853969
2008-11-03,889.8834295910237
2008-11-04,924.9122356272321
2008-11-05,890.9733066374514
2008-11-06,853.7857614120699
2008-11-07,876.0850160950743
2008-11-10,869.9464127636653
2008-11-11,849.9731420203531
2008-11-12,812.0628203796813
2008-11-13,863.8642986037298
2008-11-14,834.1340390650469
2008-11-17,815.7597136452961
2008-11-18,821.1265786460981
2008-11-19,780.2391297088832
2008-11-20,731.0734646815714
2008-11-21,782.8910125088001
2008-11-24,820.4113944568112
2008-11-25,823.0113391441174
2008-11-26,838.8690432467804
2008-11-27,839.4457424778664
2008-11-28,853.2868336192175
2008-12-01,789.9027673513434
2008-12-02,810.8819634599912
2008-12-03,823.8152294490653
2008-12-04,801.3977506556313
2008-12-05,820.4525972584219
2008-12-08,843.6259931460273
2008-12-09,825.4411096079089
2008-12-10,836.4680743934771
2008-12-11,821.9378009583758
2008-12-12,828.6963937370772
2008-12-15,823.5545557000803
2008-12-16,858.3348071687585
2008-12-17,853.2308522033252
2008-12-18,842.5885707442768
2008-12-19,843.967965892181
2008-12-22,834.452557233712
2008-12-23,829.5121923759194
2008-12-24,832.7180315073388
2008-12-25,832.7180315073388
2008-12-26,836.435799687534
2008-12-29,839.4525686663496
2008-12-30,855.0026130733833
2008-12-31,866.5490324872491
2009-01-01,866.5490324872491
2009-01-02,883.9995281989645
2009-01-05,878.0188707606676
2009-01-06,878.8996157002873
2009-01-07,857.2674646466406
2009-01-08,862.2330654277176
2009-01-09,848.8937042161159
2009-01-12,836.9956853807893
2009-01-13,838.7323321162876
2009-01-14,817.6381371349228
2009-01-15,823.141090236611
2009-01-16,834.9538059852588
2009-01-19,833.850068555846
2009-01-20,807.4441511734591
2009-01-21,828.77887180195
2009-01-22,820.3721692099589
2009-01-23,823.0726025662314
2009-01-26,830.7117182259578
2009-01-27,836.0342967606733
2009-01-28,849.4021613607842
2009-01-29,838.507295511543
2009-01-30,823.4471167000044
2009-02-02,822.4337018170187
2009-02-03,832.4970859662051
2009-02-04,829.6490615332566
2009-02-05,837.4021972981809
2009-02-06,848.6707322529363
2009-02-09,846.9136864340322
2009-02-10,819.2175844223304
2009-02-11,825.035242424894
2009-02-12,828.5750122258399
2009-02-13,821.0199667389592
2009-02-16,820.7404495103583
2009-02-17,795.9628823339456
2009-02-18,793.8416273906812
2009-02-19,789.000959533154
2009-02-20,783.5793546343764
2009-02-23,762.2354717139024
2009-02-24,777.0802893059882
2009-02-25,767.7409700702485
2009-02-26,757.8884705400559
2009-02-27,743.4442912350968
2009-03-02,712.9946748287706
2009-03-03,708.1796463923572
2009-03-04,719.8157460876323
2009-03-05,699.5162273671425
2009-03-06,700.624660858538
2009-03-09,688.328192682838
2009-03-10,712.0075255745529
2009-03-11,712.3157434416116
2009-03-12,734.6870500789604
2009-03-13,743.134869160736
2009-03-16,743.7608715249173
2009-03-17,759.6434976181413
2009-03-18,772.1168348526688
2009-03-19,771.9107624499145
2009-03-20,764.1853020790747
2009-03-23,800.0336724649608
2009-03-24,788.2442139124004
2009-03-25,794.8782049104927
2009-03-26,808.217512449268
2009-03-27,793.4415880731024
2009-03-30,777.4358816405293
2009-03-31,785.2909158444145
2009-04-01,793.5295333425737
2009-04-02,807.1979496397869
2009-04-03,804.661360639719
2009-04-06,799.9348071462239
2009-04-07,788.0221227480131
2009-04-08,795.0475314482742
2009-04-09,809.8614301698832
2009-04-10,809.8614301698832
2009-04-13,808.8327418007592
2009-04-14,800.1631443322044
2009-04-15,808.2929011279504
2009-04-16,815.740073813845
2009-04-17,817.6870468303428
2009-04-20,798.0117977479545
2009-04-21,805.7355600027678
2009-04-22,797.9322369113761
2009-04-23,803.4468044901474
2009-04-24,813.7201152921607
2009-04-27,810.9798670299456
2009-04-28,809.3641313878172
2009-04-29,821.8245538707986
2009-04-30,818.0289073199788
2009-05-01,821.1816295379385
2009-05-04,841.5952277894374
2009-05-05,840.3982469461358
2009-05-06,850.158335483649
2009-05-07,844.3830100489845
2009-05-08,859.9617264224036
2009-05-11,849.5406420191533
2009-05-12,854.4060778333132
2009-05-13,837.2127404490584
2009-05-14,840.75882526279
2009-05-15,831.991779373792
2009-05-18,846.3878063828485
2009-05-19,848.5158945244037
2009-05-20,851.7942741206438
2009-05-21,841.2209948199389
2009-05-22,845.2936007856875
2009-05-25,845.5467524132355
2009-05-26,863.1603805629647
2009-05-27,849.6952472673293
2009-05-28,861.7152705641834
2009-05-29,872.7508014230764
2009-06-01,887.630646380799
2009-06-02,893.7965368712978
2009-06-03,882.2125395943982
2009-06-04,885.4231936951804
2009-06-05,882.3568032719182
2009-06-08,879.6193540968044
2009-06-09,880.3880949105511
2009-06-10,877.6533502960602
2009-06-11,885.7669789841756
2009-06-12,885.480882911953
2009-06-15,865.7608115999807
2009-06-16,860.0068312370145
2009-06-17,862.5181428931876
2009-06-18,870.0175169495919
2009-06-19,871.7998824819911
2009-06-22,853.9363954119689
2009-06-23,854.6042836613049
2009-06-24,861.8703464618419
2009-06-25,877.4508985015875
2009-06-26,875.7803446270993
2009-06-29,881.2756783934926
2009-06-30,873.9609399800486
2009-07-01,881.722896728614
2009-07-02,863.1222857981677
2009-07-03,863.7014357376001
2009-07-06,865.9253213720775
2009-07-07,852.952286233875
2009-07-08,849.157366981512
2009-07-09,848.7890422338394
2009-07-10,846.5284705176066
2009-07-13,860.3378088571033
2009-07-14,866.8023256153775
2009-07-15,885.3257451395423
2009-07-16,891.7789282306082
2009-07-17,890.3228386539881
2009-07-20,898.9524949624114
2009-07-21,901.6758315316516
2009-07-22,898.0588539455806
2009-07-23,912.341810671406
2009-07-24,917.1470397098071
2009-07-27,918.0547366160014
2009-07-28,913.1017129548003
2009-07-29,913.5042809262343
2009-07-30,918.1555502316179
2009-07-31,919.5240211901333
2009-08-03,928.1147399063722
2009-08-04,930.7631613231081
2009-08-05,924.7556469252625
2009-08-06,920.5532880298267
2009-08-07,925.784557499525
2009-08-10,924.6337906651345
2009-08-11,916.5660374604154
2009-08-12,923.904835560808
2009-08-13,927.6803347885623
2009-08-14,923.2795390506528
2009-08-17,907.485193553973
2009-08-18,911.6927177218097
2009-08-19,918.7133331418329
2009-08-20,925.0843128359337
2009-08-21,938.8953366674963
2009-08-24,939.2209045136389
2009-08-25,939.949983036813
2009-08-26,937.6139935125758
2009-08-27,939.5904097058061
2009-08-28,940.2010495484047
2009-08-31,933.3276167189605
2009-09-01,922.6406385062785
2009-09-02,924.9524083898577
2009-09-03,933.612740785014
2009-09-04,942.9710456358789
2009-09-07,944.7779465707484
2009-09-08,947.1828417403962
2009-09-09,947.9603740607547
2009-09-10,955.6481752919786
2009-09-11,960.1682693747426
2009-09-14,962.0397016895271
2009-09-15,965.7447335995395
2009-09-16,974.9981367193403
2009-09-17,972.8820277813901
2009-09-18,970.8887070233205
2009-09-21,967.6191244141229
2009-09-22,972.3033325447096
2009-09-23,965.3126463750577
2009-09-24,956.7532389814309
2009-09-25,954.154707059012
2009-09-28,966.1055497713761
2009-09-29,967.6786760900849
2009-09-30,967.2019387492523
2009-10-01,949.2648768962353
2009-10-02,945.3596424768097
2009-10-05,954.6118080080449
2009-10-06,968.7811247355564
2009-10-07,969.9050942284861
2009-10-08,975.9513177771444
2009-10-09,981.9389974464237
2009-10-12,983.7801283914455
2009-10-13,982.2421679903181
2009-10-14,989.9370167408916
2009-10-15,993.0164361201201
2009-10-16,991.2957898149808
2009-10-19,999.6746624183478
2009-10-20,990.0345174615452
2009-10-21,984.0498934344322
2009-10-22,990.9670089976916
2009-10-23,979.7083770358932
2009-10-26,969.5702653938199
2009-10-27,967.6923980092026
2009-10-28,953.0166744247316
2009-10-29,968.0043227155902
2009-10-30,951.3175088968917
2009-11-02,956.2958385200334
2009-11-03,962.3166545312067
2009-11-04,967.4190846661801
2009-11-05,982.7278082951977
2009-11-06,984.7890984874401
2009-11-09,1003.0491942850498
2009-11-10,1004.8793200552395
