Date,EAFE ex UK MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1000.1867717888084
2001-06-04,1003.045474047128
2001-06-05,1005.4964732815303
2001-06-06,1003.8730369601981
2001-06-07,1009.3210500364023
2001-06-08,1007.2506417675636
2001-06-11,995.3237126519408
2001-06-12,992.4764549603213
2001-06-13,999.8779792726223
2001-06-14,1002.4141171062438
2001-06-15,999.5517525866916
2001-06-18,992.5996466826921
2001-06-19,989.1643880554853
2001-06-20,984.6208938506911
2001-06-21,984.5317919935504
2001-06-22,988.8516611392153
2001-06-25,992.0605506146783
2001-06-26,991.7969753998228
2001-06-27,986.0169582577265
2001-06-28,978.221572483724
2001-06-29,987.2027482405905
2001-07-02,987.3217494137435
2001-07-03,987.0918013769787
2001-07-04,985.5227631653444
2001-07-05,976.9850367780324
2001-07-06,968.3471456799673
2001-07-09,969.9236006837237
2001-07-10,974.8633853267569
2001-07-11,973.847377000373
2001-07-12,972.2688001899966
2001-07-13,971.9682049922569
2001-07-16,972.919329570748
2001-07-17,965.11821156281
2001-07-18,972.2748794152016
2001-07-19,979.3619072036679
2001-07-20,978.1709331042395
2001-07-23,971.2575993737278
2001-07-24,974.8111576033532
2001-07-25,973.6703828015135
2001-07-26,973.8549031331427
2001-07-27,978.0142762793147
2001-07-30,979.2287795133619
2001-07-31,988.5946218592478
2001-08-01,996.5078666477663
2001-08-02,1001.6350457334044
2001-08-03,996.3207768847195
2001-08-06,995.2267886613826
2001-08-07,994.4242107913536
2001-08-08,991.6591339555142
2001-08-09,988.2239704021654
2001-08-10,991.9584382796188
2001-08-13,996.5114159128125
2001-08-14,1003.9543539231108
2001-08-15,1016.4297830222754
2001-08-16,1012.5960552270078
2001-08-17,1009.7691975894597
2001-08-20,1002.2445486154423
2001-08-21,1008.1755677240926
2001-08-22,1017.7877924204943
2001-08-23,1012.8252746340268
2001-08-24,1017.6477554095658
2001-08-27,1015.9579448644434
2001-08-28,1007.576279287989
2001-08-29,1004.7344060656945
2001-08-30,992.2389878237196
2001-08-31,992.4014909925728
2001-09-03,981.1753897237141
2001-09-04,979.3554933498024
2001-09-05,967.0226972407867
2001-09-06,962.4820669424134
2001-09-07,960.531746167715
2001-09-10,943.167284484265
2001-09-11,930.0714776450412
2001-09-12,910.4821771595902
2001-09-13,921.7952121401252
2001-09-14,917.1834442849779
2001-09-17,903.9762053881699
2001-09-18,902.7504792528965
2001-09-19,905.2823106071783
2001-09-20,880.5467286901837
2001-09-21,849.0781392475855
2001-09-24,864.1927892272353
2001-09-25,874.410608362112
2001-09-26,877.8000285985629
2001-09-27,884.4015201017193
2001-09-28,899.523252473866
2001-10-01,901.3952594583047
2001-10-02,913.0318148544129
2001-10-03,911.6093416417542
2001-10-04,922.8036201892996
2001-10-05,924.3742544042432
2001-10-08,924.1159186583461
2001-10-09,919.7308719825613
2001-10-10,924.4002928396251
2001-10-11,927.2496414674982
2001-10-12,929.8363184213425
2001-10-15,924.6682519012728
2001-10-16,930.0402242888714
2001-10-17,936.2113847235662
2001-10-18,922.6556657589225
2001-10-19,912.4780495497241
2001-10-22,913.516778500282
2001-10-23,921.5042709875431
2001-10-24,923.1260366952067
2001-10-25,920.9796481892595
2001-10-26,923.0814685554086
2001-10-29,919.1458460767133
2001-10-30,912.3736689434782
2001-10-31,911.0784229168478
2001-11-01,916.9380588876992
2001-11-02,910.7135005130667
2001-11-05,914.3524951232075
2001-11-06,916.98026012908
2001-11-07,916.3498816238908
2001-11-08,922.604694475609
2001-11-09,918.0364734205251
2001-11-12,910.3040017222451
2001-11-13,907.6111617929238
2001-11-14,908.3520076358811
2001-11-15,906.7832943784075
2001-11-16,908.2924347241117
2001-11-19,912.9039949700021
2001-11-20,914.8726370065069
2001-11-21,913.2229018770814
2001-11-22,916.3025150726235
2001-11-23,913.5870225343997
2001-11-26,916.2176762848811
2001-11-27,913.3314979432016
2001-11-28,909.7918822803167
2001-11-29,913.5877869865227
2001-11-30,926.2274851610407
2001-12-03,916.0125322486961
2001-12-04,920.3113158292962
2001-12-05,927.7931131270612
2001-12-06,926.8975048726983
2001-12-07,918.853980733697
2001-12-10,906.2535885191223
2001-12-11,905.4582883867181
2001-12-12,912.0216000898083
2001-12-13,901.6429041529436
2001-12-14,899.9752542128323
2001-12-17,903.3768510315691
2001-12-18,904.8585901915367
2001-12-19,902.1791508650375
2001-12-20,904.4630257731363
2001-12-21,902.5131822448179
2001-12-24,897.7537717353395
2001-12-25,896.5902120092597
2001-12-26,893.7620826553107
2001-12-27,911.1239781907698
2001-12-28,917.5378438816936
2001-12-31,923.0633163145602
2002-01-01,923.0633163145602
2002-01-02,924.5760322279252
2002-01-03,926.633671625037
2002-01-04,927.4647481229636
2002-01-07,921.0917874418684
2002-01-08,910.1850173466845
2002-01-09,906.4033060970904
2002-01-10,902.4579890034406
2002-01-11,903.8256049158557
2002-01-14,899.8393430839247
2002-01-15,900.2081998994278
2002-01-16,892.976845385837
2002-01-17,895.5277968623055
2002-01-18,900.8659749857751
2002-01-21,901.3408910121436
2002-01-22,894.4928207418056
2002-01-23,896.5533793630486
2002-01-24,895.80139350541
2002-01-25,888.0355395595815
2002-01-28,892.272619431462
2002-01-29,886.32489868648
2002-01-30,879.2075931190788
2002-01-31,885.5774080386731
2002-02-01,883.3335852924306
2002-02-04,883.9677592856995
2002-02-05,874.2201616638845
2002-02-06,872.2749722003826
2002-02-07,874.6438823800831
2002-02-08,879.0007824689947
2002-02-11,887.7567644604122
2002-02-12,892.3167966125038
2002-02-13,894.0673520485639
2002-02-14,899.3099744260139
2002-02-15,899.0206287741813
2002-02-18,895.8885601259481
2002-02-19,884.8713907479347
2002-02-20,882.0289958602281
2002-02-21,889.5511923886263
2002-02-22,891.1287046020796
2002-02-25,890.9974179705581
2002-02-26,889.7750453262485
2002-02-27,899.7774650782766
2002-02-28,903.3204518848105
2002-03-01,909.2368122687786
2002-03-04,929.6504848437474
2002-03-05,926.2979966655246
2002-03-06,931.3836237783776
2002-03-07,948.1478901722921
2002-03-08,947.9592279688699
2002-03-11,950.2366558398919
2002-03-12,941.1492121921541
2002-03-13,937.0105730399949
2002-03-14,946.831526626858
2002-03-15,951.2912127352378
2002-03-18,945.8856899074765
2002-03-19,955.3120623410163
2002-03-20,952.2384825549834
2002-03-21,947.5798853522389
2002-03-22,942.2860188072583
2002-03-25,939.4849636065555
2002-03-26,937.0475338614817
2002-03-27,936.3712257006525
2002-03-28,943.4946003649984
2002-03-29,938.1111776539844
2002-04-01,940.3682535121536
2002-04-02,942.6862577443965
2002-04-03,946.4222961341916
2002-04-04,946.7975600884395
2002-04-05,946.4666819843949
2002-04-08,938.7500238773898
2002-04-09,937.2412873469632
2002-04-10,944.4924162968986
2002-04-11,940.0878352151459
2002-04-12,937.3404473932325
2002-04-15,943.422682460158
2002-04-16,951.2686359493963
2002-04-17,959.2757840541702
2002-04-18,965.086721738856
2002-04-19,964.5819305621668
2002-04-22,966.9034142993731
2002-04-23,967.7030098868747
2002-04-24,967.183208033686
2002-04-25,969.0835900871117
2002-04-26,967.717395858595
2002-04-29,965.3486327792508
2002-04-30,969.9255761334083
2002-05-01,976.5810124379798
2002-05-02,974.273826089951
2002-05-03,982.2207756611884
2002-05-06,980.8740298597161
2002-05-07,973.7699379738796
2002-05-08,979.7464614596882
2002-05-09,979.5435892479145
2002-05-10,980.7529956745395
2002-05-13,980.8115279001204
2002-05-14,976.5049896324518
2002-05-15,986.0669065851018
2002-05-16,990.0802827493997
2002-05-17,1001.2660105932529
2002-05-20,1000.8522037953869
2002-05-21,1002.4189019841568
2002-05-22,1009.1557374623404
2002-05-23,1006.2638636292154
2002-05-24,1007.9202432632883
2002-05-27,1006.3813950173501
2002-05-28,1011.6095974627934
2002-05-29,1011.7696700210067
2002-05-30,1011.3041330637376
2002-05-31,1004.27018882894
2002-06-03,1008.0930748443118
2002-06-04,998.9064694719368
2002-06-05,994.9369917819795
2002-06-06,999.2581326360397
2002-06-07,993.7004676183417
2002-06-10,992.9545786052512
2002-06-11,993.7550082728067
2002-06-12,985.8082439567172
2002-06-13,978.1845479656555
2002-06-14,963.0042452902203
2002-06-17,966.4821568419696
2002-06-18,972.4253610656399
2002-06-19,967.3338298929168
2002-06-20,969.2967722514082
2002-06-21,970.5500244387927
2002-06-24,969.6538818679988
2002-06-25,971.9478047644635
2002-06-26,970.9546154399519
2002-06-27,973.9744561425917
2002-06-28,995.9995871033844
2002-07-01,994.773148065799
2002-07-02,987.7599350203449
2002-07-03,982.5335945040422
2002-07-04,985.9973002649032
2002-07-05,998.2285853385437
2002-07-08,1008.2911971322153
2002-07-09,1014.1434902763069
2002-07-10,994.7549615258202
2002-07-11,976.6381919323638
2002-07-12,976.7048890529541
2002-07-15,966.1707560335211
2002-07-16,957.602488224009
2002-07-17,960.106633352699
2002-07-18,965.4015687452528
2002-07-19,949.7640928821539
2002-07-22,925.5314265672133
2002-07-23,906.6617121528309
2002-07-24,892.8939148766378
2002-07-25,909.6269096114247
2002-07-26,896.1195851846514
2002-07-29,911.6536008706464
2002-07-30,922.2722550566757
2002-07-31,921.7131210620072
2002-08-01,913.4476032343885
2002-08-02,914.1368073698173
2002-08-05,903.8838329075868
2002-08-06,896.939360840868
2002-08-07,908.7203677067647
2002-08-08,918.8146503447954
2002-08-09,929.7525905006333
2002-08-12,926.4389803064234
2002-08-13,931.2354443513407
2002-08-14,935.5836217403944
2002-08-15,942.1874303332421
2002-08-16,945.0706051595124
2002-08-19,941.8848653538745
2002-08-20,933.3319327095138
2002-08-21,940.2919276245959
2002-08-22,939.5309271721541
2002-08-23,934.9413526501204
2002-08-26,936.7203690815757
2002-08-27,947.5614121507963
2002-08-28,936.3098379459058
2002-08-29,927.5828054029809
2002-08-30,930.5934324854364
2002-09-02,925.172440785139
2002-09-03,914.9583677055357
2002-09-04,911.53664331496
2002-09-05,910.6599416200095
2002-09-06,916.3054167151674
2002-09-09,912.3911306930388
2002-09-10,912.9286334520405
2002-09-11,919.2406790056091
2002-09-12,912.3550491006516
2002-09-13,904.2700735334558
2002-09-16,896.5740814633995
2002-09-17,898.0004356066029
2002-09-18,890.0094360264079
2002-09-19,889.5260961964677
2002-09-20,882.2526995288597
2002-09-23,869.2553638209038
2002-09-24,860.163753612468
2002-09-25,860.455234354071
2002-09-26,875.1189681328859
