Date,EAFE ex JAPAN MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.2389714116276
2001-06-04,1005.3771109027244
2001-06-05,1012.0878201759898
2001-06-06,1008.324614428914
2001-06-07,1012.5138722279291
2001-06-08,1011.6038997369792
2001-06-11,1000.2188228396183
2001-06-12,1001.2296839013038
2001-06-13,1009.1922084643123
2001-06-14,1011.9488463149971
2001-06-15,1010.0266197984215
2001-06-18,1003.0636075280722
2001-06-19,1000.6872344291772
2001-06-20,995.1898409413427
2001-06-21,995.005225986701
2001-06-22,998.3996280500484
2001-06-25,1002.8956700887428
2001-06-26,997.927518925709
2001-06-27,996.3399057072089
2001-06-28,990.766433681571
2001-06-29,995.5612261889111
2001-07-02,999.0063372063622
2001-07-03,994.3424829705261
2001-07-04,993.0798814735322
2001-07-05,984.1517251598141
2001-07-06,979.1440613169141
2001-07-09,981.0667127404508
2001-07-10,984.7536831989785
2001-07-11,985.2332354726252
2001-07-12,981.2267466559833
2001-07-13,983.357663041036
2001-07-16,984.0917444489381
2001-07-17,976.793537667567
2001-07-18,989.3168907175199
2001-07-19,997.717416177748
2001-07-20,997.0917434315688
2001-07-23,994.4799704582862
2001-07-24,992.9374788313231
2001-07-25,989.7393450679027
2001-07-26,990.4879246909682
2001-07-27,995.8888734394819
2001-07-30,1000.7515156743765
2001-07-31,1009.3384252742993
2001-08-01,1018.7209814168145
2001-08-02,1018.7812842363422
2001-08-03,1014.6303184619594
2001-08-06,1010.5040535797285
2001-08-07,1008.1432269774261
2001-08-08,1002.4518004266528
2001-08-09,1003.0342346637889
2001-08-10,1006.5735442595831
2001-08-13,1012.4064795531011
2001-08-14,1015.730512225584
2001-08-15,1027.529165865244
2001-08-16,1025.0128660952548
2001-08-17,1022.2567966305415
2001-08-20,1017.7638485862897
2001-08-21,1024.8292045475607
2001-08-22,1032.0679463795177
2001-08-23,1027.958074658998
2001-08-24,1035.5626795402604
2001-08-27,1033.4857373000236
2001-08-28,1026.6113495670345
2001-08-29,1024.8930202682743
2001-08-30,1012.4860527064579
2001-08-31,1012.8294451028121
2001-09-03,1005.7903548125788
2001-09-04,999.1752845681065
2001-09-05,991.0498627524295
2001-09-06,982.7998299312183
2001-09-07,977.0106582482201
2001-09-10,962.0763924581939
2001-09-11,934.2246027115503
2001-09-12,932.2272991290625
2001-09-13,943.7777742933614
2001-09-14,925.2314363086549
2001-09-17,923.8618561580089
2001-09-18,916.6388945814355
2001-09-19,913.1774688562954
2001-09-20,884.0128910149049
2001-09-21,849.0679295144321
2001-09-24,874.0084812842925
2001-09-25,885.0748282439956
2001-09-26,892.916329546532
2001-09-27,906.5045869329668
2001-09-28,921.9245342313607
2001-10-01,917.2935949274121
2001-10-02,926.8558787965975
2001-10-03,932.394762628941
2001-10-04,943.264262803223
2001-10-05,946.6920611972525
2001-10-08,942.8616780027301
2001-10-09,940.7755743783802
2001-10-10,946.8089090541931
2001-10-11,946.676651387694
2001-10-12,948.5557166332503
2001-10-15,941.2011215882355
2001-10-16,944.8836831711258
2001-10-17,954.5878170866662
2001-10-18,941.6828026549373
2001-10-19,926.4210653082781
2001-10-22,928.802348397525
2001-10-23,935.7419505859542
2001-10-24,937.9715615379772
2001-10-25,931.1758487518279
2001-10-26,939.9131220744937
2001-10-29,936.5301114962788
2001-10-30,929.1086047104347
2001-10-31,931.1734022794456
2001-11-01,939.7616809925447
2001-11-02,937.811912239718
2001-11-05,943.7057296279384
2001-11-06,944.0827058775277
2001-11-07,948.8951270943608
2001-11-08,952.9417654522016
2001-11-09,949.9997501888618
2001-11-12,940.321098427149
2001-11-13,943.1366489805126
2001-11-14,943.2850098365745
2001-11-15,937.0287722883419
2001-11-16,942.3647886229552
2001-11-19,945.0823666281776
2001-11-20,943.5483409606269
2001-11-21,941.0352615567311
2001-11-22,946.402211946644
2001-11-23,942.1771134730354
2001-11-26,941.5324448268407
2001-11-27,939.0310987348415
2001-11-28,937.8244450584185
2001-11-29,941.4828060373353
2001-11-30,952.4929399495516
2001-12-03,945.7327239315485
2001-12-04,952.3738810339166
2001-12-05,959.9361972824241
2001-12-06,964.4159906542424
2001-12-07,957.0647902346409
2001-12-10,947.6623688751316
2001-12-11,947.0249269924365
