Date,WORLD MINIMUM VOLATILITY (EUR)
2001-11-30,1000.0
2001-12-03,995.3067341962931
2001-12-04,1000.0732103305589
2001-12-05,1006.974114256521
2001-12-06,1004.2228371009236
2001-12-07,999.1188533853538
2001-12-10,989.7563281688085
2001-12-11,984.2769024934976
2001-12-12,987.8454079350988
2001-12-13,980.3200731360454
2001-12-14,981.7125694747118
2001-12-17,986.4008527872436
2001-12-18,990.8183584084942
2001-12-19,993.818651759338
2001-12-20,996.4632059410787
2001-12-21,996.894285905226
2001-12-24,995.0514857813907
2001-12-25,994.2527007511558
2001-12-26,995.5476831096701
2001-12-27,1005.1281490933184
2001-12-28,1007.5191218827362
2001-12-31,1007.3408884735708
2002-01-01,1007.3408884735708
2002-01-02,1009.4688657030583
2002-01-03,1011.3400959142188
2002-01-04,1013.2708251867036
2002-01-07,1008.55347624759
2002-01-08,999.9253312337859
2002-01-09,996.4767474681096
2002-01-10,996.692483277186
2002-01-11,995.85233179784
2002-01-14,994.7907975952021
2002-01-15,998.8547735097159
2002-01-16,991.3585797719844
2002-01-17,994.0205244094038
2002-01-18,993.6017457519007
2002-01-21,993.5358107325239
2002-01-22,991.6138107426221
2002-01-23,993.3014464756359
2002-01-24,989.8860029929625
2002-01-25,985.5073283665703
2002-01-28,986.973479718844
2002-01-29,975.1683622470018
2002-01-30,974.5200050375322
2002-01-31,985.0926399724219
2002-02-01,983.635354043388
2002-02-04,978.413065514551
2002-02-05,975.4139766844723
2002-02-06,969.1065501639691
2002-02-07,970.9575128562058
2002-02-08,977.4330159623635
2002-02-11,984.1931653063713
2002-02-12,988.5985280190588
2002-02-13,993.3671968784854
2002-02-14,996.6040055962634
2002-02-15,995.6935540772646
2002-02-18,993.6292032881846
2002-02-19,982.5818658539105
2002-02-20,985.7964111222668
2002-02-21,984.763337190128
2002-02-22,992.331513731468
2002-02-25,996.0301021581276
2002-02-26,995.5760127949806
2002-02-27,1001.3131545132704
2002-02-28,1002.4563284438368
2002-03-01,1015.2011817873082
2002-03-04,1028.2070636141357
2002-03-05,1023.9037826441645
2002-03-06,1032.3306546173965
2002-03-07,1038.4308042945888
2002-03-08,1036.6700285150291
2002-03-11,1040.7313933518587
2002-03-12,1036.92119428995
2002-03-13,1032.4510803610424
2002-03-14,1037.7860032517528
2002-03-15,1044.3836148561397
2002-03-18,1042.2808511412504
2002-03-19,1048.3365882809571
2002-03-20,1040.9437604701925
2002-03-21,1040.1877602239633
2002-03-22,1037.6259834384957
2002-03-25,1032.9951350016684
2002-03-26,1032.4012268115089
2002-03-27,1035.9078681809046
2002-03-28,1040.4111257985917
2002-03-29,1038.0723056800966
2002-04-01,1039.253104131577
2002-04-02,1040.4799870100212
2002-04-03,1037.5693610554429
2002-04-04,1036.4731767397138
2002-04-05,1034.003864639805
2002-04-08,1030.2308702822743
2002-04-09,1026.731497473369
2002-04-10,1037.9826811954554
2002-04-11,1027.0269937190108
2002-04-12,1028.4543572271532
2002-04-15,1028.7056518716263
2002-04-16,1038.6135856460494
2002-04-17,1040.9900931369693
2002-04-18,1044.3073579836832
2002-04-19,1045.6008048725016
2002-04-22,1042.433430714198
2002-04-23,1040.9384071376169
2002-04-24,1039.7918549308488
2002-04-25,1040.4384290556366
2002-04-26,1037.041430067267
2002-04-29,1031.668630658744
2002-04-30,1035.3484352886153
2002-05-01,1046.2523658480327
2002-05-02,1045.888891491796
2002-05-03,1047.515323795148
2002-05-06,1040.707088839339
2002-05-07,1031.978365027045
2002-05-08,1043.090741949466
2002-05-09,1039.0477395494383
2002-05-10,1035.565599860517
2002-05-13,1041.695510518285
2002-05-14,1043.3927171340843
2002-05-15,1045.7155816182126
2002-05-16,1050.2028824665226
2002-05-17,1058.7096434752036
2002-05-20,1055.9497785896626
2002-05-21,1055.6261808519953
2002-05-22,1063.2723968155608
2002-05-23,1065.7473011811533
2002-05-24,1061.410640132258
2002-05-27,1058.8273057315505
2002-05-28,1061.3930412800948
2002-05-29,1060.2665118583693
2002-05-30,1058.1495455110276
2002-05-31,1057.8674973678576
2002-06-03,1051.8820631167769
2002-06-04,1046.5564188121336
2002-06-05,1045.6178364914915
2002-06-06,1038.572256916302
2002-06-07,1035.468916647915
2002-06-10,1037.0296971179891
2002-06-11,1031.5090823719247
2002-06-12,1027.4230747458203
2002-06-13,1019.5555568740948
2002-06-14,1012.588644173737
2002-06-17,1024.5597720221147
2002-06-18,1028.6883079137667
2002-06-19,1022.0265420797026
2002-06-20,1022.2622147397254
2002-06-21,1015.7571357686566
2002-06-24,1013.5924074595818
2002-06-25,1008.7289023822575
2002-06-26,1009.3634342696305
2002-06-27,1016.357583627563
2002-06-28,1027.2922910933385
2002-07-01,1019.4137150436328
2002-07-02,1008.8340470707525
2002-07-03,1003.4505754837946
2002-07-04,1005.7569637972854
2002-07-05,1021.6060062551853
2002-07-08,1025.78946583094
2002-07-09,1017.067938657986
2002-07-10,993.592523262433
2002-07-11,982.578160845437
2002-07-12,978.0654797292184
2002-07-15,968.7733196745168
2002-07-16,956.0777919473695
2002-07-17,960.6887278416282
2002-07-18,950.15574062668
2002-07-19,922.9456795896493
2002-07-22,899.6672410860584
2002-07-23,880.8998373524851
2002-07-24,897.5726516017131
2002-07-25,913.8736441780942
2002-07-26,912.5069219792263
2002-07-29,938.196507461275
2002-07-30,945.7103378205571
2002-07-31,956.0794288489665
2002-08-01,939.3365457262315
2002-08-02,937.4286237390702
2002-08-05,919.9041973170112
2002-08-06,923.8290539162583
2002-08-07,937.2559867372707
2002-08-08,954.2975465316438
2002-08-09,962.7210730142046
2002-08-12,959.6784924663572
2002-08-13,954.6108675187744
2002-08-14,971.792660269763
2002-08-15,978.2086226518923
2002-08-16,978.4608982740633
2002-08-19,980.5650130436994
2002-08-20,968.2160529477211
2002-08-21,976.517970394257
2002-08-22,982.2584493319562
2002-08-23,971.9683348076009
2002-08-26,979.270817546371
2002-08-27,980.9440698550018
2002-08-28,968.4722381499203
2002-08-29,962.7590195098011
2002-08-30,966.3733610595641
2002-09-02,963.2575931884741
2002-09-03,942.2327444112664
2002-09-04,946.445088519669
2002-09-05,945.4553225784133
2002-09-06,951.4448324907822
2002-09-09,953.2626113440394
2002-09-10,952.7420049493625
2002-09-11,955.9822986493496
2002-09-12,943.8704468126473
2002-09-13,942.9187475530244
2002-09-16,941.5159191106679
2002-09-17,930.2291132783871
2002-09-18,927.1209730399275
2002-09-19,914.1599335659902
2002-09-20,914.949382055509
2002-09-23,904.629506857693
2002-09-24,893.986017487287
2002-09-25,901.8533716184215
2002-09-26,918.009426094854
2002-09-27,907.1937484853673
2002-09-30,899.2805048632799
2002-10-01,912.1633462961062
2002-10-02,909.0010026667975
2002-10-03,906.5972392685826
2002-10-04,895.0242471521059
2002-10-07,881.0307153992655
2002-10-08,882.9219439126585
2002-10-09,870.3914704338782
2002-10-10,880.3181824944783
2002-10-11,900.2154891414079
2002-10-14,904.6835037498718
2002-10-15,924.1613319302971
2002-10-16,915.3517573250593
2002-10-17,921.1866509066643
2002-10-18,921.8896331185443
2002-10-21,928.8007986874164
2002-10-22,921.1663434930651
2002-10-23,916.8919233152686
2002-10-24,915.2242650650691
2002-10-25,923.0949161067326
2002-10-28,922.9603891513462
2002-10-29,912.0118941747353
2002-10-30,920.9656458567425
