Date,EUROPE ex UK MINIMUM VOLATILITY (GBP)
2001-05-31,1000.0
2001-06-01,997.9720945550359
2001-06-04,1001.1815954769138
2001-06-05,1009.1685843027873
2001-06-06,1007.6674240866843
2001-06-07,1009.3627003509426
2001-06-08,1007.2579800786398
2001-06-11,995.2638388337834
2001-06-12,996.9107249179073
2001-06-13,1007.0098037177187
2001-06-14,1009.6517636736045
2001-06-15,1006.9489324670185
2001-06-18,999.9447438886027
2001-06-19,996.3625058069558
2001-06-20,987.0038466775779
2001-06-21,983.9598677918253
2001-06-22,988.4218456646897
2001-06-25,995.3296220606113
2001-06-26,989.3885956715883
2001-06-27,984.4147044060998
2001-06-28,981.3210589710021
2001-06-29,987.4748503623514
2001-07-02,992.9307231091166
2001-07-03,989.0005731581547
2001-07-04,986.5200948296421
2001-07-05,976.6908955647162
2001-07-06,971.1046302642674
2001-07-09,975.4272267648299
2001-07-10,980.121749025057
2001-07-11,980.4908726485061
2001-07-12,972.3276099182785
2001-07-13,976.6552230303472
2001-07-16,978.4497350295436
2001-07-17,971.9265578089688
2001-07-18,987.145340096622
2001-07-19,997.1173760411907
2001-07-20,994.7079274195538
2001-07-23,992.8237688093809
2001-07-24,995.1557273477151
2001-07-25,988.7960951747189
2001-07-26,990.392336287597
2001-07-27,997.410302202088
2001-07-30,1004.809267977844
2001-07-31,1010.2839193691301
2001-08-01,1017.4122146661998
2001-08-02,1017.5068966920369
2001-08-03,1015.5572870578122
2001-08-06,1012.6558378481321
2001-08-07,1008.5500915853347
2001-08-08,1002.2972314466404
2001-08-09,1004.6858042779138
2001-08-10,1006.8965558129316
2001-08-13,1017.2899142929922
2001-08-14,1021.2657591747889
2001-08-15,1033.183110300624
2001-08-16,1030.2522808851597
2001-08-17,1024.0066379747916
2001-08-20,1017.9083264533467
2001-08-21,1022.58420452224
2001-08-22,1031.7196896377734
2001-08-23,1028.2416593484131
2001-08-24,1037.7685806305285
2001-08-27,1034.0930137769503
2001-08-28,1023.5389586987798
2001-08-29,1022.443843274719
2001-08-30,1006.5308336186487
2001-08-31,1009.3260803674189
2001-09-03,998.8407955257564
2001-09-04,989.0152197041506
2001-09-05,979.6944631907421
2001-09-06,973.9812485726686
2001-09-07,972.0721163466799
2001-09-10,953.6125821716739
2001-09-11,918.6794840265318
2001-09-12,921.4488700938878
2001-09-13,931.9084107366008
2001-09-14,910.051535720295
2001-09-17,913.748936103376
2001-09-18,909.1934819805883
2001-09-19,906.7229784378844
2001-09-20,869.7910569358115
2001-09-21,834.4742336372982
2001-09-24,863.2086448501462
2001-09-25,876.8906142208821
2001-09-26,887.8394778481714
2001-09-27,899.5501239624411
2001-09-28,910.3488934217976
2001-10-01,908.0033045924996
2001-10-02,918.8921157954793
2001-10-03,922.1854957065674
2001-10-04,934.2495905837782
2001-10-05,935.371658588007
2001-10-08,934.3498477095379
2001-10-09,933.8506279075932
2001-10-10,942.635427031583
