Date,WORLD MINIMUM VOLATILITY (JPY)
2001-11-30,1000.0
2001-12-03,994.9248073899371
2001-12-04,1000.2798489172047
2001-12-05,1007.8024642698784
2001-12-06,1004.7631014979493
2001-12-07,1000.3728172786992
2001-12-10,991.3730004520814
2001-12-11,985.1733873096448
2001-12-12,988.457748038229
2001-12-13,980.5560929793007
2001-12-14,981.990293300466
2001-12-17,985.2675175958243
2001-12-18,990.2079969092362
2001-12-19,993.7351363429893
2001-12-20,995.6687810836388
2001-12-21,995.81242097013
2001-12-24,995.4758323929657
2001-12-25,994.7070577771594
2001-12-26,996.3490340565986
2001-12-27,1005.0543444395631
2001-12-28,1007.9092473118305
2001-12-31,1006.8846517125914
2002-01-01,1006.8846517125914
2002-01-02,1006.8384605640074
2002-01-03,1008.9915122533959
2002-01-04,1012.1677559411007
2002-01-07,1009.2266749557247
2002-01-08,1001.1893163531682
2002-01-09,998.1693941463658
2002-01-10,997.0801548258173
2002-01-11,995.1631273124597
2002-01-14,994.5325899804883
2002-01-15,998.0786567116668
2002-01-16,991.5167096638775
2002-01-17,992.5442276812255
2002-01-18,991.3692860045832
2002-01-21,991.2344449421295
2002-01-22,988.7366787140678
2002-01-23,990.4881529963989
2002-01-24,988.4731423950142
2002-01-25,986.147806824239
2002-01-28,987.8245502461551
2002-01-29,976.3215471314845
2002-01-30,975.4061914493238
2002-01-31,986.2989281325173
2002-02-01,984.647230932872
2002-02-04,978.8945062909189
2002-02-05,975.3526951798177
2002-02-06,970.4737316913192
2002-02-07,971.385737328392
2002-02-08,977.8799992566161
2002-02-11,985.3240241890826
2002-02-12,989.430550631613
2002-02-13,994.8113323901399
2002-02-14,998.5508547461749
2002-02-15,997.5300149096913
2002-02-18,996.3391103970218
2002-02-19,985.1560533360341
2002-02-20,988.5703727062953
2002-02-21,988.4389491608192
2002-02-22,995.5332393720904
2002-02-25,999.1025295160779
2002-02-26,999.3950137358955
2002-02-27,1005.0458920451927
2002-02-28,1006.3625156149169
2002-03-01,1019.5470393103988
2002-03-04,1032.969692827027
2002-03-05,1028.9206700304708
2002-03-06,1037.589808707933
2002-03-07,1043.7086954695874
2002-03-08,1042.2370494633965
2002-03-11,1046.103746732788
2002-03-12,1042.3479077829932
2002-03-13,1037.5461461057787
2002-03-14,1041.7794588414772
2002-03-15,1048.4646180514465
2002-03-18,1047.1422233295104
2002-03-19,1053.4873050998228
2002-03-20,1046.2244816814002
2002-03-21,1045.3793099896307
2002-03-22,1042.79546114288
2002-03-25,1037.9614418415074
2002-03-26,1037.371208505137
2002-03-27,1042.061984131519
2002-03-28,1046.1103766642505
2002-03-29,1043.8321038454114
2002-04-01,1044.5930008991575
2002-04-02,1046.0498742797329
2002-04-03,1042.2700075838618
2002-04-04,1040.3745052346953
2002-04-05,1038.01436002593
2002-04-08,1035.9536018777458
2002-04-09,1031.8840424942357
2002-04-10,1042.6656530772984
2002-04-11,1032.1062381237793
2002-04-12,1032.7770871711825
2002-04-15,1033.2846082714682
2002-04-16,1042.7644695454762
2002-04-17,1045.7013243534625
2002-04-18,1048.3020829493926
2002-04-19,1050.025873530427
2002-04-22,1047.2963915056957
2002-04-23,1045.5262363845877
2002-04-24,1043.6960765830738
2002-04-25,1044.6248873736456
2002-04-26,1040.5255413043064
2002-04-29,1035.2139844805192
2002-04-30,1038.8646419826912
2002-05-01,1049.3124500554593
2002-05-02,1050.15314759426
2002-05-03,1051.4879867138905
2002-05-06,1043.5356078123336
2002-05-07,1035.5669068331108
2002-05-08,1047.5603102311395
2002-05-09,1044.100607857231
2002-05-10,1041.6272018902735
2002-05-13,1047.383164040179
2002-05-14,1049.7298069810013
2002-05-15,1050.643460718683
2002-05-16,1055.8190323832298
2002-05-17,1063.9164478357093
2002-05-20,1061.0070897012497
2002-05-21,1060.377107924726
2002-05-22,1067.8861857273102
2002-05-23,1070.9236888417734
2002-05-24,1065.9973021973333
2002-05-27,1063.7509389022778
2002-05-28,1064.6158342549677
2002-05-29,1062.1399073539792
2002-05-30,1059.568723996666
2002-05-31,1060.271671125659
2002-06-03,1053.965253795731
2002-06-04,1049.7201057524062
2002-06-05,1047.9936368692202
2002-06-06,1040.0708880781056
2002-06-07,1037.2006727470757
2002-06-10,1037.8166566273537
2002-06-11,1031.7924548187407
2002-06-12,1028.3671141444693
2002-06-13,1021.2752053713859
2002-06-14,1014.2917101838096
2002-06-17,1026.4155975324848
2002-06-18,1029.7044781481393
2002-06-19,1022.3800514385786
2002-06-20,1023.6349685686034
2002-06-21,1016.8761978829918
2002-06-24,1016.1869110131116
2002-06-25,1011.461453829491
2002-06-26,1010.7352859533847
2002-06-27,1018.4348651707727
2002-06-28,1027.35067535435
2002-07-01,1020.1689262888918
2002-07-02,1008.8274031363845
2002-07-03,1004.5737134573035
2002-07-04,1006.8245249410638
2002-07-05,1023.2952005141157
2002-07-08,1025.7238634475848
2002-07-09,1017.2211180809319
2002-07-10,995.1098874921543
2002-07-11,983.6499915202504
2002-07-12,979.6016819676881
2002-07-15,969.3313058558743
2002-07-16,957.1033996739214
2002-07-17,959.9817965949209
2002-07-18,950.0209164629481
2002-07-19,922.9918156888905
2002-07-22,901.3314120917668
2002-07-23,884.0334300148363
2002-07-24,902.0707740625205
2002-07-25,915.8143084215662
2002-07-26,914.7901257004847
2002-07-29,939.1186896006776
2002-07-30,948.0075879643864
2002-07-31,959.1766844207991
2002-08-01,941.6141251276782
2002-08-02,939.3453863694414
2002-08-05,921.997634393566
2002-08-06,925.6995312300566
2002-08-07,939.9163392412663
2002-08-08,956.8848457607423
2002-08-09,965.0551171673526
2002-08-12,962.276475759607
2002-08-13,956.5779341993253
2002-08-14,974.181248933436
2002-08-15,980.6699220142115
2002-08-16,980.0921078759206
2002-08-19,981.2100611484647
2002-08-20,970.0651757825025
2002-08-21,977.7490962402705
2002-08-22,984.4373528854463
2002-08-23,973.7870236145932
2002-08-26,982.1641025685335
2002-08-27,982.4154913149271
2002-08-28,970.5142860241272
2002-08-29,964.8266111805618
2002-08-30,967.8084108930617
2002-09-02,965.4133778350122
2002-09-03,944.4539317512374
2002-09-04,947.8702356312361
2002-09-05,946.8300542620547
2002-09-06,952.8935957056349
2002-09-09,955.3535744699743
2002-09-10,955.7112265395796
2002-09-11,957.5113970862535
2002-09-12,946.1189756759816
2002-09-13,945.7813038563678
2002-09-16,945.5428078571779
2002-09-17,934.1808022129611
2002-09-18,931.0174671909659
2002-09-19,919.0194243351493
2002-09-20,920.0641743874805
2002-09-23,910.3479472043446
2002-09-24,900.6359451475305
2002-09-25,908.4460124608612
2002-09-26,923.3966345368008
2002-09-27,913.3772285856752
2002-09-30,906.634493927131
2002-10-01,918.7626724015588
2002-10-02,914.3918246785461
2002-10-03,911.7705461583579
2002-10-04,900.8546490023116
2002-10-07,886.9540328898879
2002-10-08,889.0620698612271
2002-10-09,876.1451057314634
2002-10-10,885.6090940101133
2002-10-11,904.2658582632456
2002-10-14,908.6317539920747
2002-10-15,927.5846781069316
2002-10-16,919.0877528718822
2002-10-17,926.4292087044012
2002-10-18,926.6852734305313
2002-10-21,933.2030619059892
2002-10-22,922.4413820759196
2002-10-23,921.1231364140509
2002-10-24,917.9568794408164
2002-10-25,926.3049582752309
2002-10-28,925.7579496005341
2002-10-29,915.7614954566895
2002-10-30,924.5176524729288
2002-10-31,923.2945743020874
2002-11-01,927.707530782295
2002-11-04,931.6644880493988
2002-11-05,939.1133029517822
2002-11-06,942.1667718143882
2002-11-07,936.3907093048796
2002-11-08,932.2239956450336
2002-11-11,922.2966336386913
2002-11-12,922.8311057588011
2002-11-13,917.6440081223457
2002-11-14,925.9437213786783
2002-11-15,934.0788201526575
2002-11-18,927.8288420452358
2002-11-19,927.1222456436656
2002-11-20,929.7185208838885
2002-11-21,936.2268283860245
2002-11-22,935.5720142221214
2002-11-25,933.445977804128
2002-11-26,921.4328298632734
2002-11-27,933.3058668828689
2002-11-28,936.7131904681489
2002-11-29,933.977179065855
2002-12-02,930.0602606810305
2002-12-03,929.7007862811471
2002-12-04,929.4577400200516
2002-12-05,924.2479504531723
2002-12-06,929.0319199854413
2002-12-09,922.9232381268508
2002-12-10,928.0038935066091
2002-12-11,928.743436542291
2002-12-12,929.5031676058117
2002-12-13,929.4695429586675
2002-12-16,938.013928628985
2002-12-17,936.2329438031653
2002-12-18,929.593061498351
2002-12-19,927.288184265124
2002-12-20,933.1364685214194
2002-12-23,937.4489840170901
2002-12-24,938.0797073668004
2002-12-25,937.818756712098
2002-12-26,939.8787340392078
2002-12-27,932.7274915267036
2002-12-30,939.9603571728809
2002-12-31,941.7769916896054
2003-01-01,941.7769916896054
2003-01-02,952.586714365471
2003-01-03,956.0625509787161
2003-01-06,971.8931990854186
2003-01-07,957.5170180288566
2003-01-08,948.770621992728
2003-01-09,956.8947972358247
2003-01-10,956.8319742285034
2003-01-13,955.024797843602
2003-01-14,958.9570572501364
2003-01-15,954.1431905988421
2003-01-16,954.6312228776545
2003-01-17,949.6412031362648
2003-01-20,947.4750756944027
2003-01-21,942.052870124367
2003-01-22,936.7059448899327
2003-01-23,941.2804511815797
2003-01-24,930.2877128240276
2003-01-27,914.5295162811997
2003-01-28,919.0419291993961
2003-01-29,920.6015258120182
2003-01-30,913.3083515605172
2003-01-31,918.3750250204104
2003-02-03,922.2971118850919
2003-02-04,921.678260168273
2003-02-05,918.4941316594344
2003-02-06,914.5476496938126
2003-02-07,908.8922060947804
