Date,LITHUANIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1015.3766433083773
2010-12-02,1001.8864887407118
2010-12-03,988.0144149315583
2010-12-06,984.3885601333674
2010-12-07,974.9613376580708
2010-12-08,975.5535502819721
2010-12-09,945.5556242653321
2010-12-10,940.4794275478646
2010-12-13,968.8714110791336
2010-12-14,966.2592861424122
2010-12-15,980.3109984571308
2010-12-16,971.6089469414726
2010-12-17,974.5487635397346
2010-12-20,956.4105464295474
2010-12-21,962.3448724423899
2010-12-22,954.5235924524643
2010-12-23,963.647161205691
2010-12-24,963.647161205691
2010-12-27,966.5478450442436
2010-12-28,961.3702753406292
2010-12-29,970.0723268562875
2010-12-30,998.0498753237363
2010-12-31,998.0498753237362
2011-01-03,980.4114409705354
2011-01-04,978.4853542337431
2011-01-05,968.0132817837582
2011-01-06,973.7288365313262
2011-01-07,975.26499138014
2011-01-10,962.9446324764099
2011-01-11,967.1551524883829
2011-01-12,975.2725387902591
2011-01-13,969.7672774251042
2011-01-14,967.8954182682594
2011-01-17,967.638444716018
2011-01-18,986.1274609544746
2011-01-19,981.7764351966455
2011-01-20,981.7764351966456
2011-01-21,976.7077858892973
2011-01-24,971.7871897379246
2011-01-25,952.8073338617137
2011-01-26,950.6242735726798
2011-01-27,976.9185445080818
2011-01-28,978.1505803984548
2011-01-31,993.4183033105663
2011-02-01,971.2176193443811
2011-02-02,986.6418732953291
2011-02-03,987.0006850700886
2011-02-04,984.8954250641021
2011-02-07,991.4846691636548
2011-02-08,1006.7448446656468
2011-02-09,1004.2340927150726
2011-02-10,1001.7775683444456
2011-02-11,992.6464521810996
2011-02-14,1002.791298205915
2011-02-15,998.2997667022299
2011-02-16,998.2997667022299
2011-02-17,994.6739119040388
2011-02-18,996.4128127251469
2011-02-21,997.137983684785
2011-02-22,987.5778028737515
2011-02-23,986.8526319141133
2011-02-24,979.3123634159
2011-02-25,962.0563135405586
2011-02-28,940.2771468119419
2011-03-01,949.8840077928038
2011-03-02,930.8966045064735
2011-03-03,930.1714335468355
2011-03-04,940.760439039577
2011-03-07,921.773035753247
2011-03-08,934.6780598707592
2011-03-09,927.2000315989836
2011-03-10,924.3851606899683
2011-03-11,924.3851606899682
2011-03-14,903.5258982467933
2011-03-15,871.9446719751401
2011-03-16,898.4572489394452
2011-03-17,885.0840274145363
2011-03-18,905.2647990679013
2011-03-21,908.8128535830451
2011-03-22,916.5563332899237
2011-03-23,918.7318461688383
2011-03-24,908.5945475541419
2011-03-25,908.5945475541419
2011-03-28,928.0110154881595
2011-03-29,908.5945475541419
2011-03-30,920.9149064578721
2011-03-31,920.8135334717251
2011-04-01,920.813533471725
2011-04-04,916.5714281101622
2011-04-05,911.6357371385509
2011-04-06,920.8135334717253
2011-04-07,913.1563319307555
2011-04-08,918.7318461688386
2011-04-11,920.3302412440901
2011-04-12,916.7043864458991
2011-04-13,926.8416850605954
2011-04-14,930.896604506474
2011-04-15,928.8691447835348
2011-04-18,921.624982597272
2011-04-19,904.9611453458319
2011-04-20,911.4876839825755
2011-04-21,964.342142524853
2011-04-22,964.342142524853
2011-04-25,964.342142524853
2011-04-26,928.8540499632963
2011-04-27,940.4492379073882
2011-04-28,935.3805886000399
2011-04-29,936.3867710513903
2011-05-02,931.0295628422108
2011-05-03,944.0750927055792
2011-05-04,930.5854033742851
2011-05-05,928.5579436513457
2011-05-06,910.7247759723415
2011-05-09,914.7796954182198
2011-05-10,916.8071551411591
2011-05-11,919.7078389797119
2011-05-12,936.098212149559
2011-05-13,951.3041600716035
2011-05-16,924.6906753575225
2011-05-17,949.4638862643486
2011-05-18,941.4554203587384
2011-05-19,945.5103398046168
2011-05-20,946.2355107642551
2011-05-23,933.1824334907676
2011-05-24,1303.6379923951117
2011-05-25,1309.1357063501478
2011-05-26,1321.8775824914458
2011-05-27,1324.918772075855
2011-05-30,1333.9093824933445
2011-05-31,1331.445310712599
2011-06-01,1333.38682805553
2011-06-02,1333.38682805553
2011-06-03,1347.093683696253
2011-06-06,1342.5715660499511
2011-06-07,1341.8876668455393
2011-06-08,1344.141045107571
2011-06-09,1345.0157786758489
2011-06-10,1340.1698712539949
2011-06-13,1328.6083732801696
2011-06-14,1335.3437065206995
2011-06-15,1330.9976006678496
2011-06-16,1328.9354620505208
2011-06-17,1364.0311139031387
2011-06-20,1359.525091417867
2011-06-21,1369.1366574488502
2011-06-22,1356.2832283126063
2011-06-23,1367.7507374748138
2011-06-24,1367.7507374748138
2011-06-27,1353.5541159883437
2011-06-28,1365.8810543446968
2011-06-29,1358.206680838431
2011-06-30,1348.7887293890637
2011-07-01,1390.3170022018141
2011-07-04,1408.938028472558
2011-07-05,1424.1388246824513
2011-07-06,1424.1388246824515
2011-07-07,1423.7570794318383
2011-07-08,1411.6141819627867
2011-07-11,1417.2476276178656
2011-07-12,1404.2600470022007
2011-07-13,1413.5400661736305
2011-07-14,1417.0314531566103
2011-07-15,1423.3038485011407
2011-07-18,1440.619838460054
2011-07-19,1441.7762492547795
2011-07-20,1437.3602590704165
2011-07-21,1439.5734746646447
2011-07-22,1424.1038541426417
2011-07-25,1424.1038541426417
2011-07-26,1420.7157009076384
2011-07-27,1432.4073938501751
2011-07-28,1430.8921659919808
2011-07-29,1429.3889237383453
2011-08-01,1431.733201611065
2011-08-02,1434.0267425408997
2011-08-03,1427.4272584260182
2011-08-04,1417.8301862074943
2011-08-05,1397.8557220693983
2011-08-08,1362.0266255792667
2011-08-09,1346.4604546968792
2011-08-10,1387.0025372798643
2011-08-11,1384.3303806955491
2011-08-12,1374.997666425019
2011-08-15,1374.9976664250187
2011-08-16,1399.143117876007
2011-08-17,1401.0503471358713
2011-08-18,1364.9533013979344
2011-08-19,1351.3317610913057
2011-08-22,1345.0772704912524
2011-08-23,1344.7131573690765
2011-08-24,1319.5430641999767
2011-08-25,1298.0017908860395
2011-08-26,1250.8078661939776
2011-08-29,1299.2419587794695
2011-08-30,1323.2635678802658
2011-08-31,1323.263567880266
2011-09-01,1333.1849110277035
2011-09-02,1336.6062241492202
2011-09-05,1323.263567880266
2011-09-06,1332.610668993552
2011-09-07,1349.1912707337701
2011-09-08,1319.9339385838755
2011-09-09,1323.1718840551393
2011-09-12,1307.0497014405532
2011-09-13,1314.0081505921064
2011-09-14,1288.2879544722482
2011-09-15,1316.030067253334
2011-09-16,1291.3425322932594
2011-09-19,1260.36247404091
2011-09-20,1256.5502865354945
2011-09-21,1256.5502865354945
2011-09-22,1221.7580407777295
2011-09-23,1219.27770499087
2011-09-26,1227.9588802448782
2011-09-27,1235.3998876054566
2011-09-28,1249.8910279427143
2011-09-29,1227.9588802448782
2011-09-30,1213.8586142915196
2011-10-03,1212.61844639809
2011-10-04,1193.5575088710123
2011-10-05,1184.8087888752711
2011-10-06,1210.9439984624216
2011-10-07,1203.2279396264641
2011-10-10,1262.065933568419
2011-10-11,1248.998328774844
2011-10-12,1237.0792080495721
2011-10-13,1282.8254581145584
2011-10-14,1277.1071768564352
2011-10-17,1300.9454183069788
2011-10-18,1261.3758686257477
2011-10-19,1300.4628600979536
2011-10-20,1292.8384850871225
2011-10-21,1298.5567663452457
