Date,CROATIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1006.3170707599329
2010-12-02,1008.4781856261387
2010-12-03,1019.4340049980552
2010-12-06,1023.9488158908539
2010-12-07,1021.2840829035586
2010-12-08,1032.8436458609135
2010-12-09,1053.8857721386546
2010-12-10,1057.2978458223402
2010-12-13,1063.6209038570667
2010-12-14,1088.2275377803714
2010-12-15,1096.945483009914
2010-12-16,1072.0078754084955
2010-12-17,1070.69759205331
2010-12-20,1078.4547846990654
2010-12-21,1077.1666944457504
2010-12-22,1072.2069989172535
2010-12-23,1073.636783376875
2010-12-24,1070.2997310116484
2010-12-27,1069.9086003370028
2010-12-28,1072.703929221779
2010-12-29,1075.9010430247004
2010-12-30,1076.5756096859677
2010-12-31,1083.2189220972734
2011-01-03,1090.153810570096
2011-01-04,1099.6610557470465
2011-01-05,1110.2440314809464
2011-01-06,1109.3647745168705
2011-01-07,1111.117131476712
2011-01-10,1125.262126669036
2011-01-11,1151.8090494819483
2011-01-12,1160.6527461582891
2011-01-13,1171.8615454886612
2011-01-14,1156.8617366766296
2011-01-17,1148.2302730689846
2011-01-18,1174.8733272573452
2011-01-19,1179.1623963069705
2011-01-20,1159.3166833514451
2011-01-21,1168.4621015777243
2011-01-24,1169.1064636856804
2011-01-25,1171.078047536658
2011-01-26,1172.2801005154638
2011-01-27,1162.9212257582958
2011-01-28,1161.2837096454502
2011-01-31,1151.2618958797357
2011-02-01,1157.659821377384
2011-02-02,1163.7741542282317
2011-02-03,1154.3480555638841
2011-02-04,1155.939388882061
2011-02-07,1165.4746319179894
2011-02-08,1165.6040932720666
2011-02-09,1169.1845716302328
2011-02-10,1177.1114764760327
2011-02-11,1169.8568205308893
2011-02-14,1173.1578296218463
2011-02-15,1161.6226065401813
2011-02-16,1140.9250239183107
2011-02-17,1138.9416518655485
2011-02-18,1143.327934266342
2011-02-21,1174.6909014787761
2011-02-22,1168.2140274626727
2011-02-23,1154.2739503519692
2011-02-24,1148.025239995831
2011-02-25,1146.3064466396347
2011-02-28,1144.3498786886862
2011-03-01,1138.535967853995
2011-03-02,1133.8142450586379
2011-03-03,1125.74293302635
2011-03-04,1135.9314644181447
2011-03-07,1132.8737967296329
2011-03-08,1133.335979364197
2011-03-09,1139.8719055460533
2011-03-10,1144.4888661304349
2011-03-11,1137.1826223489509
2011-03-14,1133.801405031077
2011-03-15,1112.0768215091741
2011-03-16,1120.7889974412878
2011-03-17,1129.6712804151039
2011-03-18,1141.8400847246376
2011-03-21,1147.8390656408221
2011-03-22,1151.6476568563921
2011-03-23,1147.891168064076
2011-03-24,1148.1215849729485
2011-03-25,1154.3456470817314
2011-03-28,1151.6970094964393
2011-03-29,1143.4100990524892
2011-03-30,1147.2917137444256
2011-03-31,1148.5683618841942
2011-04-01,1138.0810275006431
2011-04-04,1127.374760974486
2011-04-05,1129.8143621013708
2011-04-06,1133.740120337722
2011-04-07,1130.604501520198
2011-04-08,1132.116478365818
2011-04-11,1125.963177776847
2011-04-12,1117.0400877097445
2011-04-13,1125.3533406152974
2011-04-14,1124.8303583727786
2011-04-15,1124.4063720233776
2011-04-18,1114.7071473003002
2011-04-19,1111.9381967102245
2011-04-20,1111.7545354944011
2011-04-21,1107.8535557593864
2011-04-22,1113.6737409959699
2011-04-25,1113.52851153426
2011-04-26,1109.9858609033931
2011-04-27,1112.476216776637
2011-04-28,1111.7563332330103
2011-04-29,1110.959443801852
2011-05-02,1108.1318285344914
2011-05-03,1109.6270562052819
2011-05-04,1112.2047809375542
2011-05-05,1111.7332219077687
2011-05-06,1108.7637937193929
2011-05-09,1107.9219930521897
2011-05-10,1111.7140749838775
2011-05-11,1104.4352374766227
2011-05-12,1106.8554565227028
2011-05-13,1106.801972256348
2011-05-16,1102.2963193764324
2011-05-17,1101.129975930283
2011-05-18,1106.956515465488
2011-05-19,1127.3053855442247
2011-05-20,1133.1355426834625
2011-05-23,1119.4917231067502
2011-05-24,1106.1152929237835
2011-05-25,1110.29464723488
2011-05-26,1121.987568019989
2011-05-27,1125.6667741495617
2011-05-30,1135.2258008796662
2011-05-31,1150.604189578585
2011-06-01,1154.5350225811694
2011-06-02,1139.0045238662108
2011-06-03,1142.2363776576385
2011-06-06,1136.8642213507947
2011-06-07,1132.9891883140288
2011-06-08,1138.2360243447854
2011-06-09,1143.6069480428127
2011-06-10,1161.601827642148
2011-06-13,1139.249452153763
2011-06-14,1137.2610919576696
2011-06-15,1131.2725785519904
2011-06-16,1119.1800419543522
2011-06-17,1120.9929619501665
2011-06-20,1123.9684464634277
2011-06-21,1121.822404188055
2011-06-22,1121.6901168636837
2011-06-23,1125.4328663504414
2011-06-24,1124.5287368936367
2011-06-27,1117.956988203833
2011-06-28,1120.2956599473694
2011-06-29,1120.2299741986412
2011-06-30,1115.4241331026496
2011-07-01,1113.4473373416604
2011-07-04,1105.5318440757774
2011-07-05,1103.8251898769518
2011-07-06,1098.2521378571398
2011-07-07,1099.44058536063
2011-07-08,1108.4480098249926
2011-07-11,1093.0134859612224
2011-07-12,1077.1386712652695
2011-07-13,1075.1898039114687
2011-07-14,1077.1887828733254
2011-07-15,1076.7536073974031
2011-07-18,1066.43306106643
2011-07-19,1061.2027956211978
2011-07-20,1053.7095299016316
2011-07-21,1061.7173907688114
2011-07-22,1052.54744111465
2011-07-25,1036.9246885960918
2011-07-26,1029.818072025731
2011-07-27,1020.8780734263424
2011-07-28,1012.7405978215538
2011-07-29,1028.5040704796804
2011-08-01,1033.831622740389
2011-08-02,1032.311275502877
2011-08-03,1021.0664899011206
2011-08-04,1021.0011144821955
2011-08-05,1020.8105369756541
2011-08-08,952.1666206441274
2011-08-09,901.6403370679776
2011-08-10,952.923289490126
2011-08-11,932.8905400019831
2011-08-12,950.3022991399298
2011-08-15,949.4704027149495
2011-08-16,943.2844733719104
2011-08-17,943.3481796005676
2011-08-18,929.3138890419388
2011-08-19,914.491794720884
2011-08-22,926.1582114703963
2011-08-23,936.2463281429215
2011-08-24,936.9779899051521
2011-08-25,942.6426156947684
2011-08-26,936.7065995631988
2011-08-29,943.3464907322087
2011-08-30,947.5654554877325
2011-08-31,951.2969572516968
2011-09-01,946.435611710796
2011-09-02,937.0198020708912
2011-09-05,915.9231397644107
2011-09-06,911.7884445883609
2011-09-07,918.4228591355164
2011-09-08,916.7787719448381
2011-09-09,910.553564243702
2011-09-12,895.7105933356387
2011-09-13,880.5962320648412
2011-09-14,874.1701541091873
2011-09-15,872.9915567320506
2011-09-16,881.3967310972962
2011-09-19,868.1122023790707
2011-09-20,865.534075330673
2011-09-21,859.2795663682692
2011-09-22,839.5213434276329
2011-09-23,823.5686837343416
2011-09-26,819.3276721042967
2011-09-27,836.5234375362845
2011-09-28,837.1639843598474
2011-09-29,829.2778373372308
2011-09-30,826.3384127917111
2011-10-03,797.6983573376781
2011-10-04,777.8446745110483
2011-10-05,782.9198044375745
2011-10-06,793.9653655426393
2011-10-07,797.2970380703339
2011-10-10,787.7043923816273
2011-10-11,785.4696642206763
2011-10-12,794.101994757917
2011-10-13,791.500849311133
2011-10-14,790.5264529591757
2011-10-17,790.2781065901153
2011-10-18,785.4585364425176
2011-10-19,781.9213802148779
2011-10-20,777.6450404652428
2011-10-21,776.7476301181417
2011-10-24,772.2954697769947
2011-10-25,788.1221142938751
2011-10-26,801.077860284617
2011-10-27,813.4052706839112
2011-10-28,794.9021655037001
2011-10-31,790.4047934582683
2011-11-01,789.5260158449063
2011-11-02,774.8084377841207
2011-11-03,772.1970155718491
2011-11-04,779.4328891083968
2011-11-07,778.2808936570743
2011-11-08,781.8483337337237
2011-11-09,781.4367566172845
2011-11-10,787.112393698348
2011-11-11,802.0285852699453
2011-11-14,805.007406111047
2011-11-15,797.7671677596726
2011-11-16,795.2888383621064
2011-11-17,787.6915829997276
2011-11-18,787.1242616143055
2011-11-21,780.5611794912024
2011-11-22,776.504889484951
2011-11-23,776.2464048918225
2011-11-24,759.1708922096294
2011-11-25,745.4768436648293
2011-11-28,749.3815821790942
2011-11-29,743.6834949398047
2011-11-30,743.6294550954033
2011-12-01,758.4714482814778
2011-12-02,771.1580286690174
2011-12-05,787.9282498822226
2011-12-06,776.9579981361634
2011-12-07,782.0398209505826
2011-12-08,775.7839912495349
2011-12-09,783.6103570775704
2011-12-12,776.0240218455061
2011-12-13,775.1119071240875
2011-12-14,770.1657592663729
2011-12-15,763.1263849868084
2011-12-16,770.7482264555198
2011-12-19,771.085659802966
2011-12-20,765.5467188831185
2011-12-21,765.458262032052
2011-12-22,760.7125048561743
2011-12-23,757.1181381476894
2011-12-26,757.1181381476894
2011-12-27,755.6643781601326
2011-12-28,749.6626400845212
2011-12-29,746.6117804866038
2011-12-30,747.877704912218
2012-01-02,745.6975873223877
