Date,SERBIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1007.4614354526107
2010-12-02,1003.766516628194
2010-12-03,1003.9276469672426
2010-12-06,1016.906090596745
2010-12-07,1026.024044322794
2010-12-08,1048.206335151969
2010-12-09,1053.5151788088401
2010-12-10,1054.1895364236973
2010-12-13,1061.7148475988672
2010-12-14,1060.978841327595
2010-12-15,1084.109340951348
2010-12-16,1097.7923213143927
2010-12-17,1105.339227559612
2010-12-20,1093.399514379124
2010-12-21,1060.0649110237161
2010-12-22,1047.2180192047572
2010-12-23,1052.9132113216926
2010-12-24,1041.331611552988
2010-12-27,1024.1115651584391
2010-12-28,1024.4369059426663
2010-12-29,1025.4836290395701
2010-12-30,1005.5329755055994
2010-12-31,1022.7704055748135
2011-01-03,1021.4377868963837
2011-01-04,1017.0432322423376
2011-01-05,1019.7941473472641
2011-01-06,1010.5562642068146
2011-01-07,1011.3260199747534
2011-01-10,1017.2232000246211
2011-01-11,1022.0075054782776
2011-01-12,1029.2663824772164
2011-01-13,1029.3432234932868
2011-01-14,1055.2151146271633
2011-01-17,1070.628746244598
2011-01-18,1097.1385526342644
2011-01-19,1116.2635818700735
2011-01-20,1117.1762563876607
2011-01-21,1117.6734714883617
2011-01-24,1139.303726109721
2011-01-25,1180.6553913558964
2011-01-26,1207.06919250846
2011-01-27,1182.1230959272618
2011-01-28,1172.5333154486423
2011-01-31,1123.7818795889818
2011-02-01,1135.5971423910653
2011-02-02,1143.1012876971647
2011-02-03,1147.0904788127007
2011-02-04,1145.1086208241504
2011-02-07,1161.6884068773413
2011-02-08,1172.7168013746582
2011-02-09,1191.2829646438208
2011-02-10,1192.4700628176565
2011-02-11,1185.3833454935568
2011-02-14,1188.2520167691869
2011-02-15,1187.5032378705364
2011-02-16,1171.8514713273405
2011-02-17,1162.2504625639783
2011-02-18,1167.7351285909372
2011-02-21,1168.0791804244368
2011-02-22,1184.0642475514117
2011-02-23,1179.3426131957085
2011-02-24,1166.7804902638743
2011-02-25,1169.6949484964175
2011-02-28,1164.0826186539666
2011-03-01,1167.6682111955893
2011-03-02,1160.614668509905
2011-03-03,1158.2525105646262
2011-03-04,1187.4943176609415
2011-03-07,1207.9279476323002
2011-03-08,1192.491783213522
2011-03-09,1191.2351905991195
2011-03-10,1193.3454894808785
2011-03-11,1194.0752244540315
2011-03-14,1213.0559856527857
2011-03-15,1176.182554428965
2011-03-16,1183.523638984287
2011-03-17,1188.6393659264952
2011-03-18,1168.5042808465737
2011-03-21,1178.2952459865026
2011-03-22,1196.4722728672307
2011-03-23,1196.2518651403113
2011-03-24,1173.7260188489124
2011-03-25,1173.0732451917613
2011-03-28,1159.5012309957988
2011-03-29,1167.1727202258164
2011-03-30,1173.8347820574313
2011-03-31,1165.3665524693965
2011-04-01,1183.653033840651
2011-04-04,1187.161289524206
2011-04-05,1160.738912320937
2011-04-06,1155.6200472199778
2011-04-07,1155.111761263732
2011-04-08,1162.31648783193
2011-04-11,1154.6510374613943
2011-04-12,1136.9765692797023
2011-04-13,1140.0143842681618
2011-04-14,1130.7569586111035
2011-04-15,1133.3400380395067
2011-04-18,1131.1161995184484
2011-04-19,1129.7478913530754
2011-04-20,1134.6388617819941
2011-04-21,1138.4290334878797
2011-04-22,1138.4290334878797
2011-04-25,1138.8381098189082
2011-04-26,1138.5764139949915
2011-04-27,1136.7532326536623
2011-04-28,1128.6538943101418
2011-04-29,1140.693539756482
2011-05-02,1137.7201768339683
2011-05-03,1134.6166100486635
2011-05-04,1138.7022243498175
2011-05-05,1132.6150005788372
2011-05-06,1122.7866574793452
2011-05-09,1124.2609460613894
2011-05-10,1097.0078308380735
2011-05-11,1103.0431252609255
2011-05-12,1096.8762761373177
2011-05-13,1099.5130706046687
2011-05-16,1105.7309131762852
2011-05-17,1116.9189767880193
2011-05-18,1096.396971837718
2011-05-19,1089.74620960676
2011-05-20,1099.033262258541
2011-05-23,1094.5121534119357
2011-05-24,1085.5098985585278
2011-05-25,1086.670477945699
2011-05-26,1130.892273996921
2011-05-27,1137.1679246448991
2011-05-30,1154.2748168931296
2011-05-31,1132.4461609838158
2011-06-01,1083.592971366309
2011-06-02,1092.4690649372487
2011-06-03,1093.3041708310398
2011-06-06,1076.0208798171914
2011-06-07,1070.5450147323402
2011-06-08,1067.6329002583313
2011-06-09,1070.826609528199
2011-06-10,1062.1918843919634
2011-06-13,1023.4229978327394
2011-06-14,1034.139265389301
2011-06-15,1047.6733697200746
2011-06-16,1043.1957874402995
2011-06-17,1042.9829615439048
2011-06-20,1056.4544919258003
2011-06-21,1056.5043850559134
2011-06-22,1058.261601605943
2011-06-23,1040.6340318953355
2011-06-24,1029.0632656370706
2011-06-27,1028.9655603196268
2011-06-28,1017.3096243210167
2011-06-29,1038.772313996989
2011-06-30,1061.6601263924686
2011-07-01,1061.947040431189
2011-07-04,1042.8882285780812
2011-07-05,1024.8518797610536
2011-07-06,1019.7178765825824
2011-07-07,1036.2226910955417
2011-07-08,1026.615050554624
2011-07-11,1020.7866244135396
2011-07-12,997.4927184216596
2011-07-13,986.0811216512949
2011-07-14,993.0608795921048
2011-07-15,998.9133265634218
2011-07-18,990.6471617394415
2011-07-19,979.6611522068597
2011-07-20,981.8301979233931
2011-07-21,978.707970692255
2011-07-22,997.0311062478145
2011-07-25,984.8484288279031
2011-07-26,980.2240312076586
2011-07-27,999.1409055770797
2011-07-28,990.9699620496981
2011-07-29,978.3203151734484
2011-08-01,974.7848210159913
2011-08-02,975.4208862881137
2011-08-03,974.3853487862535
2011-08-04,962.2895025633654
2011-08-05,925.0785517595673
2011-08-08,870.800169824886
2011-08-09,814.5588208370273
2011-08-10,883.6131790249859
2011-08-11,889.2029608611358
2011-08-12,885.0821646470608
2011-08-15,883.5641220182176
2011-08-16,884.0813768392889
2011-08-17,877.4767633269502
2011-08-18,874.7185237069139
2011-08-19,846.2775047079904
2011-08-22,856.9300121947823
2011-08-23,855.7386006274966
2011-08-24,854.756478299217
2011-08-25,854.04259579806
2011-08-26,855.8253962221956
2011-08-29,847.5414496457622
2011-08-30,860.9122095396997
2011-08-31,875.1179457879191
2011-09-01,878.4901795846488
2011-09-02,875.766127814808
2011-09-05,846.9979190016696
2011-09-06,833.3162492064996
2011-09-07,844.5845659747112
2011-09-08,843.8985506617249
2011-09-09,842.6966226169332
2011-09-12,829.3537278924995
2011-09-13,800.7277553256301
2011-09-14,800.4118211416229
2011-09-15,802.7187992922421
2011-09-16,813.1609071872505
2011-09-19,796.0094428346481
2011-09-20,791.7979343051669
2011-09-21,781.0774068024854
2011-09-22,780.2631280987599
2011-09-23,776.1463212220242
2011-09-26,777.8896627609822
2011-09-27,770.0663150065221
2011-09-28,746.0030786248288
2011-09-29,753.9819507385139
2011-09-30,757.4664066439298
2011-10-03,735.556510774455
2011-10-04,725.7494451907958
2011-10-05,718.0913009524601
2011-10-06,725.2030857068162
2011-10-07,725.2784768299693
2011-10-10,721.554384429801
2011-10-11,721.6076854930251
2011-10-12,728.1452026882968
