Date,ZIMBABWE SMALL CAP
2010-11-30,1000.0
2010-12-01,969.5210517382382
2010-12-02,944.8692011956387
2010-12-03,926.7230546785994
2010-12-06,933.4189801103643
2010-12-07,882.3516462947546
2010-12-08,878.2272059734281
2010-12-09,873.5822848531424
2010-12-10,865.3660040827906
2010-12-13,859.2895260124861
2010-12-14,859.5463465828938
2010-12-15,854.4432791545007
2010-12-16,872.1242657073076
2010-12-17,877.4472527229868
2010-12-20,886.3175289988235
2010-12-21,892.008316312072
2010-12-22,894.4942522932423
2010-12-23,873.1291602472829
2010-12-24,862.2149696472675
2010-12-27,860.1824489021197
2010-12-28,877.5037359266272
2010-12-29,877.9942945061257
2010-12-30,890.4308611794168
2010-12-31,888.2694206836036
2011-01-03,888.0520834183799
2011-01-04,891.8003215318147
2011-01-05,931.8830160263967
2011-01-06,965.8733154502677
2011-01-07,1008.8483343210709
2011-01-10,1051.5908397009728
2011-01-11,1100.7749739901435
2011-01-12,1085.9647453812172
2011-01-13,1039.6231681468996
2011-01-14,1014.1014183358193
2011-01-17,1019.7488825860339
2011-01-18,1004.7690697866024
2011-01-19,972.5817382792558
2011-01-20,986.4739154319155
2011-01-21,981.0814964178687
2011-01-24,980.7767089176593
2011-01-25,1016.4832576319719
2011-01-26,1031.5151319861184
2011-01-27,1025.5160716165246
2011-01-28,1041.2953262644314
2011-01-31,1030.0057199136713
2011-02-01,1025.992385886975
2011-02-02,1020.7401830748871
2011-02-03,1036.6239621928923
2011-02-04,1037.6818292830064
2011-02-07,1034.6854683071783
2011-02-08,1014.9221771777272
2011-02-09,1008.3120402121539
2011-02-10,1007.6288073578316
2011-02-11,1004.9801388362202
2011-02-14,1011.6994176784503
2011-02-15,1006.6939048664075
2011-02-16,1005.6267238800552
2011-02-17,1005.5796701960383
2011-02-18,1001.3028042525485
2011-02-21,1005.7298217265889
2011-02-22,1003.9305314544137
2011-02-23,1005.0454953595151
2011-02-24,1009.2282186516991
2011-02-25,1038.278429218435
2011-02-28,1033.2039568977245
2011-03-01,1030.5425371177403
2011-03-02,1034.3711435847767
2011-03-03,1026.9599058841
2011-03-04,1026.597291669176
2011-03-07,1029.315337205475
2011-03-08,1038.4733942793346
2011-03-09,1050.0840932638796
2011-03-10,1067.0977681498919
2011-03-11,1082.4151870623582
2011-03-14,1083.6323144394019
2011-03-15,1098.7850987454983
2011-03-16,1113.1642510090992
2011-03-17,1119.565368010125
2011-03-18,1117.4227543117188
2011-03-21,1097.6630163323543
2011-03-22,1088.2974674034128
2011-03-23,1080.229363990008
2011-03-24,1074.4098184727382
2011-03-25,1078.8008823275188
2011-03-28,1498.3474706762963
2011-03-29,1459.4150674518974
2011-03-30,1459.8909836922958
2011-03-31,1421.0734469478546
2011-04-01,1425.5958609518798
2011-04-04,1405.2930622524557
2011-04-05,1389.5238423008136
2011-04-06,1370.1148301109436
2011-04-07,1366.004678038839
2011-04-08,1361.7622076620512
2011-04-11,1363.1567036958882
