Date,ROMANIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1001.0926452479955
2010-12-02,1007.7313624852593
2010-12-03,1022.9985496083754
2010-12-06,997.9696408637652
2010-12-07,1000.1076895790867
2010-12-08,1016.3477616943826
2010-12-09,1016.1171461441177
2010-12-10,1025.6283391474692
2010-12-13,1026.156874026728
2010-12-14,1026.7998395798347
2010-12-15,1026.4665639416735
2010-12-16,1017.7006520198572
2010-12-17,994.2956538716853
2010-12-20,998.3763712726387
2010-12-21,987.8364496320156
2010-12-22,979.3248852651107
2010-12-23,964.0832771282825
2010-12-24,964.1627502364823
2010-12-27,962.4700208694616
2010-12-28,970.3332234661406
2010-12-29,972.2906459294549
2010-12-30,992.4103649982444
2010-12-31,1003.5626288628379
2011-01-03,1030.3486847212266
2011-01-04,1035.0146054767472
2011-01-05,1032.1058140386501
2011-01-06,1066.6649134644128
2011-01-07,1094.4760746788816
2011-01-10,1103.6409496547444
2011-01-11,1133.0821149297335
2011-01-12,1153.7162061052481
2011-01-13,1159.843681271277
2011-01-14,1156.1795568779332
2011-01-17,1168.5230432186
2011-01-18,1177.5347286119568
2011-01-19,1185.7629741363216
2011-01-20,1169.9848752418352
2011-01-21,1173.66872444516
2011-01-24,1174.796929864905
2011-01-25,1172.1243335375962
2011-01-26,1155.625534453777
2011-01-27,1154.8303891187188
2011-01-28,1155.5770221066591
2011-01-31,1139.2610016036435
2011-02-01,1140.2899926377872
2011-02-02,1144.2879707565337
2011-02-03,1135.07839115558
2011-02-04,1135.679284136126
2011-02-07,1140.1676858074977
2011-02-08,1165.5471533005878
2011-02-09,1165.5858970485422
2011-02-10,1151.962338135691
2011-02-11,1144.0236737722184
2011-02-14,1141.5355222037185
2011-02-15,1141.2774432503072
2011-02-16,1134.4116699713086
2011-02-17,1140.9997298563264
2011-02-18,1147.304725649607
2011-02-21,1152.0008154615955
2011-02-22,1142.0865752066063
2011-02-23,1154.9412211074016
2011-02-24,1123.7982922032975
2011-02-25,1155.0630038215863
2011-02-28,1185.531550329585
2011-03-01,1175.0163365029869
2011-03-02,1172.8888446104836
2011-03-03,1199.3721122950342
2011-03-04,1201.2424036848388
2011-03-07,1206.731216675724
2011-03-08,1204.6030502103038
2011-03-09,1241.1934903495353
2011-03-10,1237.1709185618467
2011-03-11,1213.219632089516
2011-03-14,1212.9515744114917
2011-03-15,1188.796500074961
2011-03-16,1215.2596101040203
2011-03-17,1230.4385220049296
2011-03-18,1202.2075775453109
2011-03-21,1236.7928551767689
2011-03-22,1245.0031673375595
2011-03-23,1251.4680327041153
2011-03-24,1262.3698214579517
2011-03-25,1294.7061456111655
2011-03-28,1271.3450270292058
2011-03-29,1244.232819344773
2011-03-30,1254.2939828536557
2011-03-31,1248.2264461860834
2011-04-01,1244.3597186612317
2011-04-04,1239.5954293978846
2011-04-05,1235.270449374365
2011-04-06,1253.0694810583977
2011-04-07,1261.2023704597884
2011-04-08,1274.6952274194248
2011-04-11,1261.7371435711034
2011-04-12,1262.0546935226073
2011-04-13,1267.270381763221
2011-04-14,1269.5140737806646
2011-04-15,1296.3264301408065
2011-04-18,1312.9804963945828
2011-04-19,1303.0355922723702
2011-04-20,1314.7177139531468
2011-04-21,1277.9643859624953
2011-04-22,1289.8445329767546
2011-04-25,1293.218266895709
2011-04-26,1282.4880811638816
2011-04-27,1305.3601765804676
2011-04-28,1302.4932351351308
2011-04-29,1303.3647931290643
2011-05-02,1321.614428399895
2011-05-03,1287.4606124071422
2011-05-04,1299.1329129022272
2011-05-05,1281.841464717839
2011-05-06,1277.6860817002544
2011-05-09,1276.9548950295837
2011-05-10,1276.3805719965878
2011-05-11,1271.1425023410434
2011-05-12,1267.1870636312858
2011-05-13,1280.5936291254156
2011-05-16,1258.5378322902586
2011-05-17,1258.6787725826512
2011-05-18,1242.792608729829
2011-05-19,1244.5351534637257
2011-05-20,1248.2133889882186
2011-05-23,1191.6825029405063
2011-05-24,1185.9936277883753
2011-05-25,1166.5985449278814
2011-05-26,1167.241487374639
2011-05-27,1171.3175757448162
2011-05-30,1165.8616039035414
2011-05-31,1169.428536848072
2013-05-31,1000.0
2013-06-03,995.5712405913195
2013-06-04,1001.1124120583924
2013-06-05,982.526297801346
2013-06-06,960.2773297734682
2013-06-07,970.5884972054564
2013-06-10,961.5857055857914
2013-06-11,963.309526456277
2013-06-12,977.0124905414348
2013-06-13,974.7603448910332
2013-06-14,987.7115538311099
2013-06-17,999.4750122940418
2013-06-18,984.125470627405
2013-06-19,977.7483619895892
2013-06-20,950.5844457712562
2013-06-21,957.2959473953033
2013-06-24,957.9229964427547
2013-06-25,954.0780289445843
2013-06-26,946.2978031787325
2013-06-27,957.2337773999385
2013-06-28,950.8375936761262
2013-07-01,956.3779743222011
2013-07-02,957.3073635007715
2013-07-03,952.2985952442018
2013-07-04,958.0006286047446
2013-07-05,963.3679027465325
2013-07-08,978.0962655890104
2013-07-09,988.970544959417
2013-07-10,993.2820157271464
2013-07-11,995.7444939545841
2013-07-12,997.8090418936787
2013-07-15,995.6324406021957
2013-07-16,987.3434356321366
2013-07-17,991.3488370685743
2013-07-18,992.7148272903349
2013-07-19,1003.1772434985168
2013-07-22,996.5347478821083
2013-07-23,1004.5078216342812
2013-07-24,999.2306675149146
2013-07-25,996.3698887430937
2013-07-26,993.4154059252938
2013-07-29,985.2358724379656
2013-07-30,986.7722446057903
