Date,BANGLADESH SMALL CAP
2010-11-30,1000.0
2010-12-01,1013.8071303843011
2010-12-02,1024.7162662019678
2010-12-03,1008.4065658693677
2010-12-06,987.6896144293811
2010-12-07,959.2700509055259
2010-12-08,952.6993770111591
2010-12-09,969.0712606012844
2010-12-10,965.8461539174889
2010-12-13,922.6438635271197
2010-12-14,927.598321022021
2010-12-15,909.6460403934047
2010-12-16,918.9186458299814
2010-12-17,922.0282944793682
2010-12-20,890.4873604702384
2010-12-21,912.3272364213296
2010-12-22,919.9439757019429
2010-12-23,917.7095037905427
2010-12-24,914.1070769110723
2010-12-27,927.3173784337763
2010-12-28,932.571175675116
2010-12-29,938.5921285833931
2010-12-30,939.7967327961051
2010-12-31,930.4446502178724
2011-01-03,913.6347575793668
2011-01-04,885.4162710621474
2011-01-05,896.3682396033731
2011-01-06,873.5535106450201
2011-01-07,877.1197217803317
2011-01-10,717.5002598136994
2011-01-11,836.1760990178126
2011-01-12,861.2276971441626
2011-01-13,831.4273132156733
2011-01-14,829.716173332914
2011-01-17,802.5670206288833
2011-01-18,769.4730279431074
2011-01-19,735.4454872219874
2011-01-20,659.1241003493197
2011-01-21,650.7543475199733
2011-01-24,645.2204502206071
2011-01-25,698.4054600868499
2011-01-26,753.4977252349559
2011-01-27,761.8070053030098
2011-01-28,767.7616802435432
2011-01-31,783.8263833669148
2011-02-01,759.4607098919998
2011-02-02,762.5967244127062
2011-02-03,751.7550014966498
2011-02-04,756.0257064630982
2011-02-07,674.2258208594711
2011-02-08,720.4291622481184
2011-02-09,706.1971920088973
2011-02-10,699.3226758483673
2011-02-11,701.903011896808
2011-02-14,601.198695720475
2011-02-15,641.1246850520015
2011-02-16,640.9349681117235
2011-02-17,638.0321401760234
2011-02-18,635.3185034428557
2011-02-21,633.7848157608063
2011-02-22,667.0898040770453
2011-02-23,644.9135876567309
2011-02-24,623.2024536033574
2011-02-25,625.1517320543443
2011-02-28,548.0485220518656
2011-03-01,588.2463089830732
2011-03-02,552.7976739819068
2011-03-03,563.448543631555
2011-03-04,561.4146514619057
2011-03-07,598.0623020454043
2011-03-08,633.1206724364223
2011-03-09,658.8962068620638
2011-03-10,697.8568349299359
2011-03-11,695.8146222911366
2011-03-14,662.9502588212766
2011-03-15,642.6463006466258
2011-03-16,646.0166437801956
2011-03-17,641.4091504218035
2011-03-18,636.1011244917319
2011-03-21,646.0461446407749
2011-03-22,630.116705036518
2011-03-23,617.5460812565378
2011-03-24,599.6132704822182
2011-03-25,601.9873049241726
2011-03-28,602.9542176905381
2011-03-29,605.304353475507
2011-03-30,602.5826230913989
2011-03-31,608.39716036652
2011-04-01,610.3325394289045
2011-04-04,625.7786036344112
2011-04-05,616.9720535032627
2011-04-06,608.0526090159336
2011-04-07,617.3628985841216
2011-04-08,611.1828543274257
2011-04-11,578.9106877705009
2011-04-12,590.5883699556
2011-04-13,585.2773814321934
2011-04-14,587.0381315336698
2011-04-15,588.727830691573
2011-04-18,592.8006896132559
2011-04-19,581.7607479535128
2011-04-20,561.982954833631
2011-04-21,563.5978337073143
2011-04-22,563.5978337073143
2011-04-25,529.3510078014654
2011-04-26,522.8332877384213
2011-04-27,550.4635038966112
2011-04-28,543.7613949748558
2011-04-29,543.2849257018257
2011-05-02,542.0318021255816
2011-05-03,531.7710174770137
2011-05-04,539.8214092111069
2011-05-05,542.6971158724475
2011-05-06,546.6626412770923
2011-05-09,531.7056702707554
2011-05-10,518.4590983276962
2011-05-11,515.1996752600253
2011-05-12,531.7032494043304
2011-05-13,531.347657650065
2011-05-16,546.9686475138511
2011-05-17,549.6132462330817
2011-05-18,542.0702602606505
2011-05-19,538.7707821701212
2011-05-20,542.539607991343
2011-05-23,510.2504039174341
2011-05-24,515.0800476012141
2011-05-25,500.84955901829676
2011-05-26,508.46129617635864
2011-05-27,502.7384323589458
2011-05-30,521.6056110988285
2011-05-31,538.0931496479249
2011-06-01,526.7624810518862
2011-06-02,536.316379387152
2011-06-03,531.5143594232175
2011-06-06,537.8828904890098
2011-06-07,550.2145914732097
2011-06-08,554.9000821391371
2011-06-09,565.0434319416009
2011-06-10,570.8674049151616
2011-06-13,562.5433192808538
2011-06-14,554.1491428006575
2011-06-15,563.1946415885959
2011-06-16,565.1636923378694
2011-06-17,558.6262405760718
2011-06-20,548.5524845203677
2011-06-21,551.536197024213
2011-06-22,556.7430865304794
2011-06-23,570.6456204830599
2011-06-24,569.9809079706723
2011-06-27,580.6696261184966
2011-06-28,577.8553727762555
2011-06-29,582.461919905471
2011-06-30,580.959740878957
2011-07-01,581.6015745301956
2011-07-04,580.5130740329674
2011-07-05,588.3738322736565
2011-07-06,604.7420643910616
2011-07-07,611.9791093229547
2011-07-08,616.6145018121281
2011-07-11,641.2260082784635
2011-07-12,650.5159329662772
2011-07-13,645.2989391545523
2011-07-14,648.180098824998
2011-07-15,649.6486981921804
2011-07-18,644.3534714437274
2011-07-19,646.2128462252144
2011-07-20,648.0406549082041
2011-07-21,643.2335572399967
2011-07-22,643.8604250692654
2011-07-25,651.3676861013481
2011-07-26,635.1907275312968
2011-07-27,634.1458904101975
2011-07-28,625.0495625814473
2011-07-29,622.2129375846317
2011-08-01,612.3108671585863
2011-08-02,593.2622542284957
2011-08-03,612.4758199902736
2011-08-04,605.2427828694218
2011-08-05,603.6862858938188
2011-08-08,604.886905745851
2011-08-09,600.6655157468574
2011-08-10,602.6429556819879
2011-08-11,603.842476219752
2011-08-12,606.1150359241421
2011-08-15,592.8093092068589
2011-08-16,586.0441819522667
2011-08-17,577.1125223231235
