Date,OMAN SMALL CAP
2002-05-31,365.9579979599766
2002-06-03,359.65651777216686
2002-06-04,355.9188197990187
2002-06-05,354.95053351088035
2002-06-06,352.2084425064574
2002-06-07,352.13391286724544
2002-06-10,350.84883240340815
2002-06-11,343.47512163688475
2002-06-12,342.0597769547739
2002-06-13,347.11173335729444
2002-06-14,346.16009049682214
2002-06-17,347.93950378660435
2002-06-18,346.19659564741494
2002-06-19,343.5697768944649
2002-06-20,341.9855209525585
2002-06-21,340.326853238326
2002-06-24,337.31588128321556
2002-06-25,336.8048923054244
2002-06-26,329.98546479648843
2002-06-27,332.1658007773548
2002-06-28,330.8709057459728
2002-07-01,327.90689344560485
2002-07-02,329.8735204936959
2002-07-03,331.65625696623243
2002-07-04,332.13039028569807
2002-07-05,334.1606731461285
2002-07-08,328.0231783766611
2002-07-09,325.874354389531
2002-07-10,329.3891247220459
2002-07-11,341.0065841203806
2002-07-12,341.1272700038349
2002-07-15,335.2957448395294
2002-07-16,330.80906649623046
2002-07-17,331.8598273407269
2002-07-18,334.6803707046552
2002-07-19,332.5196527231704
2002-07-22,338.1180533288662
2002-07-23,344.6708600172469
2002-07-24,344.2717345625899
2002-07-25,336.8861730280532
2002-07-26,341.1962717272237
2002-07-29,345.05248406494064
2002-07-30,341.83586348190545
2002-07-31,344.1022171259613
2002-08-01,343.43664223790336
2002-08-02,342.4604747439778
2002-08-05,342.02647505479035
2002-08-06,352.8933485014479
2002-08-07,350.69384327855914
2002-08-08,351.38169122139936
2002-08-09,350.0901436343304
2002-08-12,340.3583041841561
2002-08-13,348.1649304824524
2002-08-14,341.8531830270989
2002-08-15,341.32943650272125
2002-08-16,339.80301154021294
2002-08-19,334.7005085677792
2002-08-20,334.94065858417673
2002-08-21,333.1648720582411
2002-08-22,339.1543985300288
2002-08-23,339.0672257549992
2002-08-26,356.1115655803665
2002-08-27,339.6462575226831
2002-08-28,339.1176501219306
2002-08-29,338.1699609416701
2002-08-30,339.3251249767008
2002-09-02,336.5131361242586
2002-09-03,334.0248199418002
2002-09-04,334.8690818260634
2002-09-05,334.00235047461194
2002-09-06,336.3689044505187
2002-09-09,339.0580356015454
2002-09-10,341.6500088358977
2002-09-11,342.4503731048628
2002-09-12,340.8543993287416
2002-09-13,340.02651229398685
2002-09-16,340.806102058354
2002-09-17,341.80831780500444
2002-09-18,337.35834297078105
2002-09-19,335.5389593862019
2002-09-20,335.3436749510397
2002-09-23,333.7036054105833
2002-09-24,334.6809008135199
2002-09-25,332.12117621017063
2002-09-26,333.0997912917038
2002-09-27,333.4070946715024
2002-09-30,329.1224803509074
2002-10-01,330.31644481742836
2002-10-02,330.3425667344954
2002-10-03,329.3224231324702
2002-10-04,331.11604520694715
2002-10-07,330.8767584193055
2002-10-08,332.42812083209236
2002-10-09,329.63949651037206
2002-10-10,330.0724064869465
2002-10-11,329.8547689699891
2002-10-14,329.53930213453316
2002-10-15,334.06777616697326
2002-10-16,337.2763437224252
2002-10-17,340.692634519552
2002-10-18,340.95559579966886
2002-10-21,341.8264959138056
2002-10-22,340.6369865886872
2002-10-23,340.90677668867505
2002-10-24,341.6592916474849
2002-10-25,340.5846988809628
2002-10-28,338.5407056723394
2002-10-29,337.76766402443485
2002-10-30,338.3514133548283
2002-10-31,336.079337318466
2002-11-01,334.0050858010706
2002-11-04,334.4582129901285
2002-11-05,332.6696663965984
2002-11-06,329.1696799585493
2002-11-07,322.72192410257895
2002-11-08,321.144639817125
2002-11-11,321.79598437475556
2002-11-12,321.9612471487962
2002-11-13,323.9818624972464
2002-11-14,323.79470375963683
2002-11-15,323.0708705917687
2002-11-18,319.45044174770214
2002-11-19,318.39302464394757
2002-11-20,317.9956465182606
2002-11-21,321.9689034118724
