Date,PAKISTAN SMALL CAP
2010-11-30,1000.0
2010-12-01,984.4077197101155
2010-12-02,991.0892706251615
2010-12-03,980.0463687052608
2010-12-06,981.6323233055178
2010-12-07,978.2477504371047
2010-12-08,993.5402101924647
2010-12-09,983.3573414397229
2010-12-10,986.1777829800453
2010-12-13,973.1316587486743
2010-12-14,977.7167617133947
2010-12-15,983.6152428310578
2010-12-16,993.6418637837862
2010-12-17,997.0043780756782
2010-12-20,1013.0065554302668
2010-12-21,1015.8648151450865
2010-12-22,1015.3148081518959
2010-12-23,1012.2084691982974
2010-12-24,1010.6085008458339
2010-12-27,1016.2417913738207
2010-12-28,1012.1607894512637
2010-12-29,1011.1836568322623
2010-12-30,1014.5965673928988
2010-12-31,1008.3416329650313
2011-01-03,988.5604882152408
2011-01-04,1029.4401607182083
2011-01-05,1043.2063304609737
2011-01-06,1063.065716657331
2011-01-07,1069.5669048367713
2011-01-10,1071.9218259969603
2011-01-11,1077.9175448681804
2011-01-12,1082.7828926318275
2011-01-13,1078.927077955691
2011-01-14,1093.0179015068722
2011-01-17,1104.4767831772178
2011-01-18,1093.8023406570242
2011-01-19,1087.4789334995269
2011-01-20,1066.9919839772456
2011-01-21,1060.585748437872
2011-01-24,1047.0818240063838
2011-01-25,1052.8489325304854
2011-01-26,1048.8922171002391
2011-01-27,1044.084141777788
2011-01-28,1062.023820257397
2011-01-31,1034.541446929966
2011-02-01,1014.940288587298
2011-02-02,1004.7059262489415
2011-02-03,1040.7527188723843
2011-02-04,1055.4114793866293
2011-02-07,1066.065998583851
2011-02-08,1053.9848158459552
2011-02-09,1043.225354986617
2011-02-10,1042.6224921464827
2011-02-11,1026.0926158753584
2011-02-14,1030.127331381158
2011-02-15,1032.6918943725234
2011-02-16,1032.3863077198516
2011-02-17,1012.0998074264515
2011-02-18,1012.6897085409628
2011-02-21,997.3642254221696
2011-02-22,963.5081442028172
2011-02-23,943.6237041299086
2011-02-24,936.0104196131886
2011-02-25,914.9430835807369
2011-02-28,925.8670647944656
2011-03-01,959.4575654473038
2011-03-02,957.923202277683
2011-03-03,963.5812049670379
2011-03-04,975.2171838484253
2011-03-07,968.8961477478297
2011-03-08,973.8344583295218
2011-03-09,977.7164180858683
