Date,SRI LANKA SMALL CAP
2010-11-30,1000.0
2010-12-01,1014.5296359217475
2010-12-02,999.0164958736364
2010-12-03,985.881042042913
2010-12-06,992.5314676523752
2010-12-07,986.3405043078003
2010-12-08,990.6471797005796
2010-12-09,991.8011588961937
2010-12-10,988.8091583194724
2010-12-13,979.4610221655751
2010-12-14,970.0786692310031
2010-12-15,968.101974880362
2010-12-16,979.590378192808
2010-12-17,983.6995404502433
2010-12-20,987.4164311988625
2010-12-21,989.8636862457079
2010-12-22,1006.4413211170664
2010-12-23,1017.2680179547017
2010-12-24,1014.317172217397
2010-12-27,1016.5051913424259
2010-12-28,1027.277544201567
2010-12-29,1019.2008406999988
2010-12-30,1004.1672161104641
2010-12-31,997.1337662806105
2011-01-03,1002.5979313577712
2011-01-04,1025.6985002452107
2011-01-05,1054.0316857741864
2011-01-06,1062.5889687634944
2011-01-07,1084.31272412341
2011-01-10,1097.6921037518257
2011-01-11,1104.138294668814
2011-01-12,1083.5921227055899
2011-01-13,1062.9256226109828
2011-01-14,1059.5970906616662
2011-01-17,1056.7589967916213
2011-01-18,1046.9260172397292
2011-01-19,1039.0118058887729
2011-01-20,1059.146911772098
2011-01-21,1045.6723211642097
2011-01-24,1040.9958919507574
2011-01-25,1040.919728409319
2011-01-26,1050.4257877617213
2011-01-27,1042.333168298775
2011-01-28,1050.9230758992223
2011-01-31,1041.7072812633623
2011-02-01,1032.1480250358957
2011-02-02,1023.3834170862267
2011-02-03,1046.0546389642166
2011-02-04,1053.3275732136033
2011-02-07,1055.5506749925996
2011-02-08,1040.2693786355371
2011-02-09,1037.711952315183
2011-02-10,1054.4746256425703
2011-02-11,1070.8896945810832
2011-02-14,1119.1984815999615
2011-02-15,1089.9559336656064
2011-02-16,1089.6334018561251
2011-02-17,1084.6983952861162
2011-02-18,1088.6602348657113
2011-02-21,1075.3060816204038
2011-02-22,1058.3260517240824
2011-02-23,1052.3831555551399
2011-02-24,1049.4465183942814
2011-02-25,1057.8143705436426
2011-02-28,1049.5250953519762
2011-03-01,1046.139920370931
2011-03-02,1042.2960344963692
2011-03-03,1037.5834547340553
2011-03-04,1044.7578374012132
2011-03-07,1042.1896889033594
2011-03-08,1036.63757387942
2011-03-09,1026.8199076424196
2011-03-10,1038.122952391767
2011-03-11,1034.2805342598028
2011-03-14,999.422983350201
2011-03-15,985.2190620321862
2011-03-16,1002.2765246044039
2011-03-17,1004.6260159290354
2011-03-18,992.6115973488883
2011-03-21,984.9653610206146
2011-03-22,996.3126329967819
2011-03-23,1001.2945580998013
2011-03-24,1000.0792508106582
2011-03-25,1011.9595781467872
2011-03-28,1012.4440808268703
2011-03-29,1012.0824194291885
2011-03-30,1006.7573645228928
2011-03-31,1003.6147771341698
2011-04-01,1022.7992125305742
2011-04-04,1018.9229956932938
2011-04-05,1021.9634367556043
2011-04-06,1007.3803214691955
2011-04-07,1004.3199831859923
2011-04-08,998.696105838977
2011-04-11,1007.3238348883953
2011-04-12,1007.5175555268949
2011-04-13,1006.9617987562808
2011-04-14,1009.9911454311932
2011-04-15,1012.8982499210945
2011-04-18,1033.6071799625572
2011-04-19,1022.5999734559311
2011-04-20,1002.2414523612933
2011-04-21,1004.4914011512117
2011-04-22,1004.4914011512117
2011-04-25,986.0808386099117
2011-04-26,973.4421358635893
2011-04-27,976.1884977945408
2011-04-28,971.0014615789404
2011-04-29,966.3461964568064
2011-05-02,962.7446644483887
2011-05-03,957.7716000590318
2011-05-04,942.7004605356799
2011-05-05,970.3115379884612
2011-05-06,976.1035346012136
2011-05-09,989.936073906775
2011-05-10,979.1651469087789
2011-05-11,976.200911844076
2011-05-12,985.9541126219301
2011-05-13,985.9859396728139
2011-05-16,980.8752560077301
2011-05-17,985.6177973902273
2011-05-18,979.8772074331457
2011-05-19,988.6922233202457
2011-05-20,998.9304306398552
2011-05-23,1002.6334720742454
2011-05-24,994.9537155563668
2011-05-25,996.3376954180334
2011-05-26,990.1343848585084
2011-05-27,981.7519383097992
2011-05-30,984.4977878356501
2011-05-31,979.5736643646723
2011-06-01,974.0640848694718
2011-06-02,969.9145945040863
2011-06-03,960.2039251067985
2011-06-06,958.3567758783574
2011-06-07,942.2513463209585
2011-06-08,943.9537366752659
2011-06-09,952.0157961707283
2011-06-10,957.5037895991549
2011-06-13,946.4466663482849
2011-06-14,930.9237749185137
2011-06-15,943.105060056696
2011-06-16,934.8074741458746
2011-06-17,927.7323672233376
2011-06-20,928.7656665015065
2011-06-21,924.6054558295755
2011-06-22,907.5857795099787
2011-06-23,913.5565419271475
2011-06-24,914.6603819286232
2011-06-27,896.273298748703
2011-06-28,890.8791701089364
2011-06-29,886.0726538098833
2011-06-30,881.6994671661917
2011-07-01,893.4874271659911
2011-07-04,884.2294774018256
2011-07-05,889.8404145767618
2011-07-06,898.3274044254104
2011-07-07,893.4906177552151
2011-07-08,899.7587197190632
2011-07-11,901.321974199933
2011-07-12,889.0628170482117
2011-07-13,882.3918592919367
2011-07-14,882.76587300786
2011-07-15,877.6201171015857
2011-07-18,890.3753089010592
2011-07-19,874.3293507611304
2011-07-20,873.3396063281574
2011-07-21,857.2386636728471
2011-07-22,849.5629681728718
2011-07-25,839.2888618643472
2011-07-26,835.1360393328205
2011-07-27,851.1133516976839
2011-07-28,869.8862411692554
2011-07-29,888.8395417293883
2011-08-01,898.2189172149448
2011-08-02,890.6736158433489
2011-08-03,881.4666527253847
2011-08-04,890.5673031668316
2011-08-05,872.8591535973511
2011-08-08,877.0291179717495
2011-08-09,868.1461551734623
2011-08-10,883.1725511984885
2011-08-11,874.4773268024734
2011-08-12,876.5340467052815
2011-08-15,859.567721162768
2011-08-16,878.4431415133232
2011-08-17,868.7475677674691
2011-08-18,878.0295743808908
2011-08-19,863.8278291342082
2011-08-22,864.1012853976531
2011-08-23,857.3678008803184
2011-08-24,856.2813233022234
2011-08-25,860.8944276641256
2011-08-26,861.1867427527775
2011-08-29,846.3720185545825
2011-08-30,857.4941333362705
2011-08-31,859.6083882142702
2011-09-01,884.0893547032169
2011-09-02,884.1706109060318
2011-09-05,891.368615629096
2011-09-06,893.5838547972292
2011-09-07,896.7778173612952
2011-09-08,894.4369563499364
2011-09-09,915.0419002248782
2011-09-12,919.4929810544471
2011-09-13,910.502992598449
2011-09-14,910.0276204134665
2011-09-15,889.832229723623
2011-09-16,892.516149151161
2011-09-19,903.7602922187746
2011-09-20,888.8148360886776
2011-09-21,886.8490139010439
2011-09-22,894.6042930370312
2011-09-23,882.8118503519393
2011-09-26,887.1785199579205
2011-09-27,871.3172442883204
2011-09-28,875.7927427916524
2011-09-29,871.737052328308
2011-09-30,887.1630780811399
2011-10-03,891.0950318930032
2011-10-04,889.2364682378146
2011-10-05,889.2011306418935
2011-10-06,879.6769024469085
2011-10-07,872.8057629180014
2011-10-10,865.9462984789252
2011-10-11,867.0892942531146
2011-10-12,848.2508478653559
2011-10-13,852.2733066427311
2011-10-14,837.4943483520816
2011-10-17,833.4110446684723
2011-10-18,826.812554201382
2011-10-19,813.8389679753817
2011-10-20,810.2365676044017
2011-10-21,804.3875308565955
2011-10-24,813.4131436967981
2011-10-25,803.6007463554357
