Date,LEBANON SMALL CAP
2010-11-30,1000.0
2010-12-01,995.8953438727594
2010-12-02,978.3780938883373
2010-12-03,972.1086139842826
2010-12-06,1002.8886096419849
2010-12-07,998.5296947812383
2010-12-08,1014.3946085545916
2010-12-09,1017.2814415075246
2010-12-10,1013.8958894746727
2010-12-13,1001.2860918576768
2010-12-14,987.6169686870809
2010-12-15,995.9242431193005
2010-12-16,1006.076337605605
2010-12-17,1009.480930535145
2010-12-20,1010.712916103321
2010-12-21,1022.4076150099107
2010-12-22,1036.3227295377123
2010-12-23,1043.799980640237
2010-12-24,1025.4531264671302
2010-12-27,1023.0358003639037
2010-12-28,1015.0946988642806
2010-12-29,1014.7469710718786
2010-12-30,1031.7810039247056
2010-12-31,1021.513569686403
2011-01-03,1048.9216972007512
2011-01-04,1024.3514180104553
2011-01-05,1056.796466084601
2011-01-06,1065.6331670015754
2011-01-07,1067.580910338601
2011-01-10,1087.9869394312093
2011-01-11,1098.1703836942347
2011-01-12,1058.741022369202
2011-01-13,1037.06519657095
2011-01-14,1034.424481952568
2011-01-17,1016.7371691738193
2011-01-18,1027.5307776175425
2011-01-19,1015.6462828227919
2011-01-20,1007.8414434690447
2011-01-21,995.0435746480789
2011-01-24,1011.2428419506641
2011-01-25,1010.9999115188934
2011-01-26,1073.31403571645
2011-01-27,1075.0553070032997
2011-01-28,1042.003192575415
2011-01-31,1038.602647772121
2011-02-01,996.2819042028839
2011-02-02,1022.1313441529709
2011-02-03,989.0680488237257
2011-02-04,1038.3662473408335
2011-02-07,1043.8058573468775
2011-02-08,1030.2951141707779
2011-02-09,1027.6643175707943
2011-02-10,1047.821556168002
2011-02-11,1051.687771045753
2011-02-14,1058.7193362633532
2011-02-15,1054.6062075288414
2011-02-16,1054.2941361524688
2011-02-17,1040.3409982983724
2011-02-18,1035.9162877387694
2011-02-21,1033.4155388364006
2011-02-22,1050.3661581774538
2011-02-23,1018.0458977269977
2011-02-24,1020.5587989164763
2011-02-25,1023.7509450051037
2011-02-28,1018.970179297543
2011-03-01,1017.7175584971918
2011-03-02,1013.9781063730308
2011-03-03,1009.6499958002559
2011-03-04,1014.9139875629069
2011-03-07,1004.2825828783834
2011-03-08,990.661603598409
2011-03-09,1011.4777711574445
2011-03-10,1020.4204690399873
2011-03-11,1017.4343041499177
2011-03-14,994.1922145231977
2011-03-15,1008.0743164578166
2011-03-16,1011.4777711574443
2011-03-17,990.9304755696231
2011-03-18,1000.3605415940361
2011-03-21,992.6879376983879
2011-03-22,986.2218427327472
2011-03-23,992.3667446451967
2011-03-24,982.4367171626827
2011-03-25,986.3264552962452
2011-03-28,1011.0717288798095
2011-03-29,1005.5861124760252
2011-03-30,1003.6955107037218
2011-03-31,996.9056601627059
2011-04-01,1000.0769279915846
2011-04-04,989.4813965081498
2011-04-05,987.0799418429928
2011-04-06,977.3790795163834
2011-04-07,989.9645375157589
2011-04-08,983.4293703713072
2011-04-11,974.1768908322132
2011-04-12,980.1988027454321
2011-04-13,975.8326533840624
2011-04-14,978.487597118433
2011-04-15,981.3040234799544
2011-04-18,996.2089253688158
2011-04-19,988.373788616967
2011-04-20,1009.311223014959
2011-04-21,988.0477239946302
2011-04-22,988.0477239946302
2011-04-25,988.7602584109725
2011-04-26,984.0209080383349
2011-04-27,982.8532040570732
2011-04-28,970.8518257979939
2011-04-29,974.0143467959504
2011-05-02,970.3842359107356
2011-05-03,965.2884764852315
2011-05-04,962.5967599205323
2011-05-05,976.118459862694
2011-05-06,991.940432905009
2011-05-09,994.098321042178
2011-05-10,992.6905634325238
2011-05-11,1011.3908065603042
2011-05-12,1018.5511585069993
2011-05-13,1022.7456565459842
2011-05-16,1008.7589002462502
2011-05-17,1013.63625931926
2011-05-18,1003.4089383023097
2011-05-19,1003.3385310512623
2011-05-20,1010.3571153702219
2011-05-23,1019.7603106031281
2011-05-24,1013.8674141367084
2011-05-25,1016.2813841703672
2011-05-26,1016.1892844562119
2011-05-27,980.4674202624376
2011-05-30,979.7460084049164
2011-05-31,967.5905508411087
2011-06-01,969.2707060183815
2011-06-02,963.3020608650816
2011-06-03,949.9844813864271
2011-06-06,947.6100080884333
2011-06-07,937.5662276410018
2011-06-08,942.4122774929148
2011-06-09,958.8530887772645
2011-06-10,963.7125808284275
2011-06-13,962.5729652278374
2011-06-14,966.2499694348418
2011-06-15,968.7986450160848
2011-06-16,984.1065087470834
2011-06-17,977.7646030038536
2011-06-20,977.4571728254358
2011-06-21,973.30877739356
2011-06-22,949.2057513074753
2011-06-23,968.3596009733966
2011-06-24,967.2316141455772
2011-06-27,959.341512752309
2011-06-28,948.8757922158125
2011-06-29,936.6794513783652
2011-06-30,930.0574115972651
2011-07-01,931.0849219432383
2011-07-04,934.1627751391491
2011-07-05,936.7683700919423
2011-07-06,947.6143011896639
2011-07-07,943.1258625976997
2011-07-08,950.7711325047749
2011-07-11,974.174624988972
2011-07-12,974.4880771939306
2011-07-13,982.7514208735837
2011-07-14,983.1679733461378
2011-07-15,985.3955638971399
2011-07-18,981.9948397667451
2011-07-19,970.576697448891
2011-07-20,965.0854657395907
2011-07-21,947.7869886710745
2011-07-22,938.6681550967907
2011-07-25,935.5354913170273
2011-07-26,926.6530877761057
2011-07-27,933.2244101213738
2011-07-28,938.6736575511035
2011-07-29,934.1011345150158
2011-08-01,943.9583186717191
2011-08-02,947.9030028297558
2011-08-03,937.9479487445482
2011-08-04,946.9255877834975
2011-08-05,939.4081077066651
2011-08-08,939.7060487493884
2011-08-09,932.4862148867389
2011-08-10,945.189640998208
2011-08-11,934.4046024725419
2011-08-12,937.9212319426473
2011-08-15,922.987731312914
2011-08-16,926.0005745515645
2011-08-17,917.486177182296
2011-08-18,926.2659492127488
2011-08-19,914.7105212836238
2011-08-22,918.3071912284273
2011-08-23,917.7009846884599
2011-08-24,926.5667632871397
2011-08-25,925.2207135889082
2011-08-26,924.7374686742584
2011-08-29,913.5719079069839
2011-08-30,919.996375198532
2011-08-31,922.2647368681771
2011-09-01,931.8106509545638
2011-09-02,965.0254809505801
2011-09-05,971.6244718031688
2011-09-06,977.0246933223827
2011-09-07,935.7724465570849
2011-09-08,946.8922114554924
2011-09-09,967.0212236443184
2011-09-12,995.5405982826886
2011-09-13,990.5548890428611
2011-09-14,987.1543987520106
2011-09-15,958.8420470203948
2011-09-16,963.3634103673662
2011-09-19,975.5001050619964
2011-09-20,968.5276734161591
2011-09-21,964.6738820708913
2011-09-22,986.2222748020021
2011-09-23,982.2663521417325
2011-09-26,985.6933289854886
2011-09-27,984.4542209740213
2011-09-28,976.3081892087353
2011-09-29,972.910406376379
2011-09-30,990.9766454625295
2011-10-03,990.8379749434184
2011-10-04,990.5394848169104
2011-10-05,988.1951447762076
2011-10-06,981.2648397358106
2011-10-07,974.8282893121062
2011-10-10,957.9092250913625
2011-10-11,959.1736062640284
2011-10-12,948.1190539738008
2011-10-13,970.1688301011786
2011-10-14,948.6031936097322
2011-10-17,955.5640278551974
2011-10-18,971.4317931194801
2011-10-19,963.1265510105034
2011-10-20,965.1730067360621
2011-10-21,951.3178518633266
2011-10-24,941.8520761104734
2011-10-25,940.4296457905654
2011-10-26,946.2137644513612
2011-10-27,924.6366784315229
2011-10-28,922.4516242041348
2011-10-31,932.3588624850465
2011-11-01,945.6280054961278
2011-11-02,937.0631550731862
2011-11-03,935.7691764817479
2011-11-04,929.4384026173612
2011-11-07,929.9791274534415
2011-11-08,926.2072124003964
2011-11-09,941.3082316891004
2011-11-10,941.2043115928664
2011-11-11,941.5659703796902
2011-11-14,948.6106215187446
2011-11-15,966.995062095527
2011-11-16,955.832121446049
2011-11-17,956.9637859379195
2011-11-18,956.326895153815
2011-11-21,960.26794900056
2011-11-22,958.3111228725485
2011-11-23,963.2083131025472
2011-11-24,949.061914810246
2011-11-25,974.6332506718702
2011-11-28,968.6109128685948
2011-11-29,969.8094190599958
2011-11-30,959.3676324065926
2011-12-01,970.7467688149121
2011-12-02,973.6018000772023
2011-12-05,970.890924854237
2011-12-06,977.0938894778154
2011-12-07,1012.6771780608206
2011-12-08,970.1417806220966
2011-12-09,966.2946040883913
2011-12-12,977.1888153481649
2011-12-13,986.8210730985977
2011-12-14,1003.4161979607064
2011-12-15,999.8263650539802
2011-12-16,1020.7792108822058
2011-12-19,1023.0531851574849
2011-12-20,978.932996757711
2011-12-21,989.8085751018469
2011-12-22,988.4827695094795
2011-12-23,990.4538218913526
2011-12-26,990.4538218913526
2011-12-27,988.4071164580856
2011-12-28,1003.7649696666364
2011-12-29,1018.7521601366387
2011-12-30,1013.494185732359
2012-01-02,1013.494185732359
2012-01-03,1007.9426010943554
2012-01-04,1019.1862090080272
2012-01-05,996.8807778742928
2012-01-06,1003.0750189826828
2012-01-09,1001.2243997131169
2012-01-10,998.0510088703888
2012-01-11,1005.2493431084877
2012-01-12,996.5691796003617
2012-01-13,1025.9537504274351
2012-01-16,1025.4679960378066
2012-01-17,1013.9379275843091
2012-01-18,1001.3507266019263
2012-01-19,1007.9692208484859
