Date,MOROCCO SMALL CAP
1998-12-31,423.13571955332947
1999-01-01,423.13571955332947
1999-01-04,422.35980710118673
1999-01-05,418.1296861729649
1999-01-06,418.4452963740757
1999-01-07,420.52323905987083
1999-01-08,422.9216313436131
1999-01-11,423.1361741330884
1999-01-12,423.60762070377206
1999-01-13,424.14149644875397
1999-01-14,425.8368487903421
1999-01-15,427.12277420828093
1999-01-18,427.05541096158174
1999-01-19,425.76773706130183
1999-01-20,427.12901104404096
1999-01-21,430.1266240260077
1999-01-22,430.08563625432186
1999-01-25,431.677867169274
1999-01-26,434.1444988028956
1999-01-27,441.2219166603025
1999-01-28,438.8412234939594
1999-01-29,441.2876411167583
1999-02-01,440.10611761997257
1999-02-02,438.8881109244325
1999-02-03,437.59082895309007
1999-02-04,444.27429216098596
1999-02-05,444.0179755809807
1999-02-08,437.7848552285112
1999-02-09,434.23854482790426
1999-02-10,434.54112432026
1999-02-11,435.760211965534
1999-02-12,437.0679999079186
1999-02-15,436.0527640811525
1999-02-16,436.07006010500044
1999-02-17,434.8535682639459
1999-02-18,435.0371992258437
1999-02-19,436.36697834294785
1999-02-22,438.27116322027956
1999-02-23,439.4054564115888
1999-02-24,439.4004698500759
1999-02-25,437.3728254411775
1999-02-26,438.26930618896967
1999-03-01,437.0624958166298
1999-03-02,434.19283331400055
1999-03-03,434.9453298237028
1999-03-04,436.91973361395014
1999-03-05,434.70854703711024
1999-03-08,432.7809764885081
1999-03-09,428.68843303814094
1999-03-10,422.2332149903358
1999-03-11,420.9113466048932
1999-03-12,415.39179327139834
1999-03-15,413.89140066528137
1999-03-16,409.00045606547735
1999-03-17,409.1817729732481
1999-03-18,417.3440805649928
1999-03-19,419.58706816451075
1999-03-22,422.5137462118302
1999-03-23,418.6161248455181
1999-03-24,414.1295663469138
1999-03-25,416.1863932699596
1999-03-26,420.02221747530064
1999-03-29,420.16930613974944
1999-03-30,413.64920337008385
1999-03-31,412.09602591428165
1999-04-01,410.0050367562542
1999-04-02,412.3200481433686
1999-04-05,411.3766451869522
1999-04-06,410.3234450699939
1999-04-07,407.36880889604095
1999-04-08,408.897285342651
1999-04-09,409.3926381895499
1999-04-12,402.4686204292557
1999-04-13,396.2808028384451
1999-04-14,389.0208589762197
1999-04-15,398.4968269749328
1999-04-16,399.6424844050457
1999-04-19,405.78339280242625
1999-04-20,401.86757650995264
1999-04-21,404.53721897222795
1999-04-22,403.8317879370082
1999-04-23,402.5345376412907
1999-04-26,400.73967644674553
1999-04-27,394.48731020601696
1999-04-28,392.72622166276005
1999-04-29,398.01354419809206
1999-04-30,399.72291316890437
1999-05-03,399.28971794390674
1999-05-04,400.0809061440014
1999-05-05,394.1263904012583
1999-05-06,393.32057713924047
1999-05-07,395.2952337988972
1999-05-10,396.00764148874873
1999-05-11,393.3567511341593
1999-05-12,393.8899030141324
1999-05-13,395.5386394820015
1999-05-14,391.21971014817024
1999-05-17,393.49144814981724
1999-05-18,390.70338082902464
1999-05-19,390.3115471766184
1999-05-20,388.0382245291541
1999-05-21,388.26405177356094
1999-05-24,383.37292663957044
1999-05-25,379.54866870872956
1999-05-26,381.8368905072806
1999-05-27,380.02682657713865
1999-05-28,381.5169829665036
1999-05-31,379.02532223560434
1999-06-01,376.77215712416506
1999-06-02,373.4715106171452
1999-06-03,366.62434387574285
1999-06-04,363.72789149662725
1999-06-07,363.20448503424853
1999-06-08,363.71839899256156
1999-06-09,368.8416091570565
1999-06-10,363.217794682647
1999-06-11,369.6601278024759
1999-06-14,377.42067693409723
1999-06-15,381.5322603581294
1999-06-16,386.3604053390742
1999-06-17,393.2111460823631
1999-06-18,398.2222825512742
1999-06-21,409.0861857562796
1999-06-22,407.5697835684269
1999-06-23,409.12751969834
1999-06-24,408.0554701718829
1999-06-25,408.62436510560434
1999-06-28,408.6506740023429
1999-06-29,406.7926574576352
1999-06-30,401.3949537833957
1999-07-01,404.49142888114164
1999-07-02,406.1361521057645
1999-07-05,399.6396559977589
1999-07-06,396.7204277666743
1999-07-07,398.4003194683597
1999-07-08,397.44302146834883
1999-07-09,397.2611286595537
1999-07-12,398.6981969393492
1999-07-13,400.4551082884905
1999-07-14,399.5913414958102
1999-07-15,396.05015421009443
1999-07-16,399.441509798521
1999-07-19,400.9571787414245
1999-07-20,397.3154846724128
1999-07-21,396.3245720276723
1999-07-22,396.8759412313732
1999-07-23,397.2557555613672
1999-07-26,394.21050936467987
1999-07-27,396.95060329425434
1999-07-28,397.2561349700497
1999-07-29,396.4901486586537
1999-07-30,395.2870850170705
1999-08-02,395.971365055559
1999-08-03,395.76960676061117
1999-08-04,394.35332834965203
1999-08-05,392.4255815757783
1999-08-06,392.6260130270518
1999-08-09,393.34641259566496
1999-08-10,394.82905442953563
1999-08-11,395.6748363041381
1999-08-12,394.9286063034685
1999-08-13,399.51489816461066
1999-08-16,400.1831185683311
1999-08-17,401.18205691236597
1999-08-18,402.6420994993091
1999-08-19,401.5385654519862
1999-08-20,401.2570050995917
1999-08-23,403.26135511288254
1999-08-24,408.70912880644767
1999-08-25,414.6753373668071
1999-08-26,416.52070031998375
1999-08-27,417.57721481201105
1999-08-30,419.74962468628615
1999-08-31,417.4183077819825
1999-09-01,416.74655705907173
1999-09-02,415.582009756043
1999-09-03,413.5365410750476
1999-09-06,413.81248321641885
1999-09-07,413.2237839751477
1999-09-08,413.3012246906079
1999-09-09,414.1190057555561
1999-09-10,419.1243107025259
1999-09-13,420.12000612295617
1999-09-14,417.7807393486822
1999-09-15,418.88128479410904
1999-09-16,418.2307005828448
1999-09-17,414.09727615618255
1999-09-20,414.8112513950014
1999-09-21,414.8309143063741
1999-09-22,411.074450303538
1999-09-23,411.9489870655597
1999-09-24,411.55492059216886
1999-09-27,411.3021853305589
1999-09-28,408.1538871839137
1999-09-29,407.25537138221614
1999-09-30,405.77271490079454
1999-10-01,401.12265147683263
1999-10-04,401.8209548713866
1999-10-05,400.82151799103633
1999-10-06,401.0815038788792
1999-10-07,400.7319068945605
1999-10-08,404.3348419934981
1999-10-11,403.43131125746197
1999-10-12,399.0043565771866
1999-10-13,401.853627717429
1999-10-14,399.8646701652957
1999-10-15,400.6340204306414
1999-10-18,402.62465289815054
