Date,ESTONIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1007.7067220896927
2010-12-02,1006.4417651658981
2010-12-03,1002.0472960030385
2010-12-06,988.0004699491748
2010-12-07,986.9951622833198
2010-12-08,986.9790243471562
2010-12-09,975.6261811585464
2010-12-10,986.041347887205
2010-12-13,996.596064885106
2010-12-14,1001.6300095135862
2010-12-15,984.9695784311102
2010-12-16,974.5010083871271
2010-12-17,980.6183776478201
2010-12-20,989.1972109592336
2010-12-21,983.1369091829458
2010-12-22,984.8843670097242
2010-12-23,984.4653653772978
2010-12-24,984.4653653772978
2010-12-27,980.0482875115998
2010-12-28,980.079043143564
2010-12-29,988.4579453569482
2010-12-30,997.0350245448656
2010-12-31,997.0350245448653
2011-01-03,1043.5798339414164
2011-01-04,1065.0100386538652
2011-01-05,1062.79536028878
2011-01-06,1095.7917875680043
2011-01-07,1100.2008744266645
2011-01-10,1111.2479543996496
2011-01-11,1111.7884193390476
2011-01-12,1114.9512989050604
2011-01-13,1121.5448542241513
2011-01-14,1124.7287832721165
2011-01-17,1137.9466885227853
2011-01-18,1155.4070388999885
2011-01-19,1150.6239729119675
2011-01-20,1131.0273729802147
2011-01-21,1132.957181689539
2011-01-24,1106.0233950179306
2011-01-25,1115.8195900356118
2011-01-26,1097.4603488179819
2011-01-27,1117.2665470172535
2011-01-28,1125.900732670098
2011-01-31,1112.7541617749362
2011-02-01,1119.010925382783
2011-02-02,1125.304720486658
2011-02-03,1117.149605450849
2011-02-04,1133.565862542673
2011-02-07,1131.4991152590892
2011-02-08,1132.1395652377628
2011-02-09,1135.3244687987815
2011-02-10,1131.505741947852
2011-02-11,1135.062831534213
2011-02-14,1144.7850415208827
2011-02-15,1148.2480711073329
2011-02-16,1159.2238167248115
2011-02-17,1156.7781787660779
2011-02-18,1169.9212024337255
2011-02-21,1148.9148329384477
2011-02-22,1122.9664738664055
2011-02-23,1120.976518211427
2011-02-24,1120.9765182114272
2011-02-25,1122.9163838954623
2011-02-28,1120.4582721696459
2011-03-01,1111.6007998039152
2011-03-02,1090.907565779206
2011-03-03,1106.8370344186364
2011-03-04,1104.0862672182113
2011-03-07,1100.8436279828304
2011-03-08,1097.470956154631
2011-03-09,1092.0901500505395
2011-03-10,1092.493001402823
2011-03-11,1067.9984302146731
2011-03-14,1058.3235242464423
2011-03-15,1003.7776940512151
2011-03-16,1053.849305919814
2011-03-17,1064.6774373909734
2011-03-18,1090.9472178221224
2011-03-21,1103.5416616314703
2011-03-22,1113.9620387781438
2011-03-23,1097.5496047015906
2011-03-24,1093.217872210332
2011-03-25,1095.726977318524
2011-03-28,1097.4924642549747
2011-03-29,1096.5291615576034
2011-03-30,1104.6086995032172
2011-03-31,1109.877840530756
2011-04-01,1101.3727254331304
2011-04-04,1097.9715106443778
2011-04-05,1098.293274252898
2011-04-06,1099.8485875005233
2011-04-07,1097.8505784147933
2011-04-08,1095.727279873971
2011-04-11,1095.6495541491913
2011-04-12,1101.688825989793
2011-04-13,1110.5552197396148
2011-04-14,1098.4933519762799
2011-04-15,1101.3866365479857
2011-04-18,1096.5546202678886
2011-04-19,1090.664230751011
2011-04-20,1089.0254261273744
2011-04-21,1088.6053068016965
2011-04-22,1088.6053068016965
2011-04-25,1088.6053068016965
2011-04-26,1081.5780981600692
2011-04-27,1082.5919277759392
2011-04-28,1084.7976464875153
2011-04-29,1075.1652030850694
2011-05-02,1070.1985558790013
2011-05-03,1052.195466054567
2011-05-04,1049.3501927565299
2011-05-05,1054.3238125885161
2011-05-06,1056.307046178311
2011-05-09,1047.244365770617
2011-05-10,1050.3295803657531
2011-05-11,1062.778869737639
2011-05-12,1074.5399800174125
2011-05-13,1072.776931341373
2011-05-16,1063.0524823341987
2011-05-17,1067.439473078381
2011-05-18,1066.9888309346209
2011-05-19,1057.418954087128
2011-05-20,1044.8131760507526
2011-05-23,1029.580127772673
2011-05-24,1020.8077930643102
2011-05-25,1036.1111419800304
2011-05-26,1051.6358562347182
2011-05-27,1068.1338525084423
2011-05-30,1044.993501232831
2011-05-31,1048.799860740256
2011-06-01,1039.2083709590925
2011-06-02,1039.2083709590925
2011-06-03,1041.5618301373474
2011-06-06,1032.558656501953
2011-06-07,1031.3408636620886
2011-06-08,1040.6186016542888
2011-06-09,1047.7700739113989
2011-06-10,1062.4047421179555
2011-06-13,1075.1533484867628
2011-06-14,1084.4922802343635
2011-06-15,1093.7060936521511
2011-06-16,1079.9639592981632
2011-06-17,1071.5438554505645
2011-06-20,1073.3896258361658
2011-06-21,1074.3815957913903
2011-06-22,1076.4776262060461
2011-06-23,1076.477626206046
2011-06-24,1076.477626206046
2011-06-27,1069.0256402750645
2011-06-28,1049.962271230406
2011-06-29,1039.831911393406
2011-06-30,1051.2356028781692
2011-07-01,1058.9309676507905
2011-07-04,1068.083355391076
2011-07-05,1068.3085847265286
2011-07-06,1075.2597517328884
2011-07-07,1084.8026102191116
2011-07-08,1091.7517511056292
2011-07-11,1061.1708137079254
2011-07-12,1069.1247324545384
2011-07-13,1070.5061473732278
2011-07-14,1066.3892450375106
2011-07-15,1064.0276527290766
2011-07-18,1067.1419888494654
2011-07-19,1063.103846534805
2011-07-20,1066.2508850833112
2011-07-21,1066.2718372907236
2011-07-22,1074.6257485804547
2011-07-25,1072.4430468792775
2011-07-26,1068.8842296631433
2011-07-27,1077.6371755921764
2011-07-28,1076.5636850487879
2011-07-29,1079.32540655497
2011-08-01,1082.2244391109882
2011-08-02,1070.6264627101525
2011-08-03,1047.7615140487528
2011-08-04,1020.2650589696619
2011-08-05,988.8938608993371
2011-08-08,934.3962464020073
2011-08-09,913.5236731469918
2011-08-10,950.1448434477969
2011-08-11,922.7979038089481
2011-08-12,956.6161648006773
2011-08-15,987.3540904593143
2011-08-16,960.4725804426423
2011-08-17,969.4934220659522
2011-08-18,932.6613086826457
2011-08-19,906.3056100170496
2011-08-22,921.6530080388725
2011-08-23,933.8168260954213
2011-08-24,932.0760893639525
2011-08-25,927.8853452142023
2011-08-26,920.5935775725135
2011-08-29,933.3398656445366
2011-08-30,943.6767216544021
2011-08-31,956.9662931216611
2011-09-01,952.4141979823894
2011-09-02,937.1254124920242
2011-09-05,922.9545001901096
2011-09-06,915.6565214952767
2011-09-07,928.9806976813181
2011-09-08,920.8140271237844
2011-09-09,929.0470496059463
2011-09-12,895.3737940201363
2011-09-13,895.0502239255145
2011-09-14,891.1617925501281
2011-09-15,906.5725441545535
2011-09-16,904.9944091113025
2011-09-19,893.3839591942066
2011-09-20,886.419794623539
2011-09-21,885.0792690420898
2011-09-22,846.9662220879007
2011-09-23,834.2384321639352
2011-09-26,840.0181831708638
2011-09-27,851.0835756249304
2011-09-28,859.0094279115034
2011-09-29,859.9888965793253
2011-09-30,861.1255359450176
2011-10-03,849.1725056517421
2011-10-04,839.4630861500124
2011-10-05,853.8902712142473
2011-10-06,869.8769776153206
2011-10-07,886.7607184838446
2011-10-10,898.0989610558828
2011-10-11,909.9802858908653
2011-10-12,907.8132685257867
2011-10-13,897.2055035265993
2011-10-14,918.5441539902787
2011-10-17,949.9441923087152
2011-10-18,933.6822456149823
2011-10-19,951.4532787159303
2011-10-20,949.0245800846585
2011-10-21,955.833554341227
2011-10-24,958.7778510901759
2011-10-25,964.2502605328373
2011-10-26,951.8592642129629
2011-10-27,994.2297256481561
2011-10-28,971.8319183726007
2011-10-31,935.1373165731424
2011-11-01,918.8550366337998
2011-11-02,946.0732384387599
2011-11-03,964.5739196691029
2011-11-04,975.4534019604596
2011-11-07,973.0370300566964
2011-11-08,981.011158713306
