Date,JAMAICA SMALL CAP
2010-11-30,1000.0
2010-12-01,996.5751726222846
2010-12-02,987.1674120034693
2010-12-03,972.7824756185246
2010-12-06,979.8111978297447
2010-12-07,975.5525857068384
2010-12-08,985.0921336410762
2010-12-09,985.9347788015889
2010-12-10,987.6842633238234
2010-12-13,975.4576169929464
2010-12-14,975.7491573574231
2010-12-15,983.7432108148768
2010-12-16,993.7711362273288
2010-12-17,997.1340879811021
2010-12-20,1000.9017409222162
2010-12-21,998.9722091324697
2010-12-22,1001.7562425472466
2010-12-23,1003.9793012428289
2010-12-24,1000.0382262007919
2010-12-27,998.2661329571981
2010-12-28,999.6724627972611
2010-12-29,999.3300179997436
2010-12-30,992.405949296483
2010-12-31,969.2529060823954
2011-01-03,973.133689683309
2011-01-04,976.3853847605312
2011-01-05,989.2359817070543
2011-01-06,995.755180776325
2011-01-07,999.8202702876781
2011-01-10,1003.142830790199
2011-01-11,991.273270474707
2011-01-12,981.5210509550499
2011-01-13,961.4261657392017
2011-01-14,959.4474784500363
2011-01-17,965.2993746520674
2011-01-18,957.9306802957152
2011-01-19,951.1908805502524
2011-01-20,956.9915808531258
2011-01-21,943.7910531186401
2011-01-24,938.5907535709637
2011-01-25,938.783150536213
2011-01-26,963.1974379703911
2011-01-27,960.4830861410451
2011-01-28,967.9907154015234
2011-01-31,961.9893141754749
2011-02-01,956.213697845896
2011-02-02,961.0160764602531
2011-02-03,967.5078365997063
2011-02-04,973.0613470079503
2011-02-07,996.4871662223236
2011-02-08,987.6647542970533
2011-02-09,985.7217966593063
2011-02-10,997.0775068835951
2011-02-11,999.5228719257632
2011-02-14,1006.2647305411606
2011-02-15,1002.3553881536659
2011-02-16,1002.0587784586323
2011-02-17,995.7084288577553
2011-02-18,990.8929226323709
2011-02-21,988.5008621753943
2011-02-22,986.7901833250157
2011-02-23,957.4014105076166
2011-02-24,928.6039205884579
2011-02-25,931.5084463993544
2011-02-28,1004.1427142992223
2011-03-01,1004.0844080670349
2011-03-02,1000.3363953748948
2011-03-03,995.4828581839921
2011-03-04,991.9475667754693
2011-03-07,989.610886578774
2011-03-08,997.8573400892767
2011-03-09,996.2803799943147
2011-03-10,1005.0298546644642
2011-03-11,1002.1474164457429
2011-03-14,992.3725913785293
2011-03-15,992.869914412582
2011-03-16,996.2803799943151
2011-03-17,994.2474410364559
2011-03-18,986.0194773498478
2011-03-21,982.7295287271604
2011-03-22,930.5618310352214
2011-03-23,936.359929320427
2011-03-24,918.7301110661066
2011-03-25,922.3676171619563
2011-03-28,955.5118628892025
2011-03-29,958.058807827067
2011-03-30,956.2575621082009
2011-03-31,931.9060997644317
2011-04-01,936.8239873511119
2011-04-04,930.9994818974205
2011-04-05,932.8672479986507
2011-04-06,948.407695554649
2011-04-07,952.1573918423112
2011-04-08,942.625923666266
2011-04-11,940.9325041933387
2011-04-12,938.1736472476185
2011-04-13,937.6561412710632
2011-04-14,944.9649487922757
2011-04-15,954.4191368852868
2011-04-18,968.7871186106867
2011-04-19,961.4434638533417
2011-04-20,948.8906935109909
2011-04-21,932.7653941828983
2011-04-22,932.7653941828983
2011-04-25,933.4380615344725
2011-04-26,929.2259111132175
2011-04-27,928.7002945136145
2011-04-28,942.0535507455825
2011-04-29,941.2832993656601
2011-05-02,925.2715067206401
2011-05-03,917.3231984655605
2011-05-04,914.8189327205519
2011-05-05,931.7223449932324
2011-05-06,938.5305046850453
2011-05-09,954.35250008507
2011-05-10,948.3695156181117
2011-05-11,957.36216915545
2011-05-12,964.1400141063233
2011-05-13,962.9299522967847
2011-05-16,960.8330972447196
2011-05-17,965.4787345950823
2011-05-18,987.514137368084
2011-05-19,987.5028110741264
2011-05-20,969.6009872646292
2011-05-23,978.6248732179905
2011-05-24,972.9696864085274
2011-05-25,1005.8435534085918
2011-05-26,1021.0186127288257
2011-05-27,1010.0317992214955
2011-05-30,1009.2886343785099
2011-05-31,964.3112793729016
2011-11-30,1000.0
2011-12-01,994.4846165193605
2011-12-02,995.2742275876387
2011-12-05,992.4454249985681
2011-12-06,982.2172708679169
2011-12-07,985.9544906801965
2011-12-08,989.5148058096892
2011-12-09,987.5182998244305
2011-12-12,999.1629114195667
2011-12-13,1015.1455326825958
2011-12-14,1016.5029814182986
2011-12-15,1015.8665371218617
2011-12-16,1017.5276848671596
2011-12-19,1014.5629729291826
2011-12-20,1008.088765493133
2011-12-21,1008.9476034092245
2011-12-22,1003.3762734736207
2011-12-23,1014.611569505058
2011-12-26,1014.611569505058
2011-12-27,1012.5736913333702
2011-12-28,997.430877215257
2011-12-29,1007.4178552594317
2011-12-30,1013.0830212578848
2012-01-02,1013.0830212578848
2012-01-03,1010.6377922881633
2012-01-04,1003.3469726601452
2012-01-05,999.9558104705033
2012-01-06,1004.4425587601961
2012-01-09,994.6671603480773
2012-01-10,979.8631408470839
2012-01-11,989.5723268295525
2012-01-12,973.8380496559031
2012-01-13,980.1685285702621
2012-01-16,961.4439812842141
2012-01-17,956.1038046679856
2012-01-18,948.5214396642749
2012-01-19,946.1235089749434
2012-01-20,942.7519068969583
2012-01-23,925.2547552180586
2012-01-24,939.7093593821087
2012-01-25,923.7578074018734
2012-01-26,924.8468332179257
2012-01-27,936.8439757894424
2012-01-30,938.1298680850206
2012-01-31,926.4832019499777
2012-02-01,922.659435840163
2012-02-02,917.2176441653571
2012-02-03,926.2744320496353
2012-02-06,933.8874341812588
2012-02-07,922.7745868474224
2012-02-08,926.8631390834552
2012-02-09,906.8547156270939
2012-02-10,929.8083001137579
2012-02-13,909.2748215381091
2012-02-14,943.8340819487737
2012-02-15,954.5407588889148
2012-02-16,973.7574468652765
2012-02-17,982.2785392292199
2012-02-20,948.4324334365987
2012-02-21,945.7976846711247
2012-02-22,947.4762773446215
2012-02-23,942.8329240768943
2012-02-24,926.5227782874833
2012-02-27,929.6347145952352
2012-02-28,900.2587439203317
2012-02-29,909.4294626919701
2012-03-01,907.8674676536991
2012-03-02,919.5241268065079
2012-03-05,918.9074857094487
2012-03-06,928.473602240399
2012-03-07,929.0122061424487
2012-03-08,927.2125436758864
2012-03-09,942.6366253301608
2012-03-12,944.7357713985214
2012-03-13,971.4463221896364
2012-03-14,946.921025917899
2012-03-15,958.2764885428794
2012-03-16,953.9128471322483
2012-03-19,955.791813350854
2012-03-20,960.8848681878744
2012-03-21,965.3428226531449
2012-03-22,971.3740292388486
2012-03-23,973.4156211245695
2012-03-26,966.1092556029379
2012-03-27,967.8126368823946
2012-03-28,947.0435089382646
2012-03-29,938.9969333237406
2012-03-30,940.3904504266288
2012-04-02,941.755113117289
2012-04-03,942.607029717574
2012-04-04,981.7495807842713
2012-04-05,987.0772858145574
2012-04-06,987.0772858145574
2012-04-09,986.5108897590424
2012-04-10,1009.2626415605139
2012-04-11,977.153985457339
2012-04-12,987.573351875885
2012-04-13,988.9576573650601
2012-04-16,1000.2080655067775
2012-04-17,1012.590918459868
2012-04-18,1015.0486993340637
2012-04-19,1005.6491894963381
2012-04-20,1005.2528756582348
2012-04-23,1001.6236711922569
2012-04-24,998.1245521453471
2012-04-25,995.3589463553478
2012-04-26,1010.3476613516399
2012-04-27,1013.1312442357494
2012-04-30,1007.0179023641693
2012-05-01,1024.9325351445805
2012-05-02,1030.6214094652582
2012-05-03,1021.4107661320744
2012-05-04,1025.5308956466636
2012-05-07,1019.2550542275511
2012-05-08,996.8810369935402
2012-05-09,982.0628874578159
2012-05-10,982.9448936516948
