Date,GHANA SMALL CAP
2010-11-30,1000.0
2010-12-01,999.5139435648936
2010-12-02,1001.344826429359
2010-12-03,985.4071131448865
2010-12-06,988.2636207899067
2010-12-07,1070.5406673359528
2010-12-08,1110.643317328376
2010-12-09,1124.5894903861106
2010-12-10,1104.000510775493
2010-12-13,1068.1979188316413
2010-12-14,1099.0740944685049
2010-12-15,1058.4813559694655
2010-12-16,1146.5673179565997
2010-12-17,1147.6302766411682
2010-12-20,1187.5829916712444
2010-12-21,1150.5267839911896
2010-12-22,1136.705711593973
2010-12-23,1117.321350679536
2010-12-24,1116.193522432406
2010-12-27,1116.4005983478764
2010-12-28,1117.973352769856
2010-12-29,1127.2643694215697
2010-12-30,1144.5577553566861
2010-12-31,1162.4669187238094
2011-01-03,1166.7287366941573
2011-01-04,1169.8403470727344
2011-01-05,1152.8692076949617
2011-01-06,1164.8609186295635
2011-01-07,1168.4631283413385
2011-01-10,1175.916712975017
2011-01-11,1176.6218351303262
2011-01-12,1183.6266312058256
2011-01-13,1157.6373387173096
2011-01-14,1159.1449472005124
2011-01-17,1163.155426594824
2011-01-18,1153.627508568012
2011-01-19,1141.4562175549463
2011-01-20,1141.2041191613207
2011-01-21,1121.7818140747306
2011-01-24,1102.095341071053
2011-01-25,1100.3890234542368
2011-01-26,1087.454555629069
2011-01-27,1081.3125280424233
2011-01-28,1097.6356513388514
2011-01-31,1082.6829983030345
2011-02-01,1070.2091841981994
2011-02-02,1066.314176846474
2011-02-03,1081.2041442022778
2011-02-04,1094.754095569989
2011-02-07,1111.9601905339866
2011-02-08,1120.0080337375678
2011-02-09,1110.4471390344672
2011-02-10,1121.3145792099544
2011-02-11,1110.327121740547
2011-02-14,1112.127581089738
2011-02-15,1099.9622643881225
2011-02-16,1082.1894327303273
2011-02-17,1082.880029504712
2011-02-18,1079.1770185115452
2011-02-21,1070.8349005627804
2011-02-22,1063.077079183847
2011-02-23,1048.7576964115888
2011-02-24,1046.7636543693825
2011-02-25,1046.9989968503176
2011-02-28,1032.2950033420043
2011-03-01,1023.0295960368674
2011-03-02,1014.5980347914486
2011-03-03,980.5340199161772
2011-03-04,972.3501325201394
2011-03-07,969.8873071060531
2011-03-08,1002.2445251950063
2011-03-09,1007.1031267828348
2011-03-10,1025.745471970618
2011-03-11,1020.9869413750733
2011-03-14,1019.1420114518537
2011-03-15,1015.8188421848512
2011-03-16,1034.5640762713501
2011-03-17,1024.5043296893275
2011-03-18,1015.8602535671344
2011-03-21,1007.2228962277441
2011-03-22,1003.8285683021899
2011-03-23,1007.7633304071219
2011-03-24,996.2586477385325
2011-03-25,998.2277550863679
2011-03-28,1000.9168699802628
2011-03-29,1002.7470009997621
2011-03-30,1006.7801047350576
2011-03-31,1021.9510646221319
2011-04-01,1029.2891887411247
2011-04-04,1015.503165691436
2011-04-05,1014.9386608700105
2011-04-06,1001.9252074010702
2011-04-07,1018.0232427015665
2011-04-08,1027.949206328297
2011-04-11,1009.2288474853547
2011-04-12,1004.1051725851129
2011-04-13,998.5211023777271
2011-04-14,1025.5021532297108
2011-04-15,1028.767428186544
2011-04-18,1071.491684492235
2011-04-19,1081.9836601024258
2011-04-20,1065.5578927941635
2011-04-21,1065.9917957063187
2011-04-22,1065.9917957063187
2011-04-25,1064.6284401099679
2011-04-26,1066.5157118929742
2011-04-27,1067.8228913808741
2011-04-28,1067.1997285193459
2011-04-29,1062.7710180556517
2011-05-02,1058.8101147549708
2011-05-03,1058.9874348206986
2011-05-04,1059.2440069372128
2011-05-05,1083.3805699392108
2011-05-06,1092.20299853481
2011-05-09,1115.8659159970719
2011-05-10,1110.7394067360842
2011-05-11,1120.7624246629462
2011-05-12,1134.8964788214166
2011-05-13,1149.499304928747
2011-05-16,1195.4224797626496
2011-05-17,1203.610116173924
2011-05-18,1256.8480695605344
2011-05-19,1251.2092045897114
2011-05-20,1261.52034388218
2011-05-23,1276.2103801361836
2011-05-24,1272.6256166605267
2011-05-25,1273.9643873938383
2011-05-26,1270.5154725794519
2011-05-27,1257.4662866566541
2011-05-30,1260.4519583720958
2011-05-31,1249.332034019268
2011-06-01,1242.2151335541414
2011-06-02,1243.0892403659584
2011-06-03,1228.6165986822325
2011-06-06,1225.952171009853
2011-06-07,1212.07783349767
2011-06-08,1218.3427665043841
2011-06-09,1226.2883557784244
2011-06-10,1244.447364370947
2011-06-13,1245.3811701112118
2011-06-14,1236.1995280583503
2011-06-15,1253.201772503641
2011-06-16,1267.6008820869006
2011-06-17,1252.5248484757722
2011-06-20,1251.6605576488616
2011-06-21,1246.3484242030552
2011-06-22,1242.308768153564
2011-06-23,1271.2140457789385
2011-06-24,1271.891209730391
2011-06-27,1258.9155773141126
2011-06-28,1252.5799532708788
2011-06-29,1250.1208330040436
2011-06-30,1239.7256302767487
2011-07-01,1239.664009794135
2011-07-04,1243.2772873253275
