Date,BAHRAIN SMALL CAP
2002-11-29,549.5262564495105
2002-12-02,553.3494655922535
2002-12-03,551.6294381748908
2002-12-04,563.4172600742154
2002-12-05,563.0524548254148
2002-12-06,559.0011509814618
2002-12-09,546.0718037538524
2002-12-10,551.5663773560909
2002-12-11,551.9218032956977
2002-12-12,544.3448845963346
2002-12-13,541.0687471590713
2002-12-16,541.6995910095658
2002-12-17,536.5424376350019
2002-12-18,537.7176912221114
2002-12-19,539.6229416734952
2002-12-20,538.8347106748488
2002-12-23,538.4071760885055
2002-12-24,536.6658885524486
2002-12-25,536.6658885524486
2002-12-26,534.8391509772916
2002-12-27,531.3195265082617
2002-12-30,531.408425077642
2002-12-31,532.4952659417366
2003-01-01,532.4952659417366
2003-01-02,537.6344212362617
2003-01-03,535.3376102397643
2003-01-06,537.2411648714949
2003-01-07,541.2861852447837
2003-01-08,543.3165332199733
2003-01-09,538.7292937313171
2003-01-10,535.9908011099
2003-01-13,536.2999527545392
2003-01-14,534.4261946570964
2003-01-15,529.7996714581537
2003-01-16,536.1894087133014
2003-01-17,532.1670430565408
2003-01-20,536.0347469763228
2003-01-21,547.2266739606584
2003-01-22,549.9859641426686
2003-01-23,551.8579922470519
2003-01-24,549.0000787531937
2003-01-27,546.0387646877482
2003-01-28,544.3626500157131
2003-01-29,544.6991437758385
2003-01-30,549.4809482105146
2003-01-31,550.4278878976961
2003-02-03,548.0194742261912
2003-02-04,541.8873092035419
2003-02-05,543.2286338200919
2003-02-06,543.10326950877
2003-02-07,543.7055464918681
2003-02-10,546.2548366917512
2003-02-11,549.23802451349
2003-02-12,548.1165271769507
2003-02-13,543.35865908621
2003-02-14,545.1457747018638
2003-02-17,548.0654731040021
2003-02-18,551.1113166031245
2003-02-19,547.2804716414051
2003-02-20,543.3097228060753
2003-02-21,543.7620411544641
2003-02-24,553.5940582258177
2003-02-25,552.2377305367296
2003-02-26,550.161044542095
2003-02-27,543.7053162384973
2003-02-28,542.0872511712532
2003-03-03,538.7424888083285
2003-03-04,535.7785653415671
2003-03-05,532.2113675645625
2003-03-06,531.1360110190572
2003-03-07,528.1773710410062
2003-03-10,527.7416421623958
2003-03-11,543.0295243898951
2003-03-12,544.7045530883987
2003-03-13,551.661316342801
2003-03-14,557.8116724501207
2003-03-17,547.6382728467241
2003-03-18,537.6728678532352
2003-03-19,531.7277971608027
2003-03-20,541.6458253553691
2003-03-21,545.4732572048403
2003-03-24,539.4863556013725
2003-03-25,547.5581938036094
2003-03-26,546.617465192945
2003-03-27,544.4247742089162
2003-03-28,542.7286680119481
2003-03-31,554.0495401237353
2003-04-01,554.6403997303939
2003-04-02,560.1509071481482
2003-04-03,554.2406612952724
2003-04-04,556.1312953267935
2003-04-07,573.7186303305818
2003-04-08,576.5082907446772
2003-04-09,580.6956644579207
2003-04-10,581.6976589887468
2003-04-11,585.3758662429067
2003-04-14,583.8160676592802
2003-04-15,592.7923439459113
2003-04-16,590.7925768198963
2003-04-17,592.1413814519489
2003-04-18,592.1413814519489
2003-04-21,585.041214508586
2003-04-22,587.1510994238298
2003-04-23,591.2803188744305
2003-04-24,594.6480469956375
2003-04-25,594.6750322945574
2003-04-28,591.590014457867
2003-04-29,585.6326467677745
2003-04-30,581.371241949919
2003-05-01,576.0801829221839
2003-05-02,578.2365367105829
2003-05-05,573.7616534760482
2003-05-06,571.8512455392225
2003-05-07,569.7558705148878
2003-05-08,566.5268613191935
2003-05-09,564.7022981587453
2003-05-12,562.3084896321258
2003-05-13,563.7732796889107
2003-05-14,568.7356346342217
2003-05-15,568.8375328994665
2003-05-16,565.1407420353394
2003-05-19,558.9553741274142
2003-05-20,561.4638254470049
2003-05-21,553.577466760342
2003-05-22,559.951712455347
2003-05-23,555.0106825813139
2003-05-26,561.3027101758287
2003-05-27,567.5425791309461
2003-05-28,575.9415289966323
2003-05-29,581.257172089459
2003-05-30,584.5189136494561
2003-06-02,590.4983003844238
2003-06-03,590.9724673215165
2003-06-04,602.04006087501
2003-06-05,593.712223813167
2003-06-06,601.3772841582243
2003-06-09,593.9511469038611
2003-06-10,601.1899096438517
2003-06-11,600.630272387314
2003-06-12,596.3729632355581
2003-06-13,592.8384940190152
2003-06-16,590.7106835155807
2003-06-17,592.5144068046448
2003-06-18,594.7694035298191
2003-06-19,602.5452409728674
2003-06-20,605.7854283302177
2003-06-23,612.5482632263898
2003-06-24,605.7305396018982
2003-06-25,604.0411687604126
2003-06-26,623.6672919757805
2003-06-27,624.8955745325186
2003-06-30,620.7823612630283
2003-07-01,612.8105003807643
2003-07-02,616.3838227802282
2003-07-03,617.0292696729024
2003-07-04,618.9899686101818
2003-07-07,633.6100433666859
2003-07-08,639.1264497088357
2003-07-09,637.5744185050745
2003-07-10,640.3119379453151
2003-07-11,642.5777268269333
2003-07-14,639.4217577759592
2003-07-15,641.6688360172537
2003-07-16,640.1525355102968
2003-07-17,641.4890634824095
2003-07-18,639.8299167407383
2003-07-21,634.2847280217657
2003-07-22,628.7948627833196
2003-07-23,624.0770453025979
2003-07-24,628.4878817973254
2003-07-25,625.4653890595973
2003-07-28,626.8640644375396
2003-07-29,625.2235570691159
2003-07-30,630.7781708291039
2003-07-31,646.8529178072297
2003-08-01,646.9678781160771
2003-08-04,636.9976356576543
2003-08-05,636.8688846173359
2003-08-06,636.7098839366165
2003-08-07,629.6786940279607
2003-08-08,634.2659598902333
2003-08-11,634.5495738630985
2003-08-12,636.2348152951006
2003-08-13,635.4299902895309
2003-08-14,637.3142797641955
2003-08-15,637.7672998217827
2003-08-18,641.9523634116516
2003-08-19,646.5627300433205
2003-08-20,648.9290156825082
2003-08-21,654.0586933793819
2003-08-22,660.3228156845164
2003-08-25,657.9886758050144
2003-08-26,660.1137771198416
2003-08-27,658.4882139461636
2003-08-28,659.7306595585262
2003-08-29,655.4041628385868
2003-09-01,655.5680546428405
2003-09-02,659.427439052087
2003-09-03,666.7588283420965
2003-09-04,659.9807286651495
2003-09-05,652.1423356048473
2003-09-08,648.7270496107964
2003-09-09,645.5913506421839
2003-09-10,645.1639610682554
2003-09-11,649.186890445125
2003-09-12,642.5807058241896
2003-09-15,635.2229644021961
2003-09-16,644.0327997839508
2003-09-17,641.0310056560481
