Date,PAKISTAN SMALL VALUE
2017-06-01,963.9856487622855
2017-06-02,957.1208189621548
2017-06-05,982.2072257718338
2017-06-06,972.5449929200391
2017-06-07,966.9504353142978
2017-06-08,970.0838730318525
2017-06-09,971.009082484035
2017-06-12,928.393077185648
2017-06-13,932.8697325744859
2017-06-14,910.0073501808085
2017-06-15,919.0318136468911
2017-06-16,899.2326731548408
2017-06-19,899.9865035591142
2017-06-20,872.5702659029929
2017-06-21,889.6182658101723
2017-06-22,903.3986592764243
2017-06-23,899.9705840068485
2017-06-26,899.8099036669084
2017-06-27,893.0731884000098
2017-06-28,887.0606829953985
2017-06-29,882.7650827271248
2017-06-30,875.2124233511247
2017-07-03,841.1005840399383
2017-07-04,864.2680562864938
2017-07-05,857.7189861466163
2017-07-06,851.3993776638491
2017-07-07,858.5802622676089
2017-07-10,885.9145152636871
2017-07-11,839.5449827697637
2017-07-12,835.883608735997
2017-07-13,839.7923445024592
2017-07-14,851.8188757677582
2017-07-17,853.8415841071138
2017-07-18,866.6131342488206
2017-07-19,862.7686566217455
2017-07-20,846.1754413092168
2017-07-21,848.3765851754594
2017-07-24,855.3027999508691
2017-07-25,857.2475080238912
2017-07-26,862.5986921212345
2017-07-27,861.4396459189528
2017-07-28,867.0238655447731
2017-07-31,866.1588479564211
2017-08-01,886.0076712187853
2017-08-02,885.3229532598525
2017-08-03,888.4307514700051
2017-08-04,895.6979543422077
2017-08-07,886.3356401306924
2017-08-08,890.3298291871013
2017-08-09,899.143569821868
2017-08-10,891.0368719396602
2017-08-11,879.5956678602777
2017-08-14,880.1928389336329
2017-08-15,861.948332652147
2017-08-16,870.2407721025221
2017-08-17,848.0090479262041
2017-08-18,847.5988337279756
2017-08-21,826.2414066665546
2017-08-22,828.0770324497688
2017-08-23,842.7045066563546
2017-08-24,836.2285981314295
2017-08-25,838.9981696997434
2017-08-28,822.8990525814834
2017-08-29,802.7639317476029
2017-08-30,813.9541494435215
2017-08-31,818.01610322158
2017-09-01,818.5102140464254
2017-09-04,816.2426823923342
2017-09-05,826.0296428403194
2017-09-06,822.3933567517354
2017-09-07,810.9636174743179
2017-09-08,815.4538611147111
2017-09-11,813.868911525254
2017-09-12,819.2775221584799
2017-09-13,840.7772160390582
2017-09-14,855.7229066536787
2017-09-15,847.7421720426646
2017-09-18,850.8927138472316
2017-09-19,865.1992425918036
2017-09-20,869.7309898456508
2017-09-21,861.82315353233
2017-09-22,855.2734101044268
2017-09-25,867.9160098442478
2017-09-26,876.0689310962179
2017-09-27,872.4198965445053
2017-09-28,871.5228612453911
2017-09-29,867.7312499647162
2017-10-02,867.81677178275
2017-10-03,854.3771298383508
2017-10-04,844.6595141023935
2017-10-05,849.2797026703767
2017-10-06,866.3292927150195
2017-10-09,862.7021051374454
2017-10-10,847.5889296946646
2017-10-11,848.4286640274963
2017-10-12,842.978128867364
2017-10-13,844.7466296385222
2017-10-16,866.5197590725968
2017-10-17,864.550336867891
2017-10-18,855.0571695542026
2017-10-19,863.5005030799299
2017-10-20,878.7941293602335
2017-10-23,873.7293599672965
2017-10-24,874.5936649298723
2017-10-25,877.2093302986242
2017-10-26,883.4943235222632
2017-10-27,886.462914368149
2017-10-30,871.2806150960472
2017-10-31,853.6549978869084
2017-11-01,875.505590471879
2017-11-02,870.8092251051816
2017-11-03,890.0336205257482
2017-11-06,892.2846158223869
2017-11-07,892.1166587681312
2017-11-08,897.4199493944301
2017-11-09,899.4575965909886
2017-11-10,893.1557003139856
2017-11-13,887.0045181260481
2017-11-14,877.7981498475611
2017-11-15,869.8043569083828
2017-11-16,873.5067148239791
2017-11-17,869.4810463683036
2017-11-20,860.6991758476556
2017-11-21,861.6738380445782
2017-11-22,853.5499234755573
2017-11-23,837.9357034933511
2017-11-24,836.4648713807827
2017-11-27,827.4650542053599
2017-11-28,819.9968346846831
2017-11-29,818.3157319279624
2017-11-30,824.3639061219599
2017-12-01,828.323687240988
2017-12-04,830.1418873957979
2017-12-05,825.7868672088391
2017-12-06,827.8250564544933
2017-12-07,799.516639915344
2017-12-08,802.8814113580383
2017-12-11,768.3640453385588
2017-12-12,764.4489088179233
2017-12-13,769.7372154493381
2017-12-14,749.1501119963524
2017-12-15,763.483060327731
2017-12-18,752.4378971380056
2017-12-19,732.4790608882622
2017-12-20,726.2522504186385
2017-12-21,737.9534184851082
2017-12-22,763.6029978709429
2017-12-25,763.6029978709429
2017-12-26,762.8899786386181
2017-12-27,774.740160421115
2017-12-28,774.9807344097061
2017-12-29,769.0656997089573
2018-01-01,772.1921174858833
2018-01-02,782.5459685081404
2018-01-03,786.4456783653626
2018-01-04,786.6680837522119
2018-01-05,799.4034340639618
2018-01-08,817.4339234011132
2018-01-09,819.5103967421917
2018-01-10,829.4839802560205
2018-01-11,814.446596909212
2018-01-12,795.8023837418406
2018-01-15,773.6148254388745
2018-01-16,790.1454559994056
2018-01-17,798.8848341442472
2018-01-18,800.7523612093579
2018-01-19,811.1729978830725
2018-01-22,827.2924560479062
2018-01-23,825.0959149266413
2018-01-24,821.5417051523339
2018-01-25,805.6350565564748
2018-01-26,807.2174052089472
2018-01-29,805.3540823178604
2018-01-30,803.0891769901899
2018-01-31,806.0387684208603
2018-02-01,808.9846310278014
2018-02-02,807.5264660623252
2018-02-05,808.6317760400275
2018-02-06,804.4138837400534
2018-02-07,811.9414504334202
2018-02-08,808.4260370746805
2018-02-09,808.612519971963
2018-02-12,802.6207194814504
2018-02-13,797.9682102567309
2018-02-14,782.8951396706327
2018-02-15,766.3783081883678
2018-02-16,776.1717179482758
2018-02-19,780.8713156996664
2018-02-20,776.6897065691187
2018-02-21,774.5656646812474
2018-02-22,784.2795204878091
2018-02-23,782.3659909775293
2018-02-26,776.127058713207
2018-02-27,785.1682262656642
2018-02-28,799.5636612187712
2018-03-01,807.5642412068322
2018-03-02,803.000090912212
2018-03-05,802.1348645585092
2018-03-06,797.1516667019456
2018-03-07,793.7407461467072
2018-03-08,791.1138529580207
2018-03-09,789.920597717315
2018-03-12,798.7146960549873
2018-03-13,799.4386381357731
2018-03-14,795.1995280828398
2018-03-15,798.670668887587
2018-03-16,795.417960576644
2018-03-19,800.4709474696955
2018-03-20,801.0252019759855
2018-03-21,802.5794996659016
2018-03-22,805.6589605996774
2018-03-23,802.3020482638457
2018-03-26,782.1356492614082
2018-03-27,784.4914919423156
2018-03-28,791.621845068344
2018-03-29,804.741190577893
2018-03-30,802.9516273926855
2018-04-02,810.7862355740763
2018-04-03,825.5479961598325
2018-04-04,824.0696635303292
2018-04-05,836.7220502995042
2018-04-06,834.8049274463973
2018-04-09,832.4146576677321
2018-04-10,827.4775053223614
2018-04-11,827.7771114748583
2018-04-12,830.6986478704367
2018-04-13,824.8312311280362
2018-04-16,809.9090985603099
2018-04-17,812.8277913939917
2018-04-18,806.3041454830454
2018-04-19,804.6186699319373
2018-04-20,805.8063505942862
2018-04-23,810.4577687675988
2018-04-24,821.059255783165
2018-04-25,815.8239856020621
2018-04-26,817.192332274639
2018-04-27,821.4242089780223
2018-04-30,823.7534472289357
2018-05-01,830.1087742958421
2018-05-02,829.2992963241855
2018-05-03,822.5851430200704
2018-05-04,824.5533469493183
2018-05-07,825.9829366080737
2018-05-08,823.5292198550744
2018-05-09,819.5948517772573
2018-05-10,821.8587033646329
2018-05-11,810.9921360865875
2018-05-14,789.1982578212892
2018-05-15,796.6648748999269
2018-05-16,799.0254889860902
2018-05-17,788.9837065215969
2018-05-18,781.2273712267742
2018-05-21,780.7606500906521
2018-05-22,807.0088897584161
2018-05-23,813.4774396107732
2018-05-24,806.5664617290229
2018-05-25,801.7314095674418
2018-05-28,806.6391576662558
2018-05-29,822.7978551093398
2018-05-30,821.1492938925826
2018-05-31,820.4560635324082
2018-06-01,820.2225559303223
2018-06-04,824.1720503677859
2018-06-05,830.2059901324443
2018-06-06,822.3709783820814
2018-06-07,816.9665847520208
2018-06-08,820.8145974777659
2018-06-11,804.1326365141322
2018-06-12,791.7878663972579
2018-06-13,795.0984661308536
2018-06-14,802.4021653828556
2018-06-15,804.6815207635592
2018-06-18,804.9240303707122
2018-06-19,809.2159846129872
2018-06-20,797.4102270321507
2018-06-21,785.9314089030663
2018-06-22,767.8779796779329
2018-06-25,747.707420520654
2018-06-26,751.8796881417368
2018-06-27,768.8723317466604
2018-06-28,772.6083336601912
2018-06-29,763.7055220085196
2018-07-02,767.0123944702585
2018-07-03,759.2803078130627
