Date,JORDAN SMALL CAP
1998-12-31,494.11994474197866
1999-01-01,494.11994474197866
1999-01-04,509.75327594045143
1999-01-05,525.446616335525
1999-01-06,532.543896508931
1999-01-07,535.1784896093262
1999-01-08,540.6449307929576
1999-01-11,533.6965293477156
1999-01-12,524.9529528214064
1999-01-13,515.1707648881737
1999-01-14,515.6649785939672
1999-01-15,520.5813703225807
1999-01-18,531.0193917489729
1999-01-19,530.9576122198399
1999-01-20,532.6096129147031
1999-01-21,532.034837799324
1999-01-22,532.0807741520956
1999-01-25,571.0478889004819
1999-01-26,569.7872397660286
1999-01-27,552.0540631740816
1999-01-28,556.1637667447419
1999-01-29,558.7829369860422
1999-02-01,571.4084068609038
1999-02-02,568.6261269635223
1999-02-03,572.2337085477803
1999-02-04,574.6682260932151
1999-02-05,573.6379267111959
1999-02-08,581.6649934477829
1999-02-09,579.0397797605408
1999-02-10,577.9401591038387
1999-02-11,579.1679142548448
1999-02-12,580.1693129361686
1999-02-15,600.3582394445491
1999-02-16,594.6591549383903
1999-02-17,588.235703743063
1999-02-18,589.6416157351484
1999-02-19,596.3641306637677
1999-02-22,604.2401304194433
1999-02-23,608.6864950020563
1999-02-24,605.2339810958262
1999-02-25,599.8941645039481
1999-02-26,602.6375860125984
1999-03-01,592.2707134403985
1999-03-02,598.9761922285351
1999-03-03,596.2677669381935
1999-03-04,602.5994141705179
1999-03-05,601.828010219828
1999-03-08,606.258001682832
1999-03-09,604.3408355735586
1999-03-10,597.9962742868271
1999-03-11,601.8217150412099
1999-03-12,596.081035714726
1999-03-15,586.1544814894827
1999-03-16,587.917594021323
1999-03-17,582.297767468178
1999-03-18,584.7148628228367
1999-03-19,587.9794828980912
1999-03-22,591.6326903012161
1999-03-23,594.9428830390186
1999-03-24,593.6850471933949
1999-03-25,596.4391489854345
1999-03-26,604.134958761332
1999-03-29,605.0932767886663
1999-03-30,602.1400042316694
1999-03-31,602.5533648283298
1999-04-01,595.5309592644077
1999-04-02,596.8558948864096
1999-04-05,599.5116327895417
1999-04-06,600.749293965028
1999-04-07,603.123289425806
1999-04-08,592.9637127171268
1999-04-09,596.1275797872548
1999-04-12,586.9699673727715
1999-04-13,592.2288144332551
1999-04-14,591.8202921353035
1999-04-15,596.4071199856159
1999-04-16,597.6327476199799
1999-04-19,600.9413969298375
1999-04-20,600.0224541529986
1999-04-21,611.1282831248732
1999-04-22,597.4617026109122
1999-04-23,595.1575373486928
1999-04-26,573.6104387021536
1999-04-27,558.0264814100187
1999-04-28,568.5955951206379
1999-04-29,579.8075872836544
1999-04-30,586.4825809273312
1999-05-03,603.6957395658486
1999-05-04,599.319683078145
1999-05-05,596.4978637970745
1999-05-06,595.1036752550281
1999-05-07,594.1620802788565
1999-05-10,591.4461783819087
1999-05-11,601.2078869289874
1999-05-12,613.2484774047448
1999-05-13,611.7889610825258
1999-05-14,607.6436620471535
1999-05-17,610.2200984520773
1999-05-18,614.1776523576455
1999-05-19,614.953815669463
1999-05-20,618.8687316862553
1999-05-21,622.9435151500604
1999-05-24,614.3806602723665
1999-05-25,611.8370357647983
1999-05-26,624.7414777515406
1999-05-27,627.4470718173342
1999-05-28,628.0080996572967
1999-05-31,627.6971982094293
1999-06-01,630.6959050557
1999-06-02,635.3145933536466
1999-06-03,633.1519298974466
1999-06-04,635.6852525101406
1999-06-07,635.4561563912189
1999-06-08,624.3992282029948
1999-06-09,623.7214624406439
1999-06-10,620.2132336133407
1999-06-11,620.006357951695
1999-06-14,626.289043089608
1999-06-15,629.0911434077376
1999-06-16,640.2050102867445
1999-06-17,640.6093905563922
1999-06-18,636.3841011381542
1999-06-21,629.5052331023523
1999-06-22,632.4067700106849
1999-06-23,633.7714954080465
1999-06-24,631.1839195482254
1999-06-25,623.9469550588515
1999-06-28,629.33351833936
1999-06-29,628.8541183593152
1999-06-30,631.7902579317246
1999-07-01,632.4073456884341
1999-07-02,632.2970524506113
1999-07-05,632.6537864573107
1999-07-06,630.872576641492
1999-07-07,632.2527430919006
1999-07-08,633.5629623804484
1999-07-09,633.385975675615
1999-07-12,637.4151030381477
1999-07-13,638.7397486364777
1999-07-14,637.4664962509306
1999-07-15,634.4684822907711
1999-07-16,636.207092342067
1999-07-19,648.8916389863224
1999-07-20,628.8125442653802
1999-07-21,623.0747922063148
1999-07-22,625.158523366589
1999-07-23,627.0624878620267
1999-07-26,613.6127754438802
1999-07-27,620.2576378916124
1999-07-28,613.2762051629893
1999-07-29,612.8897172822517
1999-07-30,613.6055426937002
1999-08-02,619.2513142399343
1999-08-03,616.5831939494199
1999-08-04,612.5966984673544
1999-08-05,609.9262940486103
1999-08-06,611.115342701512
1999-08-09,608.1225639402826
1999-08-10,606.4522822903708
1999-08-11,610.548587400827
1999-08-12,610.9936673530468
1999-08-13,615.993825377655
1999-08-16,606.2546815217241
1999-08-17,609.0101967006838
1999-08-18,607.6795385064239
1999-08-19,603.449939090348
1999-08-20,601.822551181134
1999-08-23,604.0677438182408
1999-08-24,605.1386764682776
1999-08-25,608.2119835975664
1999-08-26,611.0079595954015
1999-08-27,608.9724853251873
1999-08-30,606.112707489334
1999-08-31,602.5409200262877
1999-09-01,591.9671736722618
1999-09-02,579.537394778211
1999-09-03,585.3584579248562
