Date,BULGARIA SMALL CAP
2010-11-30,1000.0
2010-12-01,1001.5113910697127
2010-12-02,975.8086491247559
2010-12-03,992.1748535606869
2010-12-06,988.6889294644494
2010-12-07,988.9806945443025
2010-12-08,989.0278389958847
2010-12-09,990.7036587423977
2010-12-10,990.6436289048412
2010-12-13,993.4863317501031
2010-12-14,999.9515251166055
2010-12-15,993.922824148379
2010-12-16,993.8263422907107
2010-12-17,992.2695662575455
2010-12-20,990.6819169351294
2010-12-21,990.6478086990185
2010-12-22,992.0016892149631
2010-12-23,990.6904912155405
2010-12-24,990.7735456967146
2010-12-27,990.6643319568407
2010-12-28,989.2929488921217
2010-12-29,988.8637384149022
2010-12-30,987.4453724056799
2010-12-31,987.5435163639444
2011-01-03,999.2230339134894
2011-01-04,987.5625496493678
2011-01-05,987.614872874078
2011-01-06,987.4444574228826
2011-01-07,993.7391630857777
2011-01-10,987.3417969591605
2011-01-11,983.5211837005928
2011-01-12,985.0033093263773
2011-01-13,979.609673768285
2011-01-14,987.2095690545005
2011-01-17,985.7112331910516
2011-01-18,971.8132331625633
2011-01-19,987.30246254801
2011-01-20,994.1819893300781
2011-01-21,993.5779555714332
2011-01-24,991.8525342271762
2011-01-25,992.5193124569058
2011-01-26,979.6090151992884
2011-01-27,976.6391495498957
2011-01-28,987.394332839082
2011-01-31,979.763099400139
2011-02-01,990.5050838163011
2011-02-02,1003.1875146130741
2011-02-03,1042.4079564302733
2011-02-04,1031.4362088071848
2011-02-07,1022.0112319439327
2011-02-08,1034.580338286458
2011-02-09,1039.38908413091
2011-02-10,1078.472321731006
2011-02-11,1097.2066222917533
2011-02-14,1132.4784002108283
2011-02-15,1175.7098354152222
2011-02-16,1183.4429896501965
2011-02-17,1195.9893492865067
2011-02-18,1167.866355209279
2011-02-21,1167.8564755304449
2011-02-22,1158.3214905969749
2011-02-23,1157.8122028471537
2011-02-24,1125.3320608027325
2011-02-25,1157.962065686874
2011-02-28,1175.6870444482586
2011-03-01,1160.0188536556525
2011-03-02,1160.0629395348697
2011-03-03,1160.0098248420704
2011-03-04,1159.9147246371829
2011-03-07,1167.756714770661
2011-03-08,1171.4753186595237
2011-03-09,1164.4435449307787
2011-03-10,1166.3095343328605
2011-03-11,1080.2107955483477
2011-03-14,1142.7140976676674
2011-03-15,1123.9050952296598
2011-03-16,1120.911698902197
2011-03-17,1130.0997896885465
2011-03-18,1113.0233785407481
2011-03-21,1117.5360048911705
2011-03-22,1137.8127019577987
2011-03-23,1126.9450845649126
2011-03-24,1128.462347958906
2011-03-25,1130.1555839094037
2011-03-28,1112.8933965038289
2011-03-29,1113.0102961664684
2011-03-30,1112.8790640330676
2011-03-31,1118.9209608364063
2011-04-01,1120.754321693467
2011-04-04,1136.3908869537738
2011-04-05,1125.8127889960024
2011-04-06,1120.5393916570113
2011-04-07,1120.7700267686205
2011-04-08,1120.7694293860957
2011-04-11,1120.7771653241782
2011-04-12,1128.5579463660156
2011-04-13,1124.1738256835056
2011-04-14,1123.991025090411
2011-04-15,1123.943884230573
2011-04-18,1123.8951829145078
2011-04-19,1120.770642775248
2011-04-20,1123.622673563699
2011-04-21,1123.9458869650095
2011-04-22,1123.9458869650095
2011-04-25,1123.8772837274726
2011-04-26,1100.4377170852738
2011-04-27,1097.3344244501218
2011-04-28,1097.326187764865
2011-04-29,1120.835116627014
2011-05-02,1120.6106570900645
2011-05-03,1112.8331787126504
2011-05-04,1097.2218694572812
2011-05-05,1097.4545816153845
2011-05-06,1097.4372293013769
2011-05-09,1097.4178418822542
2011-05-10,1111.0966937147964
2011-05-11,1105.23504172418
2011-05-12,1104.985779533849
2011-05-13,1097.2078944398424
2011-05-16,1089.3719511177485
2011-05-17,1097.126369189475
2011-05-18,1098.8582574752677
2011-05-19,1097.2536788498533
2011-05-20,1100.311758693544
2011-05-23,1100.3204932534973
2011-05-24,1100.2730033937487
2011-05-25,1083.421773537537
2011-05-26,1095.445471138471
2011-05-27,1097.0392826788147
2011-05-30,1092.569308091059
2011-05-31,1097.0729455124485
2011-06-01,1097.2589364200117
2011-06-02,1096.5562784782176
2011-06-03,1088.3629768575745
2011-06-06,1044.3570644258175
2011-06-07,1060.652876531996
2011-06-08,1047.9171852556638
2011-06-09,1035.5263586928515
2011-06-10,1030.144275037761
2011-06-13,1057.6787466501626
2011-06-14,1055.197002202572
2011-06-15,1054.0998764074525
2011-06-16,1063.0996275650314
2011-06-17,1063.5468668538413
2011-06-20,1051.817869530437
2011-06-21,1044.3525387089585
2011-06-22,1044.2754031372529
2011-06-23,1048.905586281226
2011-06-24,1032.7337732476346
2011-06-27,1026.159824920531
2011-06-28,1018.8820642286054
2011-06-29,1022.2647995332233
2011-06-30,1037.7270803091874
2011-07-01,1040.417555074231
2011-07-04,1046.5728543349312
2011-07-05,1040.8000979669268
2011-07-06,1032.6127311080727
2011-07-07,1022.1413573344677
2011-07-08,1046.7512344146592
2011-07-11,1043.322378882385
2011-07-12,1046.499206597571
2011-07-13,1043.1876243827141
2011-07-14,1054.5120906674645
2011-07-15,1049.7436738405875
2011-07-18,1030.1450289904603
2011-07-19,1032.1770216219325
2011-07-20,1046.6971830261512
2011-07-21,1043.235080411314
2011-07-22,1040.0906153068997
2011-07-25,1025.665674537664
2011-07-26,1034.5393936794358
2011-07-27,1043.0760995450432
2011-07-28,1038.7463352150965
2011-07-29,1043.0857902492185
2011-08-01,1046.8720812724637
2011-08-02,1027.4269596950753
2011-08-03,1024.0526947870944
2011-08-04,1024.2170316697764
2011-08-05,1006.187967308784
2011-08-08,985.3935450024986
2011-08-09,950.8417911338164
2011-08-10,975.290959801206
2011-08-11,931.8390530135758
2011-08-12,948.4013210545589
2011-08-15,952.3257986050409
2011-08-16,945.501982888749
2011-08-17,944.0001486101489
2011-08-18,924.671897627325
2011-08-19,903.9804378838813
2011-08-22,899.4393304858172
2011-08-23,918.0219564607008
2011-08-24,929.2123020860087
2011-08-25,926.2466969061234
2011-08-26,933.2465405208352
2011-08-29,915.329687503148
2011-08-30,942.454294430438
2011-08-31,948.2442278504557
2011-09-01,933.6826284456217
2011-09-02,931.5594811557569
2011-09-05,931.2992359254672
2011-09-06,931.5030161088896
2011-09-07,935.5572238554176
2011-09-08,929.3575036259276
2011-09-09,926.9661843506638
2011-09-12,932.0534016502941
2011-09-13,924.9637117509772
2011-09-14,928.1126668038071
2011-09-15,929.0767220779827
2011-09-16,927.6657553618711
2011-09-19,920.7178190536602
2011-09-20,922.4577149501426
2011-09-21,905.7028087293003
2011-09-22,905.6885600122505
2011-09-23,905.8460096094494
2011-09-26,880.6991717411604
2011-09-27,889.3373945451764
2011-09-28,907.1866085354505
2011-09-29,906.1501210994312
2011-09-30,905.5660360918714
2011-10-03,882.2552226589061
2011-10-04,876.1538511053619
2011-10-05,878.7469887713904
2011-10-06,884.3980486858164
2011-10-07,877.8212461030881
2011-10-10,885.5167792171715
2011-10-11,875.8499220699642
2011-10-12,881.8856700885873
2011-10-13,884.5023843884969
2011-10-14,891.3212653686616
2011-10-17,891.1486685517639
2011-10-18,881.0915385544622
2011-10-19,884.6659820086892
2011-10-20,884.9593605279554
2011-10-21,897.0993309783922
2011-10-24,886.8874188640287
2011-10-25,889.4110159240729
2011-10-26,884.2058911568068
2011-10-27,870.2587752942055
2011-10-28,882.8502299817845
2011-10-31,853.9721615071546
2011-11-01,845.71117038287
2011-11-02,808.6759991209061
2011-11-03,820.7612374366776
2011-11-04,840.768898458865
2011-11-07,819.3884475523719
2011-11-08,826.6649190856178
2011-11-09,814.3827127963533
2011-11-10,816.0293587649128
2011-11-11,804.9209036550498
2011-11-14,814.0225489055672
2011-11-15,814.1456352939172
2011-11-16,808.1884498824359
2011-11-17,791.8767798557927
2011-11-18,751.7321801516357
2011-11-21,757.4179470172348
2011-11-22,752.7616551768825
2011-11-23,745.4102734108823
2011-11-24,740.9585093591872
2011-11-25,727.8215516876986
2011-11-28,724.3290546559696
2011-11-29,718.6290184276193
2011-11-30,717.0766963071034
2011-12-01,737.1991101877219
2011-12-02,733.7552437214307
2011-12-05,712.543556993039
2011-12-06,698.8550290672815
2011-12-07,699.2554747992217
2011-12-08,706.701816888189
2011-12-09,712.1063683228853
2011-12-12,726.968214067715
2011-12-13,706.3785901254518
2011-12-14,707.347748529957
2011-12-15,710.272691632
2011-12-16,706.2287290485718
2011-12-19,710.6215623357418
2011-12-20,714.3012393171878
2011-12-21,717.3116845999092
2011-12-22,740.8195395152196
2011-12-23,755.0406616899551
2011-12-26,755.0406616899551
2011-12-27,759.3242962212728
2011-12-28,766.2445989377649
2011-12-29,741.4508869441235
2011-12-30,757.6359188032923
2012-01-02,757.6359188032923
