Date,INDIA MOMENTUM
1996-05-31,1000.0
1996-06-28,1060.2642153796542
1996-07-31,983.732210038644
1996-08-30,975.286467044331
1996-09-30,884.9822154123613
1996-10-31,858.332603486589
1996-11-29,788.9489637308353
1996-12-31,824.8991576863791
1997-01-01,824.8991576863791
1997-01-02,849.5964495459956
1997-01-03,854.3977935216383
1997-01-06,855.1603704183732
1997-01-07,856.7376965501929
1997-01-08,863.1534690417226
1997-01-09,875.5483521982121
1997-01-10,894.8570250336852
1997-01-13,905.8236748248146
1997-01-14,917.2951595741131
1997-01-15,947.6368484136318
1997-01-16,910.8774957045769
1997-01-17,897.8297127948063
1997-01-20,888.193415661146
1997-01-21,888.5740992972508
1997-01-22,895.1587826537713
1997-01-23,895.8083536375558
1997-01-24,891.9127910812019
1997-01-27,914.5044272517544
1997-01-28,923.0223420721958
1997-01-29,908.7981844639387
1997-01-30,904.1902142134212
1997-01-31,883.1288217276142
1997-02-03,873.3754128809272
1997-02-04,876.6725110467755
1997-02-05,871.7927425645903
1997-02-06,879.2258115355197
1997-02-07,880.2854812384611
1997-02-10,887.0476672884575
1997-02-11,896.4705189267314
1997-02-12,896.2114937905069
1997-02-13,898.6067662360975
1997-02-14,903.4993282034535
1997-02-17,913.2255101223294
1997-02-18,900.3396109407587
1997-02-19,898.7600509424179
1997-02-20,891.3169589303247
1997-02-21,877.1923864909112
1997-02-24,858.9465275356209
1997-02-25,859.6535329416621
1997-02-26,861.4241124936074
1997-02-27,874.1948252412368
1997-02-28,921.2973374004757
1997-03-03,971.9329413059686
1997-03-04,983.0432882527818
1997-03-05,987.3284241956761
1997-03-06,977.3061949089088
1997-03-07,977.3879732918365
1997-03-10,956.7202062316098
1997-03-11,945.960313780697
1997-03-12,955.1122165551549
1997-03-13,950.8611059483432
1997-03-14,950.4437051838074
1997-03-17,959.651292357407
1997-03-18,960.6056543050928
1997-03-19,942.8861542051749
1997-03-20,947.9546805064651
1997-03-21,947.901654048411
1997-03-24,948.0998630790199
1997-03-25,954.9736174897204
1997-03-26,950.6905156233173
1997-03-27,949.1738778143576
1997-03-28,937.3388759736368
1997-03-31,870.0903934624414
1997-04-01,883.1192969346769
1997-04-02,911.342377236404
1997-04-03,919.1622109105695
1997-04-04,914.0660539317521
1997-04-07,901.3683001308435
1997-04-08,901.3683001308435
1997-04-09,927.1314279292995
1997-04-10,916.1658945638551
1997-04-11,918.6536625920332
1997-04-14,912.9973564312086
1997-04-15,922.8826483932412
1997-04-16,923.1919945323674
1997-04-17,932.4519141850498
1997-04-18,932.9732010692901
1997-04-21,954.566191716342
1997-04-22,959.0357964598023
1997-04-23,963.8048529158176
1997-04-24,959.8243183917591
1997-04-25,962.7873191646374
1997-04-28,963.6964475526036
1997-04-29,957.0549996337096
1997-04-30,968.3355198300292
1997-05-01,968.3355198300292
1997-05-02,964.4155163183564
1997-05-05,950.1791003330445
1997-05-06,952.9065635920484
1997-05-07,945.9613878975267
1997-05-08,946.2252028814623
1997-05-09,950.412234025558
1997-05-12,950.6276049106693
1997-05-13,946.3674487245755
1997-05-14,958.250737366428
1997-05-15,959.0415111021866
1997-05-16,966.0788448432506
1997-05-19,969.7914109562372
1997-05-20,967.0966879263566
1997-05-21,954.7746160503989
1997-05-22,953.3111838067989
1997-05-23,952.2383018756984
1997-05-26,951.9118256930386
1997-05-27,950.8120873069572
1997-05-28,954.0834129461707
1997-05-29,964.1004386837008
1997-05-30,971.9566386768557
1997-06-02,991.2215489927337
1997-06-03,998.990400012802
1997-06-04,1004.6186675917353
1997-06-05,1008.4894045547933
1997-06-06,996.6335400121063
1997-06-09,1000.291771380954
1997-06-10,1010.3647544102816
1997-06-11,1025.0322840928159
1997-06-12,1041.9038537517147
1997-06-13,1055.6068223549996
1997-06-16,1057.1427016697112
1997-06-17,1074.97883869468
1997-06-18,1070.857422579638
1997-06-19,1074.0307313832664
1997-06-20,1076.489097721449
1997-06-23,1079.1008407063202
1997-06-24,1090.7207051707342
1997-06-25,1082.6920074034983
1997-06-26,1091.3017553205905
1997-06-27,1092.1045168265512
1997-06-30,1125.7135845162913
1997-07-01,1131.0447947797222
1997-07-02,1133.1785735275264
1997-07-03,1127.3166319113068
1997-07-04,1124.0507822074153
1997-07-07,1124.8486561920754
1997-07-08,1127.8507710036138
1997-07-09,1148.3065529544076
1997-07-10,1140.2384138148293
1997-07-11,1131.237278221847
1997-07-14,1105.0350272022167
1997-07-15,1108.0458876201894
1997-07-16,1098.3366136154416
1997-07-17,1099.550098720335
1997-07-18,1077.5993769841273
1997-07-21,1080.9006222892467
1997-07-22,1088.301875004094
1997-07-23,1105.9059409414917
1997-07-24,1102.7384055123682
1997-07-25,1092.458693845704
1997-07-28,1085.9954893734941
1997-07-29,1092.2926113022977
1997-07-30,1090.625780476504
1997-07-31,1112.8138249257402
1997-08-01,1119.6979130564107
1997-08-04,1144.8163075967273
1997-08-05,1173.5451501347472
1997-08-06,1172.3876640297306
1997-08-07,1151.7463831720393
1997-08-08,1143.6835093016944
1997-08-11,1157.6404195903579
1997-08-12,1145.8132121219612
1997-08-13,1135.196008969342
1997-08-14,1120.5216060424204
1997-08-15,1120.8354336873003
1997-08-18,1120.5216060424207
1997-08-19,1081.4501780783055
1997-08-20,1091.6425811166248
1997-08-21,1067.8585583860945
1997-08-22,1039.5494737980453
1997-08-25,1034.4017735151388
1997-08-26,1050.283943914821
1997-08-27,1052.0759642501894
1997-08-28,1022.5692281904603
1997-08-29,996.4993863229735
1997-09-01,1013.5620274631416
1997-09-02,1016.201001869074
1997-09-03,1022.2861545165164
1997-09-04,1035.3582976893647
1997-09-05,1035.0033900727308
1997-09-08,1043.1586783540436
1997-09-09,1032.3303981075615
1997-09-10,1041.4736896160878
1997-09-11,1035.9508873541088
1997-09-12,1034.431173872695
1997-09-15,1037.9144207553647
1997-09-16,1037.460405695177
1997-09-17,1023.0247542842349
1997-09-18,1016.5630354424927
1997-09-19,1001.5421924371982
1997-09-22,986.799767369176
1997-09-23,1005.287420286608
1997-09-24,1007.599997425459
1997-09-25,1024.0082530389157
1997-09-26,1033.3682375443477
1997-09-29,1032.397614056291
1997-09-30,1030.901790346708
1997-10-01,1031.685673849182
1997-10-02,1032.6846778216463
1997-10-03,1018.7507264351045
1997-10-06,1019.8010069840849
1997-10-07,1028.9228694176904
1997-10-08,1033.163586620677
1997-10-09,1046.4594708160914
1997-10-10,1069.0047874185132
1997-10-13,1070.2124608162185
1997-10-14,1053.3692848781302
1997-10-15,1058.3962137753194
1997-10-16,1068.6885613391419
1997-10-17,1073.0643568875987
1997-10-20,1089.892530431247
1997-10-21,1080.5861449603665
1997-10-22,1075.1785054495617
1997-10-23,1055.5469637476128
