Date,KOREA MOMENTUM
1995-05-31,1000.0
1995-06-30,1038.1987058801233
1995-07-31,1050.876919515124
1995-08-31,987.0521595730279
1995-09-29,1101.3974632224626
1995-10-31,1130.5170516052015
1995-11-30,1023.8933970634738
1995-12-29,1009.7327561817274
1996-01-31,1018.957470918511
1996-02-29,1007.9572962863189
1996-03-29,1004.6556679057923
1996-04-30,1112.2789184372507
1996-05-31,986.2980907583127
1996-06-28,860.9843916083016
1996-07-31,862.9142459187495
1996-08-30,771.2620608501082
1996-09-30,731.4442237104527
1996-10-31,690.0662477412864
1996-11-29,667.0041341993602
1996-12-31,580.9038098855409
1997-01-01,580.9038098855409
1997-01-02,582.0396649383478
1997-01-03,595.7314363277976
1997-01-06,562.3349088163319
1997-01-07,543.0619513923839
1997-01-08,543.4282386602861
1997-01-09,547.4872715060355
1997-01-10,559.8884080553005
1997-01-13,569.9377395832058
1997-01-14,587.9310826332122
1997-01-15,600.5036843092278
1997-01-16,619.0736255109633
1997-01-17,601.532284531157
1997-01-20,617.1192936236895
1997-01-21,586.7067171899033
1997-01-22,575.0620663634364
1997-01-23,571.0966142200195
1997-01-24,579.2200334077542
1997-01-27,571.9340687023536
1997-01-28,562.520919068516
1997-01-29,561.0597787021683
1997-01-30,567.9914596411493
1997-01-31,580.6131063176618
1997-02-03,577.0337276419237
1997-02-04,587.7505559580522
1997-02-05,587.2387982724697
1997-02-06,583.1731061225495
1997-02-07,584.1829296829349
1997-02-10,593.5889026082124
1997-02-11,596.3203137785903
1997-02-12,589.5852678589971
1997-02-13,593.0644990428289
1997-02-14,586.8755381560366
1997-02-17,572.7718733569161
1997-02-18,577.3174907774535
1997-02-19,599.4761341156546
1997-02-20,603.5471060598339
1997-02-21,586.6934519000424
1997-02-24,570.8250740838947
1997-02-25,579.4164583853418
1997-02-26,577.1011804282837
1997-02-27,564.4152607320597
1997-02-28,575.3215978397284
1997-03-03,576.924619982153
1997-03-04,579.3850123900967
1997-03-05,574.498454165592
1997-03-06,568.3016372029762
1997-03-07,583.6446831031452
1997-03-10,569.4800207845292
1997-03-11,557.1610612327001
1997-03-12,557.7481076957957
1997-03-13,554.9108671648885
1997-03-14,535.8404588911457
1997-03-17,533.4800740689739
1997-03-18,524.1401629956516
1997-03-19,513.2701721887299
1997-03-20,504.8215193631747
1997-03-21,492.53683241281516
1997-03-24,461.4059912366617
1997-03-25,475.71520491313254
1997-03-26,487.6218451946984
1997-03-27,490.8490269593364
1997-03-28,483.03077578627295
1997-03-31,500.59699631950286
1997-04-01,499.1947736870056
1997-04-02,496.6383822713393
1997-04-03,493.40597716838835
1997-04-04,498.22121589615153
1997-04-07,501.7463641273274
1997-04-08,498.61008666765844
1997-04-09,498.71193210035227
1997-04-10,493.4580094146659
1997-04-11,498.6992347450742
1997-04-14,506.7963256997485
1997-04-15,508.08936353817137
1997-04-16,510.1375659587507
1997-04-17,508.6708375661596
1997-04-18,511.4435580223928
1997-04-21,509.30336253102826
1997-04-22,506.28589455619095
1997-04-23,506.53325427872693
1997-04-24,505.5754417869209
1997-04-25,508.0685871405405
1997-04-28,518.947729514388
1997-04-29,516.9192913634159
1997-04-30,515.2523077337323
1997-05-01,514.9636509786994
1997-05-02,517.668239863203
1997-05-05,518.1344605335294
1997-05-06,512.9380536238031
1997-05-07,501.41744763986236
1997-05-08,499.37702994256756
1997-05-09,500.18210712242865
1997-05-12,480.2943627526591
1997-05-13,487.7537037433421
1997-05-14,487.8903294306652
1997-05-15,498.41499603763054
1997-05-16,502.18075326734186
1997-05-19,519.5016665136698
1997-05-20,528.6895450826937
1997-05-21,528.1874563407803
1997-05-22,513.340956436012
1997-05-23,513.8832247992299
1997-05-26,500.9094982229553
1997-05-27,503.63681921250605
1997-05-28,511.1090105628911
1997-05-29,512.1120906481659
1997-05-30,516.1841801476077
1997-06-02,513.7675547903813
1997-06-03,517.7263534982001
1997-06-04,518.1167329190065
1997-06-05,520.9465283526654
1997-06-06,520.9465283526654
1997-06-09,528.1068358077496
1997-06-10,524.7919727188685
1997-06-11,519.6618273763231
1997-06-12,530.3601043113398
1997-06-13,533.345465203247
1997-06-16,540.5629382572215
1997-06-17,545.597139220691
1997-06-18,525.5291080609617
1997-06-19,529.2750094706186
1997-06-20,525.4486369955912
1997-06-23,509.05241732251676
1997-06-24,511.34072848861666
1997-06-25,511.5700948043054
1997-06-26,520.274622283858
1997-06-27,509.63513260132726
1997-06-30,517.306092899435
1997-07-01,535.7242313284362
1997-07-02,554.9278813997718
1997-07-03,551.1601233690152
1997-07-04,563.9256513556915
1997-07-07,553.3349790308762
1997-07-08,547.8653235584883
1997-07-09,545.4857019389241
1997-07-10,538.636182135404
1997-07-11,536.0498624204978
1997-07-14,531.7815179360265
1997-07-15,527.5551331579006
1997-07-16,517.5741148312171
1997-07-17,517.5741148312171
1997-07-18,521.7741709397719
1997-07-21,522.6524736183183
1997-07-22,514.5947842075842
1997-07-23,521.1870828694233
1997-07-24,527.0818126017377
1997-07-25,522.7822349302427
1997-07-28,520.44990021685
1997-07-29,518.0947685165577
1997-07-30,512.3457010860425
1997-07-31,519.9659132894355
1997-08-01,528.2379849052624
1997-08-04,528.0993176305382
1997-08-05,526.138266633249
1997-08-06,529.6724576984955
1997-08-07,529.3327476804901
1997-08-08,535.3119993010746
1997-08-11,546.2355316082519
1997-08-12,547.0618771019612
1997-08-13,542.9737836438312
1997-08-14,537.9872299425015
1997-08-15,537.9872299425015
1997-08-18,532.7764745517394
1997-08-19,523.932817172847
1997-08-20,529.0540276116654
1997-08-21,524.846984918182
1997-08-22,528.702848472709
1997-08-25,527.09845630512
1997-08-26,521.3010224497809
1997-08-27,514.8333796298667
1997-08-28,509.367836141069
1997-08-29,505.90981059512853
1997-09-01,491.7874992997102
1997-09-02,495.808403569101
1997-09-03,490.4449044142638
1997-09-04,484.91552635689465
1997-09-05,497.7658200219166
1997-09-08,496.9149541723379
1997-09-09,492.2773312559763
1997-09-10,495.3850285685213
1997-09-11,495.70013905586336
1997-09-12,501.9807011710465
1997-09-15,502.18194609252026
1997-09-16,502.18194609252026
1997-09-17,502.18194609252026
1997-09-18,504.5206760033365
1997-09-19,494.2021325171695
1997-09-22,476.1617691260543
1997-09-23,466.0034796864275
1997-09-24,465.34616756398486
1997-09-25,460.20710702098654
1997-09-26,456.6652755188437
1997-09-29,446.5101214452069
1997-09-30,463.2561247339997
1997-10-01,457.4006179285689
1997-10-02,453.20749218177093
1997-10-03,453.20749218177093
1997-10-06,455.4539409475744
1997-10-07,443.43475690566225
1997-10-08,427.4447842611368
1997-10-09,423.3784666469712
1997-10-10,424.53575962204
1997-10-13,422.43731709671437
1997-10-14,428.6559913428309
1997-10-15,414.3821375181669
1997-10-16,394.19293182901106
1997-10-17,401.0117509009277
1997-10-20,377.8963645540442
1997-10-21,387.4348793203148
1997-10-22,419.1610878613641
1997-10-23,416.5506021358539
1997-10-24,389.0940281728497
1997-10-27,361.40444356943385
1997-10-28,332.7725403057406
1997-10-29,346.8976481283985
1997-10-30,337.49698437733434
1997-10-31,327.9100333877039
1997-11-03,347.8272866527615
1997-11-04,370.2161913888404
1997-11-05,367.593946716076
1997-11-06,358.7224628442114
1997-11-07,329.5028735396414
1997-11-10,333.2146692857614
1997-11-11,328.49782850926215
1997-11-12,324.5745651673673
1997-11-13,324.5216640379781
1997-11-14,321.0000662989443
1997-11-17,299.7351088213094
1997-11-18,300.5535797978793
1997-11-19,302.75002344699595
1997-11-20,271.5370313153735
1997-11-21,306.80952112174964
1997-11-24,264.5475316253641
1997-11-25,253.5558777770072
1997-11-26,254.17755991271184
1997-11-27,242.1077118810093
1997-11-28,217.00184432916237
1997-12-01,209.53431361383437
1997-12-02,194.75143120280055
1997-12-03,208.88827764526621
1997-12-04,231.63705208032567
1997-12-05,236.003452682077
1997-12-08,205.90252007953015
1997-12-09,174.00359369957792
1997-12-10,172.0691028972663
1997-12-11,147.0756621770926
1997-12-12,136.58297490950267
1997-12-15,165.08353730377897
1997-12-16,190.17828821628333
1997-12-17,187.56377090298892
1997-12-18,187.56377090298892
1997-12-19,164.15086869267034
