Date,SOUTH AFRICA MOMENTUM
1996-05-31,1000.0
1996-06-28,994.554644169155
1996-07-31,937.8248771783824
1996-08-30,962.2109136591157
1996-09-30,953.0919474841769
1996-10-31,941.5720952565201
1996-11-29,919.9783911034162
1996-12-31,894.1667453904729
1997-01-01,894.1667453904729
1997-01-02,883.6768705221207
1997-01-03,881.3101006976688
1997-01-06,876.8156602612917
1997-01-07,890.0008187679657
1997-01-08,893.5476246780386
1997-01-09,897.3634610632685
1997-01-10,898.8369690834962
1997-01-13,916.2429838598782
1997-01-14,921.5373035973132
1997-01-15,923.8612455975865
1997-01-16,921.8492723404262
1997-01-17,927.8735166439767
1997-01-20,928.4591864814815
1997-01-21,923.1571666263458
1997-01-22,935.5668251416956
1997-01-23,933.2812913686226
1997-01-24,931.4462285931344
1997-01-27,940.1228157521391
1997-01-28,947.0611460756269
1997-01-29,938.494591528736
1997-01-30,929.2677271817273
1997-01-31,935.0214478213423
1997-02-03,951.3730303062138
1997-02-04,963.9032521377585
1997-02-05,986.2013311428827
1997-02-06,995.4671963246408
1997-02-07,1004.6772984198928
1997-02-10,1022.9541620237412
1997-02-11,1020.9728112374397
1997-02-12,1020.4379544647218
1997-02-13,1026.1170600707358
1997-02-14,1018.2676015908168
1997-02-17,1019.5705993644045
1997-02-18,1015.6428533018798
1997-02-19,1014.7369418278346
1997-02-20,1013.3438585635797
1997-02-21,1016.3870348878909
1997-02-24,1033.5822171761342
1997-02-25,1040.636021680142
1997-02-26,1032.0888719703066
1997-02-27,1018.0352785954914
1997-02-28,1001.4544776483324
1997-03-03,1009.6954859218915
1997-03-04,1014.7252900040238
1997-03-05,1003.116663449662
1997-03-06,1005.3470233262632
1997-03-07,1002.0128363478598
1997-03-10,1018.4583693397257
1997-03-11,1033.7043381973078
1997-03-12,1040.2537598898107
1997-03-13,1040.4317135985284
1997-03-14,1020.577571911836
1997-03-17,1021.2236770725852
1997-03-18,1021.5375401835149
1997-03-19,1018.110100416557
1997-03-20,1016.7181440893555
1997-03-21,1017.4069775203103
1997-03-24,1013.5685034597112
1997-03-25,1016.5322500720539
1997-03-26,1010.9208992151981
1997-03-27,1017.1398028996298
1997-03-28,1017.231862164515
1997-03-31,1017.0017452406003
1997-04-01,999.7123790691002
1997-04-02,1005.1723032842606
1997-04-03,1011.1473087530417
1997-04-04,1017.6640838017678
1997-04-07,1026.6079140285574
1997-04-08,1021.1239707858574
1997-04-09,1018.0232502120937
1997-04-10,1012.0287677084401
1997-04-11,1010.2576103798675
1997-04-14,999.9435955416435
1997-04-15,1002.880957302389
1997-04-16,1005.7634903793887
1997-04-17,1005.9310508234914
1997-04-18,1008.3436423808416
1997-04-21,1010.7216190583649
1997-04-22,1016.8288901610705
1997-04-23,1021.7825174077483
1997-04-24,1025.169797831383
1997-04-25,1021.7978984910534
1997-04-28,1024.44444710201
1997-04-29,1027.375021810082
1997-04-30,1028.7610831606105
1997-05-01,1028.5297709440483
1997-05-02,1032.275801577955
1997-05-05,1040.4276637238268
1997-05-06,1048.3032622897595
1997-05-07,1037.1338616219807
1997-05-08,1031.3928007944864
1997-05-09,1034.982565009559
1997-05-12,1035.3014287596263
1997-05-13,1040.8316737580644
1997-05-14,1045.6356871800142
1997-05-15,1039.7687544669327
1997-05-16,1040.4927997232608
1997-05-19,1033.7208211287248
1997-05-20,1031.603417639413
1997-05-21,1039.9502514034036
1997-05-22,1035.5454822939628
1997-05-23,1028.0437664833248
1997-05-26,1028.7897418695402
1997-05-27,1023.9338250747926
1997-05-28,1023.6695242083736
1997-05-29,1024.493641553294
1997-05-30,1015.7763061860164
1997-06-02,1023.3714906391768
1997-06-03,1029.02800210726
1997-06-04,1037.640621030784
1997-06-05,1047.6136286668452
1997-06-06,1050.3692920218436
1997-06-09,1052.9605611118818
1997-06-10,1052.2197217356436
1997-06-11,1059.491375198599
1997-06-12,1065.9316506993384
1997-06-13,1073.292119258016
1997-06-16,1074.3658886080966
1997-06-17,1068.928040547302
1997-06-18,1066.590324204961
1997-06-19,1072.1889333562117
1997-06-20,1069.49341896025
1997-06-23,1089.4432365439523
1997-06-24,1093.4823939588641
1997-06-25,1098.0414442343083
1997-06-26,1104.1375893110176
1997-06-27,1102.6123227239784
1997-06-30,1099.3868470965017
1997-07-01,1103.491575059579
1997-07-02,1101.3465591138759
1997-07-03,1100.7356431478145
1997-07-04,1097.9226502104955
1997-07-07,1086.1497871417462
1997-07-08,1088.3046770008086
1997-07-09,1083.703577635834
1997-07-10,1090.5835783630137
1997-07-11,1093.2777800985252
1997-07-14,1095.1140660617618
1997-07-15,1098.851261445605
1997-07-16,1108.554550857543
1997-07-17,1117.5559525105837
1997-07-18,1111.458753168987
1997-07-21,1106.1095268336494
1997-07-22,1104.9933121379336
1997-07-23,1112.7259481220974
1997-07-24,1114.9390536951457
1997-07-25,1116.8464119177281
1997-07-28,1115.8710736093728
1997-07-29,1109.4195546407702
1997-07-30,1105.2536692843373
1997-07-31,1094.8229403226128
1997-08-01,1082.983773508711
1997-08-04,1072.5490882464699
1997-08-05,1085.3914504856323
1997-08-06,1093.4986755490634
1997-08-07,1102.0725187854553
1997-08-08,1100.0859995785165
1997-08-11,1092.451942913127
1997-08-12,1086.2862469398794
1997-08-13,1079.2878037411058
1997-08-14,1071.6867037721936
1997-08-15,1058.8318446682194
1997-08-18,1050.0148582335155
1997-08-19,1052.8277579157427
1997-08-20,1046.0884070272643
1997-08-21,1052.2721453067695
1997-08-22,1046.1760706695923
1997-08-25,1055.9792324306698
1997-08-26,1052.758868678403
1997-08-27,1053.7689079752606
1997-08-28,1051.4970398753524
1997-08-29,1043.4399527063988
1997-09-01,1029.5041107812879
1997-09-02,1031.5740328918473
1997-09-03,1041.141263064528
1997-09-04,1048.929582388752
1997-09-05,1068.6199018836498
1997-09-08,1070.6121227351382
1997-09-09,1062.0267009521485
1997-09-10,1051.5153320454451
1997-09-11,1031.740545151133
1997-09-12,1033.4663972706896
1997-09-15,1039.4596119165963
1997-09-16,1037.303344693074
1997-09-17,1050.5072154069912
1997-09-18,1054.2447515448357
1997-09-19,1052.955448042674
1997-09-22,1046.0709698985377
1997-09-23,1032.6071599768661
1997-09-24,1034.1482004032255
1997-09-25,1039.8840764133006
1997-09-26,1045.1921765729628
1997-09-29,1045.4063953105774
1997-09-30,1049.995183387269
1997-10-01,1044.2129808746088
1997-10-02,1059.6527804984155
1997-10-03,1064.9026730410442
1997-10-06,1067.5051366863545
1997-10-07,1072.2759193527838
1997-10-08,1079.244994357118
1997-10-09,1071.4332928698295
1997-10-10,1070.4834536300875
1997-10-13,1081.8727297771416
1997-10-14,1086.9676323131193
1997-10-15,1087.880668648606
1997-10-16,1093.911851139178
1997-10-17,1081.2809378811146
1997-10-20,1095.3419014245956
1997-10-21,1110.2659576853885
1997-10-22,1112.05166732644
1997-10-23,1052.5153548422015
1997-10-24,1075.0850372728019
1997-10-27,1004.3762021049414
1997-10-28,873.3137826035074
1997-10-29,949.675064615614
1997-10-30,919.8249638664928
1997-10-31,967.5033024085855
1997-11-03,1001.4222301737834
1997-11-04,1002.4669106170139
1997-11-05,1007.8008717646042
1997-11-06,1008.0253867100919
1997-11-07,977.4906052605837
1997-11-10,992.7222561324411
1997-11-11,1005.252022413836
1997-11-12,986.0435475074735
1997-11-13,982.9225231316615
1997-11-14,963.3439102809104
1997-11-17,969.6016344869439
1997-11-18,970.2443437721627
1997-11-19,965.4784690982459
1997-11-20,972.1926636801221
1997-11-21,973.582399188416
1997-11-24,970.9543742983149
1997-11-25,963.2881678132999
1997-11-26,964.3018105958216
1997-11-27,971.6392486094047
1997-11-28,967.5747895716272
1997-12-01,965.3952070899695
1997-12-02,968.955838466845
1997-12-03,962.9977687678725
1997-12-04,955.2123917522316
1997-12-05,942.2519705430714
1997-12-08,937.5191010918082
1997-12-09,935.4282508645942
1997-12-10,926.3531733479294
1997-12-11,901.6448730938356
1997-12-12,892.2505954754292
1997-12-15,903.5065849994685
1997-12-16,904.5239432178117
1997-12-17,926.3570872301555
1997-12-18,927.5604512995964
1997-12-19,906.2063233361997
1997-12-22,905.8594599515526
1997-12-23,916.211457361157
1997-12-24,912.3957807411642
1997-12-25,912.3957807411642
1997-12-26,911.8325155200049
1997-12-29,917.8969419747765
1997-12-30,925.7847888995188
1997-12-31,931.5949805795666
1998-01-01,931.5949805795666
1998-01-02,928.7323513244825
1998-01-05,913.3198619456898
1998-01-06,902.4238736210715
1998-01-07,894.8833543481782
1998-01-08,894.1053145698285
1998-01-09,884.6125595106007
1998-01-12,817.2845962245159
1998-01-13,838.4969596756732
1998-01-14,857.5699913873782
1998-01-15,852.3876016708193
1998-01-16,863.1424175153555
1998-01-19,872.558782963765
1998-01-20,883.2797420453024
1998-01-21,897.6183678601739
1998-01-22,900.1755522388521
1998-01-23,896.7240787347818
1998-01-26,908.9828248838842
1998-01-27,910.7944420354271
1998-01-28,936.6671551351009
1998-01-29,961.009926698826
1998-01-30,962.5562872538612
1998-02-02,976.6778542685358
1998-02-03,964.0301501335406
1998-02-04,958.2167499282103
1998-02-05,969.5894765626883
1998-02-06,976.202295301103
1998-02-09,987.1890918787524
1998-02-10,991.2108021627456
1998-02-11,1002.5816620000968
1998-02-12,1009.4185217972828
1998-02-13,1004.1348177833494
1998-02-16,1008.0158584976095
