Date,TAIWAN MOMENTUM
1995-05-31,1000.0
1995-06-30,957.8234656741192
1995-07-31,867.2434933467255
1995-08-31,784.6848238257835
1995-09-29,835.8119666547782
1995-10-31,793.6800129786786
1995-11-30,764.7226458805302
1995-12-29,830.0080530480371
1996-01-31,772.6088375773502
1996-02-29,787.925901302993
1996-03-29,821.2398873714804
1996-04-30,989.5725995526208
1996-05-31,955.6040087617731
1996-06-28,1076.1796878760501
1996-07-31,994.2437609251917
1996-08-30,1037.5507378959749
1996-09-30,1057.4182082651716
1996-10-31,1017.0666077164504
1996-11-29,1059.8658277832276
1996-12-31,1078.922151371641
1997-01-01,1078.922151371641
1997-01-02,1078.922151371641
1997-01-03,1078.922151371641
1997-01-06,1063.7271113774293
1997-01-07,1061.9064490066003
1997-01-08,1094.8306865546147
1997-01-09,1083.9486351395942
1997-01-10,1092.019624027584
1997-01-13,1102.2109403346087
1997-01-14,1095.107475892825
1997-01-15,1102.8349857511969
1997-01-16,1117.053071759594
1997-01-17,1104.7845371446226
1997-01-20,1109.3595890428091
1997-01-21,1102.0878493039743
1997-01-22,1106.375274394225
1997-01-23,1106.4931603076118
1997-01-24,1103.687914283858
1997-01-27,1085.7336301861674
1997-01-28,1087.175581494873
1997-01-29,1088.7691217132465
1997-01-30,1099.1457749957754
1997-01-31,1113.8693474350875
1997-02-03,1113.54633499291
1997-02-04,1113.54633499291
1997-02-05,1111.1167793529255
1997-02-06,1111.1167793529255
1997-02-07,1110.7128837588316
1997-02-10,1111.1167793529257
1997-02-11,1113.7078009517043
1997-02-12,1108.0820685800732
1997-02-13,1121.6785823063053
1997-02-14,1121.2865355629049
1997-02-17,1138.770972876411
1997-02-18,1141.9285645930383
1997-02-19,1135.339143398748
1997-02-20,1135.9444213257598
1997-02-21,1142.6366429106454
1997-02-24,1167.580833342138
1997-02-25,1159.6818749033725
1997-02-26,1138.8561322734681
1997-02-27,1145.4369356779487
1997-02-28,1156.7316030142165
1997-03-03,1169.2337596889124
1997-03-04,1170.0835143116572
1997-03-05,1179.4600687482266
1997-03-06,1180.2180894687556
1997-03-07,1191.7512743920486
1997-03-10,1185.791331940399
1997-03-11,1190.382388872806
1997-03-12,1186.634271651059
1997-03-13,1191.2898552650188
1997-03-14,1193.9919198575376
1997-03-17,1209.33644720128
1997-03-18,1216.0684569020707
1997-03-19,1208.1887541250067
1997-03-20,1202.2143371655513
1997-03-21,1178.9212844870704
1997-03-24,1131.4045062101302
1997-03-25,1113.1632803292493
1997-03-26,1127.5714457533832
1997-03-27,1135.9887092121526
1997-03-28,1132.756876716361
1997-03-31,1108.6467787741765
1997-04-01,1120.6114644885117
1997-04-02,1121.244460107118
1997-04-03,1134.709705551908
1997-04-04,1134.709705551908
1997-04-07,1137.8447684589758
1997-04-08,1125.0148223117112
1997-04-09,1155.2739040583845
1997-04-10,1154.5628371082275
1997-04-11,1145.5327244164134
1997-04-14,1166.2950836475864
1997-04-15,1150.7288378713072
1997-04-16,1154.2129008080094
1997-04-17,1135.6052988552665
1997-04-18,1120.353910696936
1997-04-21,1144.6249530283867
1997-04-22,1141.1296151542876
1997-04-23,1152.2854454763797
1997-04-24,1160.3741894751222
1997-04-25,1167.0177209022368
1997-04-28,1173.092592396133
1997-04-29,1165.2409530002212
1997-04-30,1152.1220870293173
1997-05-01,1152.1220870293173
1997-05-02,1117.135999006447
1997-05-05,1123.3101432271753
1997-05-06,1119.7256061512926
1997-05-07,1131.394860134109
1997-05-08,1117.8337200729995
1997-05-09,1093.425948487731
1997-05-12,1051.5456546533992
1997-05-13,1050.8841213816036
1997-05-14,1091.045543670558
1997-05-15,1075.1252748694299
1997-05-16,1095.9506612076086
1997-05-19,1095.7039029026193
1997-05-20,1080.552760761335
1997-05-21,1079.9804665294694
1997-05-22,1104.4807754538836
1997-05-23,1098.4993609827266
1997-05-26,1122.290765137351
1997-05-27,1111.7204264174056
1997-05-28,1098.234989841758
1997-05-29,1091.603963142481
1997-05-30,1090.1599434871111
1997-06-02,1135.7585250831692
1997-06-03,1140.6423077900438
1997-06-04,1159.5746054114913
1997-06-05,1161.5431588923957
1997-06-06,1184.9140670158854
1997-06-09,1200.4673894061502
1997-06-10,1211.314599217563
1997-06-11,1190.0892148516773
1997-06-12,1196.4968037357878
1997-06-13,1199.6660032524858
1997-06-16,1238.8303379480603
1997-06-17,1251.93294136019
1997-06-18,1275.7707257521108
1997-06-19,1245.8717644305339
1997-06-20,1272.69230893989
1997-06-23,1285.63250463175
1997-06-24,1287.4321790164759
1997-06-25,1301.1488096657774
1997-06-26,1302.5955575875585
1997-06-27,1298.1252282127866
1997-06-30,1309.1362187430343
1997-07-01,1309.1362187430343
1997-07-02,1285.6382234428922
1997-07-03,1291.6937657235535
1997-07-04,1316.2605426120715
1997-07-07,1347.4171899243258
1997-07-08,1353.2908381978214
1997-07-09,1376.9947072068312
1997-07-10,1394.156725946535
1997-07-11,1383.6930807465003
1997-07-14,1425.9407599071142
1997-07-15,1422.3739116173738
1997-07-16,1419.597057527085
1997-07-17,1403.2726431897477
1997-07-18,1438.3685660304175
1997-07-21,1409.9419535420889
1997-07-22,1363.4022911086429
1997-07-23,1352.4123247738983
1997-07-24,1401.7628155353757
1997-07-25,1433.9334157918943
1997-07-28,1450.635751974729
1997-07-29,1426.5965687323658
1997-07-30,1433.870286055215
1997-07-31,1436.558122794902
1997-08-01,1424.1132917231926
1997-08-04,1460.773307114785
1997-08-05,1435.6400897014826
1997-08-06,1432.2855328281396
1997-08-07,1394.6028653949847
1997-08-08,1434.7933577877998
1997-08-11,1414.9898237031384
1997-08-12,1394.3031724961988
1997-08-13,1348.1138298824949
1997-08-14,1367.2020355337702
1997-08-15,1396.5610213493712
1997-08-18,1387.8322451635363
1997-08-19,1386.9984914447025
1997-08-20,1425.5645136212916
1997-08-21,1467.7319416691325
1997-08-22,1466.3345056121432
1997-08-25,1487.32990421032
1997-08-26,1511.2214622136164
1997-08-27,1480.4676441979586
1997-08-28,1446.5953937542429
1997-08-29,1445.0591416821849
1997-09-01,1402.4713179643657
1997-09-02,1342.4691259078577
1997-09-03,1394.8652118951766
1997-09-04,1341.6848730055406
1997-09-05,1359.7611868007486
1997-09-08,1329.6903813051802
1997-09-09,1315.606239562176
1997-09-10,1327.6750768093375
1997-09-11,1323.1985299672317
1997-09-12,1336.5169426969742
1997-09-15,1280.3738865626997
1997-09-16,1280.3738865626997
1997-09-17,1314.3594183488708
1997-09-18,1319.7826173116246
1997-09-19,1324.4915196872857
1997-09-22,1316.7418667366517
1997-09-23,1281.5423080606554
1997-09-24,1270.6344628971892
1997-09-25,1229.0642814137923
1997-09-26,1220.8293462334204
1997-09-29,1246.508107229499
1997-09-30,1221.80450583064
1997-10-01,1219.2544463864497
1997-10-02,1192.508172716437
1997-10-03,1205.811635610615
1997-10-06,1176.5827359172831
1997-10-07,1143.722981993517
1997-10-08,1150.5016367333226
1997-10-09,1186.4378053945104
1997-10-10,1186.4378053945104
1997-10-13,1194.2278553601484
1997-10-14,1184.3888286872552
1997-10-15,1157.2916953245735
1997-10-16,1111.7383890947374
1997-10-17,1054.2426918806987
1997-10-20,933.6894808762187
1997-10-21,989.6098901214541
1997-10-22,975.59756567762
1997-10-23,987.6478520099187
1997-10-24,964.3302737931227
1997-10-27,949.126546130737
1997-10-28,880.0686525056004
1997-10-29,853.7003243576505
1997-10-30,864.7171540571176
1997-10-31,864.7171540571176
1997-11-03,906.0815057648766
1997-11-04,950.0371252560776
1997-11-05,965.2879836537979
1997-11-06,1001.8030672563387
1997-11-07,963.5333968400437
1997-11-10,955.4535502474349
1997-11-11,950.6231039382732
1997-11-12,950.6231039382732
1997-11-13,924.8192190993598
1997-11-14,907.4425678219546
1997-11-17,939.4544674130459
1997-11-18,916.9129084431258
1997-11-19,900.8404027463797
1997-11-20,893.9122372785336
1997-11-21,917.8474541488685
1997-11-24,920.1921010618505
1997-11-25,917.9095227344588
1997-11-26,908.4844952615256
1997-11-27,922.2519153455078
1997-11-28,920.2981312744738
1997-12-01,875.2943478291164
1997-12-02,909.3607193689846
1997-12-03,928.8663370681392
1997-12-04,965.1655624382056
1997-12-05,981.4844725020615
1997-12-08,1027.3152863202963
1997-12-09,1021.5465565086532
1997-12-10,1024.121718105748
1997-12-11,983.6368870668799
1997-12-12,990.8310548085028
1997-12-15,947.2728022202559
1997-12-16,935.2934319939133
1997-12-17,959.2965877209222
1997-12-18,954.0166693311747
1997-12-19,916.8884078190655
1997-12-22,911.6242358285695
1997-12-23,914.9646869648911
1997-12-24,926.8071462419833
1997-12-25,926.8071462419833
1997-12-26,932.0168924456773
1997-12-29,926.0194103580964
1997-12-30,939.4697496217592
1997-12-31,947.0890972595538
1998-01-01,947.0890972595538
1998-01-02,947.0890972595538
1998-01-05,911.8286219543234
1998-01-06,893.7500030368309
1998-01-07,865.0382707209311
1998-01-08,865.4602700333262
1998-01-09,857.8108386274572
1998-01-12,796.8086012758731
1998-01-13,812.0291637797299
1998-01-14,858.7175086060668
1998-01-15,860.2221442403213
1998-01-16,869.2344936918748
1998-01-19,882.9284395845722
1998-01-20,898.3528164497355
1998-01-21,931.5992916925018
1998-01-22,920.7170927649602
1998-01-23,914.4409857916203
1998-01-26,912.1178201057951
1998-01-27,912.1178201057951
1998-01-28,912.1178201057951
1998-01-29,912.1178201057951
1998-01-30,912.1178201057951
1998-02-02,980.3189127160429
1998-02-03,1017.5630651955416
1998-02-04,1032.8176293684219
1998-02-05,1064.3490033925257
1998-02-06,1063.1863957507123
1998-02-09,1078.5151832967965
1998-02-10,1076.3716056745623
1998-02-11,1115.8250606702502
1998-02-12,1122.3308755844623
1998-02-13,1095.9014884273502
1998-02-16,1099.4759381669544
1998-02-17,1116.541808191259
1998-02-18,1135.0299163761008
1998-02-19,1166.7657277198025
1998-02-20,1174.134574964996
1998-02-23,1152.3237696924443
1998-02-24,1154.7728901511941
1998-02-25,1159.2670889479423
1998-02-26,1212.6137158748181
1998-02-27,1217.8180588903494
1998-03-02,1216.9005351768692
1998-03-03,1201.2934660459623
1998-03-04,1168.1159992870628
1998-03-05,1128.9982379761755
1998-03-06,1142.970533609772
1998-03-09,1117.825477341368
1998-03-10,1131.2284694361654
1998-03-11,1168.1075530919773
1998-03-12,1159.0824713529003
1998-03-13,1159.4443490629878
1998-03-16,1169.3527983130623
1998-03-17,1162.1724901877187
1998-03-18,1137.190001434499
1998-03-19,1132.5601324484126
1998-03-20,1146.5990080679421
1998-03-23,1118.502703177913
1998-03-24,1132.8448479864323
1998-03-25,1171.3120233619875
1998-03-26,1168.55880616434
1998-03-27,1176.4854359814487
1998-03-30,1166.9481551125461
1998-03-31,1169.7271235134801
1998-04-01,1160.7255569436772
1998-04-02,1156.859754063685
1998-04-03,1166.622379318715
1998-04-06,1170.1312308430233
1998-04-07,1169.7843096165063
1998-04-08,1167.6138310827998
1998-04-09,1148.7203179387732
1998-04-10,1141.5882993981463
1998-04-13,1109.4706068570445
1998-04-14,1096.4121872399633
1998-04-15,1110.3108745803797
1998-04-16,1105.0432706131694
1998-04-17,1079.312398644105
1998-04-20,1068.6702323111613
