Date,PERU MOMENTUM
1996-05-31,1000.0
1996-06-28,1038.5364735696182
1996-07-31,1054.0448469947257
1996-08-30,1075.8003645515973
1996-09-30,1081.6986426298458
1996-10-31,991.5280598671283
1996-11-29,938.1965401436897
1996-12-31,921.1227125708882
1997-01-01,921.1227125708882
1997-01-02,933.3038408619626
1997-01-03,956.310391753048
1997-01-06,956.3353811189044
1997-01-07,970.2763648774024
1997-01-08,986.8887346958354
1997-01-09,985.9935136048011
1997-01-10,986.8977797423634
1997-01-13,986.8156732742592
1997-01-14,1018.7140171814823
1997-01-15,1019.6202826919864
1997-01-16,1008.4015915733661
1997-01-17,1017.437832419788
1997-01-20,1009.9006539180747
1997-01-21,1006.2458639114302
1997-01-22,1009.3569924946373
1997-01-23,1021.6628615036977
1997-01-24,1016.1263396637842
1997-01-27,1004.9873279451747
1997-01-28,1003.1969422123015
1997-01-29,1004.4680626087797
1997-01-30,1005.6416306352993
1997-01-31,1017.9878069020152
1997-02-03,1016.170988791131
1997-02-04,1039.0321878769516
1997-02-05,1045.2160234909184
1997-02-06,1036.5248753474075
1997-02-07,1029.6920080976347
1997-02-10,1021.7922558239211
1997-02-11,1024.461995636745
1997-02-12,1032.5414339800884
1997-02-13,1033.15496046497
1997-02-14,1039.2576395899293
1997-02-17,1040.8818076531895
1997-02-18,1044.780024547338
1997-02-19,1053.8378281227092
1997-02-20,1046.9961878932108
1997-02-21,1046.5858495260852
1997-02-24,1049.3607143058352
1997-02-25,1063.188208070406
1997-02-26,1066.5394429096054
1997-02-27,1064.770534937414
1997-02-28,1067.1934536899291
1997-03-03,1065.5061007374711
1997-03-04,1067.6166170406618
1997-03-05,1078.7525261469214
1997-03-06,1088.706395374914
1997-03-07,1099.7477069237025
1997-03-10,1098.8051794192318
1997-03-11,1104.1322968852032
1997-03-12,1093.6808564984324
1997-03-13,1082.613682467575
1997-03-14,1084.7263478304308
1997-03-17,1079.312766006016
1997-03-18,1079.4962660364486
1997-03-19,1068.6049030708689
1997-03-20,1063.147166526599
1997-03-21,1069.3285426669797
1997-03-24,1070.33874826287
1997-03-25,1071.6162492776227
1997-03-26,1076.639292163436
1997-03-27,1076.639292163436
1997-03-28,1076.639292163436
1997-03-31,1089.784355353628
1997-04-01,1082.3661635327423
1997-04-02,1088.8049906603644
1997-04-03,1092.8039880485871
1997-04-04,1104.9732061181069
1997-04-07,1136.2031023109641
1997-04-08,1148.5160689797929
1997-04-09,1156.2318803401718
1997-04-10,1133.1958951838114
1997-04-11,1136.5864433104452
1997-04-14,1135.0697118034136
1997-04-15,1138.244387195296
1997-04-16,1137.2048530617901
1997-04-17,1143.2324946280671
1997-04-18,1146.8270394474516
1997-04-21,1132.7247835687062
1997-04-22,1138.008362657672
1997-04-23,1146.0168560436418
1997-04-24,1138.3785040838734
1997-04-25,1139.2959195639985
1997-04-28,1138.9606822197236
1997-04-29,1149.2207952170368
1997-04-30,1155.9921478637036
1997-05-01,1155.9921478637036
1997-05-02,1161.8078108927502
1997-05-05,1155.9507961159381
1997-05-06,1156.2031009161526
1997-05-07,1148.0128766548412
1997-05-08,1155.6497362985322
1997-05-09,1158.2668625803112
1997-05-12,1184.293763736853
1997-05-13,1193.2215267109495
