Date,CHINA A ONSHORE MOMENTUM
2007-11-30,1000.0
2007-12-03,1006.1006932372314
2007-12-04,1019.6275418372037
2007-12-05,1053.6938526103131
2007-12-06,1050.9691043922926
2007-12-07,1066.1263234427017
2007-12-10,1086.8371059116341
2007-12-11,1085.3474628352737
2007-12-12,1067.4479744134592
2007-12-13,1026.8709418274516
2007-12-14,1047.0147003731977
2007-12-17,1009.8582614619063
2007-12-18,1006.4167459302715
2007-12-19,1032.7797899118073
2007-12-20,1053.0894954755045
2007-12-21,1068.710497522046
2007-12-24,1094.711107890768
2007-12-25,1095.2541307441165
2007-12-26,1101.3091050271898
2007-12-27,1132.9226263965434
2007-12-28,1131.62874099019
2007-12-31,1131.62874099019
2008-01-01,1131.62874099019
2008-01-02,1133.2505424720935
2008-01-03,1135.9458149106015
2008-01-04,1152.7071721828747
2008-01-07,1170.6890524159448
2008-01-08,1171.006781024582
2008-01-09,1193.112277026227
2008-01-10,1211.1622213815615
2008-01-11,1222.112875562516
2008-01-14,1230.647564717081
2008-01-15,1223.359044394673
2008-01-16,1180.094034962181
2008-01-17,1151.9123200426595
2008-01-18,1164.3256925400558
2008-01-21,1104.8036622339355
2008-01-22,1020.4216433172246
2008-01-23,1071.898470303499
2008-01-24,1081.3453164274758
2008-01-25,1099.2334010596921
2008-01-28,1027.553498095724
2008-01-29,1031.304699145691
2008-01-30,1015.7634471060974
2008-01-31,994.7534264255726
2008-02-01,988.6851152308759
2008-02-04,1074.4775534638402
2008-02-05,1069.2131760138625
2008-02-06,1069.2131760138625
2008-02-07,1069.2131760138625
2008-02-08,1069.2131760138625
2008-02-11,1069.2131760138625
2008-02-12,1069.2131760138625
2008-02-13,1039.2689516402377
2008-02-14,1058.189550388764
2008-02-15,1045.9719920008974
2008-02-18,1067.5084900491304
2008-02-19,1092.0359811880244
2008-02-20,1069.1275381687378
2008-02-21,1060.1881411127495
2008-02-22,1019.8073647286409
2008-02-25,973.9925822446851
2008-02-26,968.6746672106179
2008-02-27,999.3258432586296
2008-02-28,999.1619697819178
2008-02-29,1011.4501544972139
2008-03-03,1038.3982103989483
2008-03-04,1007.6706203440638
2008-03-05,997.8606198685403
2008-03-06,1011.1169809161754
2008-03-07,997.5883309978846
2008-03-10,953.4828458861645
2008-03-11,952.1121470451234
2008-03-12,922.019679436059
2008-03-13,903.9270282190338
2008-03-14,892.9523619846788
2008-03-17,853.4049554303609
2008-03-18,812.150045189844
2008-03-19,839.0954115072961
2008-03-20,861.467025669285
2008-03-21,869.2409803407446
2008-03-24,828.3860409691735
2008-03-25,838.7034562383102
2008-03-26,847.4049152643678
2008-03-27,817.802941898388
2008-03-28,855.5570289819633
2008-03-31,828.7500516766173
2008-04-01,784.8768036735041
2008-04-02,775.5207875163221
2008-04-03,798.8268071385492
2008-04-04,798.8268071385492
2008-04-07,845.4253357814545
2008-04-08,857.4271939698255
2008-04-09,812.9510845871833
2008-04-10,830.0417855420096
2008-04-11,833.8612014873521
2008-04-14,777.3501398828402
2008-04-15,788.2500629572305
2008-04-16,769.1420925669383
2008-04-17,749.0693766548565
2008-04-18,724.772307553665
2008-04-21,724.1282678101742
2008-04-22,733.9913886802178
2008-04-23,772.6670684216042
2008-04-24,842.1659335958457
2008-04-25,848.0460552772612
2008-04-28,829.8436682693994
2008-04-29,843.4934183198322
2008-04-30,885.5151869623959
2008-05-01,885.5151869623959
2008-05-02,885.5151869623959
2008-05-05,906.9934260095472
2008-05-06,897.5778292630397
2008-05-07,856.6117149756435
2008-05-08,879.3263415600103
2008-05-09,869.5107157837163
2008-05-12,874.5593451204089
2008-05-13,862.5420278483227
2008-05-14,891.1427546765123
2008-05-15,883.4845866357377
2008-05-16,882.0633577367482
2008-05-19,877.9427484440587
2008-05-20,832.5992945021824
2008-05-21,850.8493278514771
2008-05-22,837.3346674974673
2008-05-23,830.7782479456868
2008-05-26,803.4914635830185
2008-05-27,804.1540956672371
2008-05-28,828.0084835170343
2008-05-29,806.6246330154518
2008-05-30,811.5167740641258
2008-06-02,815.2853057177833
2008-06-03,813.4495885064813
2008-06-04,792.4897293649522
2008-06-05,781.0257927626841
2008-06-06,779.3803571490857
2008-06-09,779.3803571490857
2008-06-10,727.356495828981
2008-06-11,719.2897302154189
2008-06-12,706.924760971262
2008-06-13,684.078650998568
2008-06-16,672.1246048123294
2008-06-17,650.7065953374257
2008-06-18,685.7294653051273
2008-06-19,643.2011092750197
2008-06-20,663.1885380872593
2008-06-23,650.3479525442634
2008-06-24,666.3376424324174
2008-06-25,694.1580615277095
2008-06-26,695.8338314106413
2008-06-27,665.1862869019876
2008-06-30,661.7848166309061
2008-07-01,644.5483582623624
2008-07-02,649.9935452437064
2008-07-03,669.312095472457
2008-07-04,662.0229400287296
2008-07-07,688.6641883861882
2008-07-08,694.0787455801317
2008-07-09,711.4417727872101
2008-07-10,702.4467498506112
2008-07-11,700.8394896975732
2008-07-14,707.04722431433
2008-07-15,687.2511985291458
2008-07-16,667.0921373471931
2008-07-17,659.4088255347623
2008-07-18,677.568051745182
2008-07-21,695.2555976462893
2008-07-22,694.3421322509881
2008-07-23,684.3289464353422
2008-07-24,701.0473874554805
2008-07-25,694.5203751946672
2008-07-28,695.0030162108344
2008-07-29,686.7751659313011
2008-07-30,679.7164285437685
2008-07-31,661.9522204301073
2008-08-01,664.6344528096697
2008-08-04,650.3507351274429
2008-08-05,629.9210812174634
2008-08-06,628.8587195528755
2008-08-07,625.6715100218677
2008-08-08,602.7551320325347
2008-08-11,573.4353869356678
2008-08-12,571.606493225207
2008-08-13,574.7401201080366
2008-08-14,574.5817133007657
2008-08-15,570.4994031435748
2008-08-18,539.6701255753156
2008-08-19,545.2145527250307
2008-08-20,582.9066152279108
2008-08-21,563.0558946435693
2008-08-22,554.8047404962491
2008-08-25,549.4818562111045
2008-08-26,530.8149762285049
2008-08-27,524.8902455731757
2008-08-28,526.9887694730608
2008-08-29,537.9664338966953
2008-09-01,520.2335792698923
2008-09-02,511.4576224900202
2008-09-03,500.22404705172056
2008-09-04,502.4286809300106
2008-09-05,489.150804437436
2008-09-08,475.15513945716754
2008-09-09,477.24355846017284
2008-09-10,477.3428838502637
2008-09-11,465.5799210807471
2008-09-12,465.82463167930877
2008-09-15,465.82463167930877
2008-09-16,455.5030997867739
2008-09-17,445.23766593072236
2008-09-18,440.07007337741345
2008-09-19,477.1557602853373
2008-09-22,500.10197889529104
2008-09-23,483.6216339585824
2008-09-24,487.9415582946487
2008-09-25,505.76479105751156
2008-09-26,511.7486701958152
2008-09-29,511.7486701958152
2008-09-30,511.7486701958152
2008-10-01,511.7486701958152
2008-10-02,511.7486701958152
2008-10-03,511.7486701958152
2008-10-06,489.04051472544705
2008-10-07,484.43281821117483
2008-10-08,470.4702740769646
2008-10-09,463.24218130146636
2008-10-10,443.87181422932144
2008-10-13,454.45993843620704
2008-10-14,442.2599573862196
2008-10-15,436.4132853221978
2008-10-16,417.17761004501847
2008-10-17,419.0474137254581
2008-10-20,432.489280343067
2008-10-21,430.1250933795267
2008-10-22,422.7445654123121
2008-10-23,425.4746930453927
2008-10-24,415.4117683516455
2008-10-27,390.7075562212984
2008-10-28,401.95856524284
2008-10-29,391.7009330373426
2008-10-30,398.7680392554685
2008-10-31,391.52323691573804
2008-11-03,388.2052607691912
2008-11-04,382.69839538469944
2008-11-05,395.4847662013757
2008-11-06,387.92880389651407
2008-11-07,391.26184174145914
2008-11-10,414.33658926831254
2008-11-11,409.7802251308417
2008-11-12,412.59307713065147
2008-11-13,427.7926800612713
2008-11-14,444.94176241244213
2008-11-17,456.41326814104127
2008-11-18,428.08413022592566
2008-11-19,452.33445915486857
2008-11-20,448.7954537061227
2008-11-21,444.46036561385415
2008-11-24,429.3999527042074
2008-11-25,428.33879476328264
2008-11-26,428.482102467134
2008-11-27,434.0151886212211
2008-11-28,431.072206006424
2008-12-01,435.1106690151633
2008-12-02,435.95949224079914
2008-12-03,449.33705646165214
2008-12-04,452.07203526581293
2008-12-05,456.74480652528877
2008-12-08,470.0089476402272
2008-12-09,461.3438804277763
2008-12-10,471.39979422508804
2008-12-11,461.943201836252
2008-12-12,448.87298634048256
2008-12-15,451.99556135585954
2008-12-16,458.1926983457912
2008-12-17,461.6680778711195
2008-12-18,466.1505880721479
2008-12-19,467.9517858568279
2008-12-22,462.5399933140458
2008-12-23,445.0941513012297
2008-12-24,439.7179239471471
2008-12-25,438.9077347444652
2008-12-26,434.59918061810663
2008-12-29,434.03733900829843
2008-12-30,432.0978746348761
2008-12-31,429.83863062861576
2009-01-01,429.83863062861576
2009-01-02,429.83863062861576
2009-01-05,436.8231289586096
2009-01-06,442.82340518150414
2009-01-07,439.8363126557942
2009-01-08,432.0754785770974
2009-01-09,437.7159579250976
2009-01-12,436.88568281450097
2009-01-13,428.60927036475624
2009-01-14,441.012688989945
2009-01-15,439.61662379790175
2009-01-16,442.9576722879417
2009-01-19,445.8658523716407
2009-01-20,446.92068464710184
2009-01-21,445.21203318687265
2009-01-22,448.3640881228041
2009-01-23,446.3921789375676
2009-01-26,446.3921789375676
2009-01-27,446.3921789375676
2009-01-28,446.3921789375676
2009-01-29,446.3921789375676
2009-01-30,446.3921789375676
2009-02-02,452.02419403435664
2009-02-03,462.41761294533205
2009-02-04,469.97018193310066
2009-02-05,465.2720570762469
2009-02-06,481.2798306202864
2009-02-09,494.57172784893515
2009-02-10,502.0313097921078
2009-02-11,503.58288222642324
2009-02-12,505.508078915188
2009-02-13,520.8652166151164
2009-02-16,527.2493067893519
2009-02-17,513.2978253943311
2009-02-18,497.3402550222542
2009-02-19,504.9827100044387
2009-02-20,513.2882962091652
2009-02-23,525.2263437405312
2009-02-24,503.9690037842246
2009-02-25,500.310129495419
2009-02-26,476.93329622888035
2009-02-27,469.09509819505865
2009-03-02,475.27282349500376
2009-03-03,474.4908564689732
2009-03-04,500.25253115715446
2009-03-05,499.0071162118564
2009-03-06,492.3113930100623
2009-03-09,475.5400882554154
2009-03-10,480.8561146659934
2009-03-11,478.5764635050132
2009-03-12,476.7367582775997
2009-03-13,474.2636037282785
2009-03-16,478.61713275466684
2009-03-17,492.9904463502533
2009-03-18,495.27396527159686
2009-03-19,504.0538297664621
2009-03-20,504.086690280702
2009-03-23,513.7483567220099
2009-03-24,516.5303338690211
2009-03-25,504.34713751380536
2009-03-26,514.9930603654575
2009-03-27,521.2606422154282
2009-03-30,519.3066905481764
2009-03-31,526.3454928781232
2009-04-01,532.259992144336
2009-04-02,534.8019727684606
2009-04-03,529.7395956321209
2009-04-06,529.7395956321209
2009-04-07,531.6195139001385
2009-04-08,518.3675611463439
2009-04-09,523.9974668970303
2009-04-10,539.4027354552182
2009-04-13,549.1502434690791
2009-04-14,553.0067137959187
2009-04-15,555.8239877827161
2009-04-16,554.7940939306542
2009-04-17,551.1637808241477
2009-04-20,559.9187268341569
2009-04-21,555.4943759619089
2009-04-22,537.2786143970059
2009-04-23,539.7997462738402
2009-04-24,536.5335316099437
2009-04-27,527.5354897496832
2009-04-28,530.3158776660584
2009-04-29,539.6793722362174
2009-04-30,544.5026082260957
2009-05-01,544.5026082260957
2009-05-04,558.2268092053451
2009-05-05,560.9555362256618
2009-05-06,565.5461925167336
2009-05-07,559.012948215727
2009-05-08,558.5587589781092
2009-05-11,545.686676249433
2009-05-12,554.1934760639728
2009-05-13,559.7238296996773
2009-05-14,558.6684327969491
2009-05-15,560.2309791015127
2009-05-18,561.4185322446123
2009-05-19,563.197438981899
2009-05-20,558.5998444148355
2009-05-21,552.9159942165849
2009-05-22,551.3943602264239
2009-05-25,552.5079443042604
2009-05-26,550.5683419384985
2009-05-27,554.8700821903253
2009-05-28,554.8700821903253
2009-05-29,554.8700821903253
2009-06-01,573.4183576177462
2009-06-02,575.165852182687
2009-06-03,589.3339078275186
2009-06-04,587.0826330304423
2009-06-05,584.2055841075351
2009-06-08,577.6061420703752
2009-06-09,577.8143116954784
2009-06-10,579.4869809450854
2009-06-11,573.302246021089
2009-06-12,562.3557414951542
2009-06-15,569.6671537631197
2009-06-16,570.8832598222101
2009-06-17,584.1835844290993
2009-06-18,593.1038264654073
2009-06-19,593.6574333218396
2009-06-22,589.7113255218956
2009-06-23,587.3457060552194
2009-06-24,602.2570262727826
2009-06-25,601.9311432152354
2009-06-26,607.6865153436069
2009-06-29,617.4581358121848
2009-06-30,619.4767382249285
2009-07-01,634.9060871867488
2009-07-02,643.6727013749742
2009-07-03,656.0680853522903
2009-07-06,656.41171375452
2009-07-07,645.9513041319809
2009-07-08,654.5548909619519
2009-07-09,664.8939330462322
2009-07-10,668.157119112681
2009-07-13,665.2200249875169
2009-07-14,680.3486401658942
2009-07-15,689.060504382492
2009-07-16,689.1446250434868
2009-07-17,693.3590148476305
