Date,MSCI EMU 50 Index
2003-08-01,462.4336139838415
2006-07-13,711.9366035695174
2024-01-05,1514.2418933028575
2024-01-08,1521.7606830653715
2024-01-09,1515.4856957746892
2024-01-10,1515.8855770789385
2024-01-11,1506.6612862662398
2024-01-12,1519.1643123889708
2024-01-15,1511.1564892521762
2024-01-16,1508.765037621908
2024-01-17,1494.6342709051733
2024-01-18,1514.3868163512548
2024-01-19,1514.3153596381046
2024-01-22,1525.8869839313054
2024-01-23,1520.149415441842
2024-01-24,1553.6165002752887
2024-01-25,1559.7774106741686
2024-01-26,1577.8106689661138
2024-01-29,1578.8566745322523
2024-01-30,1586.7574731948505
2024-01-31,1581.7304085486041
2024-02-01,1578.1233446163722
2024-02-02,1582.9098740652717
2024-02-05,1583.5091712571943
2024-02-06,1595.7639476858255
2024-02-07,1591.7490841613903
2024-02-08,1599.5541837431147
2024-02-09,1602.205202175108
2024-02-12,1611.8026104512157
2024-02-13,1592.5622072077376
2024-02-14,1600.6159532661595
2024-02-15,1611.1852736045068
2024-02-16,1618.4534711381953
2024-02-19,1617.7269767245277
2024-02-20,1616.9863417919973
2024-02-21,1622.3285803740046
2024-02-22,1649.693925408865
2024-02-23,1655.0599897065958
2024-02-26,1652.4726681245916
2024-02-27,1660.1681418669966
2024-02-28,1658.3178985212614
2024-02-29,1655.5493620965256
2024-03-01,1663.0748575311322
2024-03-04,1668.768515636279
2024-03-05,1661.7793864398866
2024-03-06,1669.6949569104377
2024-03-07,1690.1269010084536
2024-03-08,1685.3546898680304
2024-03-11,1674.8957169442513
2024-03-12,1692.755851027453
2024-03-13,1698.8188848726263
2024-03-14,1695.984384365583
2024-03-15,1692.5543823041962
2024-03-18,1692.126345076519
2024-03-19,1699.545015256785
2024-03-20,1697.337903994895
2024-03-21,1715.3514692039048
2024-03-22,1708.8258218068759
2024-03-25,1713.0095182297473
2024-03-26,1718.8057651646325
2024-03-27,1724.882992602616
2024-03-28,1725.0432172439305
2024-03-29,1725.0432172439305
2024-04-01,1725.043217243931
2024-04-02,1710.0687082993113
2024-04-03,1718.8751576792802
2024-04-04,1719.0575460854832
2024-04-05,1700.6831755470928
2024-04-08,1712.5307171094341
2024-04-09,1694.1409844368225
2024-04-10,1697.6400806429976
2024-04-11,1687.657518600787
2024-04-12,1683.4635196589427
2024-04-15,1692.9633735919147
2024-04-16,1670.8361931220902
2024-04-17,1668.5100280431327
2024-04-18,1675.1848450642754
2024-04-19,1668.2935127078713
2024-04-22,1676.7968217098246
2024-04-23,1703.0843422370467
2024-04-24,1698.8434012144266
2024-04-25,1682.2686033551643
2024-04-26,1707.7527241722787
2024-04-29,1699.7872743991138
2024-04-30,1680.4774248826711
2024-05-01,1680.4774248826711
2024-05-02,1670.2945105098065
2024-05-03,1682.184648455601
2024-05-06,1694.9806055204622
2024-05-07,1715.3802486010381
2024-05-08,1722.5249188646233
2024-05-09,1731.0820475765001
2024-05-10,1741.9031606209398
2024-05-13,1740.9387436170678
2024-05-14,1741.2771439070805
2024-05-15,1749.676983130563
2024-05-16,1741.6058298680082
2024-05-17,1738.4628793425816
2024-05-20,1744.1023905643603
2024-05-21,1736.1484039907475
2024-05-22,1728.7402391539947
2024-05-23,1734.0376173745383
2024-05-24,1732.988310564908
2024-05-27,1740.830036721675
2024-05-28,1731.8023723956526
2024-05-29,1708.7799818311796
2024-05-30,1715.3990697374268
2024-05-31,1714.7985469384837
2024-06-03,1721.8588686227658
2024-06-04,1705.1444327616057
2024-06-05,1735.6892883166436
2024-06-06,1747.696974266557
2024-06-07,1742.2936390936604
2024-06-10,1730.9918222603437
2024-06-11,1713.2782620012506
2024-06-12,1737.967624984705
2024-06-13,1703.6839874292093
2024-06-14,1670.6146472559267
2024-06-17,1684.991936409466
2024-06-18,1696.7881199559602
2024-06-19,1687.0160125671227
2024-06-20,1709.640920808368
2024-06-21,1694.607917019654
2024-06-24,1708.4341537967273
2024-06-25,1703.7688751515502
2024-06-26,1697.1373276025672
2024-06-27,1692.2796249690698
2024-06-28,1689.6459395760198
2024-07-01,1701.3012003827707
2024-07-02,1693.9434090342802
2024-07-03,1714.9976589899895
2024-07-04,1723.2431114833228
2024-07-05,1720.4966972176508
2024-07-08,1717.2786497214715
2024-07-09,1694.4252140016526
2024-07-10,1713.656193736649
2024-07-11,1718.9413770789934
2024-07-12,1742.1309938523657
2024-07-15,1722.2795529724858
2024-07-16,1710.413348769121
2024-07-17,1687.0086979183377
2024-07-18,1678.3110573312447
2024-07-19,1663.6528631656988
2024-07-22,1688.37240270891
2024-07-23,1697.124419572424
2024-07-24,1675.0564408371547
2024-07-25,1657.2613592941736
2024-07-26,1674.0201049060959
2024-07-29,1657.7315329452158
2024-07-30,1665.8174278543718
2024-07-31,1678.5624386026257
2024-08-01,1641.2725953993477
2024-08-02,1593.7764655322098
2024-08-05,1572.0481789011728
2024-08-06,1574.84019466669
2024-08-07,1605.8657039531324
2024-08-08,1606.1460706733687
2024-08-09,1608.7549626932391
2024-08-12,1607.7628236407324
2024-08-13,1615.7346731797506
2024-08-14,1627.3088471692986
2024-08-15,1655.5501749304506
2024-08-16,1666.8934633179872
2024-08-19,1677.3022804513146
2024-08-20,1672.919370322125
2024-08-21,1682.9831629656546
2024-08-22,1682.9743337277357
2024-08-23,1690.606938847324
2024-08-26,1685.670670994433
2024-08-27,1686.6620982712654
2024-08-28,1691.374592206603
2024-08-29,1710.159474285231
2024-08-30,1707.1502189550883
2024-09-02,1712.0609223679226
2024-09-03,1690.511844919761
2024-09-04,1666.8864243378964
2024-09-05,1656.1715285525138
2024-09-06,1629.5465190834686
2024-09-09,1643.5805866496046
2024-09-10,1633.2547690631663
2024-09-11,1639.2795222642267
2024-09-12,1657.1641750462213
2024-09-13,1668.294791605161
2024-09-16,1662.442421896861
2024-09-17,1674.1747710907666
2024-09-18,1665.1841208063413
2024-09-19,1702.5039387695265
2024-09-20,1676.7524859626558
2024-09-23,1681.967763084585
2024-09-24,1700.0929467990622
2024-09-25,1693.0407895569983
2024-09-26,1732.3472624028143
2024-09-27,1744.2794829982597
2024-09-30,1721.5737293336879
2024-10-01,1705.6641351744167
2024-10-02,1708.9543839315818
2024-10-03,1694.7801537972302
2024-10-04,1706.4170253855239
2024-10-07,1710.4945869769315
2024-10-08,1704.88698251692
2024-10-09,1716.5500165723054
2024-10-10,1711.991003840534
2024-10-11,1724.1572994699093
2024-10-14,1738.3461338082805
2024-10-15,1703.9448110454443
2024-10-16,1691.2015854135104
2024-10-17,1704.0726615679273
2024-10-18,1716.4028498353869
2024-10-21,1700.6449856475024
2024-10-22,1700.3950882485926
2024-10-23,1694.9052158405268
2024-10-24,1698.6137754993379
2024-10-25,1700.8436168465016
2024-10-28,1709.7861497719016
2024-10-29,1703.290245257864
2024-10-30,1682.1248979502454
2024-10-31,1662.059637809426
2024-11-01,1679.4999328676402
2024-11-04,1670.133616063963
2024-11-05,1676.4959562408449
2024-11-06,1652.3650296242167
2024-11-07,1670.3292386581957
2024-11-08,1653.9932725158897
2024-11-11,1671.7960765846167
2024-11-12,1635.2663285411468
2024-11-13,1632.97958357177
2024-11-14,1665.1253658285286
2024-11-15,1651.4055757772428
2024-11-18,1651.3920681602085
2024-11-19,1638.312136825447
2024-11-20,1630.8927277164194
2024-11-21,1640.682277005815
2024-11-22,1651.9020515800362
2024-11-25,1655.216400321684
2024-11-26,1642.3399064332577
2024-11-27,1632.533211290691
2024-11-28,1642.3918001325014
2024-11-29,1658.1325260863948
2024-12-02,1673.7042112240028
2024-12-03,1685.2518760324451
2024-12-04,1698.9161857039899
2024-12-05,1709.9904231903483
2024-12-06,1717.3134894976217
2024-12-09,1718.6381782894075
2024-12-10,1706.228561981001
2024-12-11,1709.7495573678352
2024-12-12,1710.1797152961697
2024-12-13,1710.7363274764518
2024-12-16,1705.7087554303507
2024-12-17,1703.780180106492
2024-12-18,1709.5357595584467
2024-12-19,1682.3680746795842
2024-12-20,1677.0050752530276
2024-12-23,1673.9780894711391
2024-12-24,1676.110750873699
2024-12-25,1676.110750873699
2024-12-26,1676.1107508736984
2024-12-27,1689.2045003345743
2024-12-30,1678.9552413453905
2024-12-31,1688.3415412954523
2025-01-01,1688.3415412954523
2025-01-02,1697.574000583921
2025-01-03,1683.2185511362613
2025-01-06,1722.237376084522
2025-01-07,1730.521305288955
2025-01-08,1724.965782309672
2025-01-09,1733.3581102683768
2025-01-10,1719.7854028581319
2025-01-13,1712.2004787586284
2025-01-14,1722.2803012011846
2025-01-15,1739.508751714009
2025-01-16,1764.7580545889673
2025-01-17,1778.6243829472414
2025-01-20,1783.2164599760254
2025-01-21,1784.2870407342327
2025-01-22,1798.9362098218526
2025-01-23,1803.8461856045315
2025-01-24,1804.8711729788126
2025-01-27,1789.5754711031773
2025-01-28,1794.8003615127936
2025-01-29,1808.6263374071518
2025-01-30,1824.9900775814888
2025-01-31,1827.9060871754211
2025-02-03,1804.120433871422
2025-02-04,1819.898457469148
2025-02-05,1823.5843409030376
2025-02-06,1851.5158499835993
2025-02-07,1841.4644728392852
2025-02-10,1853.0621523415314
2025-02-11,1864.685573017956
2025-02-12,1870.2823180091345
2025-02-13,1900.4380932549986
2025-02-14,1898.3661681056726
2025-02-17,1908.1462709202683
2025-02-18,1911.6633702733227
2025-02-19,1886.6031221588948
2025-02-20,1885.6239783655228
2025-02-21,1889.6796705139707
2025-02-24,1882.0396455521013
2025-02-25,1877.8261870455283
2025-02-26,1906.0376658550194
2025-02-27,1887.9964920076036
2025-02-28,1884.9063979336815
2025-03-03,1913.2996421900855
2025-03-04,1859.833086623369
2025-03-05,1897.0806128792108
2025-03-06,1907.254605942829
2025-03-07,1888.0788832184742
2025-03-10,1856.8709097971334
2025-03-11,1831.8083466822654
2025-03-12,1853.1516948991346
2025-03-13,1843.9612722624136
2025-03-14,1873.608743325286
2025-03-17,1888.198567269924
2025-03-18,1903.0121153424775
2025-03-19,1910.6531433882565
2025-03-20,1891.7130586149228
2025-03-21,1883.7016287625572
2025-03-24,1882.4452389669348
2025-03-25,1902.099171850521
2025-03-26,1882.408703775375
2025-03-27,1872.0079011333364
2025-03-28,1852.9103578245274
2025-03-31,1825.364532177458
2025-04-01,1851.146846643338
2025-04-02,1845.496870281943
2025-04-03,1783.0428102728079
2025-04-04,1699.3726671632267
2025-04-07,1621.4994823432135
2025-04-08,1665.5867116670013
2025-04-09,1612.6876328295996
2025-04-10,1684.0997790413712
2025-04-11,1673.7749116072112
2025-04-14,1718.120032812035
2025-04-15,1740.263922205469
2025-04-16,1737.8456468300806
2025-04-17,1728.828607345287
2025-04-18,1728.828607345287
2025-04-21,1728.8286073452864
2025-04-22,1738.8333927427425
2025-04-23,1784.7460129424012
2025-04-24,1793.331934477056
2025-04-25,1807.06523052698
2025-04-28,1811.7724171470004
2025-04-29,1814.4427708759652
2025-04-30,1815.0501161127597
2025-05-01,1815.0501161127597
2025-05-02,1861.583886728707
2025-05-05,1867.0137387904454
2025-05-06,1860.5222910313546
2025-05-07,1848.2397566712223
2025-05-08,1867.8465388355992
2025-05-09,1877.4993407778368
2025-05-12,1904.8489570032523
2025-05-13,1913.185620785161
2025-05-14,1910.8823467034206
2025-05-15,1918.5481513449706
2025-05-16,1925.0798171018396
2025-05-19,1931.15227336752
2025-05-20,1941.1082978121926
2025-05-21,1942.080657329375
2025-05-22,1931.5799671396237
2025-05-23,1898.6706263575372
2025-05-26,1924.0298298551363
2025-05-27,1933.0900138668676
2025-05-28,1919.5614574787437
2025-05-29,1916.3502991101475
2025-05-30,1915.8372987173934
2025-06-02,1912.2093484899847
2025-06-03,1919.6218104905415
2025-06-04,1928.3329135435717
2025-06-05,1932.6651908631789
2025-06-06,1937.8870299100363
2025-06-09,1933.3646330163976
2025-06-10,1926.2208688416256
2025-06-11,1921.0845057933357
2025-06-12,1910.919414041672
2025-06-13,1888.1965059389895
2025-06-16,1905.2698475196858
2025-06-17,1886.055999016771
2025-06-18,1879.9523353479024
2025-06-19,1855.5986520910965
2025-06-20,1869.330407318654
2025-06-23,1865.2413777886538
2025-06-24,1894.2331678069447
2025-06-25,1878.8094578797236
2025-06-26,1876.8575939720938
2025-06-27,1905.6303239333402
2025-06-30,1899.3664088503342
2025-07-01,1888.9051649632092
2025-07-02,1900.4766584046818
2025-07-03,1909.6787078948626
2025-07-04,1891.944939233857
2025-07-07,1912.0120708759796
2025-07-08,1919.986813648707
2025-07-09,1946.921036710602
2025-07-10,1942.3877143226098
2025-07-11,1924.0922399489589
2025-07-14,1920.8920501207367
2025-07-15,1914.5360215932824
2025-07-16,1895.3498759696968
2025-07-17,1924.4897284463948
2025-07-18,1918.1137505681775
2025-07-21,1913.1796680231978
2025-07-22,1894.2168984304265
2025-07-23,1913.753161940488
2025-07-24,1920.5449291209356
2025-07-25,1918.043506748634
2025-07-28,1913.9379284840763
2025-07-29,1930.6067362453575
2025-07-30,1939.2729846644609
2025-07-31,1918.3837304359292
2025-08-01,1862.0786799028176
2025-08-04,1890.9784369476843
2025-08-05,1892.8085028253172
2025-08-06,1899.36833587061
2025-08-07,1922.157326751154
2025-08-08,1926.9092185061568
2025-08-11,1922.4092700098615
2025-08-12,1923.9266027282338
2025-08-13,1939.812775808458
2025-08-14,1957.0949346218283
2025-08-15,1960.3686760527712
2025-08-18,1956.2737596363145
2025-08-19,1970.8708499577256
2025-08-20,1966.1787839494227
2025-08-21,1964.046854722198
2025-08-22,1971.895291018305
2025-08-25,1956.7833455759232
2025-08-26,1935.63815705866
2025-08-27,1937.6151688381965
2025-08-28,1939.1410296650924
2025-08-29,1923.2047712098383
2025-09-01,1927.5397774401595
2025-09-02,1898.8576015053327
2025-09-03,1911.0342534329443
2025-09-04,1920.848285714063
2025-09-05,1910.3352768488912
2025-09-08,1927.1296258785023
2025-09-09,1931.2172758862202
2025-09-10,1932.3209590261847
2025-09-11,1940.67388952701
2025-09-12,1942.3461759407476
2025-09-15,1961.9339973399194
2025-09-16,1935.7160761181058
2025-09-17,1933.052820193172
2025-09-18,1963.3465298066158
2025-09-19,1965.5330449074283
2025-09-22,1960.897389787939
2025-09-23,1970.5450332752077
2025-09-24,1967.95590558814
2025-09-25,1961.5448902642174
2025-09-26,1982.8603034539503
2025-09-29,1984.7071595482282
2025-09-30,1992.769208216892
2025-10-01,2010.9512333796001
2025-10-02,2034.1993244600296
2025-10-03,2037.1245082177359
2025-10-06,2028.072905370889
2025-10-07,2023.2723859893201
2025-10-08,2038.173549680603
2025-10-09,2029.188984048588
2025-10-10,1995.7820706434231
2025-10-13,2009.2610982798703
2025-10-14,2004.4702083033208
2025-10-15,2023.4675659751936
2025-10-16,2041.055364475199
2025-10-17,2023.3776077918874
2025-10-20,2049.2664785778215
2025-10-21,2051.5315967232777
2025-10-22,2034.4567442079963
2025-10-23,2045.0198647897432
2025-10-24,2047.1641876786023
2025-10-27,2060.449445374626
2025-10-28,2059.6886811727113
2025-10-29,2061.983220315354
2025-10-30,2060.99754907245
2025-10-31,2048.428280594338
2025-11-03,2055.0040322190107
2025-11-04,2048.454098250737
2025-11-05,2051.8290610672207
2025-11-06,2030.7749785234334
2025-11-07,2014.907199595107
2025-11-10,2050.3348704389946
2025-11-11,2070.458728180896
2025-11-12,2092.1722989336467
2025-11-13,2075.6408936122257
2025-11-14,2058.351912004199
2025-11-17,2040.4692139894237
2025-11-18,2002.6504127557744
2025-11-19,2004.9793377309013
2025-11-20,2015.5324350661488
2025-11-21,1994.766251004768
2025-11-24,2000.2689952648468
2025-11-25,2016.5675445047284
2025-11-26,2046.8223273592653
2025-11-27,2045.8072177564004
2025-11-28,2051.3704610491554
2025-12-01,2050.081939659635
2025-12-02,2056.4194172683556
2025-12-03,2059.366683535583
2025-12-04,2068.431435482351
2025-12-05,2068.5958294065563
2025-12-08,2070.038244551321
2025-12-09,2066.669404888293
2025-12-10,2063.3373932133395
2025-12-11,2078.792437993661
2025-12-12,2065.771133031734
2025-12-15,2078.3414455021466
2025-12-16,2066.5389012672417
2025-12-17,2055.390702651525
2025-12-18,2077.501211175119
2025-12-19,2085.104460345977
2025-12-22,2078.8405341262096
2025-12-23,2081.840524616883
2025-12-24,2080.576207421491
2025-12-25,2080.576207421491
2025-12-26,2080.5762074214895
2025-12-29,2081.9312643007165
2025-12-30,2098.2761844117194
2025-12-31,2097.1708119496534
2026-01-01,2097.1708119496534
2026-01-02,2118.9701892950625
