Date,MSCI World IMI Private Equity Select Fixed Basket 20 Index
2020-12-01,1009.0705317625557
2020-12-02,1010.1771334682884
2020-12-03,1016.8769345061235
2020-12-04,1023.0859686050098
2020-12-07,1022.5852939891255
2020-12-08,1024.4524008368874
2020-12-09,1022.4125679348155
2020-12-10,1020.5644573278723
2020-12-11,1020.7434694475453
2020-12-14,1013.7690029020025
2020-12-15,1023.1801210306701
2020-12-16,1025.522237566195
2020-12-17,1033.1294287779897
2020-12-18,1022.5020834537778
2020-12-21,1014.2551316021166
2020-12-22,1016.3518613059864
2020-12-23,1024.7474894159411
2020-12-24,1028.0981477242287
2020-12-25,1028.7804060448761
2020-12-28,1026.012110852521
2020-12-29,1035.7245375279483
2020-12-30,1032.9615569738467
2020-12-31,1037.829049210847
2021-01-01,1037.8290492108467
2021-01-04,1026.6833876816088
2021-01-05,1023.3186988123538
2021-01-06,1027.4629843169907
2021-01-07,1033.250577570501
2021-01-08,1044.4827344078085
2021-01-11,1040.547019768596
2021-01-12,1044.4609931707882
2021-01-13,1045.9558010312765
2021-01-14,1055.5411098436732
2021-01-15,1051.6192245273776
2021-01-18,1053.388118166296
2021-01-19,1058.5247401766792
2021-01-20,1072.125941554511
2021-01-21,1071.9396658228882
2021-01-22,1062.0879859975553
2021-01-25,1064.5711939467553
2021-01-26,1070.9019110782704
2021-01-27,1055.2528131767403
2021-01-28,1066.235315618152
2021-01-29,1053.0595048717407
2021-02-01,1081.1112799127977
2021-02-02,1106.1971629388033
2021-02-03,1109.0098064223064
2021-02-04,1127.5764170284783
2021-02-05,1127.706769420299
2021-02-08,1129.5795456854478
2021-02-09,1128.4171260345158
2021-02-10,1130.8952787904568
2021-02-11,1141.6404536403734
2021-02-12,1143.7989781393906
2021-02-15,1150.305187881798
2021-02-16,1152.2370527285864
2021-02-17,1155.5007218032035
2021-02-18,1142.8993851913983
2021-02-19,1141.0935175291488
2021-02-22,1127.19910198321
2021-02-23,1117.7523835401673
2021-02-24,1123.4512213663763
2021-02-25,1105.9746464662517
2021-02-26,1095.2611906359014
