Date,MSCI PACIFIC 50 Index
2000-09-27,978.9614766090536
2001-03-30,702.0075234846516
2002-03-29,548.776154790086
2022-10-31,1111.812061440021
2023-02-22,1199.193536112591
2023-02-23,1195.821683664363
2023-02-24,1192.1342924755265
2023-02-27,1186.00216172657
2023-02-28,1187.677060121822
2023-03-01,1185.0960818892909
2023-03-02,1186.7556284838022
2023-03-03,1205.1574343953844
2023-03-06,1210.279592031574
2023-03-07,1214.607236127281
2023-03-08,1214.171811670067
2023-03-09,1224.1856950843296
2023-03-10,1192.7863925510549
2023-03-13,1186.5766369187024
2023-03-14,1151.2732647509572
2023-03-15,1184.7510556604254
2023-03-16,1159.4058543751817
2023-03-17,1177.7419516664481
2023-03-20,1156.8449233946826
2023-03-21,1150.064406131051
2023-03-22,1168.2125484434632
2023-03-23,1163.2650318441335
2023-03-24,1174.3593610981372
2023-03-27,1165.2848088050625
2023-03-28,1172.6901311711258
2023-03-29,1175.8612208029017
2023-03-30,1174.600645882047
2023-03-31,1191.3320060877354
2023-04-03,1202.9454271228688
2023-04-04,1196.5924970219803
2023-04-05,1189.8160116856193
2023-04-06,1171.734656501437
2023-04-07,1173.510013844854
2023-04-10,1173.1171763823747
2023-04-11,1178.3866900413163
2023-04-12,1182.4585452374943
2023-04-13,1182.2888666639842
2023-04-14,1184.936427640354
2023-04-17,1194.2834997002592
2023-04-18,1197.727735372791
2023-04-19,1194.0064101302462
2023-04-20,1195.2740386987925
2023-04-21,1181.1079882715917
2023-04-24,1173.8420989279057
2023-04-25,1181.750607301658
2023-04-26,1171.003025414604
2023-04-27,1175.8259142167528
2023-04-28,1166.8297162642027
2023-05-01,1178.2049313654047
2023-05-02,1181.3707485235038
2023-05-03,1176.193217698022
2023-05-04,1185.794890780399
2023-05-05,1181.6655208377986
2023-05-08,1183.585984451722
2023-05-09,1195.9889178747821
2023-05-10,1194.9922712471594
2023-05-11,1197.4530555343813
2023-05-12,1201.374395124158
2023-05-15,1207.9314130403402
2023-05-16,1208.6874183003795
2023-05-17,1209.2798978325247
2023-05-18,1223.7090077138685
2023-05-19,1229.1156939915797
2023-05-22,1231.400168778199
2023-05-23,1225.949013544813
2023-05-24,1216.0695805465382
2023-05-25,1206.3412113333732
2023-05-26,1208.1892480034637
2023-05-29,1221.3835318714596
2023-05-30,1221.307792483783
2023-05-31,1206.065850411498
2023-06-01,1217.2683526516537
2023-06-02,1233.552472857346
2023-06-05,1255.8879958271048
2023-06-06,1263.5688802097418
2023-06-07,1247.0636075815628
2023-06-08,1241.497178410473
2023-06-09,1258.0613969116334
2023-06-12,1264.42869317027
2023-06-13,1274.1380225965306
2023-06-14,1288.2044722207422
2023-06-15,1276.7456120069326
2023-06-16,1274.0153202102438
2023-06-19,1267.1713419519747
2023-06-20,1268.8089675760648
2023-06-21,1257.1170279077758
2023-06-22,1246.358269867518
2023-06-23,1226.2471087458807
2023-06-26,1221.2093018186067
2023-06-27,1217.4501600698613
2023-06-28,1236.2521860582967
2023-06-29,1239.775129685005
2023-06-30,1236.1553654739937
2023-07-03,1254.8068433580029
2023-07-04,1251.9832492666142
2023-07-05,1249.7951436027909
2023-07-06,1227.8197528234932
2023-07-07,1217.9815426106152
2023-07-10,1208.4456387843848
2023-07-11,1213.9484153539627
2023-07-12,1216.0898348684461
2023-07-13,1234.0755377619935
2023-07-14,1225.0581404620987
2023-07-17,1220.7399726984543
2023-07-18,1228.510568253968
2023-07-19,1237.1942076785688
2023-07-20,1230.980134965659
2023-07-21,1224.125481593946
2023-07-24,1234.500051652693
2023-07-25,1244.950407789191
2023-07-26,1247.4489314972907
2023-07-27,1256.976109454183
2023-07-28,1254.8509315222063
2023-07-31,1262.1010365128816
2023-08-01,1261.6554987562333
2023-08-02,1243.09452804351
2023-08-03,1234.579700944372
2023-08-04,1232.8489166456145
2023-08-07,1232.0744363591696
2023-08-08,1229.3700769662162
2023-08-09,1219.0270515245059
2023-08-10,1221.0925408678108
2023-08-11,1220.7389041137806
2023-08-14,1210.6746780188498
2023-08-15,1212.7340775915811
2023-08-16,1192.2228920002126
2023-08-17,1187.7835198446053
2023-08-18,1187.4640859613048
2023-08-21,1175.6335315746144
2023-08-22,1193.4271285046127
2023-08-23,1207.2145420102127
2023-08-24,1208.1961659002177
2023-08-25,1194.9701744082458
2023-08-28,1210.1957466861554
2023-08-29,1214.5446870672015
2023-08-30,1217.688748767752
2023-08-31,1235.2608156832634
2023-09-01,1241.8561375047952
2023-09-04,1255.2774158886334
2023-09-05,1252.9181374206457
2023-09-06,1257.7184811101404
2023-09-07,1252.476982029889
2023-09-08,1239.4375919339714
2023-09-11,1249.3061789424526
2023-09-12,1257.125538727673
2023-09-13,1251.6917003895712
2023-09-14,1273.8533755377493
2023-09-15,1284.4499772262882
2023-09-18,1281.237831926071
2023-09-19,1278.1753136718783
2023-09-20,1267.7476292717058
2023-09-21,1255.9870998441056
2023-09-22,1253.514608266522
2023-09-25,1255.9834134253626
2023-09-26,1247.2221715875733
2023-09-27,1255.1168844379492
2023-09-28,1243.7517734861453
2023-09-29,1240.1866228968233
2023-10-02,1241.0259706819804
2023-10-03,1230.1914935905268
2023-10-04,1205.7888228560926
2023-10-05,1222.720162418235
2023-10-06,1219.1153129179545
2023-10-09,1224.843838011396
2023-10-10,1239.6672692711634
2023-10-11,1239.3929940615067
2023-10-12,1256.9295683643757
2023-10-13,1248.1339032009862
2023-10-16,1231.3180945324368
2023-10-17,1239.3854154420953
2023-10-18,1242.8556233641843
2023-10-19,1215.0959863379069
2023-10-20,1207.3292589985438
2023-10-23,1194.8494198542412
2023-10-24,1201.1164758512368
2023-10-25,1207.8040810372024
2023-10-26,1195.39600186986
2023-10-27,1207.0161189982446
2023-10-30,1199.0370839905527
2023-10-31,1195.2743429585053
2023-11-01,1229.8873904260092
2023-11-02,1234.8716001736461
2023-11-03,1239.7812615764865
2023-11-06,1253.7918607613701
2023-11-07,1242.365694591664
2023-11-08,1227.491706518821
2023-11-09,1239.712488772886
2023-11-10,1232.5436892952962
2023-11-13,1231.4122737384887
2023-11-14,1231.7831160315343
2023-11-15,1248.7798474168856
2023-11-16,1249.2848492511173
2023-11-17,1258.83018538214
2023-11-20,1255.4909323734614
2023-11-21,1255.832404162257
2023-11-22,1256.920927280072
2023-11-23,1252.1549144923404
2023-11-24,1253.0492943651489
2023-11-27,1251.4484677176506
2023-11-28,1250.3111992787585
2023-11-29,1246.9426415799392
2023-11-30,1256.3004721035782
2023-12-01,1269.1581279443271
2023-12-04,1264.1838831006328
2023-12-05,1249.7026364918217
2023-12-06,1273.6052733103102
2023-12-07,1280.8033090080341
2023-12-08,1267.8503213860897
2023-12-11,1272.0840250068516
2023-12-12,1271.9473213996137
2023-12-13,1279.6550371882774
2023-12-14,1275.3488662575892
2023-12-15,1297.7832423941559
2023-12-18,1282.6297172765599
2023-12-19,1282.2493950052003
2023-12-20,1293.3035202027063
2023-12-21,1288.9858883979234
2023-12-22,1289.6130631034653
2023-12-25,1291.7981919725219
2023-12-26,1289.6567646135766
2023-12-27,1298.03915626931
2023-12-28,1311.8140708678468
2023-12-29,1316.7516302540648
2024-01-01,1316.7516302540619
2024-01-02,1320.7801829967136
2024-01-03,1306.6905758178202
2024-01-04,1290.7208613062116
2024-01-05,1300.2802226112876
2024-01-08,1297.4161006054824
2024-01-09,1309.1947510318278
2024-01-10,1306.9112763454111
2024-01-11,1328.0699869174282
2024-01-12,1342.836364946249
2024-01-15,1347.0320290445961
2024-01-16,1331.7370574394472
2024-01-17,1317.9185566260062
2024-01-18,1317.9006960260401
2024-01-19,1330.0846080023398
2024-01-22,1344.252614543375
2024-01-23,1349.3042928197926
2024-01-24,1350.8879962931114
2024-01-25,1358.6360356418493
2024-01-26,1337.6839661085182
2024-01-29,1361.8752933443463
2024-01-30,1354.9882926469404
2024-01-31,1375.2699524177333
2024-02-01,1364.3581821969246
2024-02-02,1358.2682205518163
2024-02-05,1363.2323251510213
2024-02-06,1363.8174543849077
2024-02-07,1373.4301664202183
2024-02-08,1371.8699091578658
2024-02-09,1372.4609468197111
2024-02-12,1371.9451629535415
2024-02-13,1395.2868705530082
2024-02-14,1383.7478403335815
2024-02-15,1392.5452096837082
2024-02-16,1407.0929618087455
2024-02-19,1414.2065339170204
2024-02-20,1406.279992335003
2024-02-21,1401.482148468029
2024-02-22,1415.5038099421977
2024-02-23,1416.0923692135348
2024-02-26,1414.6497536553654
2024-02-27,1421.8006042662166
2024-02-28,1411.166286000992
2024-02-29,1424.9072967694556
2024-03-01,1438.7035086896667
2024-03-04,1431.524412712596
2024-03-05,1437.4402806621385
2024-03-06,1442.04484102802
2024-03-07,1443.2153508513513
2024-03-08,1456.8783154151445
2024-03-11,1427.4857021212551
2024-03-12,1416.5442312581868
2024-03-13,1415.0681752447038
2024-03-14,1414.5890110426965
2024-03-15,1407.8861630778567
2024-03-18,1427.113640476906
2024-03-19,1429.8087921465035
2024-03-20,1423.862732722573
2024-03-21,1451.9109440340405
2024-03-22,1461.6435050511993
2024-03-25,1446.4565496263144
2024-03-26,1447.329255913012
2024-03-27,1456.2045779465273
2024-03-28,1451.7365400443068
2024-03-29,1454.5682773970536
2024-04-01,1439.5251200008981
2024-04-02,1440.98883522883
2024-04-03,1423.632533530863
2024-04-04,1432.8021669037169
2024-04-05,1419.4601766804553
2024-04-08,1423.8707511430912
2024-04-09,1440.7374940565853
2024-04-10,1436.9350835939215
2024-04-11,1439.8399801337682
2024-04-12,1446.5277166194314
2024-04-15,1431.9430420428769
2024-04-16,1396.9074701648399
2024-04-17,1384.578684481187
2024-04-18,1390.4262206411042
2024-04-19,1363.6139932376514
2024-04-22,1380.3426001406185
2024-04-23,1382.7327369310271
2024-04-24,1408.4501437318345
2024-04-25,1387.4781599275275
2024-04-26,1387.258132448508
2024-04-29,1392.5248679026013
2024-04-30,1411.1453206053752
2024-05-01,1401.42672861892
2024-05-02,1427.574351673707
2024-05-03,1432.3576320649247
2024-05-06,1430.1010768630458
2024-05-07,1438.0071452633385
2024-05-08,1415.17139786106
2024-05-09,1409.4961012228355
2024-05-10,1417.7395121409058
2024-05-13,1414.6001786203221
2024-05-14,1412.3228289968395
2024-05-15,1424.1333020309485
2024-05-16,1436.8152986472305
2024-05-17,1440.4523994001113
2024-05-20,1446.6206517294115
