Date,PERU IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,995.5054752603967
1999-01-05,992.2374028443221
1999-01-06,1005.7859799157198
1999-01-07,1011.1798046622282
1999-01-08,1026.5002609623032
1999-01-11,1022.8870705129566
1999-01-12,1016.286847079143
1999-01-13,948.6646630118539
1999-01-14,925.1084457932953
1999-01-15,972.2580408073478
1999-01-18,989.0779390352023
1999-01-19,969.0530178439316
1999-01-20,980.5783163957927
1999-01-21,964.7527995878606
1999-01-22,952.6544306061428
1999-01-25,946.6628954676381
1999-01-26,949.6977787393951
1999-01-27,951.2004521204038
1999-01-28,966.0728401034698
1999-01-29,972.819197753721
1999-02-01,976.9858122775256
1999-02-02,984.5345913711194
1999-02-03,989.0183864079016
1999-02-04,998.4853783519068
1999-02-05,997.5673937567424
1999-02-08,1005.0832604450958
1999-02-09,1002.8494839057341
1999-02-10,1001.4398182430323
1999-02-11,1004.9190879510849
1999-02-12,1008.0618627229172
1999-02-15,1016.3739490681186
1999-02-16,1017.1733256924341
1999-02-17,1013.0239175509245
1999-02-18,1020.3969285125478
1999-02-19,1033.6971307586507
1999-02-22,1028.837049234433
1999-02-23,1030.9665603239218
1999-02-24,1033.329280212759
1999-02-25,1002.6900788015904
1999-02-26,1038.1758539739162
1999-03-01,1050.3253913016351
1999-03-02,1050.3432732073115
1999-03-03,1058.8355826791098
1999-03-04,1073.4133598538974
1999-03-05,1082.0843172733519
1999-03-08,1077.1258842053865
1999-03-09,1078.8602579189674
1999-03-10,1075.0029317760027
1999-03-11,1096.3000775058892
1999-03-12,1098.1226680985253
1999-03-15,1108.0609726067191
1999-03-16,1098.3640447454145
1999-03-17,1083.2559607208632
1999-03-18,1091.9603520693847
1999-03-19,1102.3782496618696
1999-03-22,1099.6752636929496
1999-03-23,1091.3786291916845
1999-03-24,1095.925709408535
1999-03-25,1098.148389628635
1999-03-26,1112.4403886590967
1999-03-29,1114.6816937620608
1999-03-30,1114.2978122037189
1999-03-31,1126.559002682784
1999-04-01,1124.943901675377
1999-04-02,1127.4466737393595
1999-04-05,1134.105192494989
1999-04-06,1129.7357439692394
1999-04-07,1127.0760901489668
1999-04-08,1129.1003872613062
1999-04-09,1134.0334111789223
1999-04-12,1114.0437880298432
1999-04-13,1127.732586518268
1999-04-14,1123.560324066451
1999-04-15,1137.2341760358238
1999-04-16,1168.6653776608298
1999-04-19,1200.7237117459229
1999-04-20,1192.8556182493048
1999-04-21,1197.3577147327733
1999-04-22,1210.5034460826953
1999-04-23,1201.0925119835745
1999-04-26,1200.9313627381966
1999-04-27,1199.7992443340738
1999-04-28,1201.4199842908456
1999-04-29,1208.7089643838287
1999-04-30,1220.0020951090498
1999-05-03,1225.7772725402463
1999-05-04,1231.9913854565966
1999-05-05,1224.7003862489264
1999-05-06,1235.1093462471042
1999-05-07,1242.1453262269972
1999-05-10,1246.4694234890615
1999-05-11,1269.8228928009387
1999-05-12,1256.0139710938834
1999-05-13,1265.600427602222
1999-05-14,1258.772289809034
1999-05-17,1251.0441201228732
1999-05-18,1250.2417584653867
1999-05-19,1234.3015173554384
1999-05-20,1243.4751578927164
1999-05-21,1243.9477095826676
1999-05-24,1244.6701898591364
1999-05-25,1226.1381319960217
1999-05-26,1242.5148001195225
1999-05-27,1234.3634286772228
1999-05-28,1237.0054433313544
1999-05-31,1248.6296058835017
1999-06-01,1249.2730334380549
1999-06-02,1254.59656502297
1999-06-03,1263.840612472191
1999-06-04,1271.0680434351193
1999-06-07,1273.9858929340041
1999-06-08,1274.1297446836384
1999-06-09,1274.5981544229599
1999-06-10,1251.8406221180649
1999-06-11,1257.74045401533
1999-06-14,1265.5531032607491
1999-06-15,1267.6755596912099
1999-06-16,1274.4764204362925
1999-06-17,1262.9561213610527
1999-06-18,1255.9585114172892
1999-06-21,1263.5054379286526
1999-06-22,1261.782744658762
1999-06-23,1256.582368984877
1999-06-24,1255.58296167475
1999-06-25,1249.6183380538166
1999-06-28,1269.8568155292528
1999-06-29,1274.156209826087
1999-06-30,1285.7948850242956
1999-07-01,1302.2265671588382
1999-07-02,1304.14918041911
1999-07-05,1299.7628802551887
1999-07-06,1298.5176680985805
1999-07-07,1301.4349758235928
1999-07-08,1308.9888364733945
1999-07-09,1306.4803263306117
1999-07-12,1301.6646976252275
1999-07-13,1284.3841259459714
1999-07-14,1293.9724250191516
1999-07-15,1285.3299604848744
1999-07-16,1289.133622558419
1999-07-19,1286.705068641953
1999-07-20,1256.7823688376961
1999-07-21,1233.3697555572012
1999-07-22,1227.7343745038308
1999-07-23,1232.8337930482453
1999-07-26,1206.7729925924875
1999-07-27,1215.771108353745
1999-07-28,1217.3175265911573
1999-07-29,1205.786240641647
1999-07-30,1205.8626422381592
1999-08-02,1194.721484907421
1999-08-03,1186.0917141778652
