Date,MEXICO IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,985.9501112586084
1999-01-05,981.71635671718
1999-01-06,972.6511303946205
1999-01-07,975.2619269649379
1999-01-08,977.4290992902652
1999-01-11,953.2149172882168
1999-01-12,919.0853286296257
1999-01-13,844.4486716881117
1999-01-14,832.3567736045621
1999-01-15,900.8261314142453
1999-01-18,908.1748642599368
1999-01-19,902.4017922077171
1999-01-20,930.2938713288395
1999-01-21,919.9142488410531
1999-01-22,918.4440049672196
1999-01-25,916.6072873582141
1999-01-26,928.3463637609609
1999-01-27,939.3064826239811
1999-01-28,968.369696466122
1999-01-29,975.3664617696292
1999-02-01,993.7181413360577
1999-02-02,987.9091247734373
1999-02-03,987.4976971191472
1999-02-04,993.0164648417837
1999-02-05,995.0510669392604
1999-02-08,995.2341454330366
1999-02-09,978.6329864084611
1999-02-10,983.5573463238501
1999-02-11,1005.9591922229994
1999-02-12,1009.7658643792391
1999-02-15,1017.2918254672147
1999-02-16,1031.0558904090303
1999-02-17,1019.0425111639912
1999-02-18,1022.7840990187377
1999-02-19,1040.3496321684797
1999-02-22,1047.326588721278
1999-02-23,1046.8894192320595
1999-02-24,1051.5274747073047
1999-02-25,1041.8089710068475
1999-02-26,1058.4323473995298
1999-03-01,1055.234886256509
1999-03-02,1044.7070919768273
1999-03-03,1031.6629513135463
1999-03-04,1044.9319889221406
1999-03-05,1063.026163452957
1999-03-08,1082.0053435593975
1999-03-09,1097.5496401267173
1999-03-10,1117.6352758660869
1999-03-11,1138.5361296245298
1999-03-12,1134.9673135058947
1999-03-15,1162.310022407341
1999-03-16,1194.1822196705016
1999-03-17,1186.002022844006
1999-03-18,1194.737559451525
1999-03-19,1186.6021358955763
1999-03-22,1174.21428601346
1999-03-23,1163.9654794085598
1999-03-24,1175.979226904476
1999-03-25,1190.5309736211866
1999-03-26,1204.6881338673213
1999-03-29,1222.3297729720698
1999-03-30,1220.8518236221432
1999-03-31,1233.9464538644993
1999-04-01,1230.7548569385845
1999-04-02,1236.4778175474783
1999-04-05,1275.9638872887738
1999-04-06,1255.587465631051
1999-04-07,1253.0935900038623
1999-04-08,1252.2597964527329
1999-04-09,1257.923468903005
1999-04-12,1266.9503670432725
1999-04-13,1281.287967407793
1999-04-14,1276.5041115682313
1999-04-15,1330.0714184500387
1999-04-16,1362.8803058964443
1999-04-19,1379.0727659361312
1999-04-20,1369.7925301804607
1999-04-21,1370.5435017412403
1999-04-22,1403.0177966815083
1999-04-23,1402.0357094131066
1999-04-26,1396.088832009492
1999-04-27,1384.6590885856392
1999-04-28,1400.0975278894653
1999-04-29,1418.5978734712605
1999-04-30,1396.0230941161806
1999-05-03,1414.541933784338
1999-05-04,1393.4616536710446
1999-05-05,1384.3271951087954
1999-05-06,1390.4261978327852
1999-05-07,1413.803770257973
1999-05-10,1437.9989830616953
1999-05-11,1440.8665654656302
1999-05-12,1438.569935377444
1999-05-13,1475.6628940501741
1999-05-14,1436.4651470563267
1999-05-17,1436.0352231647767
1999-05-18,1442.9732298113695
1999-05-19,1418.165457764711
1999-05-20,1432.105061126871
1999-05-21,1400.9617066966591
1999-05-24,1363.8246553084632
1999-05-25,1317.5038943239206
1999-05-26,1354.989357560284
1999-05-27,1297.4670533971275
1999-05-28,1315.392513399976
1999-05-31,1325.1261590737977
1999-06-01,1307.874734488842
1999-06-02,1316.2137364855623
1999-06-03,1318.600049362234
1999-06-04,1346.0736431018538
1999-06-07,1370.961729378769
1999-06-08,1347.2030363721624
1999-06-09,1335.016159345482
1999-06-10,1319.473462225221
1999-06-11,1301.390403429597
1999-06-14,1300.190439098643
1999-06-15,1322.074474612593
1999-06-16,1392.9282196252937
1999-06-17,1406.9702053212254
1999-06-18,1398.0420152921618
1999-06-21,1423.013059937098
1999-06-22,1425.1357268250224
1999-06-23,1401.4547889675678
1999-06-24,1371.1442480126693
1999-06-25,1349.8211098522702
1999-06-28,1377.6505110365358
1999-06-29,1395.876352868939
1999-06-30,1429.076158056073
1999-07-01,1435.3037072387717
1999-07-02,1452.9609777834057
1999-07-05,1458.5702357630496
1999-07-06,1457.463362275879
1999-07-07,1468.0258198604076
1999-07-08,1464.23085712795
1999-07-09,1458.4010809310932
1999-07-12,1439.530792055685
1999-07-13,1445.7528948119057
1999-07-14,1448.0384519482818
1999-07-15,1443.2687369179464
1999-07-16,1435.1212775061776
1999-07-19,1460.590431202813
1999-07-20,1410.303842034045
1999-07-21,1400.721706703835
1999-07-22,1389.578077620345
1999-07-23,1360.6569438658228
1999-07-26,1312.3834436970105
1999-07-27,1320.1011438960718
1999-07-28,1329.6605931442714
1999-07-29,1282.8272880264037
1999-07-30,1283.1156086895128
1999-08-02,1273.5475039523649
1999-08-03,1276.185262602318
1999-08-04,1255.3887524679212
