Date,BRAZIL IMI EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,996.2659814564402
1999-01-05,1003.7600963546984
1999-01-06,1020.3916654521869
1999-01-07,998.0140185247614
1999-01-08,1001.7074115346571
1999-01-11,970.03630512442
1999-01-12,937.2653864677649
1999-01-13,831.910905320571
1999-01-14,796.8640138037565
1999-01-15,823.1979846134817
1999-01-18,763.6509775303329
1999-01-19,780.0164452169475
1999-01-20,788.0871421323623
1999-01-21,714.9442774227272
1999-01-22,704.65060933962
1999-01-25,674.3222761669284
1999-01-26,683.9081872994244
1999-01-27,680.7876667931554
1999-01-28,686.9416635632147
1999-01-29,669.1165756431451
1999-02-01,756.1764446247782
1999-02-02,813.4067811453323
1999-02-03,789.52305006071
1999-02-04,785.703595983555
1999-02-05,767.5448110746714
1999-02-08,740.6664901141008
1999-02-09,736.8086513703821
1999-02-10,749.2866389520044
1999-02-11,754.257268686015
1999-02-12,758.9825184449792
1999-02-15,761.7856844233057
1999-02-16,765.6354957980747
1999-02-17,758.6393056490053
1999-02-18,752.5608039744639
1999-02-19,760.1761218770232
1999-02-22,751.2333179294039
1999-02-23,735.5839271715324
1999-02-24,722.2967518132448
1999-02-25,705.5216910366049
1999-02-26,725.8308814926197
1999-03-01,700.783797852074
1999-03-02,693.4036763924504
1999-03-03,702.0120072300948
1999-03-04,751.3201908240242
1999-03-05,781.3795001835144
1999-03-08,789.3424052365888
1999-03-09,829.7420564339328
1999-03-10,847.2262354299737
1999-03-11,839.9997960908413
1999-03-12,832.8719064930617
1999-03-15,873.6483939767495
1999-03-16,887.2817814170326
1999-03-17,892.5564937164588
1999-03-18,916.3650627386244
1999-03-19,924.6875864364722
1999-03-22,915.1456927740776
1999-03-23,912.9448490807981
1999-03-24,912.8842113934653
1999-03-25,967.8482801405188
1999-03-26,990.7315222351298
1999-03-29,1005.9981328550556
1999-03-30,1018.3772050137766
1999-03-31,1033.6753599710887
1999-04-01,1032.1934223972505
1999-04-02,1035.4673956204263
1999-04-05,1050.3513578882753
1999-04-06,1066.9073212333594
1999-04-07,1083.0924588629246
1999-04-08,1087.244046330144
1999-04-09,1085.5528518738984
1999-04-12,1088.6117938870846
1999-04-13,1102.0333201992275
1999-04-14,1105.2226674832582
1999-04-15,1117.8366577142033
1999-04-16,1131.2819937091401
1999-04-19,1131.7572553474624
1999-04-20,1084.0593966434883
1999-04-21,1089.0670714429727
1999-04-22,1106.2236038043427
1999-04-23,1110.1039709696622
1999-04-26,1104.2406400391483
1999-04-27,1090.8078917547696
1999-04-28,1130.0904119140291
1999-04-29,1153.7565332490885
1999-04-30,1165.707867185063
1999-05-03,1170.4601831710318
1999-05-04,1145.8740774142848
1999-05-05,1153.2553655517045
1999-05-06,1164.84336188481
1999-05-07,1211.8715984311712
1999-05-10,1235.4768125828036
1999-05-11,1235.9983942851777
1999-05-12,1232.5756892478926
1999-05-13,1262.283762037218
1999-05-14,1259.0095090961147
1999-05-17,1234.4668211998226
1999-05-18,1255.2528440790368
1999-05-19,1250.77694315808
1999-05-20,1246.129623873179
1999-05-21,1222.658187539763
1999-05-24,1165.3577269125835
1999-05-25,1118.3336085461917
1999-05-26,1191.223126869063
1999-05-27,1169.8881504600647
1999-05-28,1174.9479525809645
1999-05-31,1189.898491193608
1999-06-01,1165.821912717137
1999-06-02,1178.1751878465877
1999-06-03,1179.293502602031
1999-06-04,1198.9620405560913
1999-06-07,1186.569391234801
1999-06-08,1170.1496382679497
1999-06-09,1159.882418336483
1999-06-10,1156.2589695901463
1999-06-11,1156.5115329072946
1999-06-14,1158.0150851713167
1999-06-15,1178.484853913295
1999-06-16,1233.3328605439935
1999-06-17,1239.5329781192002
1999-06-18,1245.4543952728243
1999-06-21,1251.067116040037
1999-06-22,1245.2146147869814
1999-06-23,1235.07402021349
1999-06-24,1203.3694158456701
1999-06-25,1181.1088657934001
1999-06-28,1201.41454621148
1999-06-29,1220.8991500221982
1999-06-30,1256.1436483027785
1999-07-01,1255.9849681884693
1999-07-02,1277.6884255045666
1999-07-05,1292.0361939385843
1999-07-06,1273.5083559888394
1999-07-07,1282.2064924593185
1999-07-08,1255.41893090178
1999-07-09,1256.977041832613
1999-07-12,1212.2022091285642
1999-07-13,1212.455132477424
1999-07-14,1210.4393999926535
1999-07-15,1216.7114382276477
1999-07-16,1235.6461667255694
1999-07-19,1257.2838208339986
1999-07-20,1193.170294973094
1999-07-21,1200.1564498350115
1999-07-22,1200.889470804904
1999-07-23,1185.0580242767548
1999-07-26,1142.8149646281674
1999-07-27,1149.2742165414536
1999-07-28,1166.4860025456305
1999-07-29,1147.2352122433037
1999-07-30,1135.9154207609506
1999-08-02,1106.891961087391
1999-08-03,1109.0409189464879
1999-08-04,1082.023713173839
1999-08-05,1062.71366885465
1999-08-06,1058.0710518299904
