Date,KOREA IMI EQUAL WEIGHTED
1999-08-04,1918.9771114282435
1999-08-05,1805.4935044106373
1999-08-06,1822.0683596789997
1999-08-09,1859.0720812242816
1999-08-10,1850.356606080217
1999-08-11,1822.5708253977657
1999-08-12,1846.4815708683504
1999-08-13,1804.5496454796696
1999-08-16,1793.8306114018542
1999-08-17,1713.7322386929054
1999-08-18,1688.3304568906624
1999-08-19,1718.9079213748964
1999-08-20,1725.5053960190755
1999-08-23,1800.4889324920023
1999-08-24,1824.3972265091622
1999-08-25,1871.664420012393
1999-08-26,1859.055820760123
1999-08-27,1834.8412973635927
1999-08-30,1823.321886068469
1999-08-31,1795.9264371622176
1999-09-01,1722.7354427400362
1999-09-02,1660.260839872625
1999-09-03,1683.7495097730284
1999-09-06,1700.0115102881357
1999-09-07,1723.6092116001582
1999-09-08,1694.6265305228592
1999-09-09,1720.3612349973794
1999-09-10,1773.288525445669
1999-09-13,1787.8312512689072
1999-09-14,1776.0280143702112
1999-09-15,1770.067314289072
1999-09-16,1727.2181480202694
1999-09-17,1716.099527887007
1999-09-20,1731.4244066476572
1999-09-21,1742.4392017763862
1999-09-22,1718.3660313012588
1999-09-23,1729.4280044799705
1999-09-24,1719.292689556996
1999-09-27,1669.5378467161618
1999-09-28,1640.48391596819
1999-09-29,1582.3088734901842
1999-09-30,1520.580877888164
1999-10-01,1475.9720966117195
1999-10-04,1457.6428822612174
1999-10-05,1387.7854131678193
1999-10-06,1451.8970473032775
1999-10-07,1504.4388333657955
1999-10-08,1521.2102490344948
1999-10-11,1523.5702640480558
1999-10-12,1547.2325223917005
1999-10-13,1549.2378889828449
1999-10-14,1569.460964564616
1999-10-15,1553.1394561675047
1999-10-18,1500.2434216895974
1999-10-19,1488.4593349631355
1999-10-20,1549.219779131784
1999-10-21,1523.741856099566
1999-10-22,1539.5570750297243
1999-10-25,1495.8144586256494
1999-10-26,1496.8876303524587
1999-10-27,1499.6091680804545
1999-10-28,1537.3221934734972
1999-10-29,1559.5078026726094
1999-11-01,1638.0988874817865
1999-11-02,1667.0246770201509
1999-11-03,1660.7558220248086
1999-11-04,1705.5406737231797
1999-11-05,1724.8100009081868
1999-11-08,1741.263456965903
1999-11-09,1773.9108024189045
1999-11-10,1771.5561567805012
1999-11-11,1817.7121445381986
1999-11-12,1846.2934777392065
1999-11-15,1856.7986041689703
1999-11-16,1879.0440924588252
1999-11-17,1796.338156988648
1999-11-18,1792.7899468993924
1999-11-19,1813.9365292503328
1999-11-22,1797.488450450134
1999-11-23,1797.4909307884727
1999-11-24,1789.6869300218837
1999-11-25,1773.5261460548445
1999-11-26,1696.4835109115886
1999-11-29,1697.139652920757
1999-11-30,1743.2438364419395
1999-12-01,1720.6493140014384
1999-12-02,1735.2742718714433
1999-12-03,1738.429485066984
1999-12-06,1701.5239800592146
1999-12-07,1647.8828587955313
1999-12-08,1667.1550402575217
1999-12-09,1689.7298578801074
1999-12-10,1793.6559634782568
1999-12-13,1853.4626078848964
1999-12-14,1897.9901164032879
1999-12-15,1828.4561614570323
1999-12-16,1785.126707930255
1999-12-17,1757.8536992211655
1999-12-20,1731.7916417606334
1999-12-21,1649.5787865621078
1999-12-22,1641.2714441179614
1999-12-23,1606.7851767639552
1999-12-24,1606.7952796120233
1999-12-27,1580.169833647628
1999-12-28,1579.6627144154588
1999-12-29,1584.8696135096343
1999-12-30,1601.407271774874
1999-12-31,1601.7697991278098
2000-01-03,1588.9428669910292
2000-01-04,1655.877488735951
2000-01-05,1607.5524107283618
2000-01-06,1516.700881277297
2000-01-07,1561.5001874964344
2000-01-10,1609.138894741866
2000-01-11,1577.4023496315854
2000-01-12,1556.9754533921982
2000-01-13,1557.4269269126423
2000-01-14,1570.094729882988
2000-01-17,1596.6844705334634
2000-01-18,1556.9947300710494
2000-01-19,1459.6965101756025
2000-01-20,1451.1423973745784
2000-01-21,1455.1445127189347
2000-01-24,1482.6859949293619
2000-01-25,1435.1626459997872
2000-01-26,1452.855144191421
2000-01-27,1548.0085636487993
2000-01-28,1578.6567773087734
2000-01-31,1591.833170512618
2000-02-01,1608.6382750588618
2000-02-02,1655.9558983233565
2000-02-03,1650.213662434558
2000-02-04,1658.3584624954728
2000-02-07,1673.4139648132077
2000-02-08,1622.2817514714795
2000-02-09,1614.6924453253832
2000-02-10,1576.3381806814473
2000-02-11,1579.4468328031069
2000-02-14,1519.0118149860766
2000-02-15,1469.249085675448
2000-02-16,1482.751281502647
2000-02-17,1503.0688970711951
2000-02-18,1505.447259101723
2000-02-21,1427.8080508084943
2000-02-22,1394.9820061526912
2000-02-23,1476.4221483224003
2000-02-24,1459.9412810601596
2000-02-25,1511.6082348342766
2000-02-28,1525.056683819016
2000-02-29,1536.6516363024232
2000-03-01,1532.366159180547
2000-03-02,1601.5363924623985
2000-03-03,1585.2604255227213
2000-03-06,1675.5377401999651
2000-03-07,1682.4371784068803
2000-03-08,1677.9546822225243
2000-03-09,1653.7709994773918
2000-03-10,1693.5350602084814
2000-03-13,1715.0764789906939
2000-03-14,1694.326197895453
2000-03-15,1655.4415480890298
2000-03-16,1616.8458658545846
2000-03-17,1625.3392313457703
2000-03-20,1606.2777818339505
2000-03-21,1571.9094383684208
2000-03-22,1637.6719904209838
2000-03-23,1599.4696563972805
2000-03-24,1620.8544730351607
2000-03-27,1637.0035790776465
2000-03-28,1635.3464716820895
2000-03-29,1622.8992487672804
2000-03-30,1594.5923197165466
2000-03-31,1576.736760806469
2000-04-03,1496.8983657802316
2000-04-04,1462.707028966109
2000-04-05,1444.099555891026
2000-04-06,1420.20777748599
2000-04-07,1451.3306010006413
2000-04-10,1515.1402835938807
2000-04-11,1455.3722720227356
2000-04-12,1465.403639871451
2000-04-13,1471.3310489646738
2000-04-14,1448.1380101664422
2000-04-17,1292.7912126359145
2000-04-18,1349.8524623029239
2000-04-19,1376.3544476791021
2000-04-20,1386.2114625142426
2000-04-21,1410.6506047600806
2000-04-24,1385.9219056284026
2000-04-25,1388.2843776382183
2000-04-26,1340.4758833554702
2000-04-27,1318.917545996702
2000-04-28,1353.5685258258084
2000-05-01,1357.5093763873942
2000-05-02,1369.224181563544
2000-05-03,1405.366143775605
2000-05-04,1408.3293085994915
2000-05-05,1406.8916801605958
2000-05-08,1420.2157578261229
2000-05-09,1401.6449489651063
2000-05-10,1385.6239222944469
2000-05-11,1393.0071536670885
2000-05-12,1357.084354465093
2000-05-15,1278.6019148641844
2000-05-16,1289.1616318676668
2000-05-17,1219.4955598150275
2000-05-18,1150.036479652983
2000-05-19,1148.1774428301733
2000-05-22,1055.7450500430464
2000-05-23,1043.543379410687
2000-05-24,1092.015539751054
2000-05-25,1188.2336822041595
2000-05-26,1059.8442270183866
2000-05-29,1089.235766190233
2000-05-30,1133.83898166266
2000-05-31,1196.8640835247668
2000-06-01,1177.1558569721062
2000-06-02,1201.5107291755594
2000-06-05,1311.444450823077
2000-06-06,1292.9071816729627
2000-06-07,1360.247382644809
2000-06-08,1332.7800540317437
2000-06-09,1331.1451592726169
2000-06-12,1358.7463916650956
2000-06-13,1270.984267194806
2000-06-14,1260.5584871919932
2000-06-15,1180.5928563418813
2000-06-16,1161.3166465315705
2000-06-19,1139.6401825377807
2000-06-20,1196.2161984541754
2000-06-21,1211.8107678674971
2000-06-22,1228.9280012928666
2000-06-23,1233.046049088187
2000-06-26,1266.5071464631435
2000-06-27,1294.1476473845332
2000-06-28,1302.463573149871
2000-06-29,1286.377894941749
2000-06-30,1294.971439328059
2000-07-03,1354.0192007624476
2000-07-04,1333.7956038932277
2000-07-05,1336.0133843737744
2000-07-06,1370.265839936741
2000-07-07,1406.3388151405052
2000-07-10,1426.628767428494
2000-07-11,1399.672929695968
2000-07-12,1402.7975101469206
2000-07-13,1414.5582152843144
2000-07-14,1377.5575815177267
2000-07-17,1381.0322625854533
2000-07-18,1332.2351953606774
2000-07-19,1327.608900046079
2000-07-20,1306.6815475815422
2000-07-21,1305.4070710813003
2000-07-24,1219.4305228706621
2000-07-25,1219.9399726388278
2000-07-26,1223.1634422256689
2000-07-27,1217.419813867009
2000-07-28,1202.0495663572062
2000-07-31,1215.2510734466232
2000-08-01,1251.9791623895378
2000-08-02,1274.1002144953766
2000-08-03,1284.7313788512365
2000-08-04,1262.9889649478873
2000-08-07,1215.0015266090334
2000-08-08,1214.4276038153923
2000-08-09,1260.6292079991501
2000-08-10,1266.962194612907
2000-08-11,1280.0471093257522
2000-08-14,1319.4838783830232
2000-08-15,1306.6726466252974
2000-08-16,1324.4805302744514
2000-08-17,1304.408523270768
2000-08-18,1302.1173412869625
2000-08-21,1289.385717862751
2000-08-22,1317.4578453951697
2000-08-23,1307.7535440664278
2000-08-24,1290.1832783764632
2000-08-25,1292.9086348269454
2000-08-28,1316.8268955246788
2000-08-29,1326.5019105814933
2000-08-30,1324.2646539668817
2000-08-31,1293.4705619245333
2000-09-01,1294.4149528102532
2000-09-04,1294.4041236135204
2000-09-05,1316.9514427695115
2000-09-06,1322.9161916187918
2000-09-07,1299.8987759665981
2000-09-08,1314.107726912059
2000-09-11,1321.1219941942536
2000-09-12,1322.8104270902845
2000-09-13,1316.3262348019264
2000-09-14,1317.05412193375
2000-09-15,1286.0950421661544
2000-09-18,1167.6744105552018
2000-09-19,1162.6349677486812
2000-09-20,1220.8693661005611
2000-09-21,1176.5953111706287
2000-09-22,1072.4125689234202
2000-09-25,1147.3543857847776
2000-09-26,1148.4022490184016
2000-09-27,1175.7444426222369
2000-09-28,1167.9997556945384
2000-09-29,1183.5714115174917
2000-10-02,1162.7101749894427
2000-10-03,1169.260953420072
2000-10-04,1183.6133828859
2000-10-05,1202.3035516843117
2000-10-06,1196.5899966831344
2000-10-09,1184.5326579474436
2000-10-10,1181.7675463512555
2000-10-11,1132.0437081022703
2000-10-12,1121.3451512983531
2000-10-13,1087.6687137863719
2000-10-16,1151.1191082927553
2000-10-17,1080.071643525042
2000-10-18,1079.6996967670016
2000-10-19,1082.1851594852787
2000-10-20,1121.06642828343
2000-10-23,1080.0648996710574
2000-10-24,1095.8796369810918
2000-10-25,1099.2572998191542
2000-10-26,1075.8316328230737
2000-10-27,1051.134974524111
2000-10-30,1021.4832132753451
2000-10-31,1018.7787930061453
2000-11-01,1054.403079321242
2000-11-02,1074.0274315252711
2000-11-03,1073.3377639103721
2000-11-06,1080.2764205234325
2000-11-07,1065.0875941674942
2000-11-08,1062.4781153489535
2000-11-09,1067.5773635258874
2000-11-10,1068.1355195974345
2000-11-13,1031.3359184658234
2000-11-14,1058.042969724356
2000-11-15,1068.5102269669892
2000-11-16,1070.3339533457597
2000-11-17,1065.7860807293448
2000-11-20,1045.7381386537402
2000-11-21,1022.9222093495514
2000-11-22,1008.2782091800512
2000-11-23,967.7369941661547
2000-11-24,991.7239964847626
2000-11-27,1002.05521165277
2000-11-28,972.7881944353281
2000-11-29,927.5215642704704
2000-11-30,901.361854613018
2000-12-01,901.942682286393
2000-12-04,860.568013545787
2000-12-05,887.9747081208727
2000-12-06,889.5035510485196
2000-12-07,882.5948722851311
2000-12-08,905.2222078404404
2000-12-11,943.3984676325604
2000-12-12,923.3478113317784
2000-12-13,936.9452884468891
2000-12-14,917.7744708428565
2000-12-15,887.7078679449488
2000-12-18,887.0800440696235
2000-12-19,867.6129518383644
2000-12-20,813.8925465959351
2000-12-21,787.6980349125968
2000-12-22,756.6761835300376
2000-12-25,757.0358809398722
2000-12-26,756.2362514694388
2000-12-27,751.1059193842173
2000-12-28,758.6581360917654
2000-12-29,740.5517538854465
2001-01-01,740.1791933051926
2001-01-02,763.0958374592752
2001-01-03,777.1211697626275
2001-01-04,833.7329423735879
2001-01-05,863.2908276403516
2001-01-08,887.064362613381
2001-01-09,924.4824463794829
2001-01-10,856.1562367011236
2001-01-11,873.7562840967731
2001-01-12,898.0673508271553
2001-01-15,924.1439983799144
2001-01-16,943.4991146383248
2001-01-17,938.249443001626
2001-01-18,913.4744327105312
2001-01-19,947.7117110900612
2001-01-22,992.8613199847708
2001-01-23,988.7387124277411
2001-01-24,1005.2839036774209
2001-01-25,1007.3648859034364
2001-01-26,968.4036280187116
2001-01-29,998.8911492113909
2001-01-30,984.893382969834
2001-01-31,1013.9105616946462
2001-02-01,986.5467105333947
2001-02-02,995.6500365545359
2001-02-05,926.9671834038722
2001-02-06,955.1794548421244
2001-02-07,931.5666472459943
2001-02-08,962.7359609316536
2001-02-09,973.7168844252817
2001-02-12,975.9904962435068
2001-02-13,1003.2460498189121
2001-02-14,1025.3622393136536
2001-02-15,1049.5916484752747
2001-02-16,1037.4690182962581
2001-02-19,1030.904108522246
2001-02-20,1082.7822005981334
2001-02-21,1066.4511276246658
2001-02-22,1050.0116086243208
2001-02-23,1046.118135461169
2001-02-26,1053.9701002448212
2001-02-27,1023.087007650695
2001-02-28,1018.05887200509
2001-03-01,1001.4888209898962
2001-03-02,943.5999459387782
2001-03-05,942.5627078187808
2001-03-06,949.0294738043439
2001-03-07,947.291148825265
2001-03-08,963.1599587469782
2001-03-09,954.7601684417793
2001-03-12,916.0843225666367
2001-03-13,889.8037787616385
2001-03-14,925.4350843124197
2001-03-15,915.5344407943123
2001-03-16,919.6449581964895
2001-03-19,916.0401386332511
2001-03-20,913.0510586115088
2001-03-21,908.4973824306963
2001-03-22,905.6075997177535
2001-03-23,911.9767475736971
2001-03-26,925.6685259113818
2001-03-27,907.6670561257495
2001-03-28,914.7132230778036
2001-03-29,899.870890317483
2001-03-30,888.4062204704612
2001-04-02,869.3639003006074
2001-04-03,851.7945322579407
2001-04-04,806.7638436092827
2001-04-05,812.3426254856797
2001-04-06,837.6811394814276
2001-04-09,829.6949424550669
2001-04-10,839.5632972998048
2001-04-11,864.0318495842762
2001-04-12,866.2268361728103
2001-04-13,871.4062965520827
2001-04-16,869.1888459885176
2001-04-17,878.7793631863049
2001-04-18,931.1087692524377
2001-04-19,945.5534267695688
2001-04-20,919.8577955306056
2001-04-23,934.2252008880386
2001-04-24,933.0023145084577
2001-04-25,938.3663651037762
2001-04-26,922.6510174281967
2001-04-27,919.9004472093615
2001-04-30,962.9735484336582
2001-05-01,957.8953148542604
2001-05-02,978.448906343067
2001-05-03,978.4002254043058
2001-05-04,990.3028620743866
2001-05-07,1014.4284711667701
2001-05-08,1018.5442429905942
2001-05-09,1002.2109250724056
2001-05-10,1015.0322955132737
2001-05-11,1039.2355289025368
2001-05-14,1056.1665221117398
2001-05-15,1044.4276932232979
2001-05-16,1018.1662137614521
2001-05-17,1055.8795618183035
2001-05-18,1064.790450947922
2001-05-21,1103.1937425426074
2001-05-22,1115.360285348539
2001-05-23,1150.086477065942
2001-05-24,1169.0818890636313
2001-05-25,1180.7448046952024
2001-05-28,1158.790257073701
2001-05-29,1186.908501262531
2001-05-30,1186.995948713889
2001-05-31,1194.6010175305512
2001-06-01,1186.8331696552527
2001-06-04,1192.3380605519542
2001-06-05,1166.1303085909165
2001-06-06,1168.7602688136424
2001-06-07,1162.109160269402
2001-06-08,1201.1890822880248
2001-06-11,1197.5810740259976
2001-06-12,1195.5102972572329
2001-06-13,1203.6610575051977
2001-06-14,1205.3398575129693
2001-06-15,1209.6673914249254
2001-06-18,1207.898544555117
2001-06-19,1193.7029105179165
2001-06-20,1177.8228067087675
2001-06-21,1172.7041271834617
2001-06-22,1177.5324146619982
2001-06-25,1169.8162460368185
2001-06-26,1141.3824938971377
2001-06-27,1144.548469481378
2001-06-28,1151.839324335729
2001-06-29,1177.9620904355504
2001-07-02,1179.63940491835
2001-07-03,1178.0992639350534
2001-07-04,1178.5934767466617
2001-07-05,1182.940361104746
2001-07-06,1144.2796032752026
2001-07-09,1088.8014422801375
2001-07-10,1080.435335145091
2001-07-11,1042.4616971384623
2001-07-12,1091.7252733849077
2001-07-13,1056.1918375679643
2001-07-16,1048.5673208866983
2001-07-17,1051.2747920697416
2001-07-18,1004.0604446416932
2001-07-19,1004.6614566474411
2001-07-20,980.8744625745558
2001-07-23,946.5105308989729
2001-07-24,947.8136752760573
2001-07-25,931.9217286856016
2001-07-26,960.0986920658817
2001-07-27,985.8204056206216
2001-07-30,965.8035650686107
2001-07-31,985.5238309452961
2001-08-01,1016.4904352433272
2001-08-02,1024.7172566138795
2001-08-03,1026.4342003455645
2001-08-06,1040.1837009861267
2001-08-07,1049.9695158522197
2001-08-08,1049.696732119839
2001-08-09,1010.9167192404607
2001-08-10,1014.4518475846493
2001-08-13,1015.5401792091151
2001-08-14,1039.308553856905
2001-08-15,1023.6807114819302
2001-08-16,1039.6141432663926
2001-08-17,1028.1895640055018
2001-08-20,1008.8151876894748
2001-08-21,1018.01780161382
2001-08-22,1021.105769427808
2001-08-23,1013.7223245490001
2001-08-24,1011.8549993619026
2001-08-27,1026.6962194820903
2001-08-28,1023.1758626176742
2001-08-29,984.2188269792389
2001-08-30,981.9792098558374
2001-08-31,943.5822297027745
2001-09-03,938.1906629300883
2001-09-04,981.111215323532
2001-09-05,973.590205083959
2001-09-06,982.4870285408849
2001-09-07,974.4589698981786
2001-09-10,974.6631280755411
2001-09-11,952.6694420726667
2001-09-12,843.9683002995528
2001-09-13,860.2748434189468
2001-09-14,792.8046715781338
2001-09-17,737.4375168412961
2001-09-18,785.0880039579272
2001-09-19,789.1683453340614
2001-09-20,778.7691689391693
2001-09-21,784.373817635074
2001-09-24,797.1898352073537
2001-09-25,772.3034925035171
2001-09-26,780.8437904251815
2001-09-27,791.1662081487477
2001-09-28,818.7280138943233
2001-10-01,814.2575103784649
2001-10-02,809.7281219281892
2001-10-03,804.6135448017758
2001-10-04,849.9228163309563
2001-10-05,839.4464492333045
2001-10-08,831.6540530154062
2001-10-09,858.2149257711064
2001-10-10,862.1115877678809
2001-10-11,895.6178396936206
2001-10-12,897.039151776582
2001-10-15,907.2237549527248
2001-10-16,918.3819122222948
2001-10-17,928.4514524974858
2001-10-18,922.068945459815
2001-10-19,931.040522163472
2001-10-22,948.3060439074542
2001-10-23,950.4714306299935
2001-10-24,960.0120450836661
2001-10-25,955.3367163264516
2001-10-26,962.2428268796652
2001-10-29,952.4537808116601
2001-10-30,916.5900327409211
2001-10-31,936.5355048916337
2001-11-01,941.5630862032052
2001-11-02,949.6892277721588
2001-11-05,979.3077079218045
2001-11-06,989.3515871817041
2001-11-07,978.763179221842
2001-11-08,1003.3118380681316
2001-11-09,1011.3607451167543
2001-11-12,1033.8994665920895
2001-11-13,1045.9278698174944
2001-11-14,1069.014263471672
2001-11-15,1063.6511188918555
2001-11-16,1067.4273863098383
2001-11-19,1092.8656611945567
2001-11-20,1081.1590255144265
2001-11-21,1092.237907673895
2001-11-22,1106.6964213818062
2001-11-23,1139.935720112317
2001-11-26,1194.4891771682237
2001-11-27,1188.8537147363684
2001-11-28,1108.9082971135542
2001-11-29,1131.5400008033928
2001-11-30,1142.584761946133
2001-12-03,1170.238577064248
2001-12-04,1163.6343209833854
2001-12-05,1197.9663755432496
2001-12-06,1195.2896356555218
2001-12-07,1226.0160844076627
2001-12-10,1208.7543956566892
2001-12-11,1203.1237556672206
2001-12-12,1216.8486232934974
2001-12-13,1213.8928290732347
2001-12-14,1184.8458448267477
2001-12-17,1139.8333281991163
2001-12-18,1108.7724913097416
2001-12-19,1100.2714322393936
2001-12-20,1122.3195303542811
2001-12-21,1102.2105912264137
2001-12-24,1114.6446472428383
2001-12-25,1114.698426814082
2001-12-26,1119.2096847801095
2001-12-27,1119.6889264913402
2001-12-28,1170.515069082712
2001-12-31,1167.5053829654605
2002-01-01,1167.6226170052669
2002-01-02,1177.357336334207
2002-01-03,1190.8558419736776
2002-01-04,1220.34643158818
2002-01-07,1246.2708043581858
2002-01-08,1232.648556628319
2002-01-09,1266.9758976448945
2002-01-10,1256.8601671439462
2002-01-11,1244.8187442526755
2002-01-14,1252.9799062502946
2002-01-15,1223.7561441638895
2002-01-16,1225.68047842962
2002-01-17,1233.2203497064859
2002-01-18,1216.775594062389
2002-01-21,1235.1801538464842
2002-01-22,1238.9859372016638
2002-01-23,1270.185175251989
2002-01-24,1301.2947873259836
2002-01-25,1351.584891702692
2002-01-28,1408.2163343268935
2002-01-29,1410.1837666317688
2002-01-30,1364.1674755991828
2002-01-31,1381.0928419830475
2002-02-01,1347.415991757944
2002-02-04,1306.40514364466
2002-02-05,1316.3020512949022
2002-02-06,1322.6795216727496
2002-02-07,1289.3607129753054
2002-02-08,1301.0227620229257
2002-02-11,1288.4563434742279
2002-02-12,1290.1340495199279
2002-02-13,1295.9429597444973
2002-02-14,1370.9753607784537
2002-02-15,1373.079555315621
2002-02-18,1398.2917992835792
2002-02-19,1383.205373178033
2002-02-20,1385.0088463980749
2002-02-21,1405.9038058735007
2002-02-22,1392.973306836052
2002-02-25,1394.6198812753719
2002-02-26,1417.3824379458933
2002-02-27,1449.7798449469014
2002-02-28,1456.9965873299238
2002-03-01,1455.847573216336
2002-03-04,1493.0966578464088
2002-03-05,1502.3964345286545
2002-03-06,1503.0551933457612
2002-03-07,1478.5747721013952
2002-03-08,1483.1567383664556
2002-03-11,1505.5917231240594
2002-03-12,1532.3223154441387
2002-03-13,1542.1663634760482
2002-03-14,1544.7842610174437
2002-03-15,1579.093107414457
2002-03-18,1620.892166203761
2002-03-19,1637.6356751561061
2002-03-20,1629.169329420317
2002-03-21,1627.448086957113
2002-03-22,1657.674899330173
2002-03-25,1636.0948649384557
2002-03-26,1622.82782856723
2002-03-27,1651.3021283508203
2002-03-28,1633.5724235027442
2002-03-29,1628.5666795092523
2002-04-01,1552.9061555692813
2002-04-02,1577.0465173953282
2002-04-03,1587.6169874984564
2002-04-04,1598.7777779628088
2002-04-05,1603.4829271052417
2002-04-08,1606.4118471375075
2002-04-09,1570.6843990331238
2002-04-10,1507.4300910877548
2002-04-11,1513.2397920991914
2002-04-12,1515.7005148860248
2002-04-15,1540.376290195517
2002-04-16,1564.4155829049594
2002-04-17,1592.023482588379
2002-04-18,1598.188257336948
2002-04-19,1575.982651897608
2002-04-22,1548.7137647898242
2002-04-23,1522.3733470295576
2002-04-24,1485.9601277251743
2002-04-25,1407.1601265184054
2002-04-26,1428.4335693865223
2002-04-29,1374.8794630297118
2002-04-30,1369.0132028953628
2002-05-01,1361.3085379927293
2002-05-02,1419.258158659614
2002-05-03,1406.091773655117
2002-05-06,1380.7866411389195
2002-05-07,1379.941230840236
2002-05-08,1410.8094009530273
2002-05-09,1417.736090311489
2002-05-10,1392.0720070972443
2002-05-13,1396.0768397382224
2002-05-14,1419.7702196143339
2002-05-15,1439.644801280175
2002-05-16,1438.4840040543108
2002-05-17,1471.9503509408792
2002-05-20,1468.421942918941
2002-05-21,1426.4857684065153
2002-05-22,1445.9074181370572
2002-05-23,1425.9500375010805
2002-05-24,1437.1791881000704
2002-05-27,1430.6768924410396
2002-05-28,1412.5940070454717
2002-05-29,1374.5144366333016
2002-05-30,1333.744405476309
2002-05-31,1319.006423984035
2002-06-03,1309.8704966081807
2002-06-04,1311.5714703353574
