Date,ACWI IMI EQUAL WEIGHTED
1997-02-13,1186.3276390212109
1997-02-14,1187.6905921718144
1997-02-17,1189.0989822743384
1997-02-18,1189.2070891783585
1997-02-19,1191.3875419307617
1997-02-20,1193.9313012086939
1997-02-21,1195.8046631762181
1997-02-24,1201.0116281248577
1997-02-25,1203.7409231605138
1997-02-26,1197.6611272461369
1997-02-27,1193.764720636241
1997-02-28,1193.2532884702568
1997-03-03,1189.742217697687
1997-03-04,1188.095678189228
1997-03-05,1189.604911646799
1997-03-06,1188.4691505318444
1997-03-07,1189.9373720384574
1997-03-10,1192.8347829711356
1997-03-11,1193.676698135562
1997-03-12,1187.087904452456
1997-03-13,1179.506793939194
1997-03-14,1174.9578376884315
1997-03-17,1172.8619304206236
1997-03-18,1172.78384957221
1997-03-19,1166.5541348282063
1997-03-20,1161.8479981477003
1997-03-21,1162.3615460708565
1997-03-24,1155.241183359835
1997-03-25,1158.072635569902
1997-03-26,1163.5344952802047
1997-03-27,1160.9122005995353
1997-03-28,1160.6159861923843
1997-03-31,1153.8685619806497
1997-04-01,1145.4348639024106
1997-04-02,1143.8345260328083
1997-04-03,1139.2572003763082
1997-04-04,1138.264623746098
1997-04-07,1133.4045448210097
1997-04-08,1132.4059173803676
1997-04-09,1130.1528642489473
1997-04-10,1124.3592080932856
1997-04-11,1117.3789150954358
1997-04-14,1112.623693633691
1997-04-15,1114.0354293845926
1997-04-16,1118.1127192246822
1997-04-17,1122.243240866314
1997-04-18,1128.0761411142144
1997-04-21,1132.686947761017
1997-04-22,1130.9598467858766
1997-04-23,1133.7673932183186
1997-04-24,1132.4420102035504
1997-04-25,1128.5268947248
1997-04-28,1125.440991299468
1997-04-29,1128.736940968354
1997-04-30,1134.4167485006094
1997-05-01,1141.497284101572
1997-05-02,1148.2666387323898
1997-05-05,1156.3448297124255
1997-05-06,1165.5978960089167
1997-05-07,1165.0302293503535
1997-05-08,1166.741727089979
1997-05-09,1173.0870936276633
1997-05-12,1179.558087886878
1997-05-13,1181.1450270281189
1997-05-14,1184.056637025859
1997-05-15,1189.3245430326424
1997-05-16,1194.5482494755572
1997-05-19,1196.5557753904118
1997-05-20,1205.5937544199794
1997-05-21,1206.2457370911186
1997-05-22,1202.2080283466848
1997-05-23,1209.4977410463157
1997-05-26,1207.2364447655193
1997-05-27,1205.2766101733566
1997-05-28,1210.6321286881648
1997-05-29,1209.3825893186213
1997-05-30,1209.435258902175
1997-06-02,1213.2433508873655
1997-06-03,1216.3155253196765
1997-06-04,1215.6081321606048
1997-06-05,1219.6326310829809
1997-06-06,1223.0301446804228
1997-06-09,1232.3281725447375
1997-06-10,1232.689897421988
1997-06-11,1235.6051011851628
1997-06-12,1233.7209333094536
1997-06-13,1233.7026103863732
1997-06-16,1239.2782174219526
1997-06-17,1237.9608373712647
1997-06-18,1237.0166487071313
1997-06-19,1238.9488697106835
1997-06-20,1237.7285655133837
1997-06-23,1233.4407116539141
1997-06-24,1234.775034847547
1997-06-25,1238.609993534719
1997-06-26,1238.249154963777
1997-06-27,1236.9864336045011
1997-06-30,1242.8393434427483
1997-07-01,1242.5168325327209
1997-07-02,1246.1556464078208
1997-07-03,1252.9008014120159
1997-07-04,1252.411771884893
1997-07-07,1253.713708177779
1997-07-08,1252.749645768976
1997-07-09,1249.4257646289198
1997-07-10,1250.9386821662433
1997-07-11,1250.8659376277187
1997-07-14,1248.366481400282
1997-07-15,1242.3584726833571
1997-07-16,1244.5223689783277
1997-07-17,1243.4926136042143
1997-07-18,1240.4281769388222
1997-07-21,1236.0470742576779
1997-07-22,1236.6903122466083
1997-07-23,1237.149418998426
1997-07-24,1238.3721058124436
1997-07-25,1236.9952768451744
1997-07-28,1236.2631654421082
1997-07-29,1237.8996338698773
1997-07-30,1239.6039827798422
1997-07-31,1241.1753294085988
1997-08-01,1235.5790900325005
1997-08-04,1233.3251078544727
1997-08-05,1230.2568973471102
1997-08-06,1233.5526729188387
1997-08-07,1231.3411881439426
1997-08-08,1229.8002217622998
1997-08-11,1223.0330349393414
1997-08-12,1220.427511027291
1997-08-13,1220.9288228387497
1997-08-14,1216.3437080779336
1997-08-15,1216.2469057009973
1997-08-18,1204.5321425677944
1997-08-19,1207.7430298676902
1997-08-20,1215.1120175642
1997-08-21,1215.9258824739939
1997-08-22,1210.8322400451232
1997-08-25,1209.3716741611036
1997-08-26,1209.6259078181138
1997-08-27,1205.320605485336
1997-08-28,1196.1148818471918
1997-08-29,1186.25646191334
1997-09-01,1176.6067762166613
1997-09-02,1179.8137561885153
1997-09-03,1183.60209325368
1997-09-04,1182.2604026785125
1997-09-05,1197.4001988436335
1997-09-08,1209.1752655935122
1997-09-09,1215.810443708221
1997-09-10,1211.3409417017917
1997-09-11,1202.398068770065
1997-09-12,1204.7400288890108
1997-09-15,1205.764470279146
1997-09-16,1203.0472521566944
1997-09-17,1201.2203454061892
1997-09-18,1197.4521297230413
1997-09-19,1197.653758101719
1997-09-22,1192.6119581924224
1997-09-23,1195.8359126996925
1997-09-24,1200.975146197131
1997-09-25,1197.3693707633895
1997-09-26,1192.2673268582266
1997-09-29,1188.1573073356378
1997-09-30,1191.5258219939678
1997-10-01,1185.6226452332628
1997-10-02,1185.2685589249309
1997-10-03,1184.7966501539556
1997-10-06,1188.472817373361
1997-10-07,1191.960621110799
1997-10-08,1196.1404953779124
1997-10-09,1196.8235021288735
1997-10-10,1199.9555447010282
1997-10-13,1197.6662961226423
1997-10-14,1194.6985721585772
1997-10-15,1190.017708567533
1997-10-16,1187.9826231377954
1997-10-17,1175.8951693045308
1997-10-20,1168.2700473503137
1997-10-21,1173.4846201900464
1997-10-22,1174.871641535986
1997-10-23,1155.830339110404
1997-10-24,1150.3250953358208
1997-10-27,1110.5810423037196
1997-10-28,1090.9493630127238
1997-10-29,1110.3291186230626
1997-10-30,1098.1820002458824
1997-10-31,1106.761453795884
1997-11-03,1124.636110420947
1997-11-04,1127.2904734687277
1997-11-05,1127.2912875902127
1997-11-06,1122.6767683801213
1997-11-07,1103.178431403797
1997-11-10,1097.3105585759024
1997-11-11,1094.0217060119048
1997-11-12,1075.2777760422439
1997-11-13,1070.3456817013187
1997-11-14,1068.1155384910437
1997-11-17,1079.5589423358495
1997-11-18,1074.765908152497
1997-11-19,1059.4992989959728
1997-11-20,1056.933139252324
1997-11-21,1064.8042392150664
1997-11-24,1050.0892933702244
1997-11-25,1031.5234216622457
1997-11-26,1026.2795761984592
1997-11-27,1027.3401303118296
1997-11-28,1027.4926978950787
1997-12-01,1023.5107465599932
1997-12-02,1022.3656389884017
1997-12-03,1021.8487943704002
1997-12-04,1023.9722101526137
1997-12-05,1022.8510709366186
1997-12-08,1022.287894067553
1997-12-09,1013.6755133456746
1997-12-10,1008.8285349731578
1997-12-11,986.9739268138509
1997-12-12,978.7565851352297
1997-12-15,973.6804675211349
1997-12-16,974.8208257816752
1997-12-17,988.1710109580107
1997-12-18,983.0094516754128
1997-12-19,968.2772118225649
1997-12-22,956.0528658132753
1997-12-23,951.2872206245625
1997-12-24,947.9130797769461
1997-12-25,948.8080018461994
1997-12-26,956.089687578521
1997-12-29,961.7692997218348
1997-12-30,969.2882568134836
1997-12-31,973.1051311380343
1998-01-01,973.1303902668914
1998-01-02,969.4280987931013
1998-01-05,964.0453625946478
1998-01-06,952.7762386243494
1998-01-07,947.1959665001903
1998-01-08,938.8762953531414
1998-01-09,925.4920501982066
1998-01-12,909.8816045022021
1998-01-13,923.6101288592629
1998-01-14,937.1113783439314
1998-01-15,937.1009449509966
1998-01-16,951.9450534399938
1998-01-19,966.7112791051959
1998-01-20,968.8973376426067
1998-01-21,971.546568797488
1998-01-22,967.517536671155
1998-01-23,972.9937918137052
1998-01-26,984.2763983710286
1998-01-27,992.0433035921715
1998-01-28,1003.6269839481462
1998-01-29,1000.7784056452329
1998-01-30,1000.4341072281469
1998-02-02,1011.5834738975993
1998-02-03,1025.4692508218723
1998-02-04,1031.0893145879907
1998-02-05,1045.3236258084212
1998-02-06,1054.6289414976472
1998-02-09,1060.1589885080475
1998-02-10,1072.6052669268831
1998-02-11,1074.9651718154525
1998-02-12,1068.7574338706147
1998-02-13,1058.1458687056986
1998-02-16,1047.672269966516
1998-02-17,1049.8790896271116
1998-02-18,1055.0841683666338
1998-02-19,1059.1549622941204
1998-02-20,1057.429490816673
1998-02-23,1062.993024950648
1998-02-24,1062.81019965726
1998-02-25,1064.5234740599014
1998-02-26,1077.6349157048744
1998-02-27,1089.5739436955866
1998-03-02,1103.2695011226447
1998-03-03,1099.866232911544
1998-03-04,1093.7620019384644
1998-03-05,1076.0021879016178
1998-03-06,1082.048548021046
1998-03-09,1079.9426520509385
1998-03-10,1088.0031792986915
1998-03-11,1088.7085908997738
1998-03-12,1091.955124089087
1998-03-13,1107.3829420440932
1998-03-16,1106.8747121582687
1998-03-17,1108.4545785117637
1998-03-18,1105.0830186030148
1998-03-19,1110.7270885183716
1998-03-20,1114.765784569985
1998-03-23,1123.5482026261488
1998-03-24,1122.2403235925883
1998-03-25,1130.0801561059834
1998-03-26,1133.0786179976808
1998-03-27,1132.6505997219506
1998-03-30,1119.9411840701819
1998-03-31,1119.2283106041161
1998-04-01,1114.5192410964294
1998-04-02,1105.179502011585
1998-04-03,1100.9009376448673
1998-04-06,1104.107694063009
1998-04-07,1105.59968265157
1998-04-08,1111.9267291630254
1998-04-09,1124.7513417325688
1998-04-10,1126.0030046149984
1998-04-13,1126.5281089202185
1998-04-14,1131.2168750750336
1998-04-15,1135.6419442061601
1998-04-16,1122.7579250347658
1998-04-17,1123.62524409442
1998-04-20,1123.6963397992633
1998-04-21,1128.8096488090407
1998-04-22,1128.5766485382676
1998-04-23,1120.1032039324348
1998-04-24,1115.2875858652649
1998-04-27,1093.2930420077819
1998-04-28,1093.4861246875653
1998-04-29,1098.8965314529912
1998-04-30,1107.6632822488018
1998-05-01,1110.2817298096477
1998-05-04,1110.6449491196622
1998-05-05,1109.3642041446972
1998-05-06,1098.0064954461695
1998-05-07,1090.6748306039005
1998-05-08,1093.9914390837835
1998-05-11,1092.6606562984132
1998-05-12,1086.5269840522153
1998-05-13,1078.7215248721511
1998-05-14,1077.7721479823924
1998-05-15,1074.0596341847638
1998-05-18,1062.5713746731144
1998-05-19,1067.5125691052021
1998-05-20,1076.323084684186
1998-05-21,1082.7060478506837
1998-05-22,1079.6913828600264
1998-05-25,1076.1242639901277
1998-05-26,1065.4471235380056
1998-05-27,1049.9921112528646
1998-05-28,1051.5679261379519
1998-05-29,1053.5410620659554
1998-06-01,1038.7104767301028
1998-06-02,1038.6076087372785
1998-06-03,1040.9880505051185
1998-06-04,1041.0329718931425
1998-06-05,1039.1776459398477
1998-06-08,1037.7591296056526
1998-06-09,1035.9217206140231
1998-06-10,1018.6822454535528
1998-06-11,1006.0071041740075
1998-06-12,995.5931876904034
1998-06-15,972.6436692228458
1998-06-16,976.7535700239216
1998-06-17,999.7141462351009
1998-06-18,1009.3912603570609
1998-06-19,1011.1037387183477
1998-06-22,999.0298678206306
1998-06-23,998.2804840226611
1998-06-24,999.3559146116256
1998-06-25,999.8167137957785
1998-06-26,993.0388144257666
1998-06-29,996.3696342706747
1998-06-30,1007.7059249754466
1998-07-01,1014.6126085301329
1998-07-02,1013.1134960643147
1998-07-03,1016.270223391922
1998-07-06,1019.5596239562753
1998-07-07,1023.7803833943884
1998-07-08,1022.0167485281194
1998-07-09,1015.8473269000024
1998-07-10,1010.8908692695205
1998-07-13,1012.3120989059792
1998-07-14,1020.7143463386926
1998-07-15,1023.6958076166559
1998-07-16,1030.900423213532
1998-07-17,1033.3884992791925
1998-07-20,1037.927847251031
1998-07-21,1029.8755381134376
1998-07-22,1019.4285969037627
1998-07-23,1006.7752087113141
1998-07-24,1007.5939591325308
1998-07-27,996.172154310933
1998-07-28,991.5462894376323
1998-07-29,987.1270780205225
1998-07-30,991.3537636069649
1998-07-31,983.9962917894624
1998-08-03,968.5457933677521
1998-08-04,958.5026097332156
1998-08-05,950.3742126859376
1998-08-06,948.4498817581017
1998-08-07,950.685815089137
1998-08-10,938.7574716199543
1998-08-11,918.0033409557587
1998-08-12,923.7734425286803
1998-08-13,917.6577717989112
1998-08-14,915.951665120037
1998-08-17,909.7996665774293
1998-08-18,916.93332684806
1998-08-19,922.6754115874023
1998-08-20,922.607886654636
1998-08-21,905.1336219240605
1998-08-24,899.0576666432667
1998-08-25,897.4622957309163
1998-08-26,880.9786822617613
1998-08-27,855.3644350845776
1998-08-28,840.8260077200003
1998-08-31,827.635531889246
1998-09-01,835.3045211727984
1998-09-02,846.962485616911
1998-09-03,844.5498947936745
1998-09-04,849.00255372456
1998-09-07,872.926045547739
1998-09-08,876.2725281740722
1998-09-09,865.1869079541423
1998-09-10,857.0656295284609
1998-09-11,857.7242942624149
1998-09-14,866.1542780626056
1998-09-15,869.2170690975381
1998-09-16,873.6477187615503
1998-09-17,864.6160393633786
1998-09-18,865.8790596588824
1998-09-21,854.1713182968416
1998-09-22,858.6986585280972
1998-09-23,865.4405920672438
1998-09-24,870.9322349732173
1998-09-25,867.0412036578995
1998-09-28,867.2007673664586
1998-09-29,866.9686890607533
1998-09-30,844.109578766483
1998-10-01,822.5369150015496
1998-10-02,818.8247991341871
1998-10-05,803.4499618853455
1998-10-06,806.0626802524445
1998-10-07,818.5322192533332
1998-10-08,811.4338936107318
1998-10-09,820.9436911525927
1998-10-12,835.8024243587781
1998-10-13,827.367505281279
1998-10-14,830.7477083754247
1998-10-15,849.1635738795313
1998-10-16,865.8154272928745
1998-10-19,877.3445624925113
1998-10-20,884.8199126031564
1998-10-21,891.9228311064373
1998-10-22,896.7372173087823
1998-10-23,896.3346751646651
1998-10-26,899.5888550199014
1998-10-27,898.2777444906491
1998-10-28,898.633656640085
1998-10-29,907.2903545445694
1998-10-30,916.0715126452823
1998-11-02,935.1478690088684
1998-11-03,937.1807624983607
1998-11-04,948.7562075211181
1998-11-05,955.4140199526386
1998-11-06,959.6000192013705
1998-11-09,950.7781687037575
1998-11-10,939.0128613662233
1998-11-11,944.5682048708678
1998-11-12,933.4546190038683
1998-11-13,937.3214255426217
1998-11-16,949.7588492462971
1998-11-17,947.5402403911988
1998-11-18,952.4503816724118
1998-11-19,960.9298347653591
1998-11-20,967.742720964947
1998-11-23,976.9121446461614
1998-11-24,980.509215789426
1998-11-25,981.6348953445454
1998-11-26,985.2057826190381
1998-11-27,989.2630093162381
1998-11-30,985.0412371146062
1998-12-01,979.0306231857256
1998-12-02,981.5591916684407
1998-12-03,975.0944962838277
1998-12-04,977.2377456411035
1998-12-07,982.8407870325354
1998-12-08,980.7564716291083
1998-12-09,984.1244904230772
1998-12-10,984.4432343888556
1998-12-11,980.2323107326163
1998-12-14,973.4989590006768
1998-12-15,973.8070015762679
1998-12-16,971.5730974648202
1998-12-17,969.7587242816076
1998-12-18,974.0315186664374
1998-12-21,979.2318589554618
1998-12-22,974.2810488327552
1998-12-23,981.2698303961064
1998-12-24,981.7158131684199
1998-12-25,983.6212530670965
1998-12-28,985.7678033538787
1998-12-29,991.8695117241675
1998-12-30,996.773440423297
1998-12-31,1008.8838515952187
1999-01-01,1008.878070000794
1999-01-04,1016.0325292977615
1999-01-05,1020.6422273727177
1999-01-06,1032.8502678876798
1999-01-07,1037.3699545198672
1999-01-08,1038.4529012188927
1999-01-11,1045.3862003881466
1999-01-12,1033.2951685212058
1999-01-13,1016.4647495788042
1999-01-14,1011.262384206551
1999-01-15,1016.9504782264405
1999-01-18,1022.5922125672747
1999-01-19,1025.1716098875656
1999-01-20,1025.9216744613009
1999-01-21,1018.0794128468426
1999-01-22,1007.4831484705862
1999-01-25,1003.4197478974309
1999-01-26,1007.4569510067378
1999-01-27,1006.0512968513207
1999-01-28,1004.7009876798818
1999-01-29,1008.519846435516
1999-02-01,1013.3866505698836
1999-02-02,1014.1695635123071
1999-02-03,1013.6625209934059
1999-02-04,1008.8173534683143
1999-02-05,1002.8139565675085
1999-02-08,1001.3593372275499
1999-02-09,989.4464089652892
1999-02-10,985.5341796728012
1999-02-11,993.905611775841
1999-02-12,991.9114141172566
1999-02-15,990.9579988185449
1999-02-16,986.6285452733523
1999-02-17,979.6558703478656
1999-02-18,978.6840785468554
1999-02-19,975.5055004646583
1999-02-22,981.5509006156364
1999-02-23,980.0320610975322
1999-02-24,975.8960098217829
1999-02-25,977.4480279913795
1999-02-26,979.4193917136752
1999-03-01,979.2327525111143
1999-03-02,976.2751881300505
1999-03-03,974.8557214893202
1999-03-04,972.3735536668645
1999-03-05,985.3599971800412
1999-03-08,990.5821134862346
1999-03-09,992.8960136755023
1999-03-10,1001.597695518956
1999-03-11,1003.3659038370314
1999-03-12,1008.5714688905614
1999-03-15,1014.2544067675655
1999-03-16,1017.6810112792007
1999-03-17,1021.4172117180042
1999-03-18,1021.7445818296193
1999-03-19,1027.3502171919774
1999-03-22,1025.6092458186213
1999-03-23,1017.4563868260751
1999-03-24,1013.906227441526
1999-03-25,1023.9695578350578
1999-03-26,1020.574317867312
1999-03-29,1026.281577350899
1999-03-30,1025.465655214007
1999-03-31,1031.5010407244504
1999-04-01,1034.2569123041694
1999-04-02,1036.3122413062313
1999-04-05,1037.7169944804696
1999-04-06,1041.1270922384638
1999-04-07,1043.8416808988097
1999-04-08,1052.3513853674108
1999-04-09,1057.1955819156958
1999-04-12,1061.9439062457552
1999-04-13,1069.1060545680375
1999-04-14,1077.070646411691
1999-04-15,1081.629677667688
1999-04-16,1094.5348894133724
1999-04-19,1096.1994128181482
1999-04-20,1093.5925625326558
1999-04-21,1094.0050398276614
1999-04-22,1099.2029195182463
1999-04-23,1107.527195523742
1999-04-26,1112.660471042247
1999-04-27,1116.3727031583114
1999-04-28,1121.7118334347226
1999-04-29,1122.6328994790183
1999-04-30,1126.964435516473
1999-05-03,1134.1333552526887
1999-05-04,1140.7080862411553
1999-05-05,1143.368069358809
1999-05-06,1154.330611247419
1999-05-07,1154.082637449484
1999-05-10,1161.7518454252688
1999-05-11,1160.6888080655274
1999-05-12,1158.951840868087
1999-05-13,1157.2480486159395
1999-05-14,1152.740546330082
1999-05-17,1138.4644017371209
1999-05-18,1140.8306454373721
1999-05-19,1139.1075616170338
1999-05-20,1139.4733103151195
1999-05-21,1139.2176762967008
1999-05-24,1133.4933973068642
1999-05-25,1125.4509757489461
1999-05-26,1123.420521372836
1999-05-27,1119.927516820611
1999-05-28,1122.4365082122747
1999-05-31,1121.5138473567888
1999-06-01,1126.6145800824231
1999-06-02,1124.801291226747
1999-06-03,1126.4928949291648
1999-06-04,1132.822333381438
1999-06-07,1143.5324534282283
1999-06-08,1149.5784553034293
1999-06-09,1152.528498759529
1999-06-10,1157.1747041435215
1999-06-11,1160.1365899676814
1999-06-14,1152.7436356092464
1999-06-15,1149.06564259162
1999-06-16,1155.0563600904022
1999-06-17,1163.6745365255836
1999-06-18,1167.731463143531
1999-06-21,1174.2579334294649
1999-06-22,1176.3218175809766
1999-06-23,1174.9062102605826
1999-06-24,1171.1124825924603
1999-06-25,1172.8124006686267
1999-06-28,1177.3293152421847
1999-06-29,1183.685894357553
1999-06-30,1190.8202228377497
1999-07-01,1198.3618350610961
1999-07-02,1204.9145291597665
1999-07-05,1213.7113767098404
1999-07-06,1214.5128227241594
1999-07-07,1211.0393627493595
1999-07-08,1209.6508484158903
1999-07-09,1214.0021378576107
1999-07-12,1216.8252330781443
1999-07-13,1213.79977072077
1999-07-14,1218.2872947270419
1999-07-15,1225.9236229558815
1999-07-16,1220.844564319689
1999-07-19,1221.6041121383353
1999-07-20,1220.2240977177182
1999-07-21,1219.2893352741219
1999-07-22,1212.3879731427976
1999-07-23,1204.014682562034
1999-07-26,1198.1702533239281
1999-07-27,1198.4302834116925
1999-07-28,1204.435340392579
1999-07-29,1205.296142271557
1999-07-30,1206.604739002369
1999-08-02,1201.1651228341102
1999-08-03,1197.2819070579026
1999-08-04,1195.4866366144113
1999-08-05,1184.358066997335
1999-08-06,1179.08109438913
1999-08-09,1176.8195655281793
1999-08-10,1172.7095950354642
1999-08-11,1172.451580205792
1999-08-12,1179.1847658294223
1999-08-13,1183.6568106644247
1999-08-16,1194.3567942204795
1999-08-17,1194.9638347393586
1999-08-18,1201.0979777266211
1999-08-19,1203.6957748448992
1999-08-20,1211.7688143066362
1999-08-23,1220.485617911325
1999-08-24,1216.6048865826447
1999-08-25,1218.9174796911104
1999-08-26,1214.2397912151714
1999-08-27,1213.5772483747678
1999-08-30,1212.2557371935306
1999-08-31,1216.081881301848
1999-09-01,1222.7368302831765
1999-09-02,1219.5874963422943
1999-09-03,1223.5708823403943
1999-09-06,1229.318065118083
1999-09-07,1227.5964963969109
1999-09-08,1223.7156585718476
1999-09-09,1233.2819385344262
1999-09-10,1238.6758630038912
1999-09-13,1243.9449211177248
1999-09-14,1242.2805898201584
1999-09-15,1238.5525227015785
1999-09-16,1226.2348889992043
1999-09-17,1226.866772531374
1999-09-20,1227.2309401955365
1999-09-21,1223.6933843085865
1999-09-22,1217.3714902391941
1999-09-23,1208.830961924931
1999-09-24,1196.515050025701
1999-09-27,1193.6972979219704
1999-09-28,1194.4620579598347
1999-09-29,1195.5999252892789
1999-09-30,1206.1948487549494
1999-10-01,1210.2360485561087
1999-10-04,1213.548744665186
1999-10-05,1211.1532807300778
1999-10-06,1215.6172645039976
1999-10-07,1219.476771295047
1999-10-08,1216.8647737363174
1999-10-11,1222.1620069998778
1999-10-12,1221.9619528132116
1999-10-13,1208.6045072536665
1999-10-14,1206.967369290833
1999-10-15,1197.3137445500956
1999-10-18,1178.520262383061
1999-10-19,1180.815814253623
1999-10-20,1191.8993962778372
1999-10-21,1190.8644927755638
1999-10-22,1194.9908480459826
1999-10-25,1196.6465085871116
1999-10-26,1192.5197566844101
1999-10-27,1189.068539376412
1999-10-28,1193.5300182105304
1999-10-29,1204.2290566102674
1999-11-01,1206.863736063842
1999-11-02,1210.930955854296
1999-11-03,1214.1601244260787
1999-11-04,1220.4758746371424
1999-11-05,1220.0658577461181
1999-11-08,1221.529425174357
1999-11-09,1226.3817483481882
1999-11-10,1232.5500957335585
1999-11-11,1231.0453627542593
1999-11-12,1231.5090279905608
1999-11-15,1234.829317274806
1999-11-16,1237.566221229946
1999-11-17,1244.469972185406
1999-11-18,1251.0598254130723
1999-11-19,1252.038513108702
1999-11-22,1257.4471149746525
1999-11-23,1252.7566197044148
1999-11-24,1246.5183462292475
1999-11-25,1246.18394867635
1999-11-26,1250.3517190473333
1999-11-29,1249.3206409687693
1999-11-30,1245.04455817686
1999-12-01,1246.5582196434555
1999-12-02,1250.6724777583372
1999-12-03,1258.7364512996999
1999-12-06,1267.0498336141495
1999-12-07,1267.4013870319109
1999-12-08,1267.7819306875142
1999-12-09,1265.2453049770088
1999-12-10,1273.3617796719366
1999-12-13,1278.7593246297188
1999-12-14,1269.230033652764
1999-12-15,1261.8654831823178
1999-12-16,1269.8762425404134
1999-12-17,1268.699364915838
1999-12-20,1269.0173122452297
1999-12-21,1273.20518668853
1999-12-22,1280.4985734931338
1999-12-23,1288.197387096268
1999-12-24,1291.5350455531589
1999-12-27,1295.0865867640964
1999-12-28,1296.704945430661
1999-12-29,1307.1667654117045
1999-12-30,1314.4014645476252
1999-12-31,1321.7875687903233
2000-01-03,1330.5968945927298
2000-01-04,1316.1392314353711
2000-01-05,1304.485659741154
2000-01-06,1302.1672467402743
2000-01-07,1317.6591968123817
2000-01-10,1337.8113132139138
2000-01-11,1333.4338744129807
2000-01-12,1330.2781620926867
2000-01-13,1345.4501204815065
2000-01-14,1353.227483346077
2000-01-17,1367.6663198995736
2000-01-18,1372.1307395260412
2000-01-19,1368.4776654776197
2000-01-20,1374.3569664187498
2000-01-21,1377.1432376418184
2000-01-24,1372.8794595893662
2000-01-25,1363.965009763866
2000-01-26,1367.5419980584122
2000-01-27,1366.3062655458175
2000-01-28,1350.21017848789
2000-01-31,1337.2126748162646
2000-02-01,1343.7569663755826
2000-02-02,1350.977071738068
2000-02-03,1369.4311250460369
2000-02-04,1377.5354144233995
2000-02-07,1384.6430469955774
2000-02-08,1393.5747286473295
2000-02-09,1394.6120982551563
2000-02-10,1398.170418675654
2000-02-11,1398.323397497185
2000-02-14,1396.6779253625316
2000-02-15,1392.582773555979
2000-02-16,1396.8048516463418
2000-02-17,1410.0506843459473
2000-02-18,1406.2023120565966
2000-02-21,1400.5437106176537
2000-02-22,1395.302699252855
2000-02-23,1400.980122397991
2000-02-24,1403.4662606812906
2000-02-25,1403.0901275053034
2000-02-28,1400.279119213781
2000-02-29,1414.9221704500555
2000-03-01,1437.7359651561665
2000-03-02,1441.8732085736362
2000-03-03,1448.2001382085064
2000-03-06,1447.368884047113
2000-03-07,1438.4560662893912
2000-03-08,1433.2247190848302
2000-03-09,1450.5234673703271
2000-03-10,1451.9457042246431
2000-03-13,1433.9826756735738
2000-03-14,1422.8761674085385
2000-03-15,1414.9138143633963
2000-03-16,1434.8564369700548
2000-03-17,1441.8871904608623
2000-03-20,1432.8594085345983
2000-03-21,1434.516625844864
2000-03-22,1440.2848588324816
2000-03-23,1444.4036886516888
2000-03-24,1449.3639329549703
2000-03-27,1455.4621853107424
2000-03-28,1451.1078691360442
2000-03-29,1444.5774599450376
2000-03-30,1429.1116349593567
2000-03-31,1443.525377233027
2000-04-03,1423.3210825758717
2000-04-04,1402.03747851458
2000-04-05,1401.9797334189857
2000-04-06,1413.6134407283669
2000-04-07,1424.8508930614144
2000-04-10,1419.720860444671
2000-04-11,1407.0084280261115
2000-04-12,1401.13010349595
2000-04-13,1387.5536732922324
2000-04-14,1354.2222510251897
2000-04-17,1314.029889547027
2000-04-18,1337.3497603507246
2000-04-19,1342.4770069659353
2000-04-20,1343.8903016818463
