Date,EM LATIN AMERICA IMI MOMENTUM
1996-05-31,1000.0
1996-06-28,1029.2287396595038
1996-07-31,992.1040994320109
1996-08-30,1041.658774179148
1996-09-30,1056.863861986781
1996-10-31,1033.8663110984103
1996-11-29,1052.145629796026
1996-12-31,1096.8285362408003
1997-01-01,1096.62936364709
1997-01-02,1091.227161995158
1997-01-03,1099.8558214070274
1997-01-06,1111.3687486172742
1997-01-07,1134.9772745568446
1997-01-08,1145.3415350821372
1997-01-09,1146.8078056078452
1997-01-10,1145.7639031096173
1997-01-13,1141.0450767938785
1997-01-14,1158.6855828000103
1997-01-15,1169.692929340721
1997-01-16,1165.8233399225783
1997-01-17,1177.182265658179
1997-01-20,1184.3469067195886
1997-01-21,1191.3685871071966
1997-01-22,1190.643074709149
1997-01-23,1203.1738677596127
1997-01-24,1185.9163539469669
1997-01-27,1177.1023068381703
1997-01-28,1182.1769025947106
1997-01-29,1169.2949159103098
1997-01-30,1175.250050476462
1997-01-31,1185.9492178077205
1997-02-03,1201.5427417987887
1997-02-04,1204.2184607012668
1997-02-05,1211.83833548551
1997-02-06,1208.1482209996996
1997-02-07,1220.3986759969973
1997-02-10,1222.4496745980475
1997-02-11,1227.9467462770365
1997-02-12,1264.7276046828927
1997-02-13,1270.2850955594367
1997-02-14,1269.422095694938
1997-02-17,1278.9626725590624
1997-02-18,1281.8047195689849
1997-02-19,1275.661410776622
1997-02-20,1266.2234433217043
1997-02-21,1271.301663489385
1997-02-24,1288.5851636116718
1997-02-25,1301.8681668497538
1997-02-26,1287.9538823648504
1997-02-27,1259.1016499776676
1997-02-28,1255.8882387794154
1997-03-03,1250.7141233317766
1997-03-04,1251.3305576347725
1997-03-05,1251.6951609865957
1997-03-06,1260.8337665157844
1997-03-07,1272.3007853448635
1997-03-10,1297.0847908679614
1997-03-11,1295.5952337414496
1997-03-12,1278.5071104180104
1997-03-13,1268.5894039471839
1997-03-14,1278.8424433559078
1997-03-17,1260.9820422393138
1997-03-18,1254.2475342395753
1997-03-19,1255.4774252364925
1997-03-20,1265.8969438865129
1997-03-21,1268.7125146933429
1997-03-24,1276.2838938958632
1997-03-25,1280.3454157691785
1997-03-26,1274.3362642152224
1997-03-27,1273.7260722334781
1997-03-28,1273.6734807904352
1997-03-31,1243.5265378925421
1997-04-01,1243.8305597697633
1997-04-02,1247.0438747075918
1997-04-03,1252.099296345118
1997-04-04,1281.1844302422974
1997-04-07,1302.1052039094643
1997-04-08,1296.2737457166684
1997-04-09,1303.7538062383403
1997-04-10,1299.6800033064637
1997-04-11,1278.173218550798
1997-04-14,1271.3493745831277
1997-04-15,1283.152625952059
1997-04-16,1291.5406926036342
1997-04-17,1277.3347437621562
1997-04-18,1271.0601701690257
1997-04-21,1266.924444885042
1997-04-22,1283.353581040315
1997-04-23,1293.125955092382
1997-04-24,1292.588322015398
1997-04-25,1293.3889948452982
1997-04-28,1293.8014412497917
1997-04-29,1302.9031286440365
1997-04-30,1312.7100849354965
1997-05-01,1312.9928660124403
1997-05-02,1327.910119340105
1997-05-05,1324.6270481007805
1997-05-06,1329.2695723425268
1997-05-07,1316.4018763622453
1997-05-08,1330.7950339870333
1997-05-09,1335.240593377376
1997-05-12,1343.2349805267559
1997-05-13,1343.7369114304836
1997-05-14,1325.5153618463712
1997-05-15,1333.3274886786635
1997-05-16,1332.9916161403917
1997-05-19,1334.9658902943577
1997-05-20,1344.1866281950497
1997-05-21,1355.86169022973
1997-05-22,1360.3372502367474
1997-05-23,1360.2222761847859
1997-05-26,1368.6138244895315
1997-05-27,1368.006695359455
1997-05-28,1365.4995236028533
1997-05-29,1366.4997310037536
1997-05-30,1383.7972833851795
1997-06-02,1401.7822154562361
1997-06-03,1397.8264924952032
1997-06-04,1391.1890018162483
1997-06-05,1390.0556926718998
1997-06-06,1410.8735326635474
1997-06-09,1427.4606237677358
1997-06-10,1443.5674431401687
1997-06-11,1451.9512827767724
1997-06-12,1493.3688904048868
1997-06-13,1491.1289012695959
1997-06-16,1490.941467874768
1997-06-17,1494.8564421420756
1997-06-18,1495.2024283740343
1997-06-19,1494.6282119286554
1997-06-20,1496.7185254934755
1997-06-23,1498.0053487013638
1997-06-24,1530.4956741479211
1997-06-25,1545.9057016479862
1997-06-26,1528.0358242397676
1997-06-27,1510.3551750961842
1997-06-30,1499.119977062026
1997-07-01,1526.6708677678346
1997-07-02,1544.8609718649764
1997-07-03,1550.005826157214
1997-07-04,1569.542371399269
1997-07-07,1578.9873864804756
1997-07-08,1604.800914982919
1997-07-09,1604.8177276173708
1997-07-10,1604.9508417759853
1997-07-11,1587.7946009361433
1997-07-14,1561.1122303249463
1997-07-15,1461.6935417208551
1997-07-16,1524.9815466657758
1997-07-17,1487.9412932703733
1997-07-18,1443.8785850083134
1997-07-21,1438.275144685394
1997-07-22,1498.9843291478596
1997-07-23,1521.6691914035857
1997-07-24,1540.7524026352935
1997-07-25,1552.5500360030592
1997-07-28,1573.25476827437
1997-07-29,1586.8424994038417
1997-07-30,1590.7329882351232
1997-07-31,1596.732583033676
1997-08-01,1560.631112404741
1997-08-04,1552.9440192647796
1997-08-05,1561.7449989022539
1997-08-06,1592.9527792352337
1997-08-07,1579.6731849025755
1997-08-08,1564.2945412895365
1997-08-11,1557.445361901234
1997-08-12,1556.368368811423
1997-08-13,1565.116364281739
1997-08-14,1570.8762294188596
1997-08-15,1539.8229474276923
1997-08-18,1518.0998211422025
1997-08-19,1525.10381212717
1997-08-20,1512.9751397429234
1997-08-21,1508.5173886799603
1997-08-22,1492.954900627006
1997-08-25,1495.1809543641232
1997-08-26,1502.67153182823
1997-08-27,1515.0848481134628
1997-08-28,1485.5988060698494
1997-08-29,1426.9821074116905
1997-09-01,1389.8152285671072
1997-09-02,1443.8452340364963
1997-09-03,1464.814792492281
1997-09-04,1472.4846156375797
1997-09-05,1496.2641134890516
1997-09-08,1489.2845656840634
1997-09-09,1487.9401378516022
1997-09-10,1460.4383535134123
1997-09-11,1435.1007605278962
1997-09-12,1455.1897616189474
1997-09-15,1438.8731051145464
1997-09-16,1455.6696840557997
1997-09-17,1496.903460481192
1997-09-18,1520.1478421643856
1997-09-19,1526.4119031567586
1997-09-22,1539.221372658841
1997-09-23,1531.009891073422
1997-09-24,1531.8192961246586
1997-09-25,1525.8622060066684
1997-09-26,1537.1512030768838
1997-09-29,1547.6010286438125
1997-09-30,1567.8841021768787
1997-10-01,1593.331184439661
1997-10-02,1605.7272089569292
1997-10-03,1603.0400898352616
1997-10-06,1601.2263719517262
1997-10-07,1598.1670356629288
1997-10-08,1580.9328268476118
1997-10-09,1590.016148179046
1997-10-10,1586.5012712781352
1997-10-13,1586.795228804822
1997-10-14,1599.4785859143756
1997-10-15,1599.741190319094
1997-10-16,1591.643563266976
1997-10-17,1576.444185594401
1997-10-20,1592.4573871884982
1997-10-21,1608.6263529619519
1997-10-22,1599.4827797153237
1997-10-23,1526.7454304037008
1997-10-24,1487.151844605664
1997-10-27,1293.9948236498728
1997-10-28,1354.5041570807973
1997-10-29,1317.3025075090743
1997-10-30,1233.2338339320654
1997-10-31,1236.0155648395778
1997-11-03,1313.010663282991
1997-11-04,1337.1812270424286
1997-11-05,1325.441763546537
1997-11-06,1303.269567737501
1997-11-07,1232.3546742133394
1997-11-10,1224.019697946912
1997-11-11,1214.401173539868
1997-11-12,1114.6314812339947
1997-11-13,1130.382958860978
1997-11-14,1170.394747130293
1997-11-17,1214.491246676488
1997-11-18,1211.306228042154
1997-11-19,1236.925413778386
1997-11-20,1247.0894357243546
1997-11-21,1277.776903654631
1997-11-24,1248.5443980994241
1997-11-25,1253.2858983302979
1997-11-26,1281.7918828247011
1997-11-27,1309.3119679898637
1997-11-28,1304.1670422173702
1997-12-01,1330.4445322366148
1997-12-02,1348.7010126335636
1997-12-03,1353.6958963227182
1997-12-04,1357.8550933548963
1997-12-05,1359.8622555467684
1997-12-08,1360.1046085505645
1997-12-09,1354.1826185314433
1997-12-10,1328.5741267822516
1997-12-11,1298.3194032875351
1997-12-12,1297.4960308423008
1997-12-15,1310.4486511078967
1997-12-16,1326.1259037733566
1997-12-17,1336.3881466008197
1997-12-18,1312.2226169337812
1997-12-19,1288.994095715539
1997-12-22,1290.1245315455583
1997-12-23,1285.0643922233344
1997-12-24,1289.8780506380704
1997-12-25,1289.8780506380704
1997-12-26,1309.9691096450542
1997-12-29,1338.138766536218
1997-12-30,1360.1668630095157
1997-12-31,1362.5714588783449
1998-01-01,1362.6993891782563
1998-01-02,1372.5390820817508
1998-01-05,1378.3861332595213
1998-01-06,1343.142939319496
1998-01-07,1323.2787241503122
1998-01-08,1295.169386394973
1998-01-09,1221.6295110613523
1998-01-12,1232.8337522759477
1998-01-13,1247.5965548688473
1998-01-14,1244.9031697183345
1998-01-15,1227.6418476077968
1998-01-16,1256.4757478878719
1998-01-19,1282.7741498923024
1998-01-20,1260.3011469903079
1998-01-21,1237.759385136716
1998-01-22,1227.3600014031424
1998-01-23,1217.179270237279
1998-01-26,1220.373379624549
1998-01-27,1225.643979233199
1998-01-28,1212.440090272804
1998-01-29,1196.5434067460005
1998-01-30,1209.3923056226
1998-02-02,1237.683699578929
1998-02-03,1246.1123688386317
1998-02-04,1252.4878448882798
1998-02-05,1253.1738228671068
1998-02-06,1247.6603068603174
1998-02-09,1242.791807974355
1998-02-10,1251.3655371052741
1998-02-11,1257.605703776922
1998-02-12,1245.9259670793867
1998-02-13,1233.231599541796
1998-02-16,1226.833803604342
1998-02-17,1220.4093296034705
1998-02-18,1215.7567633156152
1998-02-19,1220.7010480046656
1998-02-20,1216.909606146506
1998-02-23,1209.6425319567209
1998-02-24,1217.7196204507711
1998-02-25,1247.4200996765128
1998-02-26,1251.9201492473323
1998-02-27,1261.827596105053
1998-03-02,1276.1317984178922
1998-03-03,1268.7783301278168
1998-03-04,1259.5770180835248
1998-03-05,1249.1285446465274
1998-03-06,1269.9273122110933
1998-03-09,1259.9555470180915
1998-03-10,1250.642580461479
1998-03-11,1260.3186779319617
1998-03-12,1269.435334304543
1998-03-13,1271.2902639673182
1998-03-16,1263.0315450888181
1998-03-17,1275.2199345059064
1998-03-18,1295.5806957324432
1998-03-19,1297.2314590411097
1998-03-20,1308.4347468001147
1998-03-23,1326.7705320076445
1998-03-24,1319.988468711518
1998-03-25,1318.4242549665103
1998-03-26,1322.8259291283184
1998-03-27,1335.3314663351462
1998-03-30,1334.6614116622861
1998-03-31,1335.8302931378485
1998-04-01,1331.1754352032417
1998-04-02,1337.9929561029285
1998-04-03,1317.6907513350586
1998-04-06,1323.332409290472
1998-04-07,1317.7588053175346
1998-04-08,1328.566963398936
1998-04-09,1330.5013584337885
1998-04-10,1330.5541949078513
1998-04-13,1330.999662550741
1998-04-14,1344.3450850306533
1998-04-15,1350.835543281079
1998-04-16,1347.01141448465
1998-04-17,1357.270634120828
1998-04-20,1368.2695710735418
1998-04-21,1368.6187210440248
1998-04-22,1362.3949836640836
1998-04-23,1358.1532530999912
1998-04-24,1345.7963363586362
1998-04-27,1303.530834827452
1998-04-28,1331.9847486881329
1998-04-29,1331.432755953551
1998-04-30,1344.7620177532006
1998-05-01,1344.388903695599
1998-05-04,1343.396660474756
1998-05-05,1341.180154680854
1998-05-06,1318.81372632242
1998-05-07,1312.0165772960281
1998-05-08,1317.8537063493934
1998-05-11,1295.7275476733598
1998-05-12,1278.8064408734374
1998-05-13,1268.8932211021295
1998-05-14,1263.0624273082622
1998-05-15,1269.4285090659973
1998-05-18,1218.740120306625
1998-05-19,1220.9813862418628
1998-05-20,1209.805055720718
1998-05-21,1216.474542353403
1998-05-22,1211.5729504662331
1998-05-25,1197.8206570014331
1998-05-26,1146.634345987544
1998-05-27,1158.5553679254438
1998-05-28,1163.5421471424622
1998-05-29,1164.786197307247
1998-06-01,1134.3630255562932
1998-06-02,1149.1495176041137
