Date,MSCI USA Information Technology 20-35 Custom
2013-05-31,1000.0
2013-06-03,1006.0624126020921
2013-06-04,999.3765314773966
2013-06-05,988.8663276979906
2013-06-06,990.0976302258898
2013-06-07,1000.4511751165262
2013-06-10,1001.2988139826427
2013-06-11,989.9048636388935
2013-06-12,982.2606097527009
2013-06-13,993.3149088694822
2013-06-14,986.1657485616959
2013-06-17,997.4008291272555
2013-06-18,1004.6888156022101
2013-06-19,994.7493425666299
2013-06-20,972.6114725249464
2013-06-21,965.8406918824776
2013-06-24,952.3444967547191
2013-06-25,959.2381376180764
2013-06-26,964.6365314959081
2013-06-27,969.2782689288762
2013-06-28,965.5098021976835
2013-07-01,972.1294979625122
2013-07-02,973.0734465396572
2013-07-03,978.778933198505
2013-07-04,978.778933198505
2013-07-05,985.7651655630813
2013-07-08,983.442769305683
2013-07-09,988.367518578807
2013-07-10,993.0668619362493
2013-07-11,1010.0474421426126
2013-07-12,1012.4775068143429
2013-07-15,1015.5078130102687
2013-07-16,1015.5311130475541
2013-07-17,1017.3121025185009
2013-07-18,1014.251446261501
2013-07-19,994.7948466244782
2013-07-22,998.5062419365377
2013-07-23,993.6379315685488
2013-07-24,1002.4596929388969
2013-07-25,1007.482353653054
2013-07-26,1008.8409638470475
2013-07-29,1008.0900013147477
2013-07-30,1016.5532310442592
2013-07-31,1013.6459729269939
2013-08-01,1026.3587921494852
2013-08-02,1032.0958269431853
2013-08-05,1034.7822698073421
2013-08-06,1028.3539619607645
2013-08-07,1026.2245406664592
2013-08-08,1030.4983189593095
2013-08-09,1026.2808226389639
2013-08-12,1033.093216342593
2013-08-13,1040.6203011674822
2013-08-14,1039.4314801814085
2013-08-15,1021.0020464439377
2013-08-16,1021.562085343534
2013-08-19,1020.3325570624496
2013-08-20,1020.9908719980812
2013-08-21,1019.9988021954996
2013-08-22,1025.1192298030055
2013-08-23,1032.8426200898614
2013-08-26,1029.6609941307138
2013-08-27,1008.0956617875097
2013-08-28,1011.1654594833923
2013-08-29,1016.484488699752
2013-08-30,1011.3942869081094
2013-09-02,1011.3942869081094
2013-09-03,1014.935557889495
2013-09-04,1023.3162894578173
2013-09-05,1025.8244220718502
2013-09-06,1027.783858227154
2013-09-09,1040.2477317757057
2013-09-10,1046.2338255552997
2013-09-11,1042.4606995199777
2013-09-12,1041.3079038091867
2013-09-13,1041.3220092691918
2013-09-16,1037.0348694909108
2013-09-17,1044.613767367144
2013-09-18,1058.4305470124184
2013-09-19,1060.4911321711124
2013-09-20,1054.4701483659203
2013-09-23,1056.8676769027518
2013-09-24,1055.114806735807
2013-09-25,1053.1786750280692
2013-09-26,1057.490097342542
2013-09-27,1051.8630555846928
2013-09-30,1045.7198040408834
2013-10-01,1056.3651648398716
2013-10-02,1056.8839187102674
2013-10-03,1045.5572190098392
2013-10-04,1051.7143345546558
2013-10-07,1044.1233814425657
2013-10-08,1025.472374449054
2013-10-09,1028.436488839205
2013-10-10,1047.6437682716144
2013-10-11,1055.6532990649355
2013-10-14,1061.5590098030775
2013-10-15,1055.7175101985904
2013-10-16,1065.5312546264113
2013-10-17,1064.4400201855676
2013-10-18,1083.174238848827
2013-10-21,1088.2744327638925
2013-10-22,1085.8648458501305
2013-10-23,1079.3147302327109
2013-10-24,1084.482296804669
2013-10-25,1088.4271522014972
2013-10-28,1090.07374152259
2013-10-29,1095.0813682376343
2013-10-30,1091.1924531960485
2013-10-31,1088.4897216938748
2013-11-01,1089.8256633611518
2013-11-04,1092.5134554656042
2013-11-05,1093.3608979147702
2013-11-06,1102.3337220769918
2013-11-07,1087.7343040564283
2013-11-08,1099.1241649644917
2013-11-11,1099.5249299485365
2013-11-12,1102.8739530551425
2013-11-13,1115.4274686007452
2013-11-14,1110.991950987102
2013-11-15,1114.475821289654
2013-11-18,1104.8458306834234
2013-11-19,1100.6989597828729
2013-11-20,1097.4719231634335
2013-11-21,1108.8494364985545
2013-11-22,1106.8992469785865
2013-11-25,1105.1238519213896
2013-11-26,1109.9618883547132
2013-11-27,1120.569755132097
2013-11-28,1120.569755132097
2013-11-29,1125.6448607394784
2013-12-02,1122.2525581746027
2013-12-03,1125.368124380716
2013-12-04,1128.65908697635
2013-12-05,1126.3919716363587
2013-12-06,1134.5785769865413
2013-12-09,1137.8553717113527
2013-12-10,1136.5038184974676
2013-12-11,1126.278380294304
2013-12-12,1120.4590292117684
2013-12-13,1118.7730620841685
2013-12-16,1129.734649375212
2013-12-17,1131.0645185405608
2013-12-18,1139.7335997319728
2013-12-19,1140.6402259102385
2013-12-20,1150.3390600041762
2013-12-23,1166.7350748306462
2013-12-24,1169.2685500197017
2013-12-25,1169.2685500197017
2013-12-26,1172.7023609079727
2013-12-27,1170.1105955115354
2013-12-30,1168.7926356294865
2013-12-31,1177.4880394558331
2014-01-01,1177.4880394558331
2014-01-02,1164.9599728680614
2014-01-03,1159.890507479308
2014-01-06,1157.165380384448
2014-01-07,1168.3029297865323
2014-01-08,1169.3024618316326
2014-01-09,1163.0779076564306
2014-01-10,1165.6831379099965
2014-01-13,1153.2526722873313
2014-01-14,1175.15409415094
2014-01-15,1188.8588350744783
2014-01-16,1188.432945628081
2014-01-17,1181.4013374869248
2014-01-20,1181.4013374869248
2014-01-21,1186.9464273418757
2014-01-22,1187.2749835257282
2014-01-23,1182.6428833038199
2014-01-24,1158.600811251131
2014-01-27,1146.3083460761331
2014-01-28,1140.0670135087191
2014-01-29,1129.2590961651542
2014-01-30,1146.8240127033755
2014-01-31,1148.7610043150212
2014-02-03,1123.866599388952
2014-02-04,1129.807341261554
2014-02-05,1130.1967776211638
2014-02-06,1145.0213264986014
2014-02-07,1161.7759607924222
2014-02-10,1165.2431777461643
2014-02-11,1177.9868910524858
2014-02-12,1181.7062780153015
2014-02-13,1192.342523129958
2014-02-14,1194.763032137492
2014-02-17,1194.763032137492
2014-02-18,1197.154970172437
2014-02-19,1191.107179647565
2014-02-20,1194.7376581578621
2014-02-21,1190.8736961874195
2014-02-24,1197.3058292360988
2014-02-25,1193.6559032508785
2014-02-26,1195.9633287329468
2014-02-27,1204.3679389290219
2014-02-28,1202.3480334045335
2014-03-03,1191.88595066183
2014-03-04,1210.6657501878067
2014-03-05,1211.9936643760457
2014-03-06,1211.9573967060817
2014-03-07,1208.0684788952706
2014-03-10,1206.596820292067
2014-03-11,1203.982173908172
2014-03-12,1207.3775160320963
2014-03-13,1188.323440525078
2014-03-14,1180.6883463658608
2014-03-17,1195.8487567271745
2014-03-18,1212.2707802144073
2014-03-19,1205.662191987834
2014-03-20,1213.3289145135318
2014-03-21,1207.0454446666654
2014-03-24,1202.3682932993809
2014-03-25,1210.663857561049
2014-03-26,1194.7910407175227
2014-03-27,1187.5572587346817
2014-03-28,1193.3268377183688
2014-03-31,1203.414917757383
2014-04-01,1219.7418921294857
2014-04-02,1218.997272325914
2014-04-03,1210.9520835386866
2014-04-04,1183.7718240430265
2014-04-07,1174.4528117917816
2014-04-08,1184.656959196465
2014-04-09,1203.7692594954467
2014-04-10,1173.2393275564746
2014-04-11,1158.943736960494
2014-04-14,1170.7846503173573
2014-04-15,1176.6960759825122
2014-04-16,1189.0536627084862
2014-04-17,1186.2507534603274
2014-04-18,1186.2507534603274
