Date,MSCI USA Ex Mega Cap Specified Index
2000-12-01,1003.066583440698
2000-12-04,1009.6713520819173
2000-12-05,1046.2369187987736
2000-12-06,1029.5852126423524
2000-12-07,1025.4633545687434
2000-12-08,1051.3007898530761
2000-12-11,1060.8442417910912
2000-12-12,1060.1682107810198
2000-12-13,1055.1137881883042
2000-12-14,1040.040371268197
2000-12-15,1024.510409699079
2000-12-18,1033.0890161946209
2000-12-19,1023.0394199434511
2000-12-20,992.0680453892883
2000-12-21,996.9946785958341
2000-12-22,1015.7931131673134
2000-12-25,1015.7931131673134
2000-12-26,1026.1222584850755
2000-12-27,1040.9227320169305
2000-12-28,1050.42211008435
2000-12-29,1039.3910381166995
2001-01-01,1039.3910381166995
2001-01-02,1012.5110135486085
2001-01-03,1056.0994277367597
2001-01-04,1042.9487616235185
2001-01-05,1015.3457585077881
2001-01-08,1016.6675366427135
2001-01-09,1021.3555330406946
2001-01-10,1034.712414453285
2001-01-11,1042.9040365207293
2001-01-12,1043.3366623277675
2001-01-15,1043.3366623277675
2001-01-16,1051.5128206061113
2001-01-17,1055.296102380571
2001-01-18,1061.2737019897195
2001-01-19,1053.1587738049234
2001-01-22,1056.5576903125836
2001-01-23,1067.7838740685052
2001-01-24,1074.6604705031045
2001-01-25,1070.3616139581102
2001-01-26,1066.2898724088948
2001-01-29,1076.3654233363989
2001-01-30,1083.8887210730718
2001-01-31,1075.63563674945
2001-02-01,1077.801577978753
2001-02-02,1061.2344609979962
2001-02-05,1064.1418907580353
2001-02-06,1060.9958184960851
2001-02-07,1055.5258312848673
2001-02-08,1052.801558061988
2001-02-09,1042.0902735980399
2001-02-12,1050.0364854740815
2001-02-13,1042.8731291288022
2001-02-14,1039.2999012207001
2001-02-15,1048.2987368717793
2001-02-16,1030.0066584381268
2001-02-19,1030.0066584381268
2001-02-20,1014.2171517362915
2001-02-21,999.7402124157768
2001-02-22,995.9394320177879
2001-02-23,988.9424128177025
2001-02-26,1008.0871772055558
2001-02-27,1002.7332088610702
2001-02-28,992.1117052949304
2001-03-01,991.1912541039593
2001-03-02,994.5741050127405
2001-03-05,999.7310614686216
2001-03-06,1005.4422700273537
2001-03-07,1012.9270395976894
2001-03-08,1017.3665618845904
2001-03-09,999.2662016034644
2001-03-12,960.3423838558801
2001-03-13,968.6334459523362
2001-03-14,944.2807299382799
2001-03-15,949.791887481054
2001-03-16,928.8200280183893
2001-03-19,949.963220690194
2001-03-20,930.2480893156063
2001-03-21,912.3488929572426
2001-03-22,901.8757163153241
2001-03-23,917.6230371751675
2001-03-26,931.8966996025356
2001-03-27,952.9241786195412
2001-03-28,935.2372036029456
2001-03-29,932.3322693873652
2001-03-30,942.1180182966758
2001-04-02,928.4856078271473
2001-04-03,897.9913035063538
2001-04-04,894.0238976076687
2001-04-05,929.8483791484649
2001-04-06,909.2452212674563
2001-04-09,917.9476075343046
2001-04-10,941.1412375637459
2001-04-11,935.8904083469764
2001-04-12,947.7445151778071
2001-04-13,947.7445151778071
2001-04-16,945.8419725261039
2001-04-17,954.3196819877058
2001-04-18,986.1014010742583
2001-04-19,995.756030923263
2001-04-20,986.7078417426703
2001-04-23,974.2259270473872
2001-04-24,962.5508951841969
2001-04-25,976.7678814712734
2001-04-26,982.1200865303392
2001-04-27,996.3905762631995
2001-04-30,994.5067193770398
2001-05-01,1005.1936400745518
2001-05-02,1005.350701190274
2001-05-03,991.2392515189306
2001-05-04,1003.1358779312641
2001-05-07,998.6174500201391
2001-05-08,993.6364857646711
2001-05-09,991.6233453828892
2001-05-10,994.1174309788453
2001-05-11,988.660983763604
2001-05-14,991.1336061946893
2001-05-15,992.2723337767857
2001-05-16,1020.7481662510856
2001-05-17,1027.8630485085155
2001-05-18,1025.9832623325553
2001-05-21,1039.1569018279913
2001-05-22,1038.1700871561786
2001-05-23,1024.109514303325
2001-05-24,1026.5425717073772
2001-05-25,1018.005009835903
2001-05-28,1018.005009835903
2001-05-29,1011.8420805184949
2001-05-30,997.3634197528792
2001-05-31,1004.9499216970306
2001-06-01,1007.4332935665772
2001-06-04,1011.5126563152323
2001-06-05,1022.4670387453948
2001-06-06,1011.2911650251672
2001-06-07,1014.6384781805945
2001-06-08,1005.4859146279616
2001-06-11,997.4942064714719
2001-06-12,996.2221525436063
2001-06-13,987.5849276732212
2001-06-14,966.9337879633712
2001-06-15,962.4392890246992
2001-06-18,956.3096215087404
2001-06-19,957.099987834575
2001-06-20,965.1503724357166
2001-06-21,973.6394995535724
2001-06-22,965.4488182151375
2001-06-25,960.1248535728616
2001-06-26,957.1646820811737
2001-06-27,954.3827061698449
2001-06-28,965.663664963247
2001-06-29,966.6087301650981
2001-07-02,977.1663995833412
