Date,MSCI USA Communication Services 20-35 Custom
2013-05-31,1000.0
2013-06-03,1000.0018699512108
2013-06-04,1005.9796136697666
2013-06-05,998.1134954749656
2013-06-06,1017.2648802483418
2013-06-07,1013.3073185757905
2013-06-10,1017.1169858434582
2013-06-11,1014.8670644180813
2013-06-12,1010.1060187778305
2013-06-13,1026.1250803865753
2013-06-14,1026.5508092736447
2013-06-17,1020.4011254143555
2013-06-18,1031.7094715565167
2013-06-19,1003.5952176388209
2013-06-20,982.4681623279607
2013-06-21,985.8403212234807
2013-06-24,977.5286863526173
2013-06-25,995.1626212010867
2013-06-26,1003.2570503983059
2013-06-27,1016.7464516377869
2013-06-28,1013.0132642150247
2013-07-01,1011.0663418063907
2013-07-02,1014.4545256762641
2013-07-03,1018.2544219479171
2013-07-04,1018.2544219479171
2013-07-05,1021.9196053483305
2013-07-08,1023.7858444983929
2013-07-09,1023.4217425987562
2013-07-10,1027.9573172372302
2013-07-11,1037.8804472876195
2013-07-12,1037.6196046934942
2013-07-15,1035.1189184282782
2013-07-16,1035.8192231930386
2013-07-17,1037.1091000620233
2013-07-18,1030.0192609606856
2013-07-19,1032.5945577771076
2013-07-22,1030.8376673837727
2013-07-23,1032.4914962591363
2013-07-24,1027.0335877148402
2013-07-25,1022.1948860847484
2013-07-26,1024.6978351478479
2013-07-29,1028.4901842553415
2013-07-30,1019.3452870427766
2013-07-31,1009.7826692601312
2013-08-01,1020.990889335567
2013-08-02,1023.2622254499884
2013-08-05,1027.8360514245892
2013-08-06,1022.7403398526698
2013-08-07,1020.8446979750775
2013-08-08,1009.3059787898756
2013-08-09,1003.5621601936685
2013-08-12,1004.3184931007185
2013-08-13,1000.1677945980302
2013-08-14,997.6885117963621
2013-08-15,990.3450468935735
2013-08-16,980.8853491999371
2013-08-19,973.7399527741717
2013-08-20,979.2516622834048
2013-08-21,969.5046659866855
2013-08-22,973.1991263495278
2013-08-23,988.3632951741699
2013-08-26,978.7679567247727
2013-08-27,976.4231604425449
2013-08-28,971.5830224423441
2013-08-29,980.1266314365286
2013-08-30,978.4944743511251
2013-09-02,978.4944743511251
2013-09-03,969.2036518374284
2013-09-04,979.0247313647624
2013-09-05,970.1364324916501
2013-09-06,971.3125380618114
2013-09-09,978.0894683903579
2013-09-10,990.1684427023711
2013-09-11,993.3079741984092
2013-09-12,994.4234476343402
2013-09-13,992.3879569009563
2013-09-16,997.6715512531504
2013-09-17,1000.5125752753097
2013-09-18,1005.5944686217344
2013-09-19,1005.0802903707513
2013-09-20,991.1895836828995
2013-09-23,990.8246442342386
2013-09-24,987.6485705068899
2013-09-25,988.4399520849364
2013-09-26,997.8270343790557
2013-09-27,989.7039549362169
2013-09-30,985.7751831572677
2013-10-01,990.5194305539687
2013-10-02,988.2863030170926
2013-10-03,981.2674150146639
2013-10-04,982.9207031071898
2013-10-07,987.7023873814567
2013-10-08,972.3724935315951
2013-10-09,981.8348233916058
2013-10-10,997.1703536855515
2013-10-11,1001.8294887794141
2013-10-14,998.1915371375935
2013-10-15,992.8778925590747
2013-10-16,1011.5710961873374
2013-10-17,1031.4819685999942
2013-10-18,1035.2366151283918
2013-10-21,1039.4031372905308
2013-10-22,1045.274556241458
2013-10-23,1040.4353944419152
2013-10-24,1041.1821003725224
