Date,AC ASIA PACIFIC ex JAPAN IMI VALUE
1998-12-31,358.3341904177658
1999-01-01,358.3349514167152
1999-01-04,359.3544870842904
1999-01-05,361.61213907469283
1999-01-06,372.16906427446145
1999-01-07,385.23502345537037
1999-01-08,387.0207418958412
1999-01-11,390.5752056744268
1999-01-12,388.26919639207676
1999-01-13,373.53897481911173
1999-01-14,366.65639833990804
1999-01-15,372.7389204994382
1999-01-18,376.91587411343806
1999-01-19,377.12609020544994
1999-01-20,379.5874438659796
1999-01-21,372.68918027753904
1999-01-22,363.2997693372034
1999-01-25,354.7637267491731
1999-01-26,355.7042383093315
1999-01-27,363.8860108831365
1999-01-28,362.86897717702385
1999-01-29,365.04245316341394
1999-02-01,368.15032614728744
1999-02-02,364.4836059872559
1999-02-03,363.97848250042165
1999-02-04,364.4009725731746
1999-02-05,361.972110502077
1999-02-08,363.26973952033944
1999-02-09,357.4820849819399
1999-02-10,353.88158762030736
1999-02-11,358.2236663273508
1999-02-12,364.31187399301444
1999-02-15,364.9556525577457
1999-02-16,364.3942336714488
1999-02-17,362.34218048499764
1999-02-18,360.8403333939445
1999-02-19,364.48139782069
1999-02-22,369.6954027727275
1999-02-23,372.339970518136
1999-02-24,373.58798962536116
1999-02-25,367.9150540668902
1999-02-26,371.1576006704452
1999-03-01,374.8586308570065
1999-03-02,374.9279778915251
1999-03-03,377.56536205169846
1999-03-04,378.9873400353373
1999-03-05,382.68928660553155
1999-03-08,388.17807930880093
1999-03-09,390.1391175099821
1999-03-10,389.697515214075
1999-03-11,393.53896169090035
1999-03-12,392.81620474368196
1999-03-15,395.8809545861042
1999-03-16,396.830530447659
1999-03-17,393.0266607462787
1999-03-18,392.305626932452
1999-03-19,401.53961751265547
1999-03-22,405.5768912233845
1999-03-23,407.66187699040796
1999-03-24,402.9698027505487
1999-03-25,406.53369879372025
1999-03-26,411.7667278770761
1999-03-29,408.6459154057454
1999-03-30,410.3955828162068
1999-03-31,408.93316414124723
1999-04-01,413.40411460783764
1999-04-02,416.74622721039026
1999-04-05,418.3016695944956
1999-04-06,418.9395346483012
1999-04-07,421.1939128410436
1999-04-08,421.99320433872145
