Date,KUKJE (ACWI ex KOREA) IMI VALUE
2002-05-31,1000.0
2002-06-03,982.8970696754847
2002-06-04,971.0886293887818
2002-06-05,975.6700096687532
2002-06-06,957.7206074556866
2002-06-07,956.0318275782595
2002-06-10,956.6856940489693
2002-06-11,951.4699823780498
2002-06-12,946.5435748648617
2002-06-13,937.98148237438
2002-06-14,926.1836804028526
2002-06-17,948.1806889428995
2002-06-18,946.7305610769388
2002-06-19,927.1403663743068
2002-06-20,911.2450544621431
2002-06-21,901.5705536554037
2002-06-24,889.3651676781107
2002-06-25,892.6909797722952
2002-06-26,868.4391998221994
2002-06-27,882.7635220716772
2002-06-28,893.5567667653413
2002-07-01,886.0674917560315
2002-07-02,870.6117736178422
2002-07-03,868.1397022109476
2002-07-04,872.0589886737714
2002-07-05,900.4314845273252
2002-07-08,887.1940630542342
2002-07-09,871.707740919826
2002-07-10,853.3282138174039
2002-07-11,842.1488642990963
2002-07-12,837.8698436648731
2002-07-15,811.2987373870857
2002-07-16,799.7177324157766
2002-07-17,809.0853519330734
2002-07-18,801.9098031272696
2002-07-19,772.9447642319905
2002-07-22,750.79565270597
2002-07-23,741.3828523498892
2002-07-24,756.953711327931
2002-07-25,760.2563824889272
2002-07-26,773.0477065083295
2002-07-29,814.4825179851302
2002-07-30,812.8045705339317
2002-07-31,824.4895637906485
2002-08-01,802.2301228607423
2002-08-02,789.5202118722812
2002-08-05,768.1453576096346
2002-08-06,797.5226571504442
2002-08-07,802.3919929156375
2002-08-08,824.9352642650791
2002-08-09,830.6040815579547
2002-08-12,820.5850747670959
2002-08-13,812.6714385929123
2002-08-14,818.6740227025367
2002-08-15,833.929660389989
2002-08-16,829.8963688162688
2002-08-19,848.8894605011865
2002-08-20,840.5691520054452
2002-08-21,845.9304890343021
2002-08-22,862.5183585368355
2002-08-23,849.318303223165
2002-08-26,855.3187391030989
2002-08-27,851.408820440168
2002-08-28,833.3436088768914
2002-08-29,826.5148621032323
2002-08-30,831.0255797687461
2002-09-02,824.8182605860982
2002-09-03,788.7687357223338
2002-09-04,794.8771714872455
2002-09-05,789.6375983329827
2002-09-06,804.9283293546373
2002-09-09,809.3370985748396
2002-09-10,820.8894689256776
2002-09-11,826.3083080483914
2002-09-12,806.3489247601472
2002-09-13,800.3506149404329
2002-09-16,803.3199741358742
2002-09-17,796.0623257935606
2002-09-18,780.2521602626899
2002-09-19,762.5084186558178
2002-09-20,760.5683428532354
2002-09-23,748.8888408050686
2002-09-24,737.6455628408024
2002-09-25,747.8763573614924
2002-09-26,769.0900792027494
2002-09-27,757.1673302181946
2002-09-30,736.1710120432741
2002-10-01,754.3295600469908
2002-10-02,745.4507513217094
2002-10-03,734.876746003827
2002-10-04,724.0320718685414
2002-10-07,709.6301113033517
2002-10-08,712.4226932675683
2002-10-09,691.956243944601
2002-10-10,711.0208193322787
2002-10-11,735.3430105969717
2002-10-14,734.5922988515707
2002-10-15,770.0045804274282
2002-10-16,760.4339774532012
2002-10-17,783.0164937433643
2002-10-18,784.4662942116654
2002-10-21,792.3585460235223
2002-10-22,781.1364607210094
2002-10-23,780.2786944128375
2002-10-24,780.6602660831061
2002-10-25,783.7501705398912
2002-10-28,780.8759638786374
2002-10-29,765.5706063455757
2002-10-30,777.247049362954
2002-10-31,774.107426264713
2002-11-01,777.3262036067495
2002-11-04,787.6107785778571
2002-11-05,790.1830523164986
2002-11-06,793.9516463416672
2002-11-07,773.8805854436515
2002-11-08,766.0341164397505
2002-11-11,755.3929386952587
2002-11-12,758.8845942325305
2002-11-13,754.9146073500287
2002-11-14,768.8017730576563
2002-11-15,774.643888900698
2002-11-18,770.8249611653599
2002-11-19,766.5289885957291
2002-11-20,778.5269239940377
2002-11-21,798.1075296440029
2002-11-22,800.0897549696863
2002-11-25,806.0932007149299
2002-11-26,792.1993541433329
2002-11-27,810.658377297913
2002-11-28,811.2214995844444
2002-11-29,811.0065232465853
2002-12-02,809.9675593603588
2002-12-03,797.3066967325283
2002-12-04,790.5448668794011
2002-12-05,783.0010121270785
2002-12-06,781.3703462271501
2002-12-09,768.5143601228082
2002-12-10,774.0018361287894
2002-12-11,776.8166824425955
2002-12-12,768.912153463332
2002-12-13,759.0441075872958
2002-12-16,775.6521337608233
2002-12-17,764.9279057659786
2002-12-18,755.8541870818882
2002-12-19,754.4024789826511
2002-12-20,762.0142283856778
2002-12-23,762.9636535070674
2002-12-24,758.4545145914965
2002-12-25,758.2155472574065
2002-12-26,758.1171599128411
2002-12-27,742.1666356854851
2002-12-30,743.7399577542783
2002-12-31,743.51188285122
2003-01-01,743.5190321703578
2003-01-02,769.4097095436161
2003-01-03,767.5555103159693
2003-01-06,778.9613070993568
2003-01-07,773.8791569429004
2003-01-08,766.3990845913473
2003-01-09,770.2359812498961
2003-01-10,768.0531579758591
2003-01-13,767.0670210710915
2003-01-14,768.52889807529
2003-01-15,761.7362576988278
2003-01-16,761.4999832603953
2003-01-17,748.8203743436142
2003-01-20,744.7957036409466
2003-01-21,734.276287176834
2003-01-22,723.9100133762951
2003-01-23,723.7189271287529
2003-01-24,707.9700723848599
2003-01-27,692.7759554292745
2003-01-28,696.9087027998793
2003-01-29,697.2415401508387
2003-01-30,698.4573380650345
2003-01-31,705.7973405665425
2003-02-03,712.7571021365003
2003-02-04,696.5547524750289
2003-02-05,699.3522708117613
2003-02-06,691.6393214996212
2003-02-07,686.571909680833
2003-02-10,689.9537853147683
2003-02-11,692.329480126181
2003-02-12,683.9418826891158
2003-02-13,677.9891915413489
2003-02-14,688.8500631959022
2003-02-17,696.0343490269803
2003-02-18,707.0041037726338
2003-02-19,698.1132618874758
2003-02-20,688.9757216208495
2003-02-21,695.2999578744192
2003-02-24,688.7882843582273
2003-02-25,685.6899718346832
2003-02-26,677.9804622196855
2003-02-27,686.4350780236106
2003-02-28,688.4044463161491
2003-03-03,685.1456580180372
2003-03-04,673.2352289315775
2003-03-05,671.5459308576627
2003-03-06,664.7291532420485
2003-03-07,660.0355940605058
2003-03-10,644.7795316665215
2003-03-11,639.7647317578792
2003-03-12,635.558327708879
2003-03-13,660.798050638743
2003-03-14,674.4066795294827
2003-03-17,693.8486095335388
2003-03-18,699.8856979135708
2003-03-19,708.3386236204705
2003-03-20,708.429860927096
2003-03-21,726.7436040525969
2003-03-24,701.8017043522665
2003-03-25,705.3238355615608
2003-03-26,705.35384942053
2003-03-27,699.8675983371342
2003-03-28,695.4298449547993
2003-03-31,673.6757973184239
2003-04-01,682.7004535931572
2003-04-02,702.1880674373654
2003-04-03,703.3253079607738
2003-04-04,709.2828925755032
2003-04-07,721.3740663787397
2003-04-08,715.0425041629279
2003-04-09,708.4443635907546
2003-04-10,702.0922393759635
2003-04-11,704.7234914969508
2003-04-14,711.8806736524349
2003-04-15,719.4064627859441
2003-04-16,709.6824388763539
2003-04-17,713.9395911124002
2003-04-18,714.1880867116746
2003-04-21,716.1166137299023
2003-04-22,721.6312760081414
2003-04-23,730.342083118522
2003-04-24,720.2261343762491
2003-04-25,711.0103605474145
2003-04-28,723.079416921669
2003-04-29,723.0134988029284
2003-04-30,719.4954061102945
2003-05-01,713.6414943468512
2003-05-02,723.5304886019786
2003-05-05,720.6190524305875
2003-05-06,724.7226529643874
2003-05-07,721.8178019532219
2003-05-08,708.6741664559174
2003-05-09,713.9190447995804
2003-05-12,717.5082420380178
2003-05-13,719.0759014050434
2003-05-14,721.1988936216917
2003-05-15,726.7281837872988
2003-05-16,723.5327900362792
2003-05-19,701.6529931117444
2003-05-20,704.1411365564624
2003-05-21,703.2415693490591
2003-05-22,710.4643122506491
2003-05-23,709.0614220831999
2003-05-26,705.2634620451712
2003-05-27,711.9462340852348
2003-05-28,721.8210871201912
2003-05-29,717.2977394581383
2003-05-30,727.7957602550117
2003-06-02,738.3042354314578
2003-06-03,738.2424484810304
2003-06-04,749.2437819645991
2003-06-05,744.1902463097497
2003-06-06,755.7347758943216
2003-06-09,744.3437652010019
2003-06-10,752.8173617389631
2003-06-11,759.022559019131
2003-06-12,763.4788491700393
2003-06-13,753.6691729144433
2003-06-16,761.7475845778024
2003-06-17,766.4922473835097
2003-06-18,771.9586965360596
2003-06-19,762.4178756299292
2003-06-20,768.3111204199249
2003-06-23,764.726040351232
2003-06-24,763.752206095654
2003-06-25,759.7620007775432
2003-06-26,768.3957666397303
2003-06-27,767.2202779759959
2003-06-30,761.0300555507066
2003-07-01,756.8448075339165
2003-07-02,771.2606187045701
2003-07-03,770.4305695574596
2003-07-04,771.6117836397154
2003-07-07,791.9262553234657
2003-07-08,795.1530179543244
2003-07-09,790.4988547485927
2003-07-10,780.3577097840899
2003-07-11,787.0705938272746
2003-07-14,795.5933347569612
2003-07-15,793.0642548397077
2003-07-16,788.6701874312299
2003-07-17,782.208305932581
2003-07-18,787.5967323839163
2003-07-21,773.9400675709653
2003-07-22,776.6889573615111
2003-07-23,771.6681717028878
2003-07-24,771.6280823881442
2003-07-25,775.1074560356913
2003-07-28,780.8822529757095
2003-07-29,775.7529678355473
2003-07-30,780.0855702251087
2003-07-31,790.8009705034469
2003-08-01,784.961331550743
2003-08-04,779.1345704020866
2003-08-05,772.5606548967653
2003-08-06,769.5685639949894
2003-08-07,772.0024464804985
2003-08-08,780.4889228060975
2003-08-11,784.0168420924397
2003-08-12,791.630444285981
2003-08-13,791.2266230525499
2003-08-14,800.7962119169439
2003-08-15,801.8958097962227
2003-08-18,813.7848542507402
2003-08-19,820.2286248582034
2003-08-20,819.2461908822341
2003-08-21,833.1769829977529
2003-08-22,832.8202102123888
2003-08-25,828.0999326643708
2003-08-26,827.7919527314555
