Date,ZHONG HUA IMI VALUE
2007-05-31,1000.0
2007-06-01,1003.012103807873
2007-06-04,1006.4499759801336
2007-06-05,1014.3487164923885
2007-06-06,1016.1132574097973
2007-06-07,1016.329855407607
2007-06-08,1009.5173271671385
2007-06-11,1017.5830511422453
2007-06-12,1021.3087063541427
2007-06-13,1019.3795971091195
2007-06-14,1033.7370202481509
2007-06-15,1038.7103176996495
2007-06-18,1058.9649879003457
2007-06-19,1058.368792755009
2007-06-20,1065.6095295369807
2007-06-21,1079.1379443023584
2007-06-22,1075.9352020177332
2007-06-25,1064.194542789914
2007-06-26,1061.5528707640904
2007-06-27,1055.051814273754
2007-06-28,1062.7866549518467
2007-06-29,1055.5838043742929
2007-07-02,1046.1044144924454
2007-07-03,1074.0837031794836
2007-07-04,1075.5947240276873
2007-07-05,1077.1464348039067
2007-07-06,1086.4341169701243
2007-07-09,1104.4686301755796
2007-07-10,1096.0979978714397
2007-07-11,1078.415881893542
2007-07-12,1091.5168358878386
2007-07-13,1103.2636244257098
2007-07-16,1093.6326233232232
2007-07-17,1097.3747531550127
2007-07-18,1079.921607777046
2007-07-19,1088.0395718171062
2007-07-20,1105.0857242708432
2007-07-23,1113.444584154008
2007-07-24,1119.2999128413653
2007-07-25,1127.1603415805353
2007-07-26,1117.5435337627264
2007-07-27,1090.7553322488097
2007-07-30,1093.1777773270046
2007-07-31,1113.5688367193266
2007-08-01,1076.0908715315986
2007-08-02,1069.6026646423493
2007-08-03,1066.6177224654728
2007-08-06,1034.055898738863
2007-08-07,1029.833707828585
2007-08-08,1056.172799742556
2007-08-09,1064.7677706043241
2007-08-10,1032.774567346976
2007-08-13,1040.9522705677673
2007-08-14,1051.1288326272227
2007-08-15,1027.4482190000185
2007-08-16,987.3993812546163
2007-08-17,959.0995655024585
2007-08-20,1022.0892266591571
2007-08-21,1032.5568577997499
2007-08-22,1058.730307807309
2007-08-23,1088.3902424402675
2007-08-24,1086.4133479517109
2007-08-27,1134.7512719729593
2007-08-28,1121.340331400047
2007-08-29,1101.1502903260966
2007-08-30,1124.4193161722458
2007-08-31,1149.6798118927813
2007-09-03,1152.5997070835256
2007-09-04,1152.0669403213835
2007-09-05,1152.7525873169616
2007-09-06,1148.2394210887078
2007-09-07,1137.85911409229
2007-09-10,1135.5313652196717
2007-09-11,1129.3379824226038
2007-09-12,1146.054124531563
2007-09-13,1154.1802726011763
2007-09-14,1177.733586134383
2007-09-17,1167.1596757392565
2007-09-18,1167.0914255609111
2007-09-19,1204.6538306718926
2007-09-20,1205.611508837332
2007-09-21,1210.865368359302
2007-09-24,1252.1841819559331
2007-09-25,1245.3919736710523
2007-09-26,1245.9590691861529
2007-09-27,1282.2880024082904
2007-09-28,1283.6845662304838
2007-10-01,1281.6195786341268
2007-10-02,1337.9013176649848
2007-10-03,1291.3734445659286
2007-10-04,1257.4767568960372
2007-10-05,1301.3711277362843
2007-10-08,1294.2706759540906
2007-10-09,1311.1918266763832
2007-10-10,1320.9735890810757
2007-10-11,1356.6322343574068
2007-10-12,1363.594038770914
2007-10-15,1414.778431711374
2007-10-16,1402.5918621756555
2007-10-17,1413.427527976401
2007-10-18,1411.4389954746534
2007-10-19,1414.5407224925182
2007-10-22,1374.5787342582134
2007-10-23,1410.0269942584748
2007-10-24,1406.928660329727
2007-10-25,1413.3564582720926
2007-10-26,1428.9469879713033
2007-10-29,1484.7360208681412
2007-10-30,1477.7187663731543
2007-10-31,1456.88984722555
2007-11-01,1467.4826683439333
2007-11-02,1416.1860331564978
2007-11-05,1338.482411141553
2007-11-06,1342.4957700665605
2007-11-07,1343.7420673485017
2007-11-08,1289.2386446959488
2007-11-09,1289.34011072885
2007-11-12,1239.0448262155487
2007-11-13,1231.711983589664
2007-11-14,1295.8882657003246
2007-11-15,1281.157384141856
2007-11-16,1232.7494924112855
2007-11-19,1224.2773940012403
2007-11-20,1230.6599776957044
2007-11-21,1178.8509459539691
2007-11-22,1152.9940337833655
2007-11-23,1171.913626508723
2007-11-26,1221.2569783464849
2007-11-27,1201.4567385050002
2007-11-28,1222.481001858091
2007-11-29,1270.7850685344613
2007-11-30,1291.8670817770965
2007-12-03,1294.2943678534577
2007-12-04,1292.6481877242306
2007-12-05,1326.4491506140107
2007-12-06,1340.7168326070337
2007-12-07,1309.671441260831
2007-12-10,1289.5223839319333
2007-12-11,1322.3248807925995
2007-12-12,1292.798293817221
2007-12-13,1261.969365286109
2007-12-14,1265.3542427583798
2007-12-17,1225.27567217248
2007-12-18,1225.5932753196948
2007-12-19,1247.3302116399193
2007-12-20,1251.0997636698182
2007-12-21,1274.6221056415952
2007-12-24,1299.5643325510596
2007-12-25,1299.4721305823932
2007-12-26,1290.3058638240661
2007-12-27,1277.2089606548764
2007-12-28,1242.6783369037782
2007-12-31,1273.3386029638348
2008-01-01,1273.3386029638348
2008-01-02,1253.8280348467545
2008-01-03,1227.6453279920886
2008-01-04,1257.1338459203819
2008-01-07,1250.3639363896573
2008-01-08,1248.0890103032523
2008-01-09,1275.1631301721711
2008-01-10,1256.4607896334376
2008-01-11,1240.8969222869764
2008-01-14,1216.4710730028444
2008-01-15,1188.2923102401267
2008-01-16,1141.2822158772103
2008-01-17,1160.0646939522464
2008-01-18,1166.0026420861263
2008-01-21,1116.2203067026687
2008-01-22,1014.7756516333068
2008-01-23,1116.8605485045407
2008-01-24,1075.6877108810563
