Date,AC FAR EAST IMI VALUE
1998-12-31,459.3108658521787
1999-01-01,459.31119740692156
1999-01-04,450.71424268719164
1999-01-05,450.54161584715564
1999-01-06,456.1174510841961
1999-01-07,469.2163815034902
1999-01-08,468.4045559833664
1999-01-11,477.1745677425276
1999-01-12,466.69452845300253
1999-01-13,452.8138379637525
1999-01-14,455.29608073916893
1999-01-15,459.47010798450384
1999-01-18,459.69290410500594
1999-01-19,460.49907245112365
1999-01-20,467.04192270144
1999-01-21,469.04309310938845
1999-01-22,460.6613258334942
1999-01-25,459.9624639003659
1999-01-26,462.9111093772076
1999-01-27,465.17468012575847
1999-01-28,463.28391289310173
1999-01-29,469.7428207882226
1999-02-01,473.80885940376953
1999-02-02,477.4909815891741
1999-02-03,472.1956484220674
1999-02-04,471.8450887714775
1999-02-05,466.0405351850101
1999-02-08,467.530069215412
1999-02-09,459.156158804735
1999-02-10,457.18653646014775
1999-02-11,459.8004349223102
1999-02-12,464.98136513476123
1999-02-15,465.13955293096404
1999-02-16,461.2699198081195
1999-02-17,454.1823552653892
1999-02-18,450.98123292002765
1999-02-19,451.98151392491957
1999-02-22,460.4088599420775
1999-02-23,462.94786510471835
1999-02-24,462.78063243538764
1999-02-25,465.57046696782766
1999-02-26,473.07569069753026
1999-03-01,470.37074117970434
1999-03-02,462.7231059850323
1999-03-03,463.3629579113108
1999-03-04,461.3596658441408
1999-03-05,477.4026467408231
1999-03-08,478.46668230432846
1999-03-09,484.76841126331266
1999-03-10,495.6091431067508
1999-03-11,503.90264546599985
1999-03-12,503.28611468217167
1999-03-15,513.5660080952093
1999-03-16,526.4377757699074
1999-03-17,526.0418376529185
1999-03-18,519.8087843332358
1999-03-19,539.3892177765782
1999-03-22,538.0551980858027
1999-03-23,536.3865462720029
1999-03-24,525.528783913321
1999-03-25,535.433017522338
1999-03-26,538.9807622334815
1999-03-29,540.3062748813472
1999-03-30,535.853089425182
1999-03-31,542.9253388160153
1999-04-01,549.7943471192249
1999-04-02,549.1388418686645
1999-04-05,549.5261828745674
1999-04-06,557.3770605376781
1999-04-07,558.5032626578035
1999-04-08,566.1895585729981
1999-04-09,569.1699674535517
1999-04-12,560.4627440313755
1999-04-13,568.3161510812841
1999-04-14,577.4904903895524
1999-04-15,583.5778467310906
1999-04-16,595.3894314312856
1999-04-19,603.1955039911437
1999-04-20,596.9882726909419
1999-04-21,586.8335135672695
1999-04-22,589.5428795899332
1999-04-23,595.4556739956143
1999-04-26,604.6736185275454
1999-04-27,601.4716044561427
1999-04-28,603.5317955024583
1999-04-29,604.2995934051764
1999-04-30,603.3135979369631
1999-05-03,601.8648283854308
1999-05-04,600.4707840289952
1999-05-05,597.1117668301742
1999-05-06,609.2405429471875
1999-05-07,603.0546756406483
1999-05-10,604.3168001783012
1999-05-11,599.4088217903823
1999-05-12,603.665929651541
1999-05-13,598.4252803612213
1999-05-14,590.8094516317124
1999-05-17,577.8517865930247
1999-05-18,577.8006817044935
1999-05-19,565.9767553206251
1999-05-20,567.6784651280238
1999-05-21,574.3713366746624
1999-05-24,575.0032562780898
1999-05-25,573.0400850885168
1999-05-26,582.4823459229517
1999-05-27,583.774378254619
1999-05-28,583.1118486730244
1999-05-31,583.2006980989843
1999-06-01,594.672223073775
1999-06-02,606.0580905001539
1999-06-03,599.943251750793
1999-06-04,601.8162238183704
1999-06-07,613.4830108404946
1999-06-08,615.6538897872048
1999-06-09,620.3117864004288
1999-06-10,627.271780218628
1999-06-11,634.91866969879
1999-06-14,629.1704986098591
1999-06-15,629.3511519534649
1999-06-16,637.465059669153
1999-06-17,645.4724742498234
1999-06-18,635.8949283609504
1999-06-21,644.2510044926
1999-06-22,650.4792583917222
1999-06-23,644.5679480223637
1999-06-24,641.1593609333331
1999-06-25,632.2074875790272
1999-06-28,643.1383909679441
1999-06-29,648.6171393401323
1999-06-30,644.5749131315617
1999-07-01,658.2601905292529
1999-07-02,663.698639214376
1999-07-05,667.5988538209206
1999-07-06,664.9038428271424
1999-07-07,665.9408540701155
1999-07-08,664.3082476110056
1999-07-09,665.2552124778946
1999-07-12,672.0393232003582
1999-07-13,671.0164046049647
1999-07-14,673.3301886156736
1999-07-15,675.332479509383
1999-07-16,672.3236865491067
1999-07-19,686.4605949088111
1999-07-20,670.6955908932318
1999-07-21,664.1128116136003
1999-07-22,654.5229249855954
1999-07-23,648.9289347526812
1999-07-26,633.7340855621034
1999-07-27,636.3263116922847
1999-07-28,642.8363673105599
1999-07-29,647.2117054949575
1999-07-30,653.7962609362057
1999-08-02,652.8921388417311
1999-08-03,655.0722756601855
1999-08-04,646.8244460205635
1999-08-05,635.9296069338465
1999-08-06,627.9977545958366
1999-08-09,629.2771557075455
1999-08-10,629.1608455763471
1999-08-11,626.4626119470486
1999-08-12,632.9330551051507
1999-08-13,634.6255287579227
1999-08-16,649.4596421386236
1999-08-17,653.3942293057902
1999-08-18,662.9865398459104
1999-08-19,663.9288046223131
1999-08-20,676.4645447583853
1999-08-23,694.9655436417872
1999-08-24,692.8882916901298
1999-08-25,696.725340803134
1999-08-26,690.222949100769
1999-08-27,684.7605109047416
1999-08-30,693.8204929433296
1999-08-31,674.9587105869492
1999-09-01,688.6851956122063
1999-09-02,683.3787251007401
1999-09-03,683.0907925827162
1999-09-06,691.3945100846182
1999-09-07,681.1445775250181
1999-09-08,675.8119609444195
1999-09-09,696.49593713165
1999-09-10,702.3019046206202
1999-09-13,727.6023950863142
1999-09-14,724.4720695775356
1999-09-15,730.2498961315641
1999-09-16,717.9463133476705
1999-09-17,709.437544714247
1999-09-20,712.530236160371
1999-09-21,724.3868971494929
1999-09-22,705.5853812659518
1999-09-23,708.9125871353959
1999-09-24,690.7912210574351
1999-09-27,677.2584560176621
1999-09-28,685.9184021189506
1999-09-29,672.2866358438945
1999-09-30,687.5225346206304
1999-10-01,692.2127649384447
1999-10-04,684.6331651514125
1999-10-05,680.0046858976891
1999-10-06,677.8456346262045
1999-10-07,680.1615826328509
1999-10-08,688.8495003089554
1999-10-11,691.3017420288407
1999-10-12,689.1928496200297
1999-10-13,674.340997145826
1999-10-14,680.535293360089
1999-10-15,673.0330349207189
1999-10-18,661.6547927881462
1999-10-19,664.861519957707
1999-10-20,675.6408918013503
1999-10-21,671.7624804814469
1999-10-22,681.2822285268244
1999-10-25,689.2222231938431
1999-10-26,696.6149246761338
1999-10-27,697.3076626540708
1999-10-28,693.6216510941472
1999-10-29,711.0252836465221
1999-11-01,709.0265294142866
1999-11-02,714.623248586123
1999-11-03,709.9627481581489
1999-11-04,723.1483184805198
1999-11-05,712.6209255332022
1999-11-08,708.7488420418669
1999-11-09,710.4803665300313
1999-11-10,716.3373757384169
1999-11-11,707.7505272973639
1999-11-12,710.6594903779616
1999-11-15,700.0013554539418
1999-11-16,696.3875796499838
1999-11-17,705.6877738541657
1999-11-18,719.6567243856722
1999-11-19,726.637306086836
1999-11-22,731.6338696449276
1999-11-23,737.2813571043413
1999-11-24,735.7704705701825
1999-11-25,725.9771934533643
1999-11-26,744.9121753676098
1999-11-29,750.7838639097276
1999-11-30,740.4076083753752
1999-12-01,744.74178497859
1999-12-02,750.766720755336
1999-12-03,750.6888263648883
1999-12-06,730.2384412199052
1999-12-07,734.4955991938789
1999-12-08,724.2524258347347
1999-12-09,728.300344230317
1999-12-10,736.7407728667935
1999-12-13,732.8296836374873
1999-12-14,731.2228537706942
1999-12-15,730.2036960619151
1999-12-16,719.646383463217
1999-12-17,729.144465466685
1999-12-20,731.4756911202835
1999-12-21,730.4072354903933
1999-12-22,740.6737345045032
1999-12-23,733.9760112875902
1999-12-24,731.6330301908519
1999-12-27,729.9793385562651
1999-12-28,738.8734365922222
1999-12-29,737.7076847569448
1999-12-30,741.6011613149622
1999-12-31,741.6354783208733
2000-01-03,738.8618614100142
2000-01-04,721.9626695904878
2000-01-05,703.1277426414092
2000-01-06,685.3318419299586
2000-01-07,696.3554218674049
2000-01-10,700.5042295588869
2000-01-11,708.058385029108
2000-01-12,703.0378202395888
2000-01-13,707.1817078544386
2000-01-14,722.3837859016974
2000-01-17,742.8394469153113
2000-01-18,733.1634286099236
2000-01-19,721.9977867942376
2000-01-20,727.490678892349
2000-01-21,730.0570571705127
2000-01-24,732.4179760721012
2000-01-25,717.7043510551613
2000-01-26,727.3191304966688
2000-01-27,745.3059966738062
2000-01-28,753.173953174823
2000-01-31,749.5178424169915
2000-02-01,743.2078850332481
2000-02-02,748.2314943471896
2000-02-03,742.6613406238937
2000-02-04,753.6031144812328
2000-02-07,751.7837449787952
2000-02-08,734.3103890541403
2000-02-09,736.9224197711359
2000-02-10,735.4720374445435
2000-02-11,734.3259517932775
2000-02-14,729.0627635831654
2000-02-15,710.8359327092094
2000-02-16,709.1059144381683
2000-02-17,711.8375923469785
2000-02-18,707.009479933535
2000-02-21,685.603012281559
2000-02-22,667.0346709828597
2000-02-23,677.9260979476154
2000-02-24,687.2277873809086
2000-02-25,705.2573137444191
2000-02-28,718.1891010286312
2000-02-29,717.7819414630005
2000-03-01,728.9693517611973
2000-03-02,727.1595110137351
2000-03-03,727.1907578733797
2000-03-06,725.4939773459105
2000-03-07,737.9698173241206
2000-03-08,736.5027270697007
2000-03-09,732.689631598512
2000-03-10,743.4955952935227
2000-03-13,728.4028246270688
2000-03-14,730.6940630237629
2000-03-15,716.6305539487763
2000-03-16,725.9261514086045
2000-03-17,739.2223097740709
2000-03-20,734.4024202939779
2000-03-21,731.6926260736903
2000-03-22,737.1284037795986
2000-03-23,729.4275714065943
2000-03-24,736.1798279659404
2000-03-27,751.7291859828678
2000-03-28,767.0736396072169
2000-03-29,794.0197959462978
2000-03-30,780.3467822114125
