Date,ACWI IMI VALUE
1998-12-31,505.7717888600523
1999-01-01,505.771493206397
1999-01-04,506.60177104561393
1999-01-05,510.44230944958446
1999-01-06,522.6882552859878
1999-01-07,524.0459218193927
1999-01-08,530.214877188057
1999-01-11,527.315428436384
1999-01-12,519.0674409029752
1999-01-13,504.1786209700695
1999-01-14,499.7935992691185
1999-01-15,510.7346369496774
1999-01-18,513.8353533664414
1999-01-19,513.9270704312589
1999-01-20,517.1778934105165
1999-01-21,512.1714133384379
1999-01-22,505.97415034844073
1999-01-25,506.8534933856514
1999-01-26,508.1991864308083
1999-01-27,507.4397566888125
1999-01-28,513.9631357307666
1999-01-29,519.7939124254585
1999-02-01,523.5808353813992
1999-02-02,520.263124559553
1999-02-03,520.6399301966452
1999-02-04,519.8967581059188
1999-02-05,518.5802098322033
1999-02-08,519.4856936469054
1999-02-09,510.7649445053894
1999-02-10,508.37097023434336
1999-02-11,514.8707185404073
1999-02-12,513.7021030014998
1999-02-15,515.6088707086975
1999-02-16,519.0227317394852
1999-02-17,512.8891728134295
1999-02-18,515.2493935794199
1999-02-19,519.8528283132115
1999-02-22,529.8285821148803
1999-02-23,531.5693966910947
1999-02-24,530.5352926150958
1999-02-25,524.9578073815044
1999-02-26,528.0556919893228
1999-03-01,527.3902352727212
1999-03-02,526.3870013152618
1999-03-03,525.8570723575601
1999-03-04,533.2022078742325
1999-03-05,543.479117084969
1999-03-08,541.9675304148543
1999-03-09,542.5874340587656
1999-03-10,545.4929288441161
1999-03-11,555.5276502220681
1999-03-12,552.0549731519542
1999-03-15,554.1956389108299
1999-03-16,556.5861860582604
1999-03-17,551.8123093970954
1999-03-18,554.8164148106944
1999-03-19,558.3736693143364
1999-03-22,557.9450126836097
1999-03-23,549.3718506675672
1999-03-24,546.6198949893384
1999-03-25,555.0003953456411
1999-03-26,558.4694342378679
1999-03-29,564.7283382520521
1999-03-30,558.5318827055254
1999-03-31,557.5809963218044
1999-04-01,558.4439558777154
1999-04-02,559.2254010560102
1999-04-05,565.3314179267293
1999-04-06,565.7162547849919
1999-04-07,569.2568009083395
1999-04-08,573.3813874132004
1999-04-09,577.6262446271589
1999-04-12,577.5812403044798
1999-04-13,581.8866584866647
1999-04-14,582.5044807211498
1999-04-15,589.185254262856
1999-04-16,596.3765898025852
1999-04-19,604.1534914455113
1999-04-20,598.294899388407
1999-04-21,602.0977293651216
1999-04-22,605.6338496375073
1999-04-23,604.5662275105248
