Date,ACWI ex AUSTRALIA IMI VALUE
2007-05-31,1000.0
2007-06-01,1009.0132365231972
2007-06-04,1006.4897043331117
2007-06-05,1000.0430939110086
2007-06-06,992.538020139479
2007-06-07,981.5118940082577
2007-06-08,989.0215224531008
2007-06-11,993.997910443561
2007-06-12,987.6734915650135
2007-06-13,995.4345068028904
2007-06-14,1003.3008208422658
2007-06-15,1009.2552132712027
2007-06-18,1007.4217196576442
2007-06-19,1007.2482093339029
2007-06-20,1000.9608554438876
2007-06-21,1001.479673656069
2007-06-22,991.2602681541437
2007-06-25,986.9187065026066
2007-06-26,983.1890935077514
2007-06-27,985.3927086341091
2007-06-28,988.3387439614302
2007-06-29,988.6250037518732
2007-07-02,988.7869520286581
2007-07-03,995.6050081906802
2007-07-04,996.4144638943719
2007-07-05,994.7302865365067
2007-07-06,996.9308425681229
2007-07-09,1000.5135295273842
2007-07-10,985.1452572936391
2007-07-11,981.5177475995362
2007-07-12,995.3698022105556
2007-07-13,1001.4346852224905
2007-07-16,1000.5052095995757
2007-07-17,997.6289325658869
2007-07-18,990.6345582950505
2007-07-19,994.6846679833062
2007-07-20,985.9349794394545
2007-07-23,990.0374518932337
2007-07-24,974.0701419363488
2007-07-25,978.8002356307431
2007-07-26,955.2561689965531
2007-07-27,944.1991813203618
2007-07-30,946.7331291631297
2007-07-31,949.4343815336262
2007-08-01,943.0839071066595
2007-08-02,946.7909069657683
2007-08-03,925.4240506437043
2007-08-06,930.4729036621675
2007-08-07,939.713997096016
2007-08-08,952.0773018092042
2007-08-09,937.2792276254285
2007-08-10,924.8389700967942
2007-08-13,933.9579154421168
2007-08-14,923.6216404729098
2007-08-15,917.3860631078093
2007-08-16,911.6994221753595
2007-08-17,920.8284245591349
2007-08-20,929.1234053879175
2007-08-21,930.4786445710887
2007-08-22,940.4056730030336
2007-08-23,940.765967033344
2007-08-24,942.731598738099
2007-08-27,940.4985236731466
2007-08-28,923.0633301479127
2007-08-29,931.993464295304
2007-08-30,933.9761132363873
2007-08-31,947.1949387234866
2007-09-03,949.924981003649
2007-09-04,956.7833153823166
2007-09-05,941.8552922314108
2007-09-06,942.4350899603847
2007-09-07,925.907001084252
2007-09-10,918.4442894356341
2007-09-11,927.4272406666996
2007-09-12,926.4070797185334
2007-09-13,933.0872992906787
2007-09-14,932.6955355506965
2007-09-17,925.2284552320073
2007-09-18,941.2388325216706
2007-09-19,954.1389407128271
2007-09-20,944.3027558222934
2007-09-21,945.8732214450054
2007-09-24,943.4578446179023
2007-09-25,938.722786750844
2007-09-26,943.531685479506
2007-09-27,950.7922073161897
2007-09-28,945.9423012111496
2007-10-01,954.8405990817279
2007-10-02,964.4612150378282
2007-10-03,963.7778139135655
2007-10-04,965.2676348199246
2007-10-05,973.4148243598412
2007-10-08,972.7991981324742
2007-10-09,978.2401854820675
2007-10-10,973.090100248969
2007-10-11,971.9070497893393
2007-10-12,974.6994235003593
2007-10-15,966.5522040254124
2007-10-16,961.6244500767945
2007-10-17,960.13900833763
2007-10-18,953.3269785300771
2007-10-19,939.8885009253562
2007-10-22,939.1745372359641
2007-10-23,942.7281572137775
2007-10-24,939.9525003996391
2007-10-25,939.8726857625928
2007-10-26,949.3551077849813
2007-10-29,956.7009039044974
2007-10-30,950.4376615540267
2007-10-31,957.4938489565166
2007-11-01,939.8662489278944
2007-11-02,929.5641569739902
2007-11-05,921.439467505827
2007-11-06,925.2532308965928
2007-11-07,904.4578514451591
2007-11-08,899.898897661243
2007-11-09,891.547704684479
2007-11-12,889.6695277833888
2007-11-13,898.9737141012905
2007-11-14,899.0581754403212
2007-11-15,889.5985098337642
2007-11-16,884.2824344668239
2007-11-19,867.7841934471775
2007-11-20,866.9688673873306
2007-11-21,848.3340826557584
2007-11-22,848.401225038432
2007-11-23,861.6816607757424
2007-11-26,850.9038372685158
2007-11-27,854.4231884611753
2007-11-28,876.9813332773809
2007-11-29,881.2100175639349
2007-11-30,895.6086733638452
2007-12-03,893.2899844479176
2007-12-04,881.2850301471909
2007-12-05,898.0459935552446
2007-12-06,909.2765848846216
2007-12-07,910.013593788253
2007-12-10,912.2353901020259
2007-12-11,901.7288411742463
2007-12-12,903.1617963583125
2007-12-13,894.460450080285
2007-12-14,893.4542605209792
2007-12-17,880.6471175989718
2007-12-18,882.6546356796044
2007-12-19,881.3086302904364
2007-12-20,884.9843844915302
2007-12-21,895.2825462062004
2007-12-24,899.5462695643223
2007-12-25,900.8456869182891
2007-12-26,897.6952886096649
2007-12-27,889.3359091364056
2007-12-28,883.178597665133
2007-12-31,885.7519776194838
2008-01-01,885.839804805847
2008-01-02,873.5499613761394
2008-01-03,871.8642880252206
2008-01-04,854.4419375056945
2008-01-07,856.2463532258415
2008-01-08,850.3035870214302
2008-01-09,854.9620639378684
2008-01-10,850.9434345836853
2008-01-11,842.8558107265495
2008-01-14,843.8763309476112
2008-01-15,826.4960762897725
2008-01-16,824.248683845617
2008-01-17,811.4732738206677
2008-01-18,805.5823338536078
2008-01-21,788.1020615258225
2008-01-22,779.3491925455718
2008-01-23,790.6434381105641
2008-01-24,802.249437211836
2008-01-25,802.7184335658255
2008-01-28,800.503547288331
2008-01-29,812.4979875395927
2008-01-30,806.4672364752619
2008-01-31,813.5465578401665
2008-02-01,824.3682801880243
2008-02-04,824.3032476015059
2008-02-05,808.7122161484431
2008-02-06,801.3890586246735
2008-02-07,806.4635447549887
2008-02-08,802.5388837393824
2008-02-11,798.7534536089795
2008-02-12,807.1292815645644
2008-02-13,813.3797563471682
2008-02-14,810.3697732268247
2008-02-15,804.2083352156326
2008-02-18,810.0497557171038
2008-02-19,808.9753669819787
2008-02-20,808.3483274427927
2008-02-21,802.6820456943038
2008-02-22,802.2996289757077
2008-02-25,814.188900206193
2008-02-26,819.3893220370223
2008-02-27,812.9666897504488
2008-02-28,801.2609582661452
2008-02-29,785.1759042468316
2008-03-03,775.9705011280823
2008-03-04,768.7533240686505
2008-03-05,772.6345959219609
2008-03-06,758.2506775757593
2008-03-07,748.9908211010604
2008-03-10,738.8416324147273
2008-03-11,760.2163652902692
2008-03-12,756.8587750377818
2008-03-13,748.1879380509525
2008-03-14,735.0176648310802
2008-03-17,712.5165832752531
2008-03-18,736.3146911759748
2008-03-19,732.3364714265763
2008-03-20,747.9930846777534
2008-03-21,750.1305216866865
2008-03-24,756.2294081906329
2008-03-25,762.0689080878528
2008-03-26,752.3589381723614
2008-03-27,749.6814186553222
2008-03-28,747.4913959193283
2008-03-31,743.7474465384697
2008-04-01,773.2458033527452
2008-04-02,780.9576645461162
2008-04-03,780.4301674729222
2008-04-04,776.3363231441845
2008-04-07,781.9595496183025
2008-04-08,776.4327137760837
2008-04-09,767.5173729576405
2008-04-10,768.1369283852716
2008-04-11,758.6642631947495
2008-04-14,751.7918517043532
2008-04-15,756.6494835597049
2008-04-16,765.8550825220711
2008-04-17,768.7859798423837
2008-04-18,784.8212424297623
2008-04-21,776.5422404468427
2008-04-22,769.6357860671056
2008-04-23,772.7607128731703
2008-04-24,781.5119456443992
