Date,ACWI ex JAPAN IMI VALUE
2007-05-31,1000.0
2007-06-01,1009.0547434477895
2007-06-04,1006.4509022637632
2007-06-05,999.4418513680635
2007-06-06,990.4875895136371
2007-06-07,978.9909827829225
2007-06-08,987.670183165825
2007-06-11,992.656115994738
2007-06-12,986.1462265596674
2007-06-13,995.1518754698878
2007-06-14,1003.505266034395
2007-06-15,1009.9035466107823
2007-06-18,1007.6657301612382
2007-06-19,1008.1883288428069
2007-06-20,1001.5985018050893
2007-06-21,1001.8202143088156
2007-06-22,992.1046267965271
2007-06-25,987.8328671060736
2007-06-26,983.1338535421422
2007-06-27,985.4678447496244
2007-06-28,989.1306315240806
2007-06-29,988.7290006786619
2007-07-02,988.5669979683271
2007-07-03,995.5292069674974
2007-07-04,996.9537727783465
2007-07-05,995.1505542301185
2007-07-06,998.3609530090133
2007-07-09,1001.6537780212781
2007-07-10,984.7175056189019
2007-07-11,982.1532042726475
2007-07-12,997.6595025095389
2007-07-13,1003.1550613117761
2007-07-16,1002.1913244505607
2007-07-17,999.7040656479148
2007-07-18,993.217820938686
2007-07-19,997.7533552975002
2007-07-20,987.5614948778642
2007-07-23,993.1820116724281
2007-07-24,975.2070383294123
2007-07-25,979.6987698939429
2007-07-26,954.2490185040441
2007-07-27,942.2399525466578
2007-07-30,944.5705711790406
2007-07-31,948.134588946153
2007-08-01,941.7462999552499
2007-08-02,946.7594979993504
2007-08-03,923.6581379144811
2007-08-06,928.576892452658
2007-08-07,939.4786826828804
2007-08-08,954.4000005716838
2007-08-09,936.7521224206722
2007-08-10,924.3613139038637
2007-08-13,934.4243160905789
2007-08-14,921.8995282877644
2007-08-15,915.5785985904276
2007-08-16,906.5176342277289
2007-08-17,921.8435009084981
2007-08-20,930.2552838776287
2007-08-21,929.976014579533
2007-08-22,941.771274648018
2007-08-23,941.719938733424
2007-08-24,944.2781498406057
2007-08-27,942.3261423919317
2007-08-28,922.7116083367252
2007-08-29,933.4504980636959
2007-08-30,935.6232290293403
2007-08-31,947.7998634520108
2007-09-03,951.030442684782
2007-09-04,959.2201014913393
2007-09-05,944.1726123639007
2007-09-06,945.1275619773403
2007-09-07,926.6485883055087
2007-09-10,919.9287344020382
2007-09-11,930.543330829941
2007-09-12,930.0371390281729
2007-09-13,938.191982611405
2007-09-14,936.8066740777549
2007-09-17,928.4421967050832
2007-09-18,947.7256908030655
2007-09-19,960.4886396861635
2007-09-20,949.3448757161128
2007-09-21,952.4722597441827
2007-09-24,949.8336322206077
2007-09-25,943.1697885508681
2007-09-26,949.5766120907693
2007-09-27,955.9269437603098
2007-09-28,950.5756669444116
2007-10-01,960.5676844124653
2007-10-02,969.7317514481095
2007-10-03,968.7150960507101
2007-10-04,970.5280860292713
2007-10-05,979.6831002252928
2007-10-08,979.409606957881
2007-10-09,985.1747207642949
2007-10-10,980.607672220196
2007-10-11,979.3906409633643
2007-10-12,982.603461717908
2007-10-15,974.477016206093
2007-10-16,968.9410461236266
2007-10-17,969.2808094149437
2007-10-18,960.8421537674919
2007-10-19,946.8211737645081
2007-10-22,945.5998807342145
2007-10-23,950.8215925060081
2007-10-24,947.9059460015958
2007-10-25,949.4526739994343
2007-10-26,958.6953085237485
2007-10-29,965.420041117177
2007-10-30,958.7306285344694
2007-10-31,966.3196051207743
2007-11-01,945.844343777259
2007-11-02,936.5772163441131
2007-11-05,928.7217074876705
2007-11-06,933.4258496953893
2007-11-07,911.8142308169056
2007-11-08,908.0092504689903
2007-11-09,898.0371616973946
2007-11-12,895.0222037943846
2007-11-13,907.0903204276235
2007-11-14,906.8242108391545
2007-11-15,895.2681831034698
2007-11-16,890.5726754412619
2007-11-19,873.6437456096276
2007-11-20,872.6000676295425
