Date,AC EUROPE IMI VALUE
1998-12-31,445.81385942624456
1999-01-01,445.81056349701635
1999-01-04,455.6832832052219
1999-01-05,459.45855885208005
1999-01-06,470.3544834747127
1999-01-07,465.0324529204124
1999-01-08,467.36867622786843
1999-01-11,462.20037359889335
1999-01-12,457.2211340277978
1999-01-13,441.2255682991962
1999-01-14,442.2883931502653
1999-01-15,448.21895151192126
1999-01-18,457.00208321495006
1999-01-19,455.780282701686
1999-01-20,459.41877239186107
1999-01-21,455.6948844592398
1999-01-22,445.16117351541
1999-01-25,445.6876811294515
1999-01-26,445.9354952383703
1999-01-27,447.985336764011
1999-01-28,452.7296737750369
1999-01-29,456.7525389076081
1999-02-01,464.00681381299125
1999-02-02,462.5906490818182
1999-02-03,458.6529980843961
1999-02-04,460.8773237776897
1999-02-05,460.93204662577307
1999-02-08,460.112579392104
1999-02-09,452.11344212828993
1999-02-10,448.61274907222315
1999-02-11,454.2393220753058
1999-02-12,457.93858058529776
1999-02-15,460.3812651757283
1999-02-16,463.7245974392994
1999-02-17,459.18601216558324
1999-02-18,459.10412292981783
1999-02-19,461.6304786357521
1999-02-22,464.9967420312652
1999-02-23,469.5123358913033
1999-02-24,472.5670217020907
1999-02-25,467.3108549023645
1999-02-26,468.8833973056542
1999-03-01,464.68549329992146
1999-03-02,466.54876653991505
1999-03-03,464.91188867954423
1999-03-04,469.3613580654927
1999-03-05,477.7256300137267
1999-03-08,475.448316466178
1999-03-09,476.54076519809473
1999-03-10,477.06485985284246
1999-03-11,486.4769679984131
1999-03-12,486.7163210869139
1999-03-15,484.2367828862765
1999-03-16,486.33614301877446
1999-03-17,483.6459034417687
1999-03-18,482.9696211659581
1999-03-19,489.11005878082125
1999-03-22,487.88415684273235
1999-03-23,481.7470189843414
1999-03-24,477.4353368423747
1999-03-25,483.78358627325025
1999-03-26,483.9326635752022
1999-03-29,489.8012938330573
1999-03-30,487.2128258937089
1999-03-31,488.79311960105525
1999-04-01,487.4262250029605
1999-04-02,487.9457811190346
1999-04-05,488.8123813727124
1999-04-06,492.4995188680273
1999-04-07,496.5415452628088
1999-04-08,497.9899609270061
1999-04-09,501.8939593208453
1999-04-12,499.4767191426838
1999-04-13,503.7471489340597
1999-04-14,504.2203427194316
1999-04-15,506.53615219570474
1999-04-16,510.17621378219354
1999-04-19,518.4809995852908
1999-04-20,507.4503686535075
1999-04-21,508.2119381427578
1999-04-22,512.588192081628
1999-04-23,513.0813374306198
1999-04-26,516.9618892313148
1999-04-27,524.348938567897
1999-04-28,524.4959578428643
1999-04-29,524.0913031638374
1999-04-30,527.6116221325206
1999-05-03,529.9369435305556
1999-05-04,531.3765965533062
1999-05-05,522.9245810212408
1999-05-06,523.1654349496928
1999-05-07,520.9509875656778
1999-05-10,520.1458738736023
1999-05-11,521.7878532263685
1999-05-12,518.6466188043069
1999-05-13,522.8728160975788
1999-05-14,514.3806778152548
1999-05-17,506.6843071999092
1999-05-18,510.0207847967106
1999-05-19,514.726494356095
1999-05-20,518.5483858684902
1999-05-21,518.576903158464
1999-05-24,517.7364423032768
1999-05-25,511.8064972174336
1999-05-26,513.4939850617209
1999-05-27,509.3762440893767
1999-05-28,510.8795335927435
1999-05-31,513.6137635499043
1999-06-01,513.6553390417723
1999-06-02,517.9905728026223
1999-06-03,521.3840083751259
1999-06-04,525.790915290233
1999-06-07,529.2909057218175
1999-06-08,526.0926532281087
1999-06-09,526.788990910913
1999-06-10,523.7536573641131
